symbol,range_minutes,atr_stop_fraction,relative_volume_min,training_selection_score,robust_score,train_start,train_end,train_starting_balance,train_ending_balance,train_net_profit,train_return_percent,train_max_drawdown_percent,train_trades,train_wins,train_losses,train_win_rate_percent,train_profit_factor,train_total_r,train_average_r,train_sharpe,train_skipped_below_broker_minimum,train_minimum_lot_fallbacks,validation_start,validation_end,validation_starting_balance,validation_ending_balance,validation_net_profit,validation_return_percent,validation_max_drawdown_percent,validation_trades,validation_wins,validation_losses,validation_win_rate_percent,validation_profit_factor,validation_total_r,validation_average_r,validation_sharpe,validation_skipped_below_broker_minimum,validation_minimum_lot_fallbacks,full_start,full_end,full_starting_balance,full_ending_balance,full_net_profit,full_return_percent,full_max_drawdown_percent,full_trades,full_wins,full_losses,full_win_rate_percent,full_profit_factor,full_total_r,full_average_r,full_sharpe,full_skipped_below_broker_minimum,full_minimum_lot_fallbacks
US100,60,0.2,0.75,6.8629122727771055,2.2054883744139775,2026-05-08,2026-06-18,300.0,322.81328714285684,22.813287142856836,7.604429047618955,4.30303546724473,19,9,10,47.368421052631575,1.764545638693806,8.860087218160162,0.46632037990316644,2.5697048521327517,0,0,2026-06-19,2026-07-07,300.0,300.8584942857142,0.8584942857141868,0.28616476190472806,1.5543330178276518,6,3,3,50.0,1.1141310334401557,0.22659349223110734,0.03776558203851789,0.5118209947499296,0,0,2026-05-08,2026-07-07,300.0,324.547981428571,24.547981428571006,8.182660476190339,4.30303546724473,25,12,13,48.0,1.6570479705107382,9.08668071039127,0.3634672284156508,2.247488008212978,0,0
ETHUSD,30,0.2,1.0,-1.0985951087919903,1.0409690313198392,2026-05-08,2026-06-18,300.0,300.6453142857143,0.645314285714278,0.2151047619047608,3.8593790476190484,10,3,7,30.0,1.0370827959699158,0.45004963137886145,0.04500496313788614,0.19476240414132182,0,0,2026-06-19,2026-07-07,300.0,303.8078314285715,3.8078314285714896,1.2692771428571614,1.9073115100676001,6,2,4,33.33333333333333,1.4101600981621063,1.337064036388297,0.2228440060647162,1.5005944034902539,0,0,2026-05-08,2026-07-07,300.0,304.45314571428577,4.4531457142857676,1.4843819047619222,3.8593790476190484,16,5,11,31.25,1.1668735186050025,1.7871136677671586,0.11169460423544741,0.6492732831647592,0,0
ETHUSD,30,0.2,1.25,1.8084732652381,0.30286349100471566,2026-05-08,2026-06-18,300.0,305.9324757142857,5.932475714285715,1.9774919047619077,1.9246571428571428,7,2,5,28.57142857142857,1.5046113604761922,2.130361335451616,0.3043373336359451,1.2648233601688441,0,0,2026-06-19,2026-07-07,300.0,300.67548285714287,0.6754828571428675,0.225160952380965,2.8361481402146795,4,1,3,25.0,1.0769647966440314,0.1975812745959885,0.04939531864899713,0.34161952984638067,0,0,2026-05-08,2026-07-07,300.0,306.1289728571429,6.128972857142912,2.042990952380963,2.934672937271517,11,3,8,27.27272727272727,1.2916887940165411,2.3279426100476046,0.21163114636796407,0.8969730036790485,0,0
US100,5,0.075,0.75,-4.029647061249486,-1.1495484303813819,2026-05-08,2026-06-18,300.0,302.02467624999866,2.024676249998663,0.6748920833328897,13.510565196660206,27,5,22,18.51851851851852,1.0241586742486954,0.8674397619215144,0.03212739858968572,0.3404563854203034,0,0,2026-06-19,2026-07-07,300.0,302.65455517857146,2.6545551785714565,0.8848517261904831,3.4290864641723315,10,2,8,20.0,1.1210652701400614,1.9440465030159522,0.1944046503015952,0.7714974555727803,0,0,2026-05-08,2026-07-07,300.0,304.6792314285701,4.6792314285701195,1.5597438095233729,15.483757386726232,37,7,30,18.91891891891892,1.0442547183872812,2.8114862649374666,0.07598611526858018,0.42652111154409345,0,0
AUDUSD,30,0.2,0.75,-1.220062114498314,-1.276635395281028,2026-05-08,2026-06-18,300.0,301.0641428571426,1.064142857142599,0.35471428571420827,4.59995078593155,19,6,13,31.57894736842105,1.03520637486352,0.3607936105583247,0.018989137397806565,0.2517063308603797,0,0,2026-06-19,2026-07-07,300.0,300.2598571428578,0.25985714285781114,0.08661904761926298,3.486714285714242,6,2,4,33.33333333333333,1.0248425998006678,-0.22330187180094874,-0.03721697863349146,0.17810365157001085,0,0,2026-05-08,2026-07-07,300.0,301.32400000000047,1.324000000000467,0.44133333333349345,5.148409315676259,25,8,17,32.0,1.0325419063068488,0.137491738757376,0.00549966955029504,0.2334077553294794,0,0
BTCUSD,5,0.2,1.0,-1000000000.0,-999988.6118161905,2026-05-08,2026-06-18,300.0,289.2016114285714,-10.798388571428575,-3.5994628571428544,6.515382516244434,12,5,7,41.66666666666667,0.6023643283988633,-2.088307261590681,-0.17402560513255674,-2.2091385167648565,0,12,2026-06-19,2026-07-07,300.0,334.1645514285714,34.16455142857137,11.388183809523799,2.708922826999351,7,4,3,57.14285714285714,4.5993190619899975,7.595804316236774,1.0851149023195392,5.68341510567186,0,7,2026-05-08,2026-07-07,300.0,323.36616285714274,23.36616285714274,7.788720952380923,6.764673440480087,19,9,10,47.368421052631575,1.6375759699127286,5.507497054646093,0.2898682660340049,1.8763796142718487,0,19
BTCUSD,5,0.15,1.0,-1000000000.0,-999988.8133754762,2026-05-08,2026-06-18,300.0,291.7938089285715,-8.20619107142852,-2.735397023809505,5.984615279741696,12,5,7,41.66666666666667,0.6659300670405517,-1.9377539929322185,-0.16147949941101822,-1.813354529480148,0,5,2026-06-19,2026-07-07,300.0,333.5598735714284,33.5598735714284,11.186624523809474,2.049420872431396,7,4,3,57.14285714285714,4.323869988539988,10.011274681731424,1.4301820973902033,5.56088105418017,0,6,2026-05-08,2026-07-07,300.0,325.3536824999999,25.353682499999877,8.451227499999959,7.130372348038796,19,9,10,47.368421052631575,1.7314775351806533,8.073520688799206,0.4249221415157477,2.060685803111564,0,12
ETHUSD,15,0.2,0.75,-1000000000.0,-999988.9083380953,2026-05-08,2026-06-18,300.0,296.42819857142837,-3.571801428571632,-1.1906004761905398,7.771193333333391,23,5,18,21.73913043478261,0.9207307443928128,-0.8500174526276149,-0.036957280549026736,-0.295787635191096,0,0,2026-06-19,2026-07-07,300.0,333.2749857142857,33.27498571428572,11.091661904761896,0.9902569695446114,9,7,2,77.77777777777779,6.284667707302898,10.928495238575369,1.2142772487305966,9.179432467179293,0,0,2026-05-08,2026-07-07,300.0,329.13643571428554,29.13643571428554,9.712145238095182,7.771193333333391,32,12,20,37.5,1.5691203158086042,10.078477785947754,0.3149524308108673,2.3471892758996704,0,0
BTCUSD,15,0.2,0.75,-1000000000.0,-999989.6327933334,2026-05-08,2026-06-18,300.0,295.64758428571434,-4.352415714285655,-1.4508052380952208,7.764531904761876,20,5,15,25.0,0.9243292593740726,-1.00483612356127,-0.050241806178063494,-0.24846438076936694,0,20,2026-06-19,2026-07-07,300.0,331.10161999999985,31.101619999999855,10.367206666666618,2.745962591517338,11,5,6,45.45454545454545,2.330472040581134,7.020363119721757,0.6382148290656142,4.704316526738171,0,11,2026-05-08,2026-07-07,300.0,326.7492042857142,26.7492042857142,8.916401428571398,7.764531904761876,31,10,21,32.25806451612903,1.3306690183334193,6.015526996160487,0.19404925794066086,1.5934640222147871,0,31
BTCUSD,15,0.2,1.25,-1000000000.0,-999990.2940414286,2026-05-08,2026-06-18,300.0,299.69284714285726,-0.3071528571427393,-0.10238428571424096,5.122868095238061,9,2,7,22.22222222222222,0.9881134418387832,-0.49215593362605337,-0.05468399262511704,0.059528098968886486,0,9,2026-06-19,2026-07-07,300.0,329.1178757142855,29.117875714285503,9.705958571428507,1.3686578530704077,5,4,1,80.0,7.568992505890572,6.126847061531655,1.225369412306331,6.974269346927661,0,5,2026-05-08,2026-07-07,300.0,328.81072285714276,28.810722857142764,9.603574285714256,5.122868095238061,14,6,8,42.857142857142854,1.9516977045629182,5.634691127905602,0.402477937707543,2.43649661785868,0,14
BTCUSD,5,0.2,0.75,-1000000000.0,-999990.3153952381,2026-05-08,2026-06-18,300.0,290.8124057142857,-9.187594285714283,-3.0625314285714245,6.090733172160814,22,8,14,36.36363636363637,0.8370652864115221,-1.449575280166907,-0.06588978546213214,-0.8349279658184099,0,22,2026-06-19,2026-07-07,300.0,329.0538142857141,29.05381428571411,9.684604761904714,2.752621976544436,8,4,4,50.0,2.989621282973383,6.595804316236768,0.824475539529596,4.6508194022684615,0,8,2026-05-08,2026-07-07,300.0,319.8662199999999,19.866219999999885,6.622073333333289,7.119460836181396,30,12,18,40.0,1.2798418613771219,5.14622903606986,0.17154096786899534,1.3204717130599646,0,30
ETHUSD,5,0.15,1.25,-1000000000.0,-999990.4415471428,2026-05-08,2026-06-18,300.0,288.24664857142864,-11.753351428571364,-3.9177838095237894,5.76232915355813,8,2,6,25.0,0.33315647769049606,-4.011307450015345,-0.5014134312519182,-4.149051279333276,0,0,2026-06-19,2026-07-07,300.0,328.6753585714285,28.67535857142849,9.558452857142829,0.9764631782495423,5,4,1,80.0,9.847575448632174,9.587323985427366,1.9174647970854732,7.106327048190996,0,0,2026-05-08,2026-07-07,300.0,316.3027457142857,16.30274571428572,5.434248571428579,5.76232915355813,13,6,7,46.15384615384615,1.7858125572217618,5.576016535412021,0.42892434887784775,1.9466603941957787,0,0
ETHUSD,5,0.2,1.0,-1000000000.0,-999990.6655952381,2026-05-08,2026-06-18,300.0,283.3602328571428,-16.63976714285718,-5.5465890476190545,7.059817592034637,12,4,8,33.33333333333333,0.2765056647703451,-5.812385491949416,-0.48436545766245137,-5.691170407497342,0,0,2026-06-19,2026-07-07,300.0,328.00321428571425,28.00321428571425,9.334404761904747,1.9531611295270521,7,5,2,71.42857142857143,5.428726028882823,9.277197590378712,1.3253139414826731,7.354152874121979,0,0,2026-05-08,2026-07-07,300.0,309.4905528571428,9.490552857142802,3.1635176190476066,7.059817592034637,19,9,10,47.368421052631575,1.3290070493936936,3.4648120984292965,0.18235853149627876,1.2338128441857508,0,0
ETHUSD,15,0.1,1.0,-1000000000.0,-999991.2862909524,2026-05-08,2026-06-18,300.0,299.0451542857141,-0.9548457142859093,-0.3182819047619745,5.8204382193463005,13,2,11,15.384615384615385,0.9716257550212003,0.13310293073150015,0.010238686979346165,0.05948042419130397,0,0,2026-06-19,2026-07-07,300.0,326.1411271428571,26.1411271428571,8.713709047619034,2.9383614285714352,8,3,5,37.5,2.7666775989088714,8.779674566829634,1.0974593208537042,4.531474833462993,0,0,2026-05-08,2026-07-07,300.0,324.8315814285712,24.831581428571212,8.277193809523741,6.720938185638003,21,5,16,23.809523809523807,1.512534354141832,8.912777497561134,0.42441797607433973,1.558428934048871,0,0
ETHUSD,15,0.075,1.0,-1000000000.0,-999992.0570849405,2026-05-08,2026-06-18,300.0,259.9601248214287,-40.03987517857132,-13.346625059523776,13.346625059523772,13,0,13,0.0,0.0,-14.39584290696693,-1.1073725313051486,-13.093966316032601,0,0,2026-06-19,2026-07-07,300.0,323.82874517857147,23.828745178571467,7.942915059523825,4.850530178571414,8,2,6,25.0,2.357565631954664,8.285829896773532,1.0357287370966914,3.3994509392076515,0,0,2026-05-08,2026-07-07,300.0,280.73432196428587,-19.26567803571413,-6.421892678571373,17.53718291666662,21,2,19,9.523809523809524,0.6509358951113209,-6.110013010193397,-0.29095300048539985,-1.2975771455153222,0,0
AUDUSD,60,0.1,0.75,-1000000000.0,-999992.1055714285,2026-05-08,2026-06-18,300.0,282.34114285714236,-17.65885714285764,-5.8862857142858775,5.88628571428588,14,2,12,14.285714285714285,0.40819257727221003,-6.72602416361564,-0.48043029740111715,-3.9600623304128986,0,0,2026-06-19,2026-07-07,300.0,323.68328571428424,23.68328571428424,7.89442857142808,1.8843938345602815,7,3,4,42.857142857142854,3.007617133099742,8.49323579433341,1.2133193991904871,4.901321063038255,0,0,2026-05-08,2026-07-07,300.0,304.81499999999807,4.814999999998065,1.6049999999993458,6.727428571428751,21,5,16,23.809523809523807,1.1168263981559607,1.7672116307177703,0.0841529347960843,0.5483332991759707,0,0
BTCUSD,15,0.15,0.75,-1000000000.0,-999992.3250861905,2026-05-08,2026-06-18,300.0,289.9011671428573,-10.098832857142725,-3.366277619047575,5.364467619047597,20,4,16,20.0,0.8026991090263123,-2.686992525797526,-0.1343496262898763,-0.935470168756102,0,12,2026-06-19,2026-07-07,300.0,323.02474142857125,23.024741428571247,7.674913809523742,2.6003125715997957,11,4,7,36.36363636363637,1.9515669843669565,7.275705778830025,0.6614277980754568,3.5666645133383708,0,10,2026-05-08,2026-07-07,300.0,312.9259085714285,12.925908571428522,4.308636190476167,7.436420212542378,31,8,23,25.806451612903224,1.1714730125282204,4.588713253032499,0.14802300816233868,0.9065827773519947,0,23
ETHUSD,15,0.1,0.75,-1000000000.0,-999992.3617909524,2026-05-08,2026-06-18,300.0,291.0516285714282,-8.948371428571818,-2.982790476190611,10.114473095238225,23,3,20,13.043478260869565,0.8569074972187196,-2.120450349473412,-0.09219349345536573,-0.4503701168279573,0,0,2026-06-19,2026-07-07,300.0,322.91462714285706,22.914627142857057,7.638209047619027,2.9383614285714352,9,3,6,33.33333333333333,2.2713910134127313,7.779674566829623,0.8644082852032915,3.950235613728649,0,0,2026-05-08,2026-07-07,300.0,313.0315499999995,13.031549999999527,4.343849999999838,10.114473095238225,32,6,26,18.75,1.1627776837479562,5.65922421735621,0.17685075679238157,0.8189606015019761,0,0
ETHUSD,5,0.1,1.25,-1000000000.0,-999992.494807619,2026-05-08,2026-06-18,300.0,276.77797000000004,-23.22202999999996,-7.740676666666657,7.740676666666654,8,0,8,0.0,0.0,-8.1463142437592,-1.0182892804699,-9.394410645250662,0,0,2026-06-19,2026-07-07,300.0,322.5155771428571,22.515577142857126,7.505192380952375,1.9610754892961106,5,2,3,40.0,3.3992500642401997,7.634514146818182,1.5269028293636364,4.237934233856469,0,0,2026-05-08,2026-07-07,300.0,297.1403514285714,-2.859648571428579,-0.9532161904761915,8.659132857142842,13,2,11,15.384615384615385,0.9105141935582483,-0.5118000969410189,-0.03936923822623222,-0.18352234308223717,0,0
ETHUSD,5,0.15,1.0,-1000000000.0,-999992.5922271429,2026-05-08,2026-06-18,300.0,285.21398464285716,-14.786015357142844,-4.928671785714278,6.9623945170341965,12,4,8,33.33333333333333,0.36476134086207884,-5.08318065593252,-0.4235983879943767,-4.6222760806165955,0,0,2026-06-19,2026-07-07,300.0,322.2233185714285,22.22331857142848,7.407772857142825,2.92033820220136,7,4,3,57.14285714285714,3.292699048820828,7.587323985427375,1.083903426489625,5.2327739462852,0,0,2026-05-08,2026-07-07,300.0,306.56434892857146,6.564348928571462,2.1881163095238243,6.9623945170341965,19,8,11,42.10526315789473,1.201968463708272,2.504143329494854,0.13179701734183444,0.8155127649264073,0,0
BTCUSD,60,0.2,0.75,-1000000000.0,-999992.7339061905,2026-05-08,2026-06-18,300.0,280.19996142857167,-19.80003857142833,-6.6000128571427785,10.39569572154542,18,4,14,22.22222222222222,0.6322090761547845,-4.931758928935145,-0.2739866071630636,-2.2471601808546304,0,18,2026-06-19,2026-07-07,300.0,321.7982814285712,21.798281428571215,7.266093809523744,1.7321908861364688,6,4,2,66.66666666666666,5.069106936614187,5.059895167527149,0.8433158612545247,5.6197252687678825,0,6,2026-05-08,2026-07-07,300.0,301.9982428571429,1.998242857142884,0.6660809523809652,10.39569572154542,24,8,16,33.33333333333333,1.033758631708308,0.1281362385920033,0.005339009941333471,0.2754572484213084,0,24
ETHUSD,15,0.15,0.75,-1000000000.0,-999992.7746186905,2026-05-08,2026-06-18,300.0,294.487782142857,-5.512217857143014,-1.8374059523809994,9.494611904761939,23,4,19,17.391304347826086,0.9006611025025847,-1.0125634039666587,-0.044024495824637334,-0.35328729348081295,0,0,2026-06-19,2026-07-07,300.0,321.67614392857143,21.676143928571435,7.225381309523815,0.9997668929185405,9,5,4,55.55555555555556,2.753016225996547,7.375366575320081,0.8194851750355645,5.217739123395761,0,0,2026-05-08,2026-07-07,300.0,316.5296078571427,16.529607857142707,5.509869285714242,9.494611904761939,32,9,23,28.125,1.244925198723855,6.3628031713534225,0.19883759910479445,1.1918453849776662,0,0
ETHUSD,15,0.075,0.75,-1000000000.0,-999993.1325849405,2026-05-08,2026-06-18,300.0,228.65924874999996,-71.34075125000004,-23.780250416666682,23.78025041666668,23,0,23,0.0,0.0,-27.242403787809778,-1.184452338600425,-24.437355860374346,0,0,2026-06-19,2026-07-07,300.0,320.6022451785714,20.602245178571422,6.867415059523818,4.850530178571414,9,2,7,22.22222222222222,1.9914909679782566,7.285829896773523,0.8095366551970581,2.953518405609306,0,0,2026-05-08,2026-07-07,300.0,244.69421232142855,-55.30578767857145,-18.435262559523814,27.460793273809514,32,2,30,6.25,0.3649070943373181,-19.956573891036257,-0.623642934094883,-4.039291701419283,0,0
ETHUSD,5,0.2,1.25,-1000000000.0,-999993.1550095238,2026-05-08,2026-06-18,300.0,287.32422285714273,-12.675777142857271,-4.22525904761909,5.610891165312287,8,2,6,25.0,0.2578487976256609,-4.508480587511564,-0.5635600734389455,-4.953383012067402,0,0,2026-06-19,2026-07-07,300.0,320.5349714285714,20.534971428571396,6.844990476190471,0.9887774518214033,5,4,1,80.0,7.415116569674044,6.940492989070532,1.3880985978141065,6.683471556163159,0,0,2026-05-08,2026-07-07,300.0,307.01264571428555,7.012645714285554,2.337548571428516,5.610891165312287,13,6,7,46.15384615384615,1.3485279733903681,2.4320124015589673,0.18707787704299747,1.1086276162974642,0,0
BTCUSD,60,0.15,0.75,-1000000000.0,-999993.5103552381,2026-05-08,2026-06-18,300.0,292.91972214285704,-7.08027785714296,-2.360092619047649,7.0011944402736646,18,4,14,22.22222222222222,0.827794478691261,-2.5204728580633287,-0.14002626989240716,-0.8153791745305063,0,11,2026-06-19,2026-07-07,300.0,319.4689342857141,19.468934285714113,6.4896447619047,2.4211998845918705,6,3,3,50.0,3.6000645615973226,6.020003038434197,1.0033338397390328,4.948940545549486,0,6,2026-05-08,2026-07-07,300.0,312.38865642857115,12.388656428571153,4.12955214285704,7.0011944402736646,24,7,17,29.166666666666668,1.254894138902033,3.4995301803708685,0.14581375751545286,1.1339970548240124,0,17
BTCUSD,15,0.15,1.25,-1000000000.0,-999993.5724255953,2026-05-08,2026-06-18,300.0,287.6082035714286,-12.39179642857141,-4.1305988095238,6.117306785714277,9,1,8,11.11111111111111,0.5205470101059935,-3.9909566193149137,-0.44343962436832374,-2.037854097281087,0,6,2026-06-19,2026-07-07,300.0,319.2827232142855,19.28272321428551,6.427574404761827,1.5134971873380654,5,3,2,60.0,3.7502834122761124,5.534148774494156,1.1068297548988313,4.747044062585189,0,5,2026-05-08,2026-07-07,300.0,306.8909267857141,6.8909267857141,2.2969755952380266,6.117306785714277,14,4,10,28.57142857142857,1.2097255798131765,1.543192155179242,0.11022801108423157,0.7420088122154005,0,11
