symbol,range_minutes,atr_stop_fraction,relative_volume_min,training_selection_score,robust_score,train_start,train_end,train_starting_balance,train_ending_balance,train_net_profit,train_return_percent,train_max_drawdown_percent,train_trades,train_wins,train_losses,train_win_rate_percent,train_profit_factor,train_total_r,train_average_r,train_sharpe,train_skipped_below_broker_minimum,train_minimum_lot_fallbacks,validation_start,validation_end,validation_starting_balance,validation_ending_balance,validation_net_profit,validation_return_percent,validation_max_drawdown_percent,validation_trades,validation_wins,validation_losses,validation_win_rate_percent,validation_profit_factor,validation_total_r,validation_average_r,validation_sharpe,validation_skipped_below_broker_minimum,validation_minimum_lot_fallbacks,full_start,full_end,full_starting_balance,full_ending_balance,full_net_profit,full_return_percent,full_max_drawdown_percent,full_trades,full_wins,full_losses,full_win_rate_percent,full_profit_factor,full_total_r,full_average_r,full_sharpe,full_skipped_below_broker_minimum,full_minimum_lot_fallbacks
EURUSD,30,0.15,1.25,-1000000000.0,-1000001.9165,2026-05-08,2026-06-18,300.0,282.1228214285702,-17.877178571429795,-5.959059523809929,5.959059523809931,6,0,6,0.0,0.0,-6.872426413736504,-1.1454044022894172,-7.543744282463471,0,0,2026-06-19,2026-07-07,300.0,294.25049999999993,-5.749500000000069,-1.916500000000021,1.916500000000023,2,0,2,0.0,0.0,-2.1478770131772045,-1.0739385065886022,-6.391715582181831,0,0,2026-05-08,2026-07-07,300.0,277.21332142857005,-22.786678571429945,-7.59555952380998,7.595559523809982,8,0,8,0.0,0.0,-9.020303426913708,-1.1275379283642135,-7.2825636994290175,0,0
GBPUSD,15,0.05,1.25,-1000000000.0,-1000001.9217261905,2026-05-08,2026-06-18,300.0,274.50978571428476,-25.49021428571524,-8.49673809523841,8.496738095238413,7,0,7,0.0,0.0,-9.286342543197044,-1.3266203633138633,-7.814904021367826,0,0,2026-06-19,2026-07-07,300.0,294.2348214285712,-5.765178571428805,-1.9217261904762695,1.9217261904762684,2,0,2,0.0,0.0,-2.000000000000074,-1.000000000000037,-6.5018867581171955,0,0,2026-05-08,2026-07-07,300.0,269.3526785714274,-30.64732142857258,-10.215773809524197,10.215773809524194,9,0,9,0.0,0.0,-11.286342543197119,-1.2540380603552355,-7.379555866292206,0,0
AUDUSD,15,0.075,1.25,-1000000000.0,-1000001.923875,2026-05-08,2026-06-18,300.0,294.51503571428617,-5.484964285713829,-1.8283214285712779,3.84680952380927,7,1,6,14.285714285714285,0.6844995367507746,-1.5159775908198758,-0.21656822725998226,-1.0378255734707185,0,0,2026-06-19,2026-07-07,300.0,294.22837499999997,-5.771625000000029,-1.9238750000000082,1.9238750000000095,2,0,2,0.0,0.0,-2.000000000000031,-1.0000000000000155,-6.503058879673815,0,0,2026-05-08,2026-07-07,300.0,288.74341071428614,-11.256589285713858,-3.752196428571286,3.867418194478262,9,1,8,11.11111111111111,0.5138926053907819,-3.5159775908199067,-0.39066417675776743,-1.79439873747389,0,0
NZDUSD,5,0.075,1.25,11.615436795957287,-1000001.9243928571,2026-05-08,2026-06-18,300.0,332.3733928571417,32.37339285714171,10.791130952380579,3.6719321227739945,7,2,5,28.57142857142857,3.109482086547606,11.324636774833635,1.6178052535476621,2.676378920215876,0,0,2026-06-19,2026-07-07,300.0,294.2268214285713,-5.773178571428673,-1.924392857142887,1.9243928571428912,2,0,2,0.0,0.0,-2.000000000000028,-1.000000000000014,-6.500419455272746,0,0,2026-05-08,2026-07-07,300.0,326.1166785714273,26.116678571427315,8.705559523809114,5.485245737386199,9,2,7,22.22222222222222,2.208919594043813,9.324636774833607,1.0360707527592896,1.823384542296345,0,0
NZDUSD,15,0.075,1.25,3.1215778810979984,-1000001.9243928571,2026-05-08,2026-06-18,300.0,310.55553571428555,10.555535714285554,3.518511904761845,2.862936398386564,7,1,6,14.285714285714285,1.6050937157714504,4.088532015647463,0.5840760022353518,1.1336374024606002,0,0,2026-06-19,2026-07-07,300.0,294.2268214285713,-5.773178571428673,-1.924392857142887,1.9243928571428912,2,0,2,0.0,0.0,-2.000000000000028,-1.000000000000014,-6.793936371274146,0,0,2026-05-08,2026-07-07,300.0,304.525964285714,4.525964285713997,1.5086547619046708,4.748894933952558,9,1,8,11.11111111111111,1.1928072505640577,2.0885320156474347,0.23205911284971498,0.47770236684983397,0,0
NZDUSD,5,0.05,1.25,-0.2942766503176897,-1000001.9276428572,2026-05-08,2026-06-18,300.0,302.66317857142735,2.663178571427352,0.8877261904757905,3.8004227774949664,7,1,6,14.285714285714285,1.148145131329758,0.938468442052958,0.1340669202932797,0.44847359244172147,0,0,2026-06-19,2026-07-07,300.0,294.21707142857196,-5.7829285714280445,-1.9276428571426862,1.9276428571426814,2,0,2,0.0,0.0,-1.9999999999998113,-0.9999999999999056,-6.503361124839101,0,0,2026-05-08,2026-07-07,300.0,296.8802499999993,-3.1197500000006926,-1.0399166666668958,5.638490051833178,9,1,8,11.11111111111111,0.8686960090068016,-1.0615315579468532,-0.11794795088298368,-0.24761527653134663,0,0
EURUSD,5,0.2,1.25,0.803352838475289,-1000001.9352380952,2026-05-08,2026-06-18,300.0,303.93757142857066,3.9375714285706636,1.312523809523558,2.341844374001209,6,1,5,16.666666666666664,1.310474559852154,1.5078033227048735,0.25130055378414556,0.7078759520659517,0,0,2026-06-19,2026-07-07,300.0,294.19428571428585,-5.805714285714146,-1.9352380952380455,2.6233663066709454,4,1,3,25.0,0.2674837779380101,-2.0018832391713426,-0.5004708097928356,-5.086684532664461,0,0,2026-05-08,2026-07-07,300.0,298.1318571428565,-1.8681428571434822,-0.6227142857144985,4.207277945012035,10,2,8,20.0,0.9093492863430974,-0.4940799164664691,-0.04940799164664691,-0.1702772640787637,0,0
AUDUSD,30,0.075,1.0,-1000000000.0,-1000001.9643571428,2026-05-08,2026-06-18,300.0,262.69833928571404,-37.30166071428596,-12.433886904761982,12.433886904761986,13,0,13,0.0,0.0,-13.798577014952652,-1.061429001150204,-13.436414738342846,0,0,2026-06-19,2026-07-07,300.0,294.1069285714289,-5.893071428571091,-1.9643571428570317,1.9643571428570303,2,0,2,0.0,0.0,-1.999999999999895,-0.9999999999999475,-6.502842412438613,0,0,2026-05-08,2026-07-07,300.0,257.9977678571429,-42.00223214285711,-14.00074404761904,14.000744047619037,15,0,15,0.0,0.0,-15.798577014952546,-1.0532384676635032,-11.329844347407278,0,0
US100,15,0.2,1.0,-1000000000.0,-1000001.97119,2026-05-08,2026-06-18,300.0,293.20283857142834,-6.7971614285716555,-2.265720476190547,6.960084285714268,15,1,14,6.666666666666667,0.8011936537744656,-2.2717253928762706,-0.1514483595250847,-0.5016473063456902,0,0,2026-06-19,2026-07-07,300.0,294.08643000000006,-5.913569999999936,-1.9711899999999782,1.9711899999999787,4,1,3,25.0,0.016727162684123845,-2.9657085980747766,-0.7414271495186942,-8.534954118566583,0,0,2026-05-08,2026-07-07,300.0,287.2389685714284,-12.761031428571584,-4.2536771428571925,6.960084285714268,19,2,17,10.526315789473683,0.6825932381621105,-5.237433990951047,-0.2756544205763709,-0.9152558612614456,0,0
US30,15,0.15,1.0,-1000000000.0,-1000001.9815738095,2026-05-08,2026-06-18,300.0,283.3641249999999,-16.635875000000112,-5.545291666666707,5.545291666666704,11,1,10,9.090909090909092,0.32020431617928996,-6.6901835266728815,-0.6081985024248074,-4.428526422274009,0,0,2026-06-19,2026-07-07,300.0,294.05527857142863,-5.94472142857137,-1.9815738095237845,2.83468527282838,4,1,3,25.0,0.3070387611873661,-2.765658312848344,-0.691414578212086,-4.845902536760266,0,0,2026-05-08,2026-07-07,300.0,277.4194035714285,-22.580596428571482,-7.526865476190492,7.526865476190495,15,2,13,13.333333333333334,0.3167870214574733,-9.455841839521225,-0.6303894559680817,-4.5833630032317725,0,0
EURUSD,15,0.075,1.25,-1000000000.0,-1000001.9917083334,2026-05-08,2026-06-18,300.0,282.2132142857139,-17.78678571428611,-5.928928571428704,5.928928571428703,5,0,5,0.0,0.0,-6.286737148291231,-1.2573474296582463,-6.361671133457425,0,0,2026-06-19,2026-07-07,300.0,294.02487499999916,-5.975125000000844,-1.9917083333336194,1.9917083333336145,2,0,2,0.0,0.0,-2.120546608101831,-1.0602733040509156,-6.463473306535479,0,0,2026-05-08,2026-07-07,300.0,276.648089285713,-23.351910714286987,-7.783970238095661,7.783970238095662,7,0,7,0.0,0.0,-8.407283756393063,-1.2010405366275805,-6.3933875567249325,0,0
EURUSD,60,0.15,1.0,-1000000000.0,-1000002.0033214286,2026-05-08,2026-06-18,300.0,278.9123928571428,-21.087607142857223,-7.029202380952404,7.029202380952408,8,0,8,0.0,0.0,-8.006021962451264,-1.000752745306408,-9.404424048609926,0,0,2026-06-19,2026-07-07,300.0,293.99003571428614,-6.009964285713863,-2.003321428571292,3.05332142857128,6,2,4,33.33333333333333,0.3706820145176387,-2.547493939949009,-0.42458232332483486,-4.544700775940256,0,0,2026-05-08,2026-07-07,300.0,272.9024285714289,-27.097571428571086,-9.032523809523695,10.082523809523689,14,2,12,14.285714285714285,0.11554440626121774,-10.553515902400273,-0.7538225644571623,-7.5373446086380955,0,0
EURUSD,30,0.075,1.0,-1000000000.0,-1000002.00925,2026-05-08,2026-06-18,300.0,250.04099999999613,-49.95900000000387,-16.653000000001295,16.65300000000129,13,0,13,0.0,0.0,-18.99874955850978,-1.4614422737315214,-11.111729453022615,0,0,2026-06-19,2026-07-07,300.0,293.97224999999696,-6.027750000003039,-2.009250000001017,3.2037958230473356,4,1,3,25.0,0.5138029077854925,-2.0536261685906116,-0.5134065421476529,-2.509543285766155,0,0,2026-05-08,2026-07-07,300.0,245.59435714285067,-54.40564285714933,-18.13521428571644,18.135214285716444,17,1,16,5.88235294117647,0.09120423233451601,-21.052375727100394,-1.2383750427706115,-8.12613810594259,0,0
NZDUSD,15,0.05,1.25,-1000000000.0,-1000002.0452619047,2026-05-08,2026-06-18,300.0,279.19928571428517,-20.800714285714832,-6.9335714285716055,6.933571428571611,7,0,7,0.0,0.0,-7.4831890271972945,-1.0690270038853278,-8.508068719971071,0,0,2026-06-19,2026-07-07,300.0,293.8642142857149,-6.135785714285078,-2.045261904761697,2.0452619047616927,2,0,2,0.0,0.0,-2.122641509433739,-1.0613207547168695,-6.783525035317079,0,0,2026-05-08,2026-07-07,300.0,273.40442857142864,-26.59557142857136,-8.865190476190454,8.865190476190454,9,0,9,0.0,0.0,-9.605830536631034,-1.0673145040701149,-8.112661223936662,0,0
USDCAD,5,0.075,1.25,11.887388525707152,-1000002.0533333333,2026-05-08,2026-06-18,300.0,333.63410714285544,33.63410714285544,11.21136904761848,4.091209075218502,7,2,5,28.57142857142857,3.1079426544151465,12.211652899730003,1.7445218428185718,2.3668515788694267,0,0,2026-06-19,2026-07-07,300.0,293.8399999999987,-6.160000000001276,-2.0533333333337622,2.0533333333337582,2,0,2,0.0,0.0,-2.2467575680434324,-1.1233787840217162,-6.4755652031438755,0,0,2026-05-08,2026-07-07,300.0,326.704107142854,26.704107142854014,8.901369047618001,4.091209075218502,9,2,7,22.22222222222222,2.1668370253037526,9.96489533168657,1.107210592409619,1.6087396973136974,0,0
ETHUSD,60,0.15,1.0,-1000000000.0,-1000002.0750182143,2026-05-08,2026-06-18,300.0,292.33720214285717,-7.662797857142834,-2.554265952380941,3.862785714285697,10,2,8,20.0,0.669999975698915,-2.5624399667768536,-0.2562439966776854,-1.350460315153611,0,0,2026-06-19,2026-07-07,300.0,293.77494535714294,-6.22505464285706,-2.0750182142856843,2.1622182142857014,3,1,2,33.33333333333333,0.0403289545078679,-2.0894739868141645,-0.6964913289380549,-6.156685676870151,0,0,2026-05-08,2026-07-07,300.0,286.37695857142864,-13.623041428571355,-4.541013809523786,4.969521541242467,13,3,10,23.076923076923077,0.5371278306427242,-4.651913953591018,-0.3578395348916168,-2.005436786843275,0,0
USDCAD,15,0.05,1.25,-1000000000.0,-1000002.113,2026-05-08,2026-06-18,300.0,273.01628571428256,-26.98371428571744,-8.994571428572485,8.99457142857248,7,0,7,0.0,0.0,-9.82768133144174,-1.4039544759202485,-7.780437142363429,0,0,2026-06-19,2026-07-07,300.0,293.66099999999614,-6.339000000003864,-2.113000000001286,2.1130000000012883,2,0,2,0.0,0.0,-2.2254822499608435,-1.1127411249804218,-6.455592247245945,0,0,2026-05-08,2026-07-07,300.0,267.183035714279,-32.816964285720985,-10.938988095240331,10.93898809524033,9,0,9,0.0,0.0,-12.053163581402583,-1.3392403979336203,-7.377464409184286,0,0
AUDUSD,15,0.05,1.25,-1000000000.0,-1000002.1313690476,2026-05-08,2026-06-18,300.0,278.26046428571607,-21.73953571428393,-7.24651190476131,7.24651190476131,7,0,7,0.0,0.0,-7.7554858934162585,-1.1079265562023226,-8.251122589569842,0,0,2026-06-19,2026-07-07,300.0,293.60589285714275,-6.394107142857251,-2.1313690476190805,2.1313690476190836,2,0,2,0.0,0.0,-2.252796420581709,-1.1263982102908545,-6.460786777394403,0,0,2026-05-08,2026-07-07,300.0,272.277964285716,-27.722035714284004,-9.240678571427996,9.240678571428,9,0,9,0.0,0.0,-10.008282313997967,-1.1120313682219962,-7.802863364063817,0,0
GBPUSD,5,0.05,1.25,-1000000000.0,-1000002.15,2026-05-08,2026-06-18,300.0,280.85857142857054,-19.141428571429458,-6.380476190476481,6.380476190476486,4,0,4,0.0,0.0,-6.940718671256382,-1.7351796678140956,-5.681046692364162,0,0,2026-06-19,2026-07-07,300.0,293.5500000000019,-6.449999999998113,-2.1499999999993746,2.1499999999993706,2,0,2,0.0,0.0,-2.2372920656279813,-1.1186460328139907,-6.500235437592434,0,0,2026-05-08,2026-07-07,300.0,275.08857142857227,-24.911428571427734,-8.303809523809246,8.303809523809246,6,0,6,0.0,0.0,-9.178010736884364,-1.5296684561473939,-5.800851289735107,0,0
ETHUSD,60,0.15,1.25,-1000000000.0,-1000002.1622182142,2026-05-08,2026-06-18,300.0,288.86909357142855,-11.13090642857145,-3.710302142857147,3.8655232723435504,6,1,5,16.666666666666664,0.2345318845147977,-3.847664041994749,-0.6412773403324582,-4.496412037408852,0,0,2026-06-19,2026-07-07,300.0,293.5133453571429,-6.486654642857104,-2.162218214285705,2.1622182142857014,2,0,2,0.0,0.0,-2.1801494476933008,-1.0900747238466504,-6.478792035648843,0,0,2026-05-08,2026-07-07,300.0,282.65815,-17.341850000000022,-5.780616666666671,5.93250040320316,8,1,7,12.5,0.1643388066354252,-6.02781348968805,-0.7534766862110063,-5.111792987116372,0,0
USDCAD,5,0.15,1.0,-0.7783118359989769,-1000002.164,2026-05-08,2026-06-18,300.0,302.7844285714305,2.78442857143051,0.9281428571435102,5.121614514856294,15,4,11,26.666666666666668,1.0861103870572155,1.698461570122114,0.11323077134147426,0.4467843714755623,0,0,2026-06-19,2026-07-07,300.0,293.5080000000003,-6.491999999999678,-2.1639999999998882,2.7660172588574117,6,1,5,16.666666666666664,0.538001707941963,-2.385892116182484,-0.39764868603041403,-2.7618485067417615,0,0,2026-05-08,2026-07-07,300.0,296.2924285714308,-3.7075714285692243,-1.2358571428564114,5.500313017424046,21,5,16,23.809523809523807,0.9200740346090701,-0.6874305460603699,-0.03273478790763666,-0.2539795858288803,0,0
EURUSD,60,0.1,0.75,-1000000000.0,-1000002.185952381,2026-05-08,2026-06-18,300.0,273.5070714285694,-26.492928571430582,-8.830976190476857,10.326000000000496,15,2,13,13.333333333333334,0.26800815471054584,-9.873353606066779,-0.6582235737377853,-5.454188978398556,0,0,2026-06-19,2026-07-07,300.0,293.44214285714173,-6.557857142858268,-2.1859523809527603,4.4876190476187885,8,1,7,12.5,0.6893167743899853,-2.209215388538481,-0.2761519235673101,-1.506100986405799,0,0,2026-05-08,2026-07-07,300.0,267.8192142857111,-32.1807857142889,-10.726928571429639,13.028595238095667,23,3,20,13.043478260869565,0.42972997262128687,-12.082568994605259,-0.5253290867219678,-3.3536213035470777,0,0
US100,5,0.15,1.0,-1000000000.0,-1000002.2092014286,2026-05-08,2026-06-18,300.0,284.956191785714,-15.043808214286003,-5.014602738095331,8.007064392960078,17,3,14,17.647058823529413,0.5854239288553643,-5.526052877930328,-0.32506193399590166,-2.6913349146578356,0,0,2026-06-19,2026-07-07,300.0,293.37239571428574,-6.627604285714256,-2.2092014285714168,2.2092014285714185,3,0,3,0.0,0.0,-2.9999999999999893,-0.9999999999999964,-9.26559759658313,0,0,2026-05-08,2026-07-07,300.0,278.32858749999974,-21.671412500000258,-7.223804166666747,8.712713716395912,20,3,17,15.0,0.4950132311541573,-8.526052877930319,-0.42630264389651595,-3.306964525817824,0,0
AUDUSD,30,0.05,1.0,-1000000000.0,-1000002.2415357142,2026-05-08,2026-06-18,300.0,258.27489285714233,-41.72510714285767,-13.908369047619217,13.908369047619223,13,0,13,0.0,0.0,-15.597300848445954,-1.1997923729573812,-12.531020906105374,0,0,2026-06-19,2026-07-07,300.0,293.2753928571433,-6.724607142856712,-2.2415357142855696,2.2415357142855705,2,0,2,0.0,0.0,-2.366687004270762,-1.183343502135381,-6.422090212167578,0,0,2026-05-08,2026-07-07,300.0,252.47407142857128,-47.52592857142872,-15.841976190476236,15.84197619047624,15,0,15,0.0,0.0,-17.963987852716716,-1.1975991901811145,-10.724909971708154,0,0
US100,60,0.075,0.75,-1000000000.0,-1000002.2465125,2026-05-08,2026-06-18,300.0,289.32920571428554,-10.670794285714464,-3.556931428571486,11.021153334649378,19,5,14,26.31578947368421,0.8265120086839253,-3.3757251523607965,-0.17766974486109455,-0.7223615238755151,0,0,2026-06-19,2026-07-07,300.0,293.2604625000001,-6.739537499999926,-2.2465124999999753,3.7315496156292536,6,2,4,33.33333333333333,0.4071138030343466,-2.6126484756577866,-0.4354414126096311,-4.453185480975971,0,0,2026-05-08,2026-07-07,300.0,282.5896682142856,-17.41033178571439,-5.803443928571461,11.021153334649378,25,7,18,28.000000000000004,0.7610923380560922,-5.988373628018583,-0.23953494512074333,-1.0860071611749784,0,0
AUDUSD,60,0.075,0.75,-1000000000.0,-1000002.2587321429,2026-05-08,2026-06-18,300.0,258.1373571428568,-41.862642857143214,-13.954214285714405,13.954214285714405,14,0,14,0.0,0.0,-15.840051147252382,-1.1314322248037416,-13.274204331072548,0,0,2026-06-19,2026-07-07,300.0,293.22380357142583,-6.776196428574167,-2.2587321428580553,4.118732142857217,7,1,6,14.285714285714285,0.6556145160894008,-2.5645515658290314,-0.36636450940414733,-1.7398532357050895,0,0,2026-05-08,2026-07-07,300.0,251.21105357142588,-48.78894642857412,-16.26298214285804,17.602982142857343,21,1,20,4.761904761904762,0.17459285985531486,-18.404602713081413,-0.8764096530038769,-7.00446730368049,0,0
US100,15,0.15,1.0,-1000000000.0,-1000002.2610288095,2026-05-08,2026-06-18,300.0,298.15770964285707,-1.8422903571429288,-0.6140967857143131,7.726415714285623,15,1,14,6.666666666666667,0.9519810347161668,-0.1611539103884565,-0.0107435940258971,0.05230847132456149,0,0,2026-06-19,2026-07-07,300.0,293.2169135714285,-6.783086428571494,-2.261028809523835,2.261028809523831,4,1,3,25.0,0.014614262436828323,-2.954278130766386,-0.7385695326915965,-9.060406158785481,0,0,2026-05-08,2026-07-07,300.0,291.3746232142856,-8.625376785714423,-2.875125595238137,7.726415714285623,19,2,17,10.526315789473683,0.8093821556263134,-3.1154320411548424,-0.16397010742920223,-0.3696945307684684,0,0
BTCUSD,60,0.1,1.0,-1000000000.0,-1000002.3288857143,2026-05-08,2026-06-18,300.0,286.15467642857124,-13.845323571428764,-4.615107857142919,5.1124000000000365,12,1,11,8.333333333333332,0.448789291400396,-6.976682881953789,-0.5813902401628158,-2.8171158898726922,0,0,2026-06-19,2026-07-07,300.0,293.01334285714285,-6.986657142857155,-2.328885714285722,2.3288857142857182,3,0,3,0.0,0.0,-3.000000000000001,-1.0000000000000002,-8.348943390499745,0,0,2026-05-08,2026-07-07,300.0,279.1680192857141,-20.83198071428592,-6.943993571428642,6.94399357142864,15,1,14,6.666666666666667,0.3511232552138058,-9.97668288195379,-0.6651121921302526,-3.50332456314399,0,0
BTCUSD,15,0.05,1.5,-1000000000.0,-1000002.3482923809,2026-05-08,2026-06-18,300.0,281.89406142857115,-18.10593857142885,-6.03531285714295,6.03531285714295,6,0,6,0.0,0.0,-7.337851843440051,-1.2229753072400085,-7.609912693553663,0,0,2026-06-19,2026-07-07,300.0,292.9551228571427,-7.044877142857274,-2.3482923809524214,2.3482923809524245,3,0,3,0.0,0.0,-3.000000000000063,-1.000000000000021,-8.34665692347022,0,0,2026-05-08,2026-07-07,300.0,274.8491842857139,-25.150815714286125,-8.38360523809537,8.383605238095376,9,0,9,0.0,0.0,-10.337851843440115,-1.1486502048266793,-7.873506020596784,0,0
US30,30,0.2,1.0,-1000000000.0,-1000002.3710190476,2026-05-08,2026-06-18,300.0,286.7196857142857,-13.280314285714326,-4.426771428571441,4.426771428571442,12,3,9,25.0,0.3999581736336367,-5.558987696272478,-0.46324897468937315,-4.099151459412455,0,0,2026-06-19,2026-07-07,300.0,292.8869428571429,-7.1130571428570875,-2.3710190476190274,2.4211095447194424,5,1,4,20.0,0.0777901665820853,-2.4903743949937858,-0.49807487899875713,-8.480322824231106,0,0,2026-05-08,2026-07-07,300.0,281.77511428571427,-18.224885714285733,-6.074961904761911,6.074961904761911,17,4,13,23.52941176470588,0.3342966068351693,-8.049362091266264,-0.47349188772154494,-4.632824654350716,0,0
GBPUSD,5,0.15,1.0,-1000000000.0,-1000002.3795,2026-05-08,2026-06-18,300.0,280.4758571428573,-19.524142857142692,-6.508047619047563,6.515281555593752,14,2,12,14.285714285714285,0.28441428563948307,-7.998607103062976,-0.5713290787902126,-5.999695018454182,0,0,2026-06-19,2026-07-07,300.0,292.8615000000007,-7.138499999999283,-2.379499999999757,3.7618928571427923,6,1,5,16.666666666666664,0.487121457053604,-2.6125259385019355,-0.43542098975032256,-3.2335150548518414,0,0,2026-05-08,2026-07-07,300.0,274.83925000000073,-25.16074999999927,-8.386916666666423,9.02301607613676,20,3,17,15.0,0.32798488278146887,-10.61113304156491,-0.5305566520782455,-5.3139793619826055,0,0
BTCUSD,5,0.05,1.5,-1000000000.0,-1000002.4027033333,2026-05-08,2026-06-18,300.0,289.25132571428566,-10.748674285714344,-3.582891428571444,8.27333447042626,6,1,5,16.666666666666664,0.5880025113864972,-3.769329794024965,-0.6282216323374942,-1.3669392557098965,0,0,2026-06-19,2026-07-07,300.0,292.79188999999997,-7.208110000000033,-2.4027033333333447,2.4027033333333443,3,0,3,0.0,0.0,-3.109613749165654,-1.0365379163885513,-8.350555892195274,0,0,2026-05-08,2026-07-07,300.0,282.0432157142856,-17.956784285714377,-5.985594761904789,10.559152498874882,9,1,8,11.11111111111111,0.46071324821471,-6.878943543190619,-0.7643270603545133,-1.9641188877070583,0,0
USDCHF,15,0.2,1.0,-1000000000.0,-1000002.4184285714,2026-05-08,2026-06-18,300.0,287.8590000000005,-12.140999999999508,-4.046999999999834,5.0410952380950675,12,2,10,16.666666666666664,0.5180421579135549,-4.581810078493863,-0.38181750654115526,-2.8116958863808423,0,0,2026-06-19,2026-07-07,300.0,292.74471428571456,-7.255285714285435,-2.418428571428477,2.4184285714284783,5,1,4,20.0,0.20142459549979314,-2.779332261697104,-0.5558664523394208,-6.529078254791452,0,0,2026-05-08,2026-07-07,300.0,281.56528571428646,-18.43471428571354,-6.144904761904513,6.144904761904513,17,3,14,17.647058823529413,0.44664948564127926,-7.361142340190966,-0.4330083729524098,-3.4108655853414054,0,0
USDCHF,15,0.1,1.25,-1000000000.0,-1000002.4358333333,2026-05-08,2026-06-18,300.0,286.5970714285721,-13.402928571427879,-4.4676428571426285,4.467642857142627,4,0,4,0.0,0.0,-4.868110616901686,-1.2170276542254215,-5.81882213159692,0,0,2026-06-19,2026-07-07,300.0,292.692500000001,-7.307499999998981,-2.435833333332993,2.435833333332994,2,0,2,0.0,0.0,-2.6400148754180175,-1.3200074377090087,-6.33780914777749,0,0,2026-05-08,2026-07-07,300.0,279.7035000000016,-20.29649999999839,-6.765499999999458,6.765499999999464,6,0,6,0.0,0.0,-7.508125492319704,-1.2513542487199507,-6.020326020362123,0,0
US100,5,0.2,1.0,-1000000000.0,-1000002.4367628571,2026-05-08,2026-06-18,300.0,294.8503071428569,-5.149692857143123,-1.7165642857143726,7.827996666944433,17,4,13,23.52941176470588,0.8377860092100662,-2.3894995728294703,-0.14055879840173355,-0.7917667173548772,0,0,2026-06-19,2026-07-07,300.0,292.68971142857146,-7.3102885714285435,-2.436762857142849,2.436762857142848,3,0,3,0.0,0.0,-3.0000000000000053,-1.0000000000000018,-8.843004528663146,0,0,2026-05-08,2026-07-07,300.0,289.0068585714284,-10.993141428571619,-3.664380476190543,7.827996666944433,20,4,16,20.0,0.707549426764188,-5.389499572829475,-0.26947497864147374,-1.5108179326491866,0,0
US30,15,0.2,1.0,-1000000000.0,-1000002.4532095238,2026-05-08,2026-06-18,300.0,286.15934285714303,-13.84065714285697,-4.613552380952324,4.613552380952323,11,2,9,18.181818181818183,0.33460481330947045,-5.5889251989232465,-0.5080841089930224,-4.647854942265632,0,0,2026-06-19,2026-07-07,300.0,292.6403714285715,-7.359628571428516,-2.4532095238095075,3.30221606674352,4,1,3,25.0,0.2635679304242507,-2.5742437346362483,-0.6435609336590621,-5.552921714138826,0,0,2026-05-08,2026-07-07,300.0,281.09148571428597,-18.908514285714034,-6.302838095238005,6.302838095238012,15,3,12,20.0,0.3044636166529886,-8.163168933559495,-0.5442112622372997,-5.008217089288702,0,0
GBPUSD,5,0.075,0.75,-1000000000.0,-1000002.4535119048,2026-05-08,2026-06-18,300.0,236.06278571428211,-63.937214285717886,-21.312404761905956,21.312404761905963,25,0,25,0.0,0.0,-26.43245532199777,-1.0572982128799109,-32.65009078828005,0,0,2026-06-19,2026-07-07,300.0,292.6394642857148,-7.36053571428522,-2.4535119047617404,5.145226190476326,8,1,7,12.5,0.6481669583031342,-2.932870807045383,-0.36660885088067285,-1.813979250942872,0,0,2026-05-08,2026-07-07,300.0,229.69616071428226,-70.30383928571774,-23.434613095239243,25.082821428572743,33,1,32,3.0303030303030303,0.1139344917183478,-29.365326129043154,-0.8898583675467623,-11.602976540642851,0,0
US100,15,0.1,1.0,0.7084665039969318,-1000002.4650030952,2026-05-08,2026-06-18,300.0,309.99665285714235,9.996652857142351,3.3322176190474506,8.134133571428606,15,1,14,6.666666666666667,1.223195634949493,5.69058859368437,0.3793725729122913,0.7300510705546629,0,0,2026-06-19,2026-07-07,300.0,292.6049907142857,-7.395009285714309,-2.4650030952381052,2.465003095238103,4,1,3,25.0,0.02648689529636021,-2.9314171961495594,-0.7328542990373899,-8.862491721203886,0,0,2026-05-08,2026-07-07,300.0,301.83838499999945,1.8383849999994482,0.6127949999998217,8.639855666734615,19,2,17,10.526315789473683,1.0345897787912435,2.7591713975348107,0.14521954723867425,0.29908643510787136,0,0
ETHUSD,30,0.1,1.0,-1000000000.0,-1000002.4763895238,2026-05-08,2026-06-18,300.0,298.911417142857,-1.0885828571430238,-0.3628609523810056,4.8774742857143565,10,2,8,20.0,0.9538373874222521,-0.11140388896071873,-0.011140388896071874,-0.026824713250142816,0,0,2026-06-19,2026-07-07,300.0,292.5708314285714,-7.42916857142859,-2.47638952380953,3.8750809523809644,6,1,5,16.666666666666664,0.4878614201367334,-2.476892909666216,-0.4128154849443693,-3.222042518867942,0,0,2026-05-08,2026-07-07,300.0,291.4822485714284,-8.517751428571614,-2.8392504761905357,6.107306971662747,16,3,13,18.75,0.776364487987777,-2.5882967986269345,-0.1617685499141834,-0.719104441506624,0,0
