starting_balance,ending_balance,net_profit,return_pct,trades,wins,losses,win_rate,net_r,avg_r,avg_spread_r,max_drawdown_pct,timeframe
300.0,352.72,52.72,17.57,6,5,1,83.33,3.39,0.5645,0.015,5.04,M15
300.0,303.27,3.27,1.09,2,1,1,50.0,0.28,0.142,0.008,5.08,M30
