symbol,broker_symbol,timeframe,confirmation,pivot_len,atr_sl_mult,rr,session,max_trades_per_day,trades,wins,losses,win_rate,start_balance,final_balance,profit,return_pct,max_drawdown_pct,profit_factor,avg_r,objective
EURJPY,EURJPY..,M5,EMA,3,1.2,1.0/2.0/3.0,NY_OPEN,2,35,20,15,57.14,300.0,404.12,104.12,34.71,14.7,1.48,0.241,32.74
