bot,symbol,timeframe,month,opened_at,closed_at,direction,entry,stop_loss,take_profit,exit_price,result,r_multiple,setup_score,spread_r,spread_points,atr,reason,balance_before,risk_amount,pnl,balance_after
Grid,AUDUSD,M15,2026-01,2026-01-07 03:15:00,2026-01-07 04:00:00,SELL,0.67546,0.676411,0.674129,0.676411,loss,-1.0947,79,0.0947,9.0,0.000704,Range grid sell at upper Bollinger band.,300.0,15.0,-16.42,283.58
Grid,AUDUSD,M15,2026-01,2026-01-07 04:00:00,2026-01-07 04:15:00,SELL,0.67649,0.677347,0.67529,0.67649,trail_stop,0.395,78,0.105,9.0,0.000635,Range grid sell at upper Bollinger band.,283.58,14.18,5.6,289.18
Grid,AUDUSD,M15,2026-02,2026-02-04 01:15:00,2026-02-04 02:15:00,SELL,0.70312,0.703851,0.702097,0.702097,win,1.0769,76,0.1231,9.0,0.000541,Range grid sell at upper Bollinger band.,289.18,14.46,15.57,304.75
Grid,AUDUSD,M15,2026-02,2026-02-09 06:30:00,2026-02-09 06:45:00,SELL,0.70386,0.70453,0.702922,0.70386,trail_stop,0.3657,75,0.1343,9.0,0.000496,Range grid sell at upper Bollinger band.,304.75,15.24,5.57,310.32
Grid,AUDUSD,M15,2026-02,2026-02-09 06:45:00,2026-02-09 07:45:00,SELL,0.70381,0.704483,0.702868,0.702868,win,1.0663,75,0.1337,9.0,0.000499,Range grid sell at upper Bollinger band.,310.32,15.52,16.54,326.87
Grid,AUDUSD,M15,2026-02,2026-02-13 05:00:00,2026-02-13 05:15:00,BUY,0.70789,0.707045,0.709073,0.70789,trail_stop,0.3935,77,0.1065,9.0,0.000626,Range grid buy at lower Bollinger band.,326.87,16.34,6.43,333.3
Grid,AUDUSD,M15,2026-02,2026-02-13 05:15:00,2026-02-13 06:00:00,BUY,0.70734,0.706543,0.708456,0.706543,loss,-1.1129,77,0.1129,9.0,0.000591,Range grid buy at lower Bollinger band.,333.3,16.66,-18.55,314.75
Grid,AUDUSD,M15,2026-03,2026-03-03 05:30:00,2026-03-03 05:45:00,BUY,0.70884,0.707574,0.710613,0.70884,trail_stop,0.4289,81,0.0711,9.0,0.000938,Range grid buy at lower Bollinger band.,314.75,15.74,6.75,321.5
Grid,AUDUSD,M15,2026-03,2026-03-03 05:45:00,2026-03-03 08:00:00,BUY,0.70879,0.707552,0.710523,0.707552,loss,-1.0727,81,0.0727,9.0,0.000917,Range grid buy at lower Bollinger band.,321.5,16.08,-17.24,304.26
Grid,AUDUSD,M15,2026-03,2026-03-04 00:30:00,2026-03-04 00:30:00,BUY,0.70071,0.699658,0.702183,0.702183,win,1.3145,79,0.0855,9.0,0.000779,Range grid buy at lower Bollinger band.,304.26,15.21,20.0,324.26
Grid,AUDUSD,M15,2026-03,2026-03-10 02:45:00,2026-03-10 05:45:00,BUY,0.70575,0.704566,0.707408,0.707408,win,1.324,80,0.076,9.0,0.000877,Range grid buy at lower Bollinger band.,324.26,16.21,21.47,345.72
Grid,AUDUSD,M15,2026-03,2026-03-13 01:00:00,2026-03-13 01:15:00,SELL,0.70908,0.709696,0.708217,0.70908,trail_stop,0.3539,73,0.1461,9.0,0.000456,Range grid sell at upper Bollinger band.,345.72,17.29,6.12,351.84
Grid,AUDUSD,M15,2026-03,2026-03-13 03:15:00,2026-03-13 03:30:00,BUY,0.70693,0.706056,0.708153,0.706056,loss,-1.103,78,0.103,9.0,0.000647,Range grid buy at lower Bollinger band.,351.84,17.59,-19.4,332.44
Grid,AUDUSD,M15,2026-03,2026-03-13 03:30:00,2026-03-13 06:15:00,BUY,0.70665,0.7058,0.707841,0.7058,loss,-1.1058,77,0.1058,9.0,0.00063,Range grid buy at lower Bollinger band.,332.44,16.62,-18.38,314.06
Grid,AUDUSD,M15,2026-03,2026-03-18 01:00:00,2026-03-18 01:15:00,SELL,0.7112,0.711763,0.710412,0.711763,loss,-1.1598,72,0.1598,9.0,0.000417,Range grid sell at upper Bollinger band.,314.06,15.7,-18.21,295.84
Grid,AUDUSD,M15,2026-03,2026-03-20 05:00:00,2026-03-20 06:30:00,SELL,0.70914,0.70985,0.708146,0.708146,win,1.0732,75,0.1268,9.0,0.000526,Range grid sell at upper Bollinger band.,295.84,14.79,15.87,311.72
Grid,AUDUSD,M15,2026-03,2026-03-26 03:30:00,2026-03-26 06:45:00,SELL,0.6951,0.695844,0.694058,0.6951,trail_stop,0.3791,76,0.1209,9.0,0.000551,Range grid sell at upper Bollinger band.,311.72,15.59,5.91,317.63
Grid,AUDUSD,M15,2026-03,2026-03-27 03:45:00,2026-03-27 05:00:00,SELL,0.69048,0.691168,0.689517,0.691168,loss,-1.1309,75,0.1309,9.0,0.000509,Range grid sell at upper Bollinger band.,317.63,15.88,-17.96,299.67
Grid,AUDUSD,M15,2026-03,2026-03-31 00:00:00,2026-03-31 00:00:00,BUY,0.68357,0.682916,0.684485,0.684485,win,1.2623,74,0.1377,9.0,0.000484,Range grid buy at lower Bollinger band.,299.67,14.98,18.91,318.58
Grid,AUDUSD,M15,2026-04,2026-04-07 00:45:00,2026-04-07 00:45:00,BUY,0.69111,0.690579,0.691854,0.691854,win,1.2306,71,0.1694,9.0,0.000394,Range grid buy at lower Bollinger band.,318.58,15.93,19.6,338.18
Grid,AUDUSD,M15,2026-04,2026-04-07 01:00:00,2026-04-07 01:00:00,BUY,0.69089,0.690288,0.691732,0.691732,win,1.2504,73,0.1496,9.0,0.000446,Range grid buy at lower Bollinger band.,338.18,16.91,21.14,359.33
Grid,AUDUSD,M15,2026-04,2026-04-07 01:30:00,2026-04-07 01:45:00,BUY,0.69045,0.689735,0.691452,0.69045,trail_stop,0.3742,75,0.1258,9.0,0.00053,Range grid buy at lower Bollinger band.,359.33,17.97,6.72,366.05
Grid,AUDUSD,M15,2026-04,2026-04-16 02:15:00,2026-04-16 02:30:00,SELL,0.71818,0.718833,0.717266,0.718833,loss,-1.1379,74,0.1379,9.0,0.000484,Range grid sell at upper Bollinger band.,366.05,18.3,-20.83,345.22
