symbol,range_minutes,rr,month,date,opened_at,closed_at,direction,entry,stop_loss,take_profit,exit_price,result,r_multiple,spread_r,spread_points,pnl,range_high,range_low,range_atr,risk_per_lot,lot_min,lot_max,lot_step
US30,30,1.1111111111111112,2025-12,2025-12-31,2025-12-31 13:30:00,2025-12-31 13:45:00,BUY,48394.3,48358.3,48434.3,48434.3,win,1.0583,0.0528,19.0,40.0,48394.3,48377.2,1.2385,36.0,0.01,500.0,0.01
US30,30,1.1111111111111112,2026-01,2026-01-06,2026-01-06 13:30:00,2026-01-06 13:30:00,BUY,49002.7,48966.7,49042.7,48966.7,loss,-1.0528,0.0528,19.0,-36.0,49002.7,48958.3,1.7344,36.0,0.01,500.0,0.01
US30,30,1.1111111111111112,2026-01,2026-01-07,2026-01-07 13:30:00,2026-01-07 14:15:00,BUY,49567.5,49531.5,49607.5,49607.5,win,1.0583,0.0528,19.0,40.0,49567.5,49534.3,1.766,36.0,0.01,500.0,0.01
US30,30,1.1111111111111112,2026-01,2026-01-08,2026-01-08 13:30:00,2026-01-08 13:45:00,BUY,48889.8,48853.8,48929.8,48853.8,loss,-1.0528,0.0528,19.0,-36.0,48889.8,48847.4,1.5535,36.0,0.01,500.0,0.01
US30,30,1.1111111111111112,2026-01,2026-01-13,2026-01-13 13:30:00,2026-01-13 13:30:00,BUY,49530.8,49494.8,49570.8,49570.8,win,1.0528,0.0583,21.0,40.0,49530.8,49490.2,1.2848,36.0,0.01,500.0,0.01
US30,30,1.1111111111111112,2026-01,2026-01-15,2026-01-15 13:30:00,2026-01-15 13:30:00,SELL,49134.7,49170.7,49094.7,49170.7,loss,-1.0583,0.0583,21.0,-36.0,49211.6,49134.7,2.1374,36.0,0.01,500.0,0.01
US30,30,1.1111111111111112,2026-01,2026-01-20,2026-01-20 13:30:00,2026-01-20 13:30:00,SELL,48742.1,48778.1,48702.1,48702.1,win,1.0583,0.0528,19.0,40.0,48808.3,48742.1,1.3178,36.0,0.01,500.0,0.01
US30,30,1.1111111111111112,2026-01,2026-01-21,2026-01-21 13:30:00,2026-01-21 13:45:00,SELL,48373.7,48409.7,48333.7,48409.7,loss,-1.0528,0.0528,19.0,-36.0,48438.5,48373.7,1.3624,36.0,0.01,500.0,0.01
US30,30,1.1111111111111112,2026-01,2026-01-22,2026-01-22 13:30:00,2026-01-22 13:45:00,BUY,49317.7,49281.7,49357.7,49357.7,win,1.0583,0.0528,19.0,40.0,49317.7,49265.8,1.5493,36.0,0.01,500.0,0.01
US30,30,1.1111111111111112,2026-01,2026-01-27,2026-01-27 13:30:00,2026-01-27 13:45:00,SELL,49160.5,49196.5,49120.5,49120.5,win,1.0528,0.0583,21.0,40.0,49212.3,49160.5,1.2137,36.0,0.01,500.0,0.01
US30,30,1.1111111111111112,2026-01,2026-01-28,2026-01-28 13:30:00,2026-01-28 14:15:00,SELL,49006.0,49042.0,48966.0,49042.0,loss,-1.0528,0.0528,19.0,-36.0,49047.9,49006.0,1.4858,36.0,0.01,500.0,0.01
US30,30,1.1111111111111112,2026-01,2026-01-29,2026-01-29 13:45:00,2026-01-29 13:45:00,SELL,49048.7,49084.7,49008.7,49084.7,loss,-1.0583,0.0583,21.0,-36.0,49101.4,49048.7,0.7465,36.0,0.01,500.0,0.01
US30,30,1.1111111111111112,2026-02,2026-02-03,2026-02-03 13:45:00,2026-02-03 14:15:00,SELL,49417.9,49453.9,49377.9,49377.9,win,1.0583,0.0528,19.0,40.0,49460.9,49417.9,1.6511,36.0,0.01,500.0,0.01
