starting_balance,ending_balance,net_profit,return_pct,trades,wins,losses,win_rate,net_r,avg_r,avg_spread_r,max_drawdown_pct,timeframe
300.0,341.95,41.95,13.98,11,3,8,27.27,3.89,0.3533,0.0103,33.97,H4
