scenario,symbol,config,side,pivot_time,entry_time,exit_time,entry,initial_stop,exit,exit_reason,bars_held,result_r,risk_pct,applied_risk_pct,loss_streak_before,risk_cash,pnl_cash,balance,drawdown_pct
flat_trailing_cap_1_7r,XAUUSD,trail_start_1R_distance_1R_cap_1.7R,buy,2025-12-12T16:00:00+00:00,2025-12-15T16:00:00+00:00,2025-12-23T00:00:00+00:00,4332.43,4257.62,4459.607000000001,target,32,1.6999999999999988,0.5,0.5,0,5.2447753890134505,8.91611816132286,1057.871195964013,0.0
flat_trailing_cap_1_7r,XAUUSD,trail_start_1R_distance_1R_cap_1.7R,buy,2025-12-24T16:00:00+00:00,2025-12-26T16:00:00+00:00,2025-12-29T08:00:00+00:00,4525.35,4448.32,4448.32,stop,4,-1.0,0.5,0.5,0,5.289355979820065,-5.289355979820065,1052.5818399841928,0.5000000000000062
flat_trailing_cap_1_7r,XAUUSD,trail_start_1R_distance_1R_cap_1.7R,buy,2025-12-29T16:00:00+00:00,2025-12-30T16:00:00+00:00,2025-12-31T04:00:00+00:00,4388.68,4303.01,4303.01,stop,3,-1.0,0.5,0.5,1,5.262909199920964,-5.262909199920964,1047.3189307842717,0.9975000000000159
flat_trailing_cap_1_7r,XAUUSD,trail_start_1R_distance_1R_cap_1.7R,buy,2025-12-31T08:00:00+00:00,2026-01-02T08:00:00+00:00,2026-01-12T00:00:00+00:00,4380.97,4274.66,4561.697000000001,target,34,1.7000000000000008,0.5,0.5,2,5.236594653921359,8.902210911666314,1056.221141695938,0.15597875000001554
flat_trailing_cap_1_7r,XAUUSD,trail_start_1R_distance_1R_cap_1.7R,buy,2026-01-13T20:00:00+00:00,2026-01-14T20:00:00+00:00,2026-01-16T16:00:00+00:00,4614.14,4569.26,4569.26,stop,11,-1.0,0.5,0.5,0,5.28110570847969,-5.28110570847969,1050.9400359874583,0.6551988562500258
flat_trailing_cap_1_7r,XAUUSD,trail_start_1R_distance_1R_cap_1.7R,buy,2026-01-16T16:00:00+00:00,2026-01-19T16:00:00+00:00,2026-01-21T08:00:00+00:00,4666.37,4536.54,4887.081,target,10,1.7000000000000028,0.5,0.5,1,5.254700179937291,8.93299030589341,1059.8730262933516,0.0
flat_trailing_cap_1_7r,XAUUSD,trail_start_1R_distance_1R_cap_1.7R,buy,2026-01-21T20:00:00+00:00,2026-01-22T20:00:00+00:00,2026-01-27T20:00:00+00:00,4904.59,4755.95,5157.278,target,18,1.6999999999999968,0.5,0.5,0,5.299365131466758,9.008920723493473,1068.881947016845,0.0
flat_trailing_cap_1_7r,XAUUSD,trail_start_1R_distance_1R_cap_1.7R,buy,2026-02-02T08:00:00+00:00,2026-02-03T08:00:00+00:00,2026-03-16T00:00:00+00:00,4825.48,4402.4,4970.84,stop,172,0.3435756830859426,0.5,0.5,0,5.344409735084225,1.8362092254227242,1070.7181562422677,0.0
flat_trailing_cap_1_7r,XAUUSD,trail_start_1R_distance_1R_cap_1.7R,sell,2026-03-17T08:00:00+00:00,2026-03-18T08:00:00+00:00,2026-03-18T12:00:00+00:00,4986.98,5044.68,4888.8899999999985,target,1,1.6999999999999968,0.5,0.5,0,5.353590781211339,9.10110432805926,1079.819260570327,0.0
flat_trailing_cap_1_7r,XAUUSD,trail_start_1R_distance_1R_cap_1.7R,sell,2026-03-25T04:00:00+00:00,2026-03-26T04:00:00+00:00,2026-03-26T08:00:00+00:00,4535.67,4602.85,4421.464,target,1,1.6999999999999946,0.5,0.5,0,5.399096302851635,9.178463714847751,1088.9977242851749,0.0
flat_trailing_cap_1_7r,XAUUSD,trail_start_1R_distance_1R_cap_1.7R,sell,2026-04-02T00:00:00+00:00,2026-04-06T00:00:00+00:00,2026-04-08T00:00:00+00:00,4667.81,4800.61,4800.61,stop,12,-1.0,0.5,0.5,0,5.444988621425875,-5.444988621425875,1083.552735663749,0.49999999999999906
flat_trailing_cap_1_7r,XAUUSD,trail_start_1R_distance_1R_cap_1.7R,sell,2026-04-08T00:00:00+00:00,2026-04-09T00:00:00+00:00,2026-04-15T04:00:00+00:00,4720.31,4857.64,4857.64,stop,25,-1.0,0.5,0.5,1,5.417763678318745,-5.417763678318745,1078.1349719854302,0.9975000000000046
flat_trailing_cap_1_7r,XAUUSD,trail_start_1R_distance_1R_cap_1.7R,buy,2026-04-20T00:00:00+00:00,2026-04-21T00:00:00+00:00,2026-04-21T16:00:00+00:00,4821.5,4737.07,4737.07,stop,4,-1.0,0.5,0.5,2,5.390674859927151,-5.390674859927151,1072.744297125503,1.4925125000000121
flat_trailing_cap_1_7r,XAUUSD,trail_start_1R_distance_1R_cap_1.7R,sell,2026-04-21T00:00:00+00:00,2026-04-22T00:00:00+00:00,2026-04-29T16:00:00+00:00,4720.85,4833.23,4529.804000000002,target,34,1.6999999999999984,0.5,0.5,3,5.363721485627515,9.118326525566767,1081.8626236510697,0.6551988562500124
flat_trailing_cap_1_7r,XAUUSD,trail_start_1R_distance_1R_cap_1.7R,sell,2026-04-30T12:00:00+00:00,2026-05-01T12:00:00+00:00,2026-05-01T16:00:00+00:00,4569.21,4647.14,4647.14,stop,1,-1.0,0.5,0.5,0,5.409313118255349,-5.409313118255349,1076.4533105328144,1.1519228619687616
flat_trailing_cap_1_7r,XAUUSD,trail_start_1R_distance_1R_cap_1.7R,sell,2026-05-01T16:00:00+00:00,2026-05-04T16:00:00+00:00,2026-05-06T08:00:00+00:00,4568.32,4660.46,4660.46,stop,10,-1.0,0.5,0.5,1,5.382266552664072,-5.382266552664072,1071.0710439801503,1.646163247658918
flat_trailing_cap_1_7r,XAUUSD,trail_start_1R_distance_1R_cap_1.7R,sell,2026-05-07T16:00:00+00:00,2026-05-08T16:00:00+00:00,2026-05-11T00:00:00+00:00,4724.4,4764.96,4683.16,opposite_signal,2,1.0167652859960399,0.5,0.5,2,5.355355219900751,5.445139281772772,1076.516183261923,1.1461494128874106
flat_trailing_cap_1_7r,XAUUSD,trail_start_1R_distance_1R_cap_1.7R,buy,2026-05-08T00:00:00+00:00,2026-05-11T00:00:00+00:00,2026-05-11T00:00:00+00:00,4683.16,4677.51,4677.51,stop,0,-1.0,0.5,0.5,0,5.382580916309616,-5.382580916309616,1071.1336023456136,1.6404186658229636
flat_trailing_cap_1_7r,XAUUSD,trail_start_1R_distance_1R_cap_1.7R,sell,2026-05-08T16:00:00+00:00,2026-05-11T16:00:00+00:00,2026-05-12T00:00:00+00:00,4699.93,4749.56,4749.56,stop,2,-1.0,0.5,0.5,1,5.355668011728068,-5.355668011728068,1065.7779343338855,2.13221657249385
flat_trailing_cap_1_7r,XAUUSD,trail_start_1R_distance_1R_cap_1.7R,buy,2026-05-11T08:00:00+00:00,2026-05-12T08:00:00+00:00,2026-05-12T16:00:00+00:00,4714.37,4648.09,4648.09,stop,2,-1.0,0.5,0.5,2,5.328889671669427,-5.328889671669427,1060.449044662216,2.6215554896313837
flat_trailing_cap_1_7r,XAUUSD,trail_start_1R_distance_1R_cap_1.7R,sell,2026-05-12T00:00:00+00:00,2026-05-13T00:00:00+00:00,2026-05-15T04:00:00+00:00,4711.66,4773.67,4606.2429999999995,target,13,1.7,0.5,0.5,3,5.30224522331108,9.013816879628836,1069.4628615418449,1.7938387112932497
flat_trailing_cap_1_7r,XAUUSD,trail_start_1R_distance_1R_cap_1.7R,sell,2026-05-14T08:00:00+00:00,2026-05-15T08:00:00+00:00,2026-05-25T00:00:00+00:00,4605.93,4718.97,4575.33,stop,34,0.2707006369426785,0.5,0.5,0,5.347314307709224,1.4475213890295848,1070.9103829308744,1.6609163592305076
flat_trailing_cap_1_7r,XAUUSD,trail_start_1R_distance_1R_cap_1.7R,sell,2026-05-25T00:00:00+00:00,2026-05-26T00:00:00+00:00,2026-05-26T00:00:00+00:00,4569.75,4580.28,4580.28,stop,0,-1.0,0.5,0.5,0,5.3545519146543725,-5.3545519146543725,1065.55583101622,2.1526117774343567
flat_trailing_cap_1_7r,XAUUSD,trail_start_1R_distance_1R_cap_1.7R,sell,2026-05-26T00:00:00+00:00,2026-05-27T00:00:00+00:00,2026-05-28T16:00:00+00:00,4501.03,4580.5,4452.68,stop,10,0.6084056876808771,0.5,0.5,1,5.3277791550811004,3.2414511406589592,1068.797282156879,1.8549572398377223
flat_trailing_cap_1_7r,XAUUSD,trail_start_1R_distance_1R_cap_1.7R,sell,2026-05-29T16:00:00+00:00,2026-06-01T16:00:00+00:00,2026-06-05T16:00:00+00:00,4502.76,4595.55,4345.017,target,24,1.7000000000000048,0.5,0.5,0,5.343986410784395,9.084776898333498,1077.8820590552125,1.0207243763763376
flat_trailing_cap_1_7r,XAUUSD,trail_start_1R_distance_1R_cap_1.7R,sell,2026-06-09T16:00:00+00:00,2026-06-10T16:00:00+00:00,2026-06-15T16:00:00+00:00,4147.06,4363.7,4363.7,stop,18,-1.0,0.5,0.5,0,5.389410295276062,-5.389410295276062,1072.4926487599364,1.5156207544944587
flat_trailing_cap_1_7r,XAUUSD,trail_start_1R_distance_1R_cap_1.7R,sell,2026-06-15T16:00:00+00:00,2026-06-16T16:00:00+00:00,2026-06-16T16:00:00+00:00,4354.39,4369.73,4328.312000000002,target,0,1.699999999999994,0.5,0.5,1,5.362463243799682,9.116187514459426,1081.6088362743958,0.6785035309076674
flat_trailing_cap_1_7r,XAUUSD,trail_start_1R_distance_1R_cap_1.7R,sell,2026-06-17T20:00:00+00:00,2026-06-18T20:00:00+00:00,2026-06-30T04:00:00+00:00,4219.92,4382.41,3943.6870000000004,target,43,1.7000000000000006,0.5,0.5,0,5.408044181371979,9.193675108332368,1090.8025113827282,0.0
flat_trailing_cap_1_7r,XAUUSD,trail_start_1R_distance_1R_cap_1.7R,sell,2026-06-30T16:00:00+00:00,2026-07-01T16:00:00+00:00,2026-07-01T16:00:00+00:00,4023.07,4063.6,4063.6,stop,0,-1.0,0.5,0.5,0,5.454012556913641,-5.454012556913641,1085.3484988258147,0.49999999999999073
flat_trailing_cap_1_7r,XAUUSD,trail_start_1R_distance_1R_cap_1.7R,sell,2026-07-06T04:00:00+00:00,2026-07-07T04:00:00+00:00,2026-07-08T12:00:00+00:00,4146.06,4203.25,4048.837000000001,target,8,1.7000000000000033,0.5,0.5,1,5.426742494129074,9.225462240019443,1094.573961065834,0.0
flat_trailing_cap_1_7r,XAUUSD,trail_start_1R_distance_1R_cap_1.7R,sell,2026-07-07T16:00:00+00:00,2026-07-08T16:00:00+00:00,2026-07-31T20:00:00+00:00,4072.18,4180.7,4046.83,end_of_period,103,0.23359749354957532,0.5,0.5,0,5.472869805329171,1.2784486690480465,1095.852409734882,0.0
