scenario,symbol,config,side,pivot_time,entry_time,exit_time,entry,initial_stop,exit,exit_reason,bars_held,result_r,risk_pct,applied_risk_pct,loss_streak_before,risk_cash,pnl_cash,balance,drawdown_pct
progression_trailing_cap_1_7r,XAUUSD,trail_start_1R_distance_1R_cap_1.7R,buy,2025-12-31T08:00:00+00:00,2026-01-02T08:00:00+00:00,2026-01-12T00:00:00+00:00,4380.97,4274.66,4561.697000000001,target,34,1.7000000000000008,0.5,1.2800000000000002,2,13.706014863030429,23.300225267151742,1094.0826364414038,0.0
progression_trailing_cap_1_7r,XAUUSD,trail_start_1R_distance_1R_cap_1.7R,buy,2026-01-13T20:00:00+00:00,2026-01-14T20:00:00+00:00,2026-01-16T16:00:00+00:00,4614.14,4569.26,4569.26,stop,11,-1.0,0.5,0.5,0,5.470413182207019,-5.470413182207019,1088.6122232591968,0.5000000000000018
progression_trailing_cap_1_7r,XAUUSD,trail_start_1R_distance_1R_cap_1.7R,buy,2026-01-16T16:00:00+00:00,2026-01-19T16:00:00+00:00,2026-01-21T08:00:00+00:00,4666.37,4536.54,4887.081,target,10,1.7000000000000028,0.5,0.8,1,8.708897786073575,14.805126236325101,1103.4173494955219,0.0
progression_trailing_cap_1_7r,XAUUSD,trail_start_1R_distance_1R_cap_1.7R,buy,2026-01-21T20:00:00+00:00,2026-01-22T20:00:00+00:00,2026-01-27T20:00:00+00:00,4904.59,4755.95,5157.278,target,18,1.6999999999999968,0.5,0.5,0,5.5170867474776095,9.37904747071192,1112.7963969662337,0.0
progression_trailing_cap_1_7r,XAUUSD,trail_start_1R_distance_1R_cap_1.7R,buy,2026-02-02T08:00:00+00:00,2026-02-03T08:00:00+00:00,2026-03-16T00:00:00+00:00,4825.48,4402.4,4970.84,stop,172,0.3435756830859426,0.5,0.5,0,5.563981984831169,1.9116489111162476,1114.70804587735,0.0
progression_trailing_cap_1_7r,XAUUSD,trail_start_1R_distance_1R_cap_1.7R,sell,2026-03-17T08:00:00+00:00,2026-03-18T08:00:00+00:00,2026-03-18T12:00:00+00:00,4986.98,5044.68,4888.8899999999985,target,1,1.6999999999999968,0.5,0.5,0,5.57354022938675,9.475018389957457,1124.1830642673076,0.0
progression_trailing_cap_1_7r,XAUUSD,trail_start_1R_distance_1R_cap_1.7R,sell,2026-03-25T04:00:00+00:00,2026-03-26T04:00:00+00:00,2026-03-26T08:00:00+00:00,4535.67,4602.85,4421.464,target,1,1.6999999999999946,0.5,0.5,0,5.620915321336538,9.555556046272084,1133.7386203135798,0.0
progression_trailing_cap_1_7r,XAUUSD,trail_start_1R_distance_1R_cap_1.7R,sell,2026-04-02T00:00:00+00:00,2026-04-06T00:00:00+00:00,2026-04-08T00:00:00+00:00,4667.81,4800.61,4800.61,stop,12,-1.0,0.5,0.5,0,5.668693101567899,-5.668693101567899,1128.0699272120119,0.49999999999999983
progression_trailing_cap_1_7r,XAUUSD,trail_start_1R_distance_1R_cap_1.7R,sell,2026-04-08T00:00:00+00:00,2026-04-09T00:00:00+00:00,2026-04-15T04:00:00+00:00,4720.31,4857.64,4857.64,stop,25,-1.0,0.5,0.8,1,9.024559417696096,-9.024559417696096,1119.0453677943158,1.2959999999999987
progression_trailing_cap_1_7r,XAUUSD,trail_start_1R_distance_1R_cap_1.7R,buy,2026-04-20T00:00:00+00:00,2026-04-21T00:00:00+00:00,2026-04-21T16:00:00+00:00,4821.5,4737.07,4737.07,stop,4,-1.0,0.5,1.2800000000000002,2,14.323780707767243,-14.323780707767243,1104.7215870865484,2.5594112000000084
progression_trailing_cap_1_7r,XAUUSD,trail_start_1R_distance_1R_cap_1.7R,sell,2026-04-21T00:00:00+00:00,2026-04-22T00:00:00+00:00,2026-04-29T16:00:00+00:00,4720.85,4833.23,4529.804000000002,target,34,1.6999999999999984,0.5,2.0480000000000005,3,22.62469810353252,38.46198677600525,1143.1835738625537,0.0
progression_trailing_cap_1_7r,XAUUSD,trail_start_1R_distance_1R_cap_1.7R,sell,2026-04-30T12:00:00+00:00,2026-05-01T12:00:00+00:00,2026-05-01T16:00:00+00:00,4569.21,4647.14,4647.14,stop,1,-1.0,0.5,0.5,0,5.715917869312769,-5.715917869312769,1137.467655993241,0.4999999999999994
progression_trailing_cap_1_7r,XAUUSD,trail_start_1R_distance_1R_cap_1.7R,sell,2026-05-01T16:00:00+00:00,2026-05-04T16:00:00+00:00,2026-05-06T08:00:00+00:00,4568.32,4660.46,4660.46,stop,10,-1.0,0.5,0.8,1,9.099741247945927,-9.099741247945927,1128.367914745295,1.2960000000000045
progression_trailing_cap_1_7r,XAUUSD,trail_start_1R_distance_1R_cap_1.7R,sell,2026-05-07T16:00:00+00:00,2026-05-08T16:00:00+00:00,2026-05-11T00:00:00+00:00,4724.4,4764.96,4683.16,opposite_signal,2,1.0167652859960399,0.5,1.2800000000000002,2,14.443109308739777,14.685252166972864,1143.0531669122677,0.011407349901413687
progression_trailing_cap_1_7r,XAUUSD,trail_start_1R_distance_1R_cap_1.7R,buy,2026-05-08T00:00:00+00:00,2026-05-11T00:00:00+00:00,2026-05-11T00:00:00+00:00,4683.16,4677.51,4677.51,stop,0,-1.0,0.5,0.5,0,5.715265834561339,-5.715265834561339,1137.3379010777064,0.5113503131518989
progression_trailing_cap_1_7r,XAUUSD,trail_start_1R_distance_1R_cap_1.7R,sell,2026-05-08T16:00:00+00:00,2026-05-11T16:00:00+00:00,2026-05-12T00:00:00+00:00,4699.93,4749.56,4749.56,stop,2,-1.0,0.5,0.8,1,9.098703208621652,-9.098703208621652,1128.2391978690848,1.3072595106466793
progression_trailing_cap_1_7r,XAUUSD,trail_start_1R_distance_1R_cap_1.7R,buy,2026-05-11T08:00:00+00:00,2026-05-12T08:00:00+00:00,2026-05-12T16:00:00+00:00,4714.37,4648.09,4648.09,stop,2,-1.0,0.5,1.2800000000000002,2,14.441461732724287,-14.441461732724287,1113.7977361363605,2.5705265889104023
progression_trailing_cap_1_7r,XAUUSD,trail_start_1R_distance_1R_cap_1.7R,sell,2026-05-12T00:00:00+00:00,2026-05-13T00:00:00+00:00,2026-05-15T04:00:00+00:00,4711.66,4773.67,4606.2429999999995,target,13,1.7,0.5,2.0480000000000005,3,22.810577636072665,38.77798198132353,1152.5757181176841,0.0
progression_trailing_cap_1_7r,XAUUSD,trail_start_1R_distance_1R_cap_1.7R,sell,2026-05-14T08:00:00+00:00,2026-05-15T08:00:00+00:00,2026-05-25T00:00:00+00:00,4605.93,4718.97,4575.33,stop,34,0.2707006369426785,0.5,0.5,0,5.762878590588421,1.5600149050956107,1154.1357330227797,0.0
progression_trailing_cap_1_7r,XAUUSD,trail_start_1R_distance_1R_cap_1.7R,sell,2026-05-25T00:00:00+00:00,2026-05-26T00:00:00+00:00,2026-05-26T00:00:00+00:00,4569.75,4580.28,4580.28,stop,0,-1.0,0.5,0.5,0,5.770678665113898,-5.770678665113898,1148.365054357666,0.49999999999999073
progression_trailing_cap_1_7r,XAUUSD,trail_start_1R_distance_1R_cap_1.7R,sell,2026-05-26T00:00:00+00:00,2026-05-27T00:00:00+00:00,2026-05-28T16:00:00+00:00,4501.03,4580.5,4452.68,stop,10,0.6084056876808771,0.5,0.8,1,9.186920434861328,5.589374644841309,1153.9544290025071,0.015709072606021897
progression_trailing_cap_1_7r,XAUUSD,trail_start_1R_distance_1R_cap_1.7R,sell,2026-05-29T16:00:00+00:00,2026-06-01T16:00:00+00:00,2026-06-05T16:00:00+00:00,4502.76,4595.55,4345.017,target,24,1.7000000000000048,0.5,0.5,0,5.769772145012536,9.80861264652134,1163.7630416490285,0.0
progression_trailing_cap_1_7r,XAUUSD,trail_start_1R_distance_1R_cap_1.7R,sell,2026-06-09T16:00:00+00:00,2026-06-10T16:00:00+00:00,2026-06-15T16:00:00+00:00,4147.06,4363.7,4363.7,stop,18,-1.0,0.5,0.5,0,5.818815208245143,-5.818815208245143,1157.9442264407835,0.49999999999999134
progression_trailing_cap_1_7r,XAUUSD,trail_start_1R_distance_1R_cap_1.7R,sell,2026-06-15T16:00:00+00:00,2026-06-16T16:00:00+00:00,2026-06-16T16:00:00+00:00,4354.39,4369.73,4328.312000000002,target,0,1.699999999999994,0.5,0.8,1,9.263553811526268,15.748041479594601,1173.692267920378,0.0
progression_trailing_cap_1_7r,XAUUSD,trail_start_1R_distance_1R_cap_1.7R,sell,2026-06-17T20:00:00+00:00,2026-06-18T20:00:00+00:00,2026-06-30T04:00:00+00:00,4219.92,4382.41,3943.6870000000004,target,43,1.7000000000000006,0.5,0.5,0,5.8684613396018905,9.976384277323218,1183.6686521977012,0.0
progression_trailing_cap_1_7r,XAUUSD,trail_start_1R_distance_1R_cap_1.7R,sell,2026-06-30T16:00:00+00:00,2026-07-01T16:00:00+00:00,2026-07-01T16:00:00+00:00,4023.07,4063.6,4063.6,stop,0,-1.0,0.5,0.5,0,5.9183432609885065,-5.9183432609885065,1177.7503089367128,0.4999999999999929
progression_trailing_cap_1_7r,XAUUSD,trail_start_1R_distance_1R_cap_1.7R,sell,2026-07-06T04:00:00+00:00,2026-07-07T04:00:00+00:00,2026-07-08T12:00:00+00:00,4146.06,4203.25,4048.837000000001,target,8,1.7000000000000033,0.5,0.8,1,9.422002471493704,16.01740420153933,1193.7677131382522,0.0
progression_trailing_cap_1_7r,XAUUSD,trail_start_1R_distance_1R_cap_1.7R,sell,2026-07-07T16:00:00+00:00,2026-07-08T16:00:00+00:00,2026-07-31T20:00:00+00:00,4072.18,4180.7,4046.83,end_of_period,103,0.23359749354957532,0.5,0.5,0,5.968838565691261,1.3943057283475206,1195.1620188665997,0.0
