scenario,symbol,config,side,pivot_time,entry_time,exit_time,entry,initial_stop,exit,exit_reason,bars_held,result_r,risk_pct,applied_risk_pct,loss_streak_before,risk_cash,pnl_cash,balance,drawdown_pct
progression_fixed_1_7r,XAUUSD,fixed_1.7R,buy,2025-12-31T08:00:00+00:00,2026-01-02T08:00:00+00:00,2026-01-12T00:00:00+00:00,4380.97,4274.66,4561.697000000001,target,34,1.7000000000000008,0.5,1.2800000000000002,2,13.751587465773438,23.377698691814857,1097.7204694553645,0.0
progression_fixed_1_7r,XAUUSD,fixed_1.7R,buy,2026-01-13T20:00:00+00:00,2026-01-14T20:00:00+00:00,2026-01-16T16:00:00+00:00,4614.14,4569.26,4569.26,stop,11,-1.0,0.5,0.5,0,5.488602347276823,-5.488602347276823,1092.2318671080877,0.4999999999999989
progression_fixed_1_7r,XAUUSD,fixed_1.7R,buy,2026-01-16T16:00:00+00:00,2026-01-19T16:00:00+00:00,2026-01-21T08:00:00+00:00,4666.37,4536.54,4887.081,target,10,1.7000000000000028,0.5,0.8,1,8.737854936864702,14.854353392670017,1107.0862205007577,0.0
progression_fixed_1_7r,XAUUSD,fixed_1.7R,buy,2026-01-21T20:00:00+00:00,2026-01-22T20:00:00+00:00,2026-01-27T20:00:00+00:00,4904.59,4755.95,5157.278,target,18,1.6999999999999968,0.5,0.5,0,5.535431102503789,9.410232874256423,1116.4964533750142,0.0
progression_fixed_1_7r,XAUUSD,fixed_1.7R,buy,2026-02-02T08:00:00+00:00,2026-02-03T08:00:00+00:00,2026-03-18T08:00:00+00:00,4825.48,4402.4,4986.98,opposite_signal,186,0.38172449654911605,0.5,0.5,0,5.582482266875071,2.130970232817255,1118.6274236078314,0.0
progression_fixed_1_7r,XAUUSD,fixed_1.7R,sell,2026-03-17T08:00:00+00:00,2026-03-18T08:00:00+00:00,2026-03-18T12:00:00+00:00,4986.98,5044.68,4888.8899999999985,target,1,1.6999999999999968,0.5,0.5,0,5.593137118039157,9.50833310066655,1128.1357567084979,0.0
progression_fixed_1_7r,XAUUSD,fixed_1.7R,sell,2026-03-25T04:00:00+00:00,2026-03-26T04:00:00+00:00,2026-03-26T08:00:00+00:00,4535.67,4602.85,4421.464,target,1,1.6999999999999946,0.5,0.5,0,5.640678783542489,9.589153932022201,1137.72491064052,0.0
progression_fixed_1_7r,XAUUSD,fixed_1.7R,sell,2026-04-02T00:00:00+00:00,2026-04-06T00:00:00+00:00,2026-04-08T00:00:00+00:00,4667.81,4800.61,4800.61,stop,12,-1.0,0.5,0.5,0,5.6886245532026,-5.6886245532026,1132.0362860873174,0.49999999999999506
progression_fixed_1_7r,XAUUSD,fixed_1.7R,sell,2026-04-08T00:00:00+00:00,2026-04-09T00:00:00+00:00,2026-04-15T04:00:00+00:00,4720.31,4857.64,4857.64,stop,25,-1.0,0.5,0.8,1,9.05629028869854,-9.05629028869854,1122.9799957986188,1.2960000000000023
progression_fixed_1_7r,XAUUSD,fixed_1.7R,buy,2026-04-20T00:00:00+00:00,2026-04-21T00:00:00+00:00,2026-04-21T16:00:00+00:00,4821.5,4737.07,4737.07,stop,4,-1.0,0.5,1.2800000000000002,2,14.374143946222324,-14.374143946222324,1108.6058518523964,2.5594112000000067
progression_fixed_1_7r,XAUUSD,fixed_1.7R,sell,2026-04-21T00:00:00+00:00,2026-04-22T00:00:00+00:00,2026-04-29T16:00:00+00:00,4720.85,4833.23,4529.804000000002,target,34,1.6999999999999984,0.5,2.0480000000000005,3,22.704247845937083,38.59722133809301,1147.2030731904895,0.0
progression_fixed_1_7r,XAUUSD,fixed_1.7R,sell,2026-04-30T12:00:00+00:00,2026-05-01T12:00:00+00:00,2026-05-01T16:00:00+00:00,4569.21,4647.14,4647.14,stop,1,-1.0,0.5,0.5,0,5.736015365952447,-5.736015365952447,1141.467057824537,0.4999999999999981
progression_fixed_1_7r,XAUUSD,fixed_1.7R,sell,2026-05-01T16:00:00+00:00,2026-05-04T16:00:00+00:00,2026-05-06T08:00:00+00:00,4568.32,4660.46,4660.46,stop,10,-1.0,0.5,0.8,1,9.131736462596297,-9.131736462596297,1132.3353213619407,1.2960000000000016
progression_fixed_1_7r,XAUUSD,fixed_1.7R,sell,2026-05-07T16:00:00+00:00,2026-05-08T16:00:00+00:00,2026-05-11T00:00:00+00:00,4724.4,4764.96,4683.16,opposite_signal,2,1.0167652859960399,0.5,1.2800000000000002,2,14.493892113432844,14.736886359910292,1147.072207721851,0.011407349901393292
progression_fixed_1_7r,XAUUSD,fixed_1.7R,buy,2026-05-08T00:00:00+00:00,2026-05-11T00:00:00+00:00,2026-05-11T00:00:00+00:00,4683.16,4677.51,4677.51,stop,0,-1.0,0.5,0.5,0,5.7353610386092555,-5.7353610386092555,1141.336846683242,0.5113503131518813
progression_fixed_1_7r,XAUUSD,fixed_1.7R,sell,2026-05-08T16:00:00+00:00,2026-05-11T16:00:00+00:00,2026-05-12T00:00:00+00:00,4699.93,4749.56,4749.56,stop,2,-1.0,0.5,0.8,1,9.130694773465935,-9.130694773465935,1132.206151909776,1.3072595106466587
progression_fixed_1_7r,XAUUSD,fixed_1.7R,buy,2026-05-11T08:00:00+00:00,2026-05-12T08:00:00+00:00,2026-05-12T16:00:00+00:00,4714.37,4648.09,4648.09,stop,2,-1.0,0.5,1.2800000000000002,2,14.492238744445137,-14.492238744445137,1117.713913165331,2.5705265889103788
progression_fixed_1_7r,XAUUSD,fixed_1.7R,sell,2026-05-12T00:00:00+00:00,2026-05-13T00:00:00+00:00,2026-05-15T04:00:00+00:00,4711.66,4773.67,4606.2429999999995,target,13,1.7,0.5,2.0480000000000005,3,22.890780941625984,38.914327600764175,1156.6282407660951,0.0
progression_fixed_1_7r,XAUUSD,fixed_1.7R,sell,2026-05-14T08:00:00+00:00,2026-05-15T08:00:00+00:00,2026-05-27T16:00:00+00:00,4605.93,4718.97,4413.762000000001,target,50,1.6999999999999975,0.5,0.5,0,5.783141203830476,9.831340046511794,1166.4595808126069,0.0
progression_fixed_1_7r,XAUUSD,fixed_1.7R,sell,2026-05-29T16:00:00+00:00,2026-06-01T16:00:00+00:00,2026-06-05T16:00:00+00:00,4502.76,4595.55,4345.017,target,24,1.7000000000000048,0.5,0.5,0,5.832297904063035,9.914906436907188,1176.374487249514,0.0
progression_fixed_1_7r,XAUUSD,fixed_1.7R,sell,2026-06-09T16:00:00+00:00,2026-06-10T16:00:00+00:00,2026-06-15T16:00:00+00:00,4147.06,4363.7,4363.7,stop,18,-1.0,0.5,0.5,0,5.88187243624757,-5.88187243624757,1170.4926148132665,0.4999999999999921
progression_fixed_1_7r,XAUUSD,fixed_1.7R,sell,2026-06-15T16:00:00+00:00,2026-06-16T16:00:00+00:00,2026-06-16T16:00:00+00:00,4354.39,4369.73,4328.312000000002,target,0,1.699999999999994,0.5,0.8,1,9.363940918506133,15.91869956146037,1186.411314374727,0.0
progression_fixed_1_7r,XAUUSD,fixed_1.7R,sell,2026-06-17T20:00:00+00:00,2026-06-18T20:00:00+00:00,2026-06-30T04:00:00+00:00,4219.92,4382.41,3943.6870000000004,target,43,1.7000000000000006,0.5,0.5,0,5.932056571873635,10.084496172185183,1196.4958105469123,0.0
progression_fixed_1_7r,XAUUSD,fixed_1.7R,sell,2026-06-30T16:00:00+00:00,2026-07-01T16:00:00+00:00,2026-07-01T16:00:00+00:00,4023.07,4063.6,4063.6,stop,0,-1.0,0.5,0.5,0,5.982479052734561,-5.982479052734561,1190.5133314941777,0.5
progression_fixed_1_7r,XAUUSD,fixed_1.7R,sell,2026-07-06T04:00:00+00:00,2026-07-07T04:00:00+00:00,2026-07-08T12:00:00+00:00,4146.06,4203.25,4048.837000000001,target,8,1.7000000000000033,0.5,0.8,1,9.524106651953423,16.19098130832085,1206.7043128024986,0.0
progression_fixed_1_7r,XAUUSD,fixed_1.7R,sell,2026-07-07T16:00:00+00:00,2026-07-08T16:00:00+00:00,2026-07-31T20:00:00+00:00,4072.18,4180.7,4046.83,end_of_period,103,0.23359749354957532,0.5,0.5,0,6.033521564012493,1.409415514630632,1208.1137283171292,0.0
