starting_balance,ending_balance,net_profit,return_pct,trades,wins,losses,win_rate,net_r,avg_r,avg_spread_r,max_drawdown_pct,timeframe
300.0,202.06,-97.94,-32.65,71,17,54,23.94,-3.03,-0.0426,0.0004,47.6,M15
300.0,210.52,-89.48,-29.83,25,5,20,20.0,-5.62,-0.2246,0.0002,29.83,M30
