starting_balance,ending_balance,net_profit,return_pct,trades,wins,losses,win_rate,net_r,avg_r,avg_spread_r,max_drawdown_pct,timeframe
300.0,361.68,61.68,20.56,10,6,4,60.0,4.12,0.4121,0.0211,8.89,M15
300.0,322.74,22.74,7.58,7,3,4,42.86,1.7,0.2432,0.0159,6.65,M30
