timeframe_minutes,pivot_bars,minimum_leg_atr,structure_mode,value_area_pct,vah_tolerance_atr,reaction_mode,expiry_bars,stop_mode,stop_buffer_atr,reward_risk,maximum_hold_hours,management,train_trades,train_wins,train_losses,train_win_rate_pct,train_profit_factor,train_net_r,train_mean_r,train_return_pct,train_max_drawdown_pct,train_final_balance,validation_trades,validation_wins,validation_losses,validation_win_rate_pct,validation_profit_factor,validation_net_r,validation_mean_r,validation_return_pct,validation_max_drawdown_pct,validation_final_balance,robust_score
60,2,1.5,1,0.6,0.15,1,24,0,0.1,3.0,24,0,24,14,10,58.333333333333336,2.0896539753883467,7.02660619625908,0.2927752581774617,7.142503752101148,3.670982398430416,10714.250375210115,11,6,5,54.54545454545455,1.865232301320691,3.421070739827213,0.31100643089338303,3.3845239131341076,3.6617858638801195,10338.45239131341,33.03622214146053
60,2,1.5,1,0.6,0.15,1,24,0,0.0,3.0,72,0,24,12,12,50.0,2.025025539902709,10.928283229004585,0.4553451345418577,11.20915894152541,4.062371731244008,11120.915894152542,11,6,5,54.54545454545455,1.5825533488298444,2.9250487744287748,0.2659135249480704,2.838284358765697,5.124935685493899,10283.828435876569,29.697453716315895
60,2,1.5,1,0.6,0.15,1,24,0,0.1,3.0,72,0,24,12,12,50.0,2.0093460699715444,10.727450644679926,0.4469771101949969,10.991093837451205,4.457490342182135,11099.10938374512,11,6,5,54.54545454545455,1.576420858942407,2.8938139084676457,0.2630739916788769,2.806556972108365,5.084620778996125,10280.655697210836,29.40365430401154
60,2,1.5,1,0.6,0.15,1,24,0,0.25,3.0,72,0,24,12,12,50.0,1.728974968853302,7.713370014088433,0.3213904172536847,7.749454639010223,6.266136306470195,10774.945463901022,11,6,5,54.54545454545455,1.5675915868648589,2.84889424653226,0.25899038604838726,2.7609389522472494,5.029496750351427,10276.093895224725,28.90674426515903
60,2,1.5,1,0.6,0.15,1,24,0,0.0,3.0,24,0,24,13,11,54.166666666666664,1.7475856828158585,5.598554410039799,0.23327310041832494,5.617374046717094,4.475459206217103,10561.737404671709,11,6,5,54.54545454545455,1.8972958537886893,3.572840358240207,0.32480366893092794,3.5385011836968516,3.69376650841977,10353.850118369684,26.802444520069983
60,2,1.5,1,0.6,0.15,1,24,0,0.25,3.0,24,0,24,14,10,58.333333333333336,1.822731969917786,5.2685722553155,0.21952384397147917,5.313024516054177,3.6642702572451835,10531.302451605417,11,6,5,54.54545454545455,1.8218947643588521,3.2177846310394473,0.2925258755490407,3.178451337402466,3.619304246250842,10317.845133740248,25.62480837540971
60,2,3.5,1,0.6,0.15,0,12,0,0.0,3.0,72,0,24,14,10,58.333333333333336,3.1534390116434525,19.39030346508423,0.8079293110451763,20.919460675523617,3.070644396430477,12091.94606755236,13,8,5,61.53846153846154,1.5708419586464806,2.864141554067606,0.22031858108212354,2.796443980919716,2.4822972141753574,10279.644398091972,25.253209094681015
60,2,3.5,1,0.6,0.15,0,12,0,0.1,3.0,72,0,24,14,10,58.333333333333336,3.133383717517724,19.135998250057245,0.7973332604190518,20.618436077146818,3.042828852884185,12061.843607714682,13,8,5,61.53846153846154,1.5491938232025155,2.7552211970808145,0.21194009208313958,2.6862064967612564,2.4665909192787288,10268.620649676126,24.373732856507463
60,2,3.5,1,0.6,0.15,0,12,0,0.25,3.0,72,0,24,14,10,58.333333333333336,3.1058014402248584,18.784980910902583,0.7827075379542743,20.20391229114238,3.0037590753709504,12020.391229114239,13,8,5,61.53846153846154,1.5185013671604717,2.6008472619717065,0.2000651739978236,2.530105148348971,2.4447267288300942,10253.010514834898,23.127200322542567
60,2,1.5,1,0.6,0.05,1,24,0,0.0,3.0,24,0,24,13,11,54.166666666666664,1.6528070164160105,4.888771527692575,0.2036988136538573,4.876032251809881,5.5346458711642645,10487.603225180988,11,5,6,45.45454545454545,1.3712158848815614,1.8535940543891818,0.16850855039901652,1.7709289299897568,3.69376650841977,10177.092892998975,19.50969872237372
60,2,1.5,1,0.6,0.15,1,48,0,0.0,3.0,24,0,33,18,15,54.54545454545455,1.5247762660933113,5.075277140874012,0.15379627699618217,5.052090027669265,5.6378735235240445,10505.209002766927,14,7,7,50.0,1.7483623589554889,3.66418705588889,0.2617276468492064,3.6249554791204064,3.8698511272326743,10362.495547912042,18.361712840503618
