timeframe_minutes,pivot_bars,minimum_leg_atr,structure_mode,value_area_pct,vah_tolerance_atr,reaction_mode,expiry_bars,stop_mode,stop_buffer_atr,reward_risk,maximum_hold_hours,management,train_trades,train_wins,train_losses,train_win_rate_pct,train_profit_factor,train_net_r,train_mean_r,train_return_pct,train_max_drawdown_pct,train_final_balance,validation_trades,validation_wins,validation_losses,validation_win_rate_pct,validation_profit_factor,validation_net_r,validation_mean_r,validation_return_pct,validation_max_drawdown_pct,validation_final_balance,robust_score
60,5,3.5,0,0.8,0.15,1,48,1,0.25,3.0,72,0,25,11,14,44.0,2.1595782761383484,16.722393090767103,0.6688957236306841,17.593123514052,7.188005230928514,11759.3123514052,5,2,3,40.0,2.1175492564787457,2.61296841363917,0.522593682727834,2.57177162081621,2.8977992249210844,10257.177162081622,56.24236241880799
60,5,3.5,0,0.8,0.15,1,48,1,0.1,3.0,72,0,25,10,15,40.0,1.8209087935102917,12.734415023170092,0.5093766009268037,13.036953707474286,7.483158877224545,11303.695370747428,5,2,3,40.0,2.1680575067450705,2.7519412574046194,0.5503882514809239,2.7111274642303895,2.967238805583653,10271.11274642304,54.30966409399028
60,5,3.5,0,0.8,0.15,1,48,1,0.0,3.0,72,0,25,9,16,36.0,1.605218391748663,10.021882760324223,0.4008753104129689,10.021542486429702,7.666717721818593,11002.15424864297,5,2,3,40.0,2.206441829300822,2.858168322790904,0.5716336645581808,2.8176220134297436,3.019797569431009,10281.762201342975,43.01714070840791
60,5,3.5,0,0.8,0.15,1,24,1,0.1,3.0,72,0,15,6,9,40.0,1.7704965888076882,7.123731914978177,0.47491546099854515,7.089710296250895,6.520081409987732,10708.971029625089,5,2,3,40.0,2.1680575067450705,2.7519412574046194,0.5503882514809239,2.7111274642303895,2.967238805583653,10271.11274642304,40.82051033979344
60,5,3.5,0,0.8,0.15,1,24,1,0.25,3.0,72,0,15,6,9,40.0,1.7677976133256952,7.0810484218256695,0.47206989478837796,7.044954967976569,6.305967468457581,10704.495496797657,5,2,3,40.0,2.1175492564787457,2.61296841363917,0.522593682727834,2.57177162081621,2.8977992249210844,10257.177162081622,40.54340260430453
60,5,3.5,0,0.8,0.15,1,48,1,0.0,3.0,24,0,25,12,13,48.0,2.066272089779731,12.236533716255034,0.48946134865020136,12.5958985651055,6.400523961265931,11259.58985651055,5,3,2,60.0,1.869898636730843,1.77806917492837,0.355613834985674,1.7368284833480185,3.019797569431009,10173.682848334802,39.09632528127593
60,5,3.5,0,0.8,0.15,1,48,1,0.1,3.0,24,0,25,13,12,52.0,2.0511789572281485,10.902648627597918,0.4361059451039167,11.157990525855377,5.058229202161578,11115.799052585537,5,3,2,60.0,1.8539705427861108,1.7432635735232698,0.348652714704654,1.701600299524042,2.967238805583653,10170.160029952405,38.448894750830725
60,5,3.5,0,0.8,0.15,1,48,1,0.25,3.0,24,0,25,14,11,56.0,2.3837397589023333,12.79630740845575,0.51185229633823,13.2863230021254,4.259536190882638,11328.63230021254,5,3,2,60.0,1.8325294925279125,1.6966715405750976,0.3393343081150195,1.6544480838534659,2.8977992249210844,10165.444808385346,37.522093572027615
60,5,3.5,0,0.8,0.15,1,24,1,0.0,3.0,24,0,15,7,8,46.666666666666664,1.7764637349111807,5.619248399608347,0.3746165599738898,5.560908048731572,3.6596482797291725,10556.090804873158,5,3,2,60.0,1.869898636730843,1.77806917492837,0.355613834985674,1.7368284833480185,3.019797569431009,10173.682848334802,29.07390801852882
60,5,3.5,0,0.8,0.15,1,24,1,0.1,3.0,24,0,15,8,7,53.333333333333336,2.129797955913498,6.944292655216567,0.46295284368110445,6.974361602742674,3.433947793415668,10697.436160274268,5,3,2,60.0,1.8539705427861108,1.7432635735232698,0.348652714704654,1.701600299524042,2.967238805583653,10170.160029952405,28.546351635355478
60,5,3.5,0,0.8,0.15,1,24,1,0.25,3.0,24,0,15,8,7,53.333333333333336,2.13789792621325,6.9273790436365505,0.46182526957577,6.9562758137378555,3.159395865774413,10695.627581373785,5,3,2,60.0,1.8325294925279125,1.6966715405750976,0.3393343081150195,1.6544480838534659,2.8977992249210844,10165.444808385346,27.58810199153411
60,5,3.5,0,0.8,0.15,1,48,0,0.0,3.0,72,0,23,14,9,60.869565217391305,2.036497186999913,4.994219479848054,0.217139977384698,5.0301079575911345,3.4587415294278854,10503.010795759114,5,2,3,40.0,7.041500003717792,1.1836762906792075,0.2367352581358415,1.1854939310038004,1.6289261374890946,10118.54939310038,25.758643567626756
60,5,3.5,0,0.8,0.15,1,48,0,0.1,3.0,72,0,23,14,9,60.869565217391305,2.029692442619298,4.933398309356532,0.2144955786676753,4.96700316673111,3.4345713720528375,10496.700316673112,5,2,3,40.0,7.015138034458028,1.1582095884710832,0.23164191769421666,1.1599436679178732,1.5960829011350468,10115.994366791787,25.482044416605763
60,5,3.5,0,0.8,0.15,1,48,0,0.25,3.0,72,0,23,14,9,60.869565217391305,2.019601009226673,4.845086205822437,0.21065592199227987,4.875420297164679,3.3997909084216764,10487.542029716467,5,2,3,40.0,6.977589635333315,1.1219898727294846,0.2243979745458969,1.1236088028014013,1.5492284058375707,10112.360880280141,25.079982710098836
60,5,1.5,1,0.8,0.05,0,12,1,0.0,3.0,6,0,17,8,9,47.05882352941177,2.321932972547249,7.717891791501798,0.45399363479422344,7.806623821593561,3.0912234210677765,10780.662382159357,8,4,4,50.0,1.8687239396211872,2.0054231842799553,0.2506778980349944,1.9630279764495828,3.6905901879635827,10196.30279764496,22.803524729197623
60,5,1.5,1,0.8,0.05,0,12,1,0.1,3.0,6,0,17,8,9,47.05882352941177,2.366674631223077,7.789883285242899,0.45822842854369994,7.884945205104321,3.0390001798774167,10788.494520510432,8,4,4,50.0,1.7926021037553714,1.807763167608772,0.2259703959510965,1.7640338303177572,3.4672491523010414,10176.403383031775,20.193931311215948
60,5,1.5,1,0.8,0.05,0,12,1,0.25,3.0,6,0,18,8,10,44.44444444444444,1.969477377177319,6.430739144993124,0.35726328583295136,6.4324788081655315,2.9709541206728667,10643.247880816554,8,4,4,50.0,1.7219997391614186,1.622754162065768,0.202844270258221,1.5777505122616997,3.2315119919405206,10157.77505122617,19.754258242362127
60,5,3.5,0,0.8,0.15,1,48,1,0.0,3.0,6,0,26,12,14,46.15384615384615,1.401409072294725,3.7999263686225744,0.14615101417779133,3.721586808795063,6.220491398201043,10372.158680879505,5,4,1,80.0,45.515387039357,3.6339091460698945,0.7267818292139789,3.6540234704059094,1.1921845364232524,10365.40234704059,17.223866025399325
60,5,3.5,0,0.8,0.15,1,48,0,0.0,3.0,24,0,25,17,8,68.0,3.4982877823650913,3.9823602259908615,0.15929440903963446,4.036459433923456,1.4060445888260138,10403.645943392345,5,3,2,60.0,1.8177447750120317,0.5721593762730657,0.11443187525461314,0.5679941538922373,1.0492315602696658,10056.799415389223,15.173490347078621
60,5,3.5,0,0.8,0.15,1,48,1,0.1,3.0,6,0,26,12,14,46.15384615384615,1.3622862752511389,3.2236104027023558,0.12398501548855215,3.1487161127090824,5.578223025899,10314.871611270908,5,4,1,80.0,46.86010962743396,3.5646594404795477,0.7129318880959096,3.5836235100076497,1.1213089794455215,10358.362351000766,14.967556664726358
60,5,3.5,0,0.8,0.15,1,48,0,0.1,3.0,24,0,25,17,8,68.0,3.489354363465586,3.909033793076249,0.15636135172304996,3.961142455134481,1.382035050884927,10396.114245513449,5,3,2,60.0,1.8121781881741805,0.5585434175624634,0.11170868351249268,0.5545252163982051,1.0307689725078408,10055.452521639821,14.89147857146734
60,5,3.5,0,0.8,0.15,1,48,0,0.25,3.0,24,0,25,17,8,68.0,3.4764489852339073,3.8041657996794793,0.15216663198717917,3.853491920897767,1.3475210058598346,10385.349192089776,5,3,2,60.0,1.8042190557918187,0.5392406524992456,0.10784813049984912,0.5354287468731789,1.0042830663761282,10053.542874687319,14.491575848139766
60,5,3.5,0,0.8,0.15,1,24,0,0.0,3.0,72,0,15,8,7,53.333333333333336,1.7923715380745742,2.8239607673101235,0.18826405115400824,2.7941105743613193,3.2648320496238252,10279.411057436133,5,2,3,40.0,7.041500003717792,1.1836762906792075,0.2367352581358415,1.1854939310038004,1.6289261374890946,10118.54939310038,12.394434215495348
60,5,3.5,0,0.8,0.15,1,24,0,0.1,3.0,72,0,15,8,7,53.333333333333336,1.7924932670247484,2.804420413955918,0.18696136093039453,2.7744351592980943,3.2428583756105183,10277.44351592981,5,2,3,40.0,7.015138034458028,1.1582095884710832,0.23164191769421666,1.1599436679178732,1.5960829011350468,10115.994366791787,12.26572707147512
60,3,2.5,1,0.7,0.15,1,48,0,0.25,3.0,72,0,17,9,8,52.94117647058823,1.325001677130391,2.6455369984224535,0.1556198234366149,2.5402008871536985,4.6753894743993225,10254.02008871537,6,3,3,50.0,1.490751472765311,1.4845450041868824,0.2474241673644804,1.4295446977109938,2.8470658858913827,10142.954469771099,12.126053344363843
60,5,3.5,0,0.8,0.15,1,24,0,0.25,3.0,72,0,15,8,7,53.333333333333336,1.7925399493717753,2.775877684371946,0.18505851229146308,2.7456843664839914,3.211281802321425,10274.568436648398,5,2,3,40.0,6.977589635333315,1.1219898727294846,0.2243979745458969,1.1236088028014013,1.5492284058375707,10112.360880280141,12.077430166673377
60,5,3.5,0,0.8,0.15,1,48,1,0.25,3.0,6,0,26,12,14,46.15384615384615,1.2596987647897264,2.254113104070081,0.08669665784884927,2.16987939360318,5.251417480866022,10216.987939360319,5,4,1,80.0,44.676205590740544,3.167688414575,0.633537682915,3.183378596972597,1.0299598133220746,10318.33785969726,11.053154212535226
60,5,3.5,0,0.8,0.15,1,24,1,0.0,3.0,6,0,15,9,6,60.0,1.5551454363052473,2.6708908619622824,0.1780593907974855,2.642210199517425,3.779273386458003,10264.221019951743,5,4,1,80.0,45.515387039357,3.6339091460698945,0.7267818292139789,3.6540234704059094,1.1921845364232524,10365.40234704059,10.86864949609437
60,5,3.5,0,0.8,0.15,1,24,1,0.1,3.0,6,0,15,9,6,60.0,1.5771902849274617,2.5026640413391164,0.16684426942260774,2.4810520037568784,3.206677837754223,10248.105200375687,5,4,1,80.0,46.86010962743396,3.5646594404795477,0.7129318880959096,3.5836235100076497,1.1213089794455215,10358.362351000766,9.825582788773247
60,5,3.5,0,0.8,0.15,1,48,0,0.0,3.0,6,0,26,13,13,50.0,1.4417193063793339,0.8738977713029499,0.03361145274242115,0.8711995615712009,1.4045342624298,10087.11995615712,5,4,1,80.0,38.34030381190292,0.9622075878833005,0.19244151757666011,0.964388330950916,0.3457400670875069,10096.438833095091,6.3394877781778005
60,5,3.5,0,0.8,0.15,1,48,0,0.1,3.0,6,0,26,13,13,50.0,1.4369453692707546,0.8536716913267565,0.03283352658949063,0.8509785155219385,1.382198808741602,10085.097851552193,5,4,1,80.0,38.174159965095,0.9429770605818417,0.18859541211636835,0.9450722793165944,0.3396797370115313,10094.50722793166,6.253487415888882
60,5,3.5,0,0.8,0.15,1,48,0,0.25,3.0,6,0,26,13,13,50.0,1.4300760306392981,0.8248990758149437,0.03172688753134399,0.8222180487999609,1.3501852740552034,10082.221804879997,5,4,1,80.0,37.9372145614187,0.9155350703106455,0.1831070140621291,0.9175111580862705,0.330982432271491,10091.751115808627,6.13100564489249
60,5,3.5,0,0.8,0.15,1,24,0,0.0,3.0,24,0,15,10,5,66.66666666666667,2.8358521104880787,2.2245543265615915,0.14830362177077278,2.2315636110134873,1.4060445888260145,10223.15636110135,5,3,2,60.0,1.8177447750120317,0.5721593762730657,0.11443187525461314,0.5679941538922373,1.0492315602696658,10056.799415389223,5.173490347078621
60,5,3.5,0,0.8,0.15,1,24,1,0.25,3.0,6,0,15,9,6,60.0,1.4331256967374464,1.8359803465671791,0.12239868977114528,1.8082634596884306,2.9840019396444952,10180.826345968842,5,4,1,80.0,44.676205590740544,3.167688414575,0.633537682915,3.183378596972597,1.0299598133220746,10318.33785969726,5.106256201133556
60,3,2.5,1,0.7,0.15,1,48,0,0.1,3.0,72,0,17,8,9,47.05882352941177,1.1630569145730267,1.4927380132833565,0.08780811842843274,1.3563428779396869,4.677611807379019,10135.63428779397,6,3,3,50.0,1.5087360303766217,1.5394970225320725,0.25658283708867874,1.4848251315281669,2.8805372174887403,10148.482513152816,5.020859978452117
60,5,3.5,0,0.8,0.15,1,24,0,0.1,3.0,24,0,15,10,5,66.66666666666667,2.839539771860811,2.191802211492174,0.1461201474328116,2.198666401212601,1.38203505088493,10219.86664012126,5,3,2,60.0,1.8121781881741805,0.5585434175624634,0.11170868351249268,0.5545252163982051,1.0307689725078408,10055.452521639821,4.8914785714673386
60,5,3.5,0,0.8,0.15,1,24,0,0.25,3.0,24,0,15,10,5,66.66666666666667,2.8447055486328297,2.144403544954254,0.1429602363302836,2.1510551060434535,1.3475210058598375,10215.105510604346,5,3,2,60.0,1.8042190557918187,0.5392406524992456,0.10784813049984912,0.5354287468731789,1.0042830663761282,10053.542874687319,4.491575848139766
60,5,3.5,0,0.8,0.15,1,24,0,0.0,3.0,6,0,15,10,5,66.66666666666667,3.593865812521522,1.2286654862442696,0.08191103241628464,1.2343012450985125,0.5942496664639881,10123.43012450985,5,4,1,80.0,38.34030381190292,0.9622075878833005,0.19244151757666011,0.964388330950916,0.3457400670875069,10096.438833095091,4.334624208563431
60,5,3.5,0,0.8,0.15,1,24,0,0.1,3.0,6,0,15,10,5,66.66666666666667,3.5807066378332197,1.2065512429823344,0.08043674953215563,1.2119809236194934,0.5847357303729324,10121.198092361949,5,4,1,80.0,38.174159965095,0.9429770605818417,0.18859541211636835,0.9450722793165944,0.3396797370115313,10094.50722793166,4.187766756315993
60,5,1.5,1,0.8,0.05,0,12,1,0.25,3.0,24,0,18,6,12,33.333333333333336,1.3396738108690023,3.913633802410245,0.21742410013390248,3.7054434476384124,4.414494171959991,10370.54434476384,8,2,6,25.0,1.0899848353908925,0.49338142195668633,0.06167267774458579,0.3795237894992143,7.2402963949101755,10037.952378949922,4.132542119279375
60,5,3.5,0,0.8,0.15,1,24,0,0.25,3.0,6,0,15,10,5,66.66666666666667,3.561730247018411,1.1748613340999494,0.07832408893999662,1.1800024540070453,0.5711164512117294,10118.000245400704,5,4,1,80.0,37.9372145614187,0.9155350703106455,0.1831070140621291,0.9175111580862705,0.330982432271491,10091.751115808627,3.9773178538497653
60,5,1.5,1,0.8,0.05,0,12,0,0.25,3.0,72,0,17,8,9,47.05882352941177,1.1626509053184455,1.2492461650266655,0.07348506853098033,1.1322972882761961,3.5532710528815508,10113.22972882762,8,5,3,62.5,1.7368149575019998,1.2216636753065648,0.1527079594133206,1.2114703757863277,2.782717123524431,10121.147037578632,3.6803348582956534
60,5,1.5,1,0.8,0.05,0,12,1,0.1,3.0,24,0,17,6,11,35.294117647058826,1.4777433156633042,5.000080479433549,0.29412238114315,4.844827512099359,4.527885036169422,10484.482751209936,8,2,6,25.0,1.0756678022310846,0.4200125806734314,0.052501572584178924,0.3057082793517685,7.632477787942815,10030.570827935177,1.1632666533371143
60,5,1.5,1,0.8,0.05,0,12,0,0.0,3.0,72,0,17,8,9,47.05882352941177,1.0948609388640866,0.8016071125538256,0.04715335956198974,0.6703329443598971,3.707119444296256,10067.03329443599,8,5,3,62.5,1.8078296014415753,1.3599303406927765,0.16999129258659706,1.3500839140651033,2.8871414383566574,10135.00839140651,0.9023531250029935
60,5,1.5,1,0.8,0.05,0,12,1,0.0,3.0,24,0,17,5,12,29.41176470588235,1.2735814454705097,3.1512296355235128,0.18536644914844191,2.922414357751779,4.618803615821218,10292.241435775179,8,2,6,25.0,1.0637163581332005,0.35730943363115264,0.04466367920389408,0.24267497707433083,7.987209226617881,10024.267497707433,0.33429054079235776
60,5,1.5,1,0.8,0.05,0,12,0,0.1,3.0,72,0,17,8,9,47.05882352941177,1.0830320649245342,0.6990946643617135,0.041123215550689034,0.569552227336656,3.643407086352985,10056.955222733666,8,5,3,62.5,1.778520478123819,1.3024982028102743,0.16281227535128429,1.2924930725765726,2.844445149424447,10129.249307257658,0.2795037174704138
60,5,1.5,1,0.8,0.05,0,12,0,0.25,3.0,6,0,18,8,10,44.44444444444444,1.566300813329751,1.386521204720374,0.07702895581779856,1.3728226951335687,1.1941330917553183,10137.282269513356,8,4,4,50.0,0.9007720181632155,-0.08254235964825218,-0.010317794956031523,-0.08619769949765876,1.1213437864695455,9991.380230050234,-3.0821609870484186
60,5,1.5,1,0.8,0.05,0,12,0,0.1,3.0,6,0,18,8,10,44.44444444444444,1.5809848097902022,1.4561376453294985,0.0808965358516388,1.4420305027285307,1.2217914357468451,10144.203050272854,8,4,4,50.0,0.8967492784482032,-0.08850043392697138,-0.011062554240871422,-0.09236185287362364,1.1534355706843313,9990.763814712638,-3.1663418956019247
60,5,1.5,1,0.8,0.05,0,12,0,0.0,3.0,6,0,18,8,10,44.44444444444444,1.590604567808665,1.5048040048816096,0.08360022249342275,1.49038835550801,1.2423293007123108,10149.038835550802,8,4,4,50.0,0.8939393328968381,-0.09279478353069259,-0.011599347941336574,-0.09680381643585312,1.1759379530640828,9990.319618356414,-3.226873428649098
60,5,1.5,1,0.8,0.05,0,12,1,0.25,3.0,72,0,18,5,13,27.77777777777778,1.0958397561193167,1.2888851527958485,0.07160473071088047,1.0108658621512223,5.291797630897902,10101.086586215122,8,2,6,25.0,0.971188751713507,-0.17729331190255548,-0.022161663987819435,-0.29618033059046756,7.8647077443373306,9970.381966940953,-4.525948902281548
60,5,3.5,0,0.8,0.15,1,24,1,0.0,3.0,72,0,15,4,11,26.666666666666668,1.038393064975959,0.434918787042331,0.028994585802822066,0.20674035876819818,6.703736989067416,10020.67403587682,5,2,3,40.0,2.206441829300822,2.858168322790904,0.5716336645581808,2.8176220134297436,3.019797569431009,10281.762201342975,-5.2468035621871145
60,5,1.5,1,0.8,0.05,0,12,1,0.1,3.0,72,0,17,5,12,29.41176470588235,1.1865658725866757,2.3114242427066953,0.13596613192392326,2.0558863257397197,5.400132020057754,10205.588632573972,8,2,6,25.0,0.9672611924384147,-0.2020916833966111,-0.025261460424576387,-0.32094124916158817,8.209534320786673,9967.905875083841,-6.864473259094388
