timeframe_minutes,pivot_bars,minimum_leg_atr,structure_mode,value_area_pct,vah_tolerance_atr,reaction_mode,expiry_bars,stop_mode,stop_buffer_atr,reward_risk,maximum_hold_hours,management,train_trades,train_wins,train_losses,train_win_rate_pct,train_profit_factor,train_net_r,train_mean_r,train_return_pct,train_max_drawdown_pct,train_final_balance,validation_trades,validation_wins,validation_losses,validation_win_rate_pct,validation_profit_factor,validation_net_r,validation_mean_r,validation_return_pct,validation_max_drawdown_pct,validation_final_balance,robust_score
60,5,1.5,0,0.8,0.05,1,48,1,0.1,3.0,24,0,15,10,5,66.66666666666667,4.024048656911405,15.435406106592385,1.0290270737728258,16.35355742097111,3.0132850832023506,11635.355742097112,11,7,4,63.63636363636363,3.362855167729459,9.507373981740686,0.8643067256127897,9.78292458242076,2.332185002972429,10978.292458242076,82.49836612126563
60,5,2.5,0,0.8,0.05,1,48,1,0.1,3.0,24,0,15,10,5,66.66666666666667,4.024048656911405,15.435406106592385,1.0290270737728258,16.35355742097111,3.0132850832023506,11635.355742097112,11,7,4,63.63636363636363,3.362855167729459,9.507373981740686,0.8643067256127897,9.78292458242076,2.332185002972429,10978.292458242076,82.49836612126563
60,5,1.5,0,0.8,0.15,1,48,1,0.1,3.0,24,0,15,10,5,66.66666666666667,4.024048656911405,15.435406106592385,1.0290270737728258,16.35355742097111,3.0132850832023506,11635.355742097112,11,7,4,63.63636363636363,3.3627291752289903,9.506867028188388,0.8642606389262171,9.782384213920547,2.819478552665284,10978.238421392054,82.49375745260838
60,5,2.5,0,0.8,0.15,1,48,1,0.1,3.0,24,0,15,10,5,66.66666666666667,4.024048656911405,15.435406106592385,1.0290270737728258,16.35355742097111,3.0132850832023506,11635.355742097112,11,7,4,63.63636363636363,3.3627291752289903,9.506867028188388,0.8642606389262171,9.782384213920547,2.819478552665284,10978.238421392054,82.49375745260838
60,5,2.5,0,0.8,0.05,1,48,1,0.25,3.0,24,0,15,10,5,66.66666666666667,3.548723975264692,12.96096585229397,0.8640643901529313,13.570614860924145,3.156718254198987,11357.061486092414,11,7,4,63.63636363636363,3.2450762583167783,9.023326635319236,0.8203024213926579,9.261855920735096,2.240624064477735,10926.18559207351,78.08932970899265
60,5,1.5,0,0.8,0.05,1,48,1,0.25,3.0,24,0,15,10,5,66.66666666666667,3.548723975264692,12.96096585229397,0.8640643901529313,13.570614860924145,3.156718254198987,11357.061486092414,11,7,4,63.63636363636363,3.2450762583167783,9.023326635319236,0.8203024213926579,9.261855920735096,2.240624064477735,10926.18559207351,78.08932970899265
60,5,1.5,0,0.8,0.15,1,48,1,0.25,3.0,24,0,15,10,5,66.66666666666667,3.548723975264692,12.96096585229397,0.8640643901529313,13.570614860924145,3.156718254198987,11357.061486092414,11,7,4,63.63636363636363,3.2450102670501235,9.02306140568532,0.8202783096077564,9.261574552233064,2.697878976311053,10926.157455223307,78.08691853050252
60,5,2.5,0,0.8,0.15,1,48,1,0.25,3.0,24,0,15,10,5,66.66666666666667,3.548723975264692,12.96096585229397,0.8640643901529313,13.570614860924145,3.156718254198987,11357.061486092414,11,7,4,63.63636363636363,3.2450102670501235,9.02306140568532,0.8202783096077564,9.261574552233064,2.697878976311053,10926.157455223307,78.08691853050252
60,3,2.5,1,0.8,0.05,1,48,1,0.25,3.0,24,0,15,10,5,66.66666666666667,3.5940337888656098,13.094402519900573,0.8729601679933715,13.69380770557489,5.128116040413318,11369.380770557489,6,3,3,50.0,2.611198472392531,4.848169257159185,0.8080282095265309,4.841397313294538,2.6906266749816297,10484.139731329455,75.91212194991888
60,5,1.5,0,0.8,0.15,1,48,1,0.0,3.0,24,0,15,9,6,60.0,2.909673376200257,11.723496114359024,0.7815664076239349,12.15113392084859,3.6091401572354367,11215.113392084859,11,7,4,63.63636363636363,3.4493979683594556,9.867892499553806,0.8970811363230733,10.17217389738736,2.9108523824752175,11017.217389738737,74.00792977033869
