symbol,lot,tp_money,sl_money,max_daily_wins,trades,wins,losses,win_rate,gross_win,gross_loss,net,end_balance,return_pct,profit_factor,max_dd_pct
BTCUSD,0.1,150,100,0,384,139,245,36.19791666666667,4404.01,3652.9800000000077,751.0299999999925,1051.0299999999925,250.34333333333083,1.2055937891803379,42.63205858778824
BTCUSD,0.1,50,250,0,449,169,280,37.639198218262806,5093.630000000003,4345.5300000000125,748.0999999999904,1048.0999999999904,249.36666666666346,1.1721539144822353,37.81107888423339
BTCUSD,0.1,50,500,0,449,169,280,37.639198218262806,5093.630000000003,4345.5300000000125,748.0999999999904,1048.0999999999904,249.36666666666346,1.1721539144822353,37.81107888423339
BTCUSD,0.1,50,1000,0,449,169,280,37.639198218262806,5093.630000000003,4345.5300000000125,748.0999999999904,1048.0999999999904,249.36666666666346,1.1721539144822353,37.81107888423339
BTCUSD,0.1,150,250,0,384,139,245,36.19791666666667,4404.01,3670.1100000000074,733.8999999999928,1033.8999999999928,244.63333333333094,1.1999667584895253,43.36180037208868
BTCUSD,0.1,150,500,0,384,139,245,36.19791666666667,4404.01,3670.1100000000074,733.8999999999928,1033.8999999999928,244.63333333333094,1.1999667584895253,43.36180037208868
BTCUSD,0.1,150,1000,0,384,139,245,36.19791666666667,4404.01,3670.1100000000074,733.8999999999928,1033.8999999999928,244.63333333333094,1.1999667584895253,43.36180037208868
XAUUSD..,0.1,100,250,3,133,69,64,51.8796992481203,6378.500000000004,5666.800000000026,711.699999999978,1011.699999999978,237.233333333326,1.1255911625608765,140.55316091954154
XAUUSD..,0.1,200,250,3,176,68,108,38.63636363636363,9587.3,8880.200000000055,707.099999999944,1007.099999999944,235.69999999998132,1.0796265849868178,223.91952309985714
XAUUSD..,0.05,200,250,2,121,46,75,38.01652892561984,3644.2500000000064,2943.4500000000185,700.7999999999879,1000.7999999999879,233.599999999996,1.2380879580084538,95.11852149458106
XAUUSD..,0.05,200,500,2,121,46,75,38.01652892561984,3644.2500000000064,2956.200000000015,688.0499999999915,988.0499999999915,229.34999999999718,1.2327481225898071,96.82603455203335
XAUUSD..,0.05,200,1000,2,121,46,75,38.01652892561984,3644.2500000000064,2956.200000000015,688.0499999999915,988.0499999999915,229.34999999999718,1.2327481225898071,96.82603455203335
XAUUSD..,0.1,50,500,3,102,69,33,67.64705882352942,3450.0,2766.800000000012,683.199999999988,983.199999999988,227.73333333332934,1.246927858898361,106.54285714285834
XAUUSD..,0.1,50,1000,3,102,69,33,67.64705882352942,3450.0,2766.800000000012,683.199999999988,983.199999999988,227.73333333332934,1.246927858898361,106.54285714285834
BTCUSD,0.1,50,100,0,449,168,281,37.41648106904232,5043.630000000003,4383.110000000012,660.5199999999904,960.5199999999904,220.17333333333013,1.1506966514643686,54.29184549356161
BTCUSD,0.1,100,100,0,394,142,252,36.04060913705584,4484.140000000002,3825.670000000009,658.469999999993,958.469999999993,219.48999999999765,1.1721188706814731,55.95537419452331
XAUUSD..,0.1,50,500,2,68,46,22,67.64705882352942,2300.0,1682.6999999999907,617.3000000000093,917.3000000000093,205.76666666666975,1.3668508943959188,89.78571428571546
XAUUSD..,0.1,50,1000,2,68,46,22,67.64705882352942,2300.0,1682.6999999999907,617.3000000000093,917.3000000000093,205.76666666666975,1.3668508943959188,89.78571428571546
BTCUSD,0.1,200,100,0,381,136,245,35.69553805774278,4254.81,3642.010000000009,612.7999999999915,912.7999999999915,204.26666666666384,1.1682587362472894,54.64167223827121
BTCUSD,0.1,200,250,0,381,136,245,35.69553805774278,4254.81,3659.1400000000085,595.6699999999919,895.6699999999919,198.55666666666397,1.1627896172324619,56.802613818420255
BTCUSD,0.1,200,500,0,381,136,245,35.69553805774278,4254.81,3659.1400000000085,595.6699999999919,895.6699999999919,198.55666666666397,1.1627896172324619,56.802613818420255
BTCUSD,0.1,200,1000,0,381,136,245,35.69553805774278,4254.81,3659.1400000000085,595.6699999999919,895.6699999999919,198.55666666666397,1.1627896172324619,56.802613818420255
BTCUSD,0.1,100,250,0,394,142,252,36.04060913705584,4484.140000000002,3888.9300000000094,595.2099999999928,895.2099999999928,198.40333333333092,1.1530523820176737,64.64696426363278
BTCUSD,0.1,100,500,0,394,142,252,36.04060913705584,4484.140000000002,3888.9300000000094,595.2099999999928,895.2099999999928,198.40333333333092,1.1530523820176737,64.64696426363278
BTCUSD,0.1,100,1000,0,394,142,252,36.04060913705584,4484.140000000002,3888.9300000000094,595.2099999999928,895.2099999999928,198.40333333333092,1.1530523820176737,64.64696426363278
XAUUSD..,0.05,100,100,2,110,46,64,41.81818181818181,3250.4500000000007,2674.9500000000057,575.499999999995,875.499999999995,191.83333333333167,1.2151442083029567,81.48571428571618
XAUUSD..,0.1,50,250,3,102,69,33,67.64705882352942,3450.0,2896.200000000008,553.799999999992,853.799999999992,184.59999999999732,1.1912160762378257,121.67142857142932
XAUUSD..,0.1,50,250,2,68,46,22,67.64705882352942,2300.0,1770.5999999999858,529.4000000000142,829.4000000000142,176.4666666666714,1.298994691065186,98.98571428571489
XAUUSD..,0.05,100,100,3,176,68,108,38.63636363636363,4793.65,4267.150000000024,526.4999999999754,826.4999999999754,175.49999999999181,1.1233844603540941,135.18690863968163
XAUUSD..,0.05,100,250,2,110,46,64,41.81818181818181,3250.4500000000007,2727.4000000000137,523.049999999987,823.049999999987,174.34999999999567,1.1917760504509731,110.13571428571692
XAUUSD..,0.05,100,500,2,110,46,64,41.81818181818181,3250.4500000000007,2740.15000000001,510.29999999999063,810.2999999999906,170.09999999999687,1.1862306808021417,111.95714285714497
XAUUSD..,0.05,100,1000,2,110,46,64,41.81818181818181,3250.4500000000007,2740.15000000001,510.29999999999063,810.2999999999906,170.09999999999687,1.1862306808021417,111.95714285714497
XAUUSD..,0.1,25,500,3,86,69,17,80.23255813953489,1725.0,1218.899999999985,506.1000000000149,806.1000000000149,168.700000000005,1.4152104356387079,66.51851851851933
XAUUSD..,0.1,25,1000,3,86,69,17,80.23255813953489,1725.0,1218.899999999985,506.1000000000149,806.1000000000149,168.700000000005,1.4152104356387079,66.51851851851933
XAUUSD..,0.05,50,250,3,133,69,64,51.8796992481203,3189.250000000002,2694.550000000015,494.69999999998663,794.6999999999866,164.89999999999554,1.1835928077044344,97.47181113460354
XAUUSD..,0.05,50,500,3,133,69,64,51.8796992481203,3189.250000000002,2694.550000000015,494.69999999998663,794.6999999999866,164.89999999999554,1.1835928077044344,97.47181113460354
XAUUSD..,0.05,50,1000,3,133,69,64,51.8796992481203,3189.250000000002,2694.550000000015,494.69999999998663,794.6999999999866,164.89999999999554,1.1835928077044344,97.47181113460354
XAUUSD..,0.1,200,500,3,176,68,108,38.63636363636363,9587.3,9115.90000000007,471.3999999999287,771.3999999999287,157.13333333330957,1.0517118441404496,261.825511680801
XAUUSD..,0.05,50,100,2,83,46,37,55.42168674698795,2135.550000000003,1679.199999999987,456.3500000000158,756.3500000000158,152.11666666667193,1.271766317293961,78.78528656971766
XAUUSD..,0.1,200,100,0,325,107,218,32.92307692307692,15450.199999999986,14998.800000000028,451.3999999999578,751.3999999999578,150.4666666666526,1.03009574099261,181.7333333333348
BTCUSD,0.1,50,100,3,241,90,151,37.344398340248965,2456.19,2014.5000000000052,441.6899999999948,741.6899999999948,147.22999999999828,1.2192553983618732,32.84285714285589
BTCUSD,0.1,50,250,3,241,90,151,37.344398340248965,2456.19,2014.5000000000052,441.6899999999948,741.6899999999948,147.22999999999828,1.2192553983618732,32.84285714285589
BTCUSD,0.1,50,500,3,241,90,151,37.344398340248965,2456.19,2014.5000000000052,441.6899999999948,741.6899999999948,147.22999999999828,1.2192553983618732,32.84285714285589
BTCUSD,0.1,50,1000,3,241,90,151,37.344398340248965,2456.19,2014.5000000000052,441.6899999999948,741.6899999999948,147.22999999999828,1.2192553983618732,32.84285714285589
XAUUSD..,0.05,50,250,2,83,46,37,55.42168674698795,2135.550000000003,1697.2499999999923,438.30000000001064,738.3000000000106,146.10000000000355,1.2582412726469363,89.59580838323404
XAUUSD..,0.05,50,500,2,83,46,37,55.42168674698795,2135.550000000003,1697.2499999999923,438.30000000001064,738.3000000000106,146.10000000000355,1.2582412726469363,89.59580838323404
XAUUSD..,0.05,50,1000,2,83,46,37,55.42168674698795,2135.550000000003,1697.2499999999923,438.30000000001064,738.3000000000106,146.10000000000355,1.2582412726469363,89.59580838323404
XAUUSD..,0.1,200,1000,3,176,68,108,38.63636363636363,9587.3,9158.600000000064,428.69999999993524,728.6999999999352,142.89999999997843,1.04680846417574,266.2394045896283
XAUUSD..,0.05,50,100,3,133,69,64,51.8796992481203,3189.250000000002,2793.350000000007,395.89999999999463,695.8999999999946,131.96666666666488,1.1417294646213305,84.9541930937289
BTCUSD,0.1,25,100,3,217,93,124,42.857142857142854,1984.0100000000007,1600.5200000000034,383.4899999999973,683.4899999999973,127.82999999999909,1.2396033789018548,24.657963194912305
BTCUSD,0.1,25,250,3,217,93,124,42.857142857142854,1984.0100000000007,1600.5200000000034,383.4899999999973,683.4899999999973,127.82999999999909,1.2396033789018548,24.657963194912305
BTCUSD,0.1,25,500,3,217,93,124,42.857142857142854,1984.0100000000007,1600.5200000000034,383.4899999999973,683.4899999999973,127.82999999999909,1.2396033789018548,24.657963194912305
BTCUSD,0.1,25,1000,3,217,93,124,42.857142857142854,1984.0100000000007,1600.5200000000034,383.4899999999973,683.4899999999973,127.82999999999909,1.2396033789018548,24.657963194912305
BTCUSD,0.05,25,250,0,449,169,280,37.639198218262806,2546.8150000000014,2172.7650000000062,374.0499999999952,674.0499999999952,124.68333333333173,1.1721539144822353,25.126477996095115
BTCUSD,0.05,25,500,0,449,169,280,37.639198218262806,2546.8150000000014,2172.7650000000062,374.0499999999952,674.0499999999952,124.68333333333173,1.1721539144822353,25.126477996095115
BTCUSD,0.05,25,1000,0,449,169,280,37.639198218262806,2546.8150000000014,2172.7650000000062,374.0499999999952,674.0499999999952,124.68333333333173,1.1721539144822353,25.126477996095115
BTCUSD,0.1,50,100,1,73,31,42,42.465753424657535,881.6499999999978,510.78999999999945,370.85999999999837,670.8599999999983,123.61999999999946,1.7260518021104538,18.778638673665153
BTCUSD,0.1,50,250,1,73,31,42,42.465753424657535,881.6499999999978,510.78999999999945,370.85999999999837,670.8599999999983,123.61999999999946,1.7260518021104538,18.778638673665153
BTCUSD,0.1,50,500,1,73,31,42,42.465753424657535,881.6499999999978,510.78999999999945,370.85999999999837,670.8599999999983,123.61999999999946,1.7260518021104538,18.778638673665153
BTCUSD,0.1,50,1000,1,73,31,42,42.465753424657535,881.6499999999978,510.78999999999945,370.85999999999837,670.8599999999983,123.61999999999946,1.7260518021104538,18.778638673665153
BTCUSD,0.05,200,100,0,378,135,243,35.714285714285715,2123.7949999999996,1762.645000000004,361.14999999999554,661.1499999999955,120.38333333333185,1.2048909451420988,33.40586091971878
BTCUSD,0.05,200,250,0,378,135,243,35.714285714285715,2123.7949999999996,1762.645000000004,361.14999999999554,661.1499999999955,120.38333333333185,1.2048909451420988,33.40586091971878
BTCUSD,0.05,200,500,0,378,135,243,35.714285714285715,2123.7949999999996,1762.645000000004,361.14999999999554,661.1499999999955,120.38333333333185,1.2048909451420988,33.40586091971878
BTCUSD,0.05,200,1000,0,378,135,243,35.714285714285715,2123.7949999999996,1762.645000000004,361.14999999999554,661.1499999999955,120.38333333333185,1.2048909451420988,33.40586091971878
XAUUSD..,0.05,150,100,2,119,46,73,38.655462184873954,3202.9000000000065,2849.2000000000144,353.6999999999921,653.6999999999921,117.89999999999736,1.1241401095044188,102.45724258290115
BTCUSD,0.05,150,250,0,380,135,245,35.526315789473685,2185.565,1832.0900000000042,353.4749999999958,653.4749999999958,117.8249999999986,1.1929353907286186,37.3301498080766
BTCUSD,0.05,150,500,0,380,135,245,35.526315789473685,2185.565,1832.0900000000042,353.4749999999958,653.4749999999958,117.8249999999986,1.1929353907286186,37.3301498080766
BTCUSD,0.05,150,1000,0,380,135,245,35.526315789473685,2185.565,1832.0900000000042,353.4749999999958,653.4749999999958,117.8249999999986,1.1929353907286186,37.3301498080766
XAUUSD..,0.05,25,250,3,102,69,33,67.64705882352942,1725.0,1383.400000000006,341.599999999994,641.599999999994,113.86666666666467,1.246927858898361,74.58000000000084
XAUUSD..,0.05,25,500,3,102,69,33,67.64705882352942,1725.0,1383.400000000006,341.599999999994,641.599999999994,113.86666666666467,1.246927858898361,74.58000000000084
XAUUSD..,0.05,25,1000,3,102,69,33,67.64705882352942,1725.0,1383.400000000006,341.599999999994,641.599999999994,113.86666666666467,1.246927858898361,74.58000000000084
BTCUSD,0.05,25,100,0,449,169,280,37.639198218262806,2546.8150000000014,2213.5100000000066,333.30499999999483,633.3049999999948,111.10166666666494,1.1505775894393944,30.805929885473667
XAUUSD..,0.1,200,1000,0,309,119,190,38.51132686084142,16822.79999999999,16500.600000000046,322.1999999999425,622.1999999999425,107.39999999998085,1.0195265626704448,145.86537448646794
XAUUSD..,0.02,50,100,2,111,46,65,41.44144144144144,1417.0600000000004,1098.200000000007,318.8599999999933,618.8599999999933,106.28666666666444,1.290347841923139,65.07610740550894
XAUUSD..,0.02,50,250,2,111,46,65,41.44144144144144,1417.0600000000004,1103.3000000000056,313.75999999999476,613.7599999999948,104.58666666666491,1.2843832139943743,66.16641012485186
XAUUSD..,0.02,50,500,2,111,46,65,41.44144144144144,1417.0600000000004,1103.3000000000056,313.75999999999476,613.7599999999948,104.58666666666491,1.2843832139943743,66.16641012485186
XAUUSD..,0.02,50,1000,2,111,46,65,41.44144144144144,1417.0600000000004,1103.3000000000056,313.75999999999476,613.7599999999948,104.58666666666491,1.2843832139943743,66.16641012485186
BTCUSD,0.05,150,100,0,380,135,245,35.526315789473685,2185.565,1872.8350000000044,312.7299999999957,612.7299999999957,104.24333333333189,1.1669821420466806,44.08602150537637
BTCUSD,0.1,150,100,3,242,89,153,36.77685950413223,2264.469999999999,1951.8700000000042,312.5999999999947,612.5999999999947,104.19999999999823,1.1601541086240343,37.6217765042985
BTCUSD,0.1,150,250,3,242,89,153,36.77685950413223,2264.469999999999,1951.8700000000042,312.5999999999947,612.5999999999947,104.19999999999823,1.1601541086240343,37.6217765042985
BTCUSD,0.1,150,500,3,242,89,153,36.77685950413223,2264.469999999999,1951.8700000000042,312.5999999999947,612.5999999999947,104.19999999999823,1.1601541086240343,37.6217765042985
BTCUSD,0.1,150,1000,3,242,89,153,36.77685950413223,2264.469999999999,1951.8700000000042,312.5999999999947,612.5999999999947,104.19999999999823,1.1601541086240343,37.6217765042985
XAUUSD..,0.02,25,100,3,146,69,77,47.26027397260274,1552.6800000000012,1241.0800000000072,311.599999999994,611.599999999994,103.86666666666467,1.2510716472749477,54.34858948847104
XAUUSD..,0.02,25,250,3,146,69,77,47.26027397260274,1552.6800000000012,1241.0800000000072,311.599999999994,611.599999999994,103.86666666666467,1.2510716472749477,54.34858948847104
XAUUSD..,0.02,25,500,3,146,69,77,47.26027397260274,1552.6800000000012,1241.0800000000072,311.599999999994,611.599999999994,103.86666666666467,1.2510716472749477,54.34858948847104
XAUUSD..,0.02,25,1000,3,146,69,77,47.26027397260274,1552.6800000000012,1241.0800000000072,311.599999999994,611.599999999994,103.86666666666467,1.2510716472749477,54.34858948847104
XAUUSD..,0.05,25,250,2,68,46,22,67.64705882352942,1150.0,841.3499999999954,308.65000000000464,608.6500000000046,102.88333333333487,1.3668508943959188,62.85000000000082
XAUUSD..,0.05,25,500,2,68,46,22,67.64705882352942,1150.0,841.3499999999954,308.65000000000464,608.6500000000046,102.88333333333487,1.3668508943959188,62.85000000000082
XAUUSD..,0.05,25,1000,2,68,46,22,67.64705882352942,1150.0,841.3499999999954,308.65000000000464,608.6500000000046,102.88333333333487,1.3668508943959188,62.85000000000082
XAUUSD..,0.05,150,250,2,119,46,73,38.655462184873954,3202.9000000000065,2901.6500000000224,301.2499999999841,601.2499999999841,100.41666666666136,1.1038202402081512,127.08551483421064
BTCUSD,0.05,100,250,0,381,136,245,35.69553805774278,2127.405,1829.5700000000043,297.83499999999594,597.834999999996,99.27833333333199,1.1627896172324619,41.207639721426595
BTCUSD,0.05,100,500,0,381,136,245,35.69553805774278,2127.405,1829.5700000000043,297.83499999999594,597.834999999996,99.27833333333199,1.1627896172324619,41.207639721426595
BTCUSD,0.05,100,1000,0,381,136,245,35.69553805774278,2127.405,1829.5700000000043,297.83499999999594,597.834999999996,99.27833333333199,1.1627896172324619,41.207639721426595
BTCUSD,0.05,50,250,0,394,142,252,36.04060913705584,2242.070000000001,1944.4650000000047,297.6049999999964,597.6049999999964,99.20166666666546,1.1530523820176737,45.77799830711305
BTCUSD,0.05,50,500,0,394,142,252,36.04060913705584,2242.070000000001,1944.4650000000047,297.6049999999964,597.6049999999964,99.20166666666546,1.1530523820176737,45.77799830711305
BTCUSD,0.05,50,1000,0,394,142,252,36.04060913705584,2242.070000000001,1944.4650000000047,297.6049999999964,597.6049999999964,99.20166666666546,1.1530523820176737,45.77799830711305
XAUUSD..,0.05,200,250,1,61,23,38,37.704918032786885,1821.8500000000017,1528.6000000000035,293.2499999999982,593.2499999999982,97.74999999999939,1.1918422085568479,94.0209404849382
XAUUSD..,0.05,200,500,1,61,23,38,37.704918032786885,1821.8500000000017,1528.6000000000035,293.2499999999982,593.2499999999982,97.74999999999939,1.1918422085568479,94.0209404849382
XAUUSD..,0.05,200,1000,1,61,23,38,37.704918032786885,1821.8500000000017,1528.6000000000035,293.2499999999982,593.2499999999982,97.74999999999939,1.1918422085568479,94.0209404849382
XAUUSD..,0.05,150,500,2,119,46,73,38.655462184873954,3202.9000000000065,2914.4000000000187,288.4999999999877,588.4999999999877,96.16666666666256,1.0989912160307391,128.86561954625202
XAUUSD..,0.05,150,1000,2,119,46,73,38.655462184873954,3202.9000000000065,2914.4000000000187,288.4999999999877,588.4999999999877,96.16666666666256,1.0989912160307391,128.86561954625202
XAUUSD..,0.02,25,100,2,87,46,41,52.87356321839081,1046.1600000000017,765.5399999999972,280.62000000000444,580.6200000000044,93.54000000000148,1.3665647778039103,35.54671351798301
XAUUSD..,0.02,25,250,2,87,46,41,52.87356321839081,1046.1600000000017,765.5399999999972,280.62000000000444,580.6200000000044,93.54000000000148,1.3665647778039103,35.54671351798301
XAUUSD..,0.02,25,500,2,87,46,41,52.87356321839081,1046.1600000000017,765.5399999999972,280.62000000000444,580.6200000000044,93.54000000000148,1.3665647778039103,35.54671351798301
XAUUSD..,0.02,25,1000,2,87,46,41,52.87356321839081,1046.1600000000017,765.5399999999972,280.62000000000444,580.6200000000044,93.54000000000148,1.3665647778039103,35.54671351798301
BTCUSD,0.1,200,100,3,243,89,154,36.62551440329218,2247.0599999999986,1970.5300000000047,276.52999999999383,576.5299999999938,92.1766666666646,1.1403328038649465,39.17918584233357
BTCUSD,0.1,200,250,3,243,89,154,36.62551440329218,2247.0599999999986,1970.5300000000047,276.52999999999383,576.5299999999938,92.1766666666646,1.1403328038649465,39.17918584233357
BTCUSD,0.1,200,500,3,243,89,154,36.62551440329218,2247.0599999999986,1970.5300000000047,276.52999999999383,576.5299999999938,92.1766666666646,1.1403328038649465,39.17918584233357
BTCUSD,0.1,200,1000,3,243,89,154,36.62551440329218,2247.0599999999986,1970.5300000000047,276.52999999999383,576.5299999999938,92.1766666666646,1.1403328038649465,39.17918584233357
XAUUSD..,0.05,200,100,1,61,23,38,37.704918032786885,1821.8500000000017,1559.2999999999984,262.55000000000337,562.5500000000034,87.51666666666779,1.168376835759638,93.69030124908167
US30,0.1,25,100,0,275,99,176,36.0,1121.0449999999933,860.4599999999999,260.58499999999333,560.5849999999933,86.86166666666443,1.302843827720049,16.6148511299769
US30,0.1,25,250,0,275,99,176,36.0,1121.0449999999933,860.4599999999999,260.58499999999333,560.5849999999933,86.86166666666443,1.302843827720049,16.6148511299769
US30,0.1,25,500,0,275,99,176,36.0,1121.0449999999933,860.4599999999999,260.58499999999333,560.5849999999933,86.86166666666443,1.302843827720049,16.6148511299769
US30,0.1,25,1000,0,275,99,176,36.0,1121.0449999999933,860.4599999999999,260.58499999999333,560.5849999999933,86.86166666666443,1.302843827720049,16.6148511299769
BTCUSD,0.05,100,100,0,381,136,245,35.69553805774278,2127.405,1870.3150000000041,257.08999999999605,557.089999999996,85.69666666666535,1.1374581287109367,48.66524512450696
BTCUSD,0.05,50,100,0,394,142,252,36.04060913705584,2242.070000000001,1985.2100000000046,256.8599999999965,556.8599999999965,85.61999999999883,1.129386815500625,53.70635221777916
BTCUSD,0.1,100,100,3,245,89,156,36.3265306122449,2332.9099999999994,2084.7100000000037,248.19999999999573,548.1999999999957,82.7333333333319,1.1190573269183701,40.4958481613291
XAUUSD..,0.02,100,100,2,119,46,73,38.655462184873954,1412.260000000002,1164.4800000000077,247.7799999999943,547.7799999999943,82.59333333333143,1.2127816707886718,76.58753963493163
BTCUSD,0.1,25,100,1,63,31,32,49.2063492063492,666.3399999999995,420.51000000000136,245.8299999999981,545.8299999999981,81.9433333333327,1.584599652802543,19.25220473617932
BTCUSD,0.1,25,250,1,63,31,32,49.2063492063492,666.3399999999995,420.51000000000136,245.8299999999981,545.8299999999981,81.9433333333327,1.584599652802543,19.25220473617932
BTCUSD,0.1,25,500,1,63,31,32,49.2063492063492,666.3399999999995,420.51000000000136,245.8299999999981,545.8299999999981,81.9433333333327,1.584599652802543,19.25220473617932
BTCUSD,0.1,25,1000,1,63,31,32,49.2063492063492,666.3399999999995,420.51000000000136,245.8299999999981,545.8299999999981,81.9433333333327,1.584599652802543,19.25220473617932
XAUUSD..,0.02,100,250,2,119,46,73,38.655462184873954,1412.260000000002,1169.5800000000063,242.67999999999574,542.6799999999957,80.89333333333192,1.2074932881889178,77.68017825006544
XAUUSD..,0.02,100,500,2,119,46,73,38.655462184873954,1412.260000000002,1169.5800000000063,242.67999999999574,542.6799999999957,80.89333333333192,1.2074932881889178,77.68017825006544
XAUUSD..,0.02,100,1000,2,119,46,73,38.655462184873954,1412.260000000002,1169.5800000000063,242.67999999999574,542.6799999999957,80.89333333333192,1.2074932881889178,77.68017825006544
BTCUSD,0.1,100,100,2,166,62,104,37.34939759036144,1584.7300000000002,1344.8899999999994,239.84000000000083,539.8400000000008,79.94666666666694,1.1783342875625522,35.447704179081434
BTCUSD,0.1,100,250,2,166,62,104,37.34939759036144,1584.7300000000002,1344.8899999999994,239.84000000000083,539.8400000000008,79.94666666666694,1.1783342875625522,35.447704179081434
BTCUSD,0.1,100,500,2,166,62,104,37.34939759036144,1584.7300000000002,1344.8899999999994,239.84000000000083,539.8400000000008,79.94666666666694,1.1783342875625522,35.447704179081434
BTCUSD,0.1,100,1000,2,166,62,104,37.34939759036144,1584.7300000000002,1344.8899999999994,239.84000000000083,539.8400000000008,79.94666666666694,1.1783342875625522,35.447704179081434
BTCUSD,0.1,100,100,1,76,31,45,40.78947368421053,806.9699999999983,570.219999999999,236.74999999999932,536.7499999999993,78.91666666666643,1.4151906281785973,33.59407615741235
BTCUSD,0.1,100,250,1,76,31,45,40.78947368421053,806.9699999999983,570.219999999999,236.74999999999932,536.7499999999993,78.91666666666643,1.4151906281785973,33.59407615741235
BTCUSD,0.1,100,500,1,76,31,45,40.78947368421053,806.9699999999983,570.219999999999,236.74999999999932,536.7499999999993,78.91666666666643,1.4151906281785973,33.59407615741235
BTCUSD,0.1,100,1000,1,76,31,45,40.78947368421053,806.9699999999983,570.219999999999,236.74999999999932,536.7499999999993,78.91666666666643,1.4151906281785973,33.59407615741235
XAUUSD..,0.05,100,250,3,176,68,108,38.63636363636363,4793.65,4557.950000000035,235.69999999996435,535.6999999999643,78.56666666665478,1.0517118441404496,199.85008679186268
