symbol,lot,tp_money,sl_money,max_daily_wins,trades,wins,losses,win_rate,gross_win,gross_loss,net,end_balance,return_pct,profit_factor,max_dd_pct
US30,0.05,25,250,0,254,94,160,37.00787401574803,485.3399999999958,368.9749999999997,116.36499999999614,416.36499999999614,38.78833333333205,1.3153736703028558,7.9740231478038215
US30,0.05,25,500,0,254,94,160,37.00787401574803,485.3399999999958,368.9749999999997,116.36499999999614,416.36499999999614,38.78833333333205,1.3153736703028558,7.9740231478038215
US30,0.05,25,1000,0,254,94,160,37.00787401574803,485.3399999999958,368.9749999999997,116.36499999999614,416.36499999999614,38.78833333333205,1.3153736703028558,7.9740231478038215
BTCUSD,0.1,150,100,1,76,31,45,40.78947368421053,682.839999999998,570.219999999999,112.61999999999898,412.619999999999,37.539999999999665,1.1975027182490954,38.91344753101944
BTCUSD,0.1,150,250,1,76,31,45,40.78947368421053,682.839999999998,570.219999999999,112.61999999999898,412.619999999999,37.539999999999665,1.1975027182490954,38.91344753101944
BTCUSD,0.1,150,500,1,76,31,45,40.78947368421053,682.839999999998,570.219999999999,112.61999999999898,412.619999999999,37.539999999999665,1.1975027182490954,38.91344753101944
BTCUSD,0.1,150,1000,1,76,31,45,40.78947368421053,682.839999999998,570.219999999999,112.61999999999898,412.619999999999,37.539999999999665,1.1975027182490954,38.91344753101944
BTCUSD,0.1,200,100,1,76,31,45,40.78947368421053,682.839999999998,570.219999999999,112.61999999999898,412.619999999999,37.539999999999665,1.1975027182490954,38.91344753101944
BTCUSD,0.1,200,250,1,76,31,45,40.78947368421053,682.839999999998,570.219999999999,112.61999999999898,412.619999999999,37.539999999999665,1.1975027182490954,38.91344753101944
BTCUSD,0.1,200,500,1,76,31,45,40.78947368421053,682.839999999998,570.219999999999,112.61999999999898,412.619999999999,37.539999999999665,1.1975027182490954,38.91344753101944
BTCUSD,0.1,200,1000,1,76,31,45,40.78947368421053,682.839999999998,570.219999999999,112.61999999999898,412.619999999999,37.539999999999665,1.1975027182490954,38.91344753101944
XAUUSD..,0.05,50,100,0,395,192,203,48.60759493670886,8955.650000000001,8845.200000000008,110.44999999999345,410.44999999999345,36.81666666666448,1.0124869985981089,161.5499489114239
XAUUSD..,0.01,100,100,2,117,46,71,39.31623931623932,687.130000000001,576.8600000000024,110.26999999999862,410.2699999999986,36.756666666666206,1.1911555663419169,46.832859726169715
XAUUSD..,0.01,100,250,2,117,46,71,39.31623931623932,687.130000000001,576.8600000000024,110.26999999999862,410.2699999999986,36.756666666666206,1.1911555663419169,46.832859726169715
XAUUSD..,0.01,100,500,2,117,46,71,39.31623931623932,687.130000000001,576.8600000000024,110.26999999999862,410.2699999999986,36.756666666666206,1.1911555663419169,46.832859726169715
XAUUSD..,0.01,100,1000,2,117,46,71,39.31623931623932,687.130000000001,576.8600000000024,110.26999999999862,410.2699999999986,36.756666666666206,1.1911555663419169,46.832859726169715
XAUUSD..,0.01,150,100,2,117,46,71,39.31623931623932,687.130000000001,576.8600000000024,110.26999999999862,410.2699999999986,36.756666666666206,1.1911555663419169,46.832859726169715
XAUUSD..,0.01,150,250,2,117,46,71,39.31623931623932,687.130000000001,576.8600000000024,110.26999999999862,410.2699999999986,36.756666666666206,1.1911555663419169,46.832859726169715
XAUUSD..,0.01,150,500,2,117,46,71,39.31623931623932,687.130000000001,576.8600000000024,110.26999999999862,410.2699999999986,36.756666666666206,1.1911555663419169,46.832859726169715
XAUUSD..,0.01,150,1000,2,117,46,71,39.31623931623932,687.130000000001,576.8600000000024,110.26999999999862,410.2699999999986,36.756666666666206,1.1911555663419169,46.832859726169715
XAUUSD..,0.01,200,100,2,117,46,71,39.31623931623932,687.130000000001,576.8600000000024,110.26999999999862,410.2699999999986,36.756666666666206,1.1911555663419169,46.832859726169715
XAUUSD..,0.01,200,250,2,117,46,71,39.31623931623932,687.130000000001,576.8600000000024,110.26999999999862,410.2699999999986,36.756666666666206,1.1911555663419169,46.832859726169715
XAUUSD..,0.01,200,500,2,117,46,71,39.31623931623932,687.130000000001,576.8600000000024,110.26999999999862,410.2699999999986,36.756666666666206,1.1911555663419169,46.832859726169715
XAUUSD..,0.01,200,1000,2,117,46,71,39.31623931623932,687.130000000001,576.8600000000024,110.26999999999862,410.2699999999986,36.756666666666206,1.1911555663419169,46.832859726169715
US30,0.05,50,100,0,251,94,157,37.45019920318725,455.82499999999567,348.32499999999965,107.49999999999602,407.499999999996,35.83333333333201,1.3086198234407411,8.139310578648985
US30,0.05,50,250,0,251,94,157,37.45019920318725,455.82499999999567,348.32499999999965,107.49999999999602,407.499999999996,35.83333333333201,1.3086198234407411,8.139310578648985
US30,0.05,50,500,0,251,94,157,37.45019920318725,455.82499999999567,348.32499999999965,107.49999999999602,407.499999999996,35.83333333333201,1.3086198234407411,8.139310578648985
US30,0.05,50,1000,0,251,94,157,37.45019920318725,455.82499999999567,348.32499999999965,107.49999999999602,407.499999999996,35.83333333333201,1.3086198234407411,8.139310578648985
US30,0.05,100,100,0,251,94,157,37.45019920318725,455.82499999999567,348.32499999999965,107.49999999999602,407.499999999996,35.83333333333201,1.3086198234407411,8.139310578648985
US30,0.05,100,250,0,251,94,157,37.45019920318725,455.82499999999567,348.32499999999965,107.49999999999602,407.499999999996,35.83333333333201,1.3086198234407411,8.139310578648985
US30,0.05,100,500,0,251,94,157,37.45019920318725,455.82499999999567,348.32499999999965,107.49999999999602,407.499999999996,35.83333333333201,1.3086198234407411,8.139310578648985
US30,0.05,100,1000,0,251,94,157,37.45019920318725,455.82499999999567,348.32499999999965,107.49999999999602,407.499999999996,35.83333333333201,1.3086198234407411,8.139310578648985
US30,0.05,150,100,0,251,94,157,37.45019920318725,455.82499999999567,348.32499999999965,107.49999999999602,407.499999999996,35.83333333333201,1.3086198234407411,8.139310578648985
US30,0.05,150,250,0,251,94,157,37.45019920318725,455.82499999999567,348.32499999999965,107.49999999999602,407.499999999996,35.83333333333201,1.3086198234407411,8.139310578648985
US30,0.05,150,500,0,251,94,157,37.45019920318725,455.82499999999567,348.32499999999965,107.49999999999602,407.499999999996,35.83333333333201,1.3086198234407411,8.139310578648985
US30,0.05,150,1000,0,251,94,157,37.45019920318725,455.82499999999567,348.32499999999965,107.49999999999602,407.499999999996,35.83333333333201,1.3086198234407411,8.139310578648985
US30,0.05,200,100,0,251,94,157,37.45019920318725,455.82499999999567,348.32499999999965,107.49999999999602,407.499999999996,35.83333333333201,1.3086198234407411,8.139310578648985
US30,0.05,200,250,0,251,94,157,37.45019920318725,455.82499999999567,348.32499999999965,107.49999999999602,407.499999999996,35.83333333333201,1.3086198234407411,8.139310578648985
US30,0.05,200,500,0,251,94,157,37.45019920318725,455.82499999999567,348.32499999999965,107.49999999999602,407.499999999996,35.83333333333201,1.3086198234407411,8.139310578648985
US30,0.05,200,1000,0,251,94,157,37.45019920318725,455.82499999999567,348.32499999999965,107.49999999999602,407.499999999996,35.83333333333201,1.3086198234407411,8.139310578648985
XAUUSD..,0.05,150,100,1,61,23,38,37.704918032786885,1664.0000000000032,1559.2999999999984,104.70000000000482,404.7000000000048,34.900000000001604,1.067145514012701,103.16545307443377
BTCUSD,0.02,25,100,0,388,140,248,36.08247422680412,868.9659999999999,765.4000000000015,103.56599999999844,403.56599999999844,34.52199999999948,1.1353096420172435,23.4427587635272
BTCUSD,0.02,25,250,0,388,140,248,36.08247422680412,868.9659999999999,765.4000000000015,103.56599999999844,403.56599999999844,34.52199999999948,1.1353096420172435,23.4427587635272
BTCUSD,0.02,25,500,0,388,140,248,36.08247422680412,868.9659999999999,765.4000000000015,103.56599999999844,403.56599999999844,34.52199999999948,1.1353096420172435,23.4427587635272
BTCUSD,0.02,25,1000,0,388,140,248,36.08247422680412,868.9659999999999,765.4000000000015,103.56599999999844,403.56599999999844,34.52199999999948,1.1353096420172435,23.4427587635272
BTCUSD,0.05,50,100,3,245,89,156,36.3265306122449,1166.4549999999997,1065.420000000002,101.03499999999781,401.0349999999978,33.6783333333326,1.0948311464023555,31.123104834666336
BTCUSD,0.05,50,250,3,245,89,156,36.3265306122449,1166.4549999999997,1065.420000000002,101.03499999999781,401.0349999999978,33.6783333333326,1.0948311464023555,31.123104834666336
BTCUSD,0.05,50,500,3,245,89,156,36.3265306122449,1166.4549999999997,1065.420000000002,101.03499999999781,401.0349999999978,33.6783333333326,1.0948311464023555,31.123104834666336
BTCUSD,0.05,50,1000,3,245,89,156,36.3265306122449,1166.4549999999997,1065.420000000002,101.03499999999781,401.0349999999978,33.6783333333326,1.0948311464023555,31.123104834666336
XAUUSD..,0.02,150,100,1,61,23,38,37.704918032786885,711.5,611.4400000000014,100.05999999999858,400.0599999999986,33.35333333333286,1.1636464738976815,48.52808722446119
XAUUSD..,0.02,150,250,1,61,23,38,37.704918032786885,711.5,611.4400000000014,100.05999999999858,400.0599999999986,33.35333333333286,1.1636464738976815,48.52808722446119
XAUUSD..,0.02,150,500,1,61,23,38,37.704918032786885,711.5,611.4400000000014,100.05999999999858,400.0599999999986,33.35333333333286,1.1636464738976815,48.52808722446119
XAUUSD..,0.02,150,1000,1,61,23,38,37.704918032786885,711.5,611.4400000000014,100.05999999999858,400.0599999999986,33.35333333333286,1.1636464738976815,48.52808722446119
XAUUSD..,0.02,200,100,1,61,23,38,37.704918032786885,711.5,611.4400000000014,100.05999999999858,400.0599999999986,33.35333333333286,1.1636464738976815,48.52808722446119
XAUUSD..,0.02,200,250,1,61,23,38,37.704918032786885,711.5,611.4400000000014,100.05999999999858,400.0599999999986,33.35333333333286,1.1636464738976815,48.52808722446119
XAUUSD..,0.02,200,500,1,61,23,38,37.704918032786885,711.5,611.4400000000014,100.05999999999858,400.0599999999986,33.35333333333286,1.1636464738976815,48.52808722446119
XAUUSD..,0.02,200,1000,1,61,23,38,37.704918032786885,711.5,611.4400000000014,100.05999999999858,400.0599999999986,33.35333333333286,1.1636464738976815,48.52808722446119
XAUUSD..,0.02,100,100,1,61,23,38,37.704918032786885,706.9000000000015,611.4400000000014,95.46000000000004,395.46000000000004,31.82000000000001,1.1561232500327094,49.009000382995374
XAUUSD..,0.02,100,250,1,61,23,38,37.704918032786885,706.9000000000015,611.4400000000014,95.46000000000004,395.46000000000004,31.82000000000001,1.1561232500327094,49.009000382995374
XAUUSD..,0.02,100,500,1,61,23,38,37.704918032786885,706.9000000000015,611.4400000000014,95.46000000000004,395.46000000000004,31.82000000000001,1.1561232500327094,49.009000382995374
XAUUSD..,0.02,100,1000,1,61,23,38,37.704918032786885,706.9000000000015,611.4400000000014,95.46000000000004,395.46000000000004,31.82000000000001,1.1561232500327094,49.009000382995374
US30,0.05,25,100,3,184,64,120,34.78260869565217,342.93999999999727,258.26749999999885,84.67249999999842,384.6724999999984,28.22416666666614,1.3278480645067567,9.23941036521093
US30,0.05,25,250,3,184,64,120,34.78260869565217,342.93999999999727,258.26749999999885,84.67249999999842,384.6724999999984,28.22416666666614,1.3278480645067567,9.23941036521093
US30,0.05,25,500,3,184,64,120,34.78260869565217,342.93999999999727,258.26749999999885,84.67249999999842,384.6724999999984,28.22416666666614,1.3278480645067567,9.23941036521093
US30,0.05,25,1000,3,184,64,120,34.78260869565217,342.93999999999727,258.26749999999885,84.67249999999842,384.6724999999984,28.22416666666614,1.3278480645067567,9.23941036521093
US30,0.1,50,100,2,147,45,102,30.612244897959183,454.6749999999964,371.24999999999636,83.42500000000001,383.425,27.808333333333334,1.2247138047138069,15.54360451240197
US30,0.1,50,250,2,147,45,102,30.612244897959183,454.6749999999964,371.24999999999636,83.42500000000001,383.425,27.808333333333334,1.2247138047138069,15.54360451240197
US30,0.1,50,500,2,147,45,102,30.612244897959183,454.6749999999964,371.24999999999636,83.42500000000001,383.425,27.808333333333334,1.2247138047138069,15.54360451240197
US30,0.1,50,1000,2,147,45,102,30.612244897959183,454.6749999999964,371.24999999999636,83.42500000000001,383.425,27.808333333333334,1.2247138047138069,15.54360451240197
XAUUSD..,0.02,50,100,1,61,23,38,37.704918032786885,691.7000000000016,611.4400000000014,80.26000000000022,380.2600000000002,26.75333333333341,1.1312639016093158,46.90015227322276
XAUUSD..,0.02,50,250,1,61,23,38,37.704918032786885,691.7000000000016,611.4400000000014,80.26000000000022,380.2600000000002,26.75333333333341,1.1312639016093158,46.90015227322276
XAUUSD..,0.02,50,500,1,61,23,38,37.704918032786885,691.7000000000016,611.4400000000014,80.26000000000022,380.2600000000002,26.75333333333341,1.1312639016093158,46.90015227322276
XAUUSD..,0.02,50,1000,1,61,23,38,37.704918032786885,691.7000000000016,611.4400000000014,80.26000000000022,380.2600000000002,26.75333333333341,1.1312639016093158,46.90015227322276
XAUUSD..,0.02,25,250,0,372,170,202,45.69892473118279,3797.659999999998,3725.1800000000003,72.47999999999774,372.47999999999774,24.15999999999925,1.019456777927509,89.9850024995851
XAUUSD..,0.02,25,500,0,372,170,202,45.69892473118279,3797.659999999998,3725.1800000000003,72.47999999999774,372.47999999999774,24.15999999999925,1.019456777927509,89.9850024995851
XAUUSD..,0.02,25,1000,0,372,170,202,45.69892473118279,3797.659999999998,3725.1800000000003,72.47999999999774,372.47999999999774,24.15999999999925,1.019456777927509,89.9850024995851
BTCUSD,0.01,50,100,0,378,135,243,35.714285714285715,424.75899999999996,352.52900000000085,72.22999999999911,372.2299999999991,24.07666666666637,1.2048909451420988,10.87353647089241
BTCUSD,0.01,50,250,0,378,135,243,35.714285714285715,424.75899999999996,352.52900000000085,72.22999999999911,372.2299999999991,24.07666666666637,1.2048909451420988,10.87353647089241
BTCUSD,0.01,50,500,0,378,135,243,35.714285714285715,424.75899999999996,352.52900000000085,72.22999999999911,372.2299999999991,24.07666666666637,1.2048909451420988,10.87353647089241
BTCUSD,0.01,50,1000,0,378,135,243,35.714285714285715,424.75899999999996,352.52900000000085,72.22999999999911,372.2299999999991,24.07666666666637,1.2048909451420988,10.87353647089241
BTCUSD,0.01,100,100,0,378,135,243,35.714285714285715,424.75899999999996,352.52900000000085,72.22999999999911,372.2299999999991,24.07666666666637,1.2048909451420988,10.87353647089241
BTCUSD,0.01,100,250,0,378,135,243,35.714285714285715,424.75899999999996,352.52900000000085,72.22999999999911,372.2299999999991,24.07666666666637,1.2048909451420988,10.87353647089241
BTCUSD,0.01,100,500,0,378,135,243,35.714285714285715,424.75899999999996,352.52900000000085,72.22999999999911,372.2299999999991,24.07666666666637,1.2048909451420988,10.87353647089241
BTCUSD,0.01,100,1000,0,378,135,243,35.714285714285715,424.75899999999996,352.52900000000085,72.22999999999911,372.2299999999991,24.07666666666637,1.2048909451420988,10.87353647089241
BTCUSD,0.01,150,100,0,378,135,243,35.714285714285715,424.75899999999996,352.52900000000085,72.22999999999911,372.2299999999991,24.07666666666637,1.2048909451420988,10.87353647089241
BTCUSD,0.01,150,250,0,378,135,243,35.714285714285715,424.75899999999996,352.52900000000085,72.22999999999911,372.2299999999991,24.07666666666637,1.2048909451420988,10.87353647089241
BTCUSD,0.01,150,500,0,378,135,243,35.714285714285715,424.75899999999996,352.52900000000085,72.22999999999911,372.2299999999991,24.07666666666637,1.2048909451420988,10.87353647089241
BTCUSD,0.01,150,1000,0,378,135,243,35.714285714285715,424.75899999999996,352.52900000000085,72.22999999999911,372.2299999999991,24.07666666666637,1.2048909451420988,10.87353647089241
BTCUSD,0.01,200,100,0,378,135,243,35.714285714285715,424.75899999999996,352.52900000000085,72.22999999999911,372.2299999999991,24.07666666666637,1.2048909451420988,10.87353647089241
BTCUSD,0.01,200,250,0,378,135,243,35.714285714285715,424.75899999999996,352.52900000000085,72.22999999999911,372.2299999999991,24.07666666666637,1.2048909451420988,10.87353647089241
BTCUSD,0.01,200,500,0,378,135,243,35.714285714285715,424.75899999999996,352.52900000000085,72.22999999999911,372.2299999999991,24.07666666666637,1.2048909451420988,10.87353647089241
BTCUSD,0.01,200,1000,0,378,135,243,35.714285714285715,424.75899999999996,352.52900000000085,72.22999999999911,372.2299999999991,24.07666666666637,1.2048909451420988,10.87353647089241
US30,0.05,50,100,3,182,64,118,35.16483516483517,313.4249999999971,243.04249999999885,70.38249999999826,370.38249999999823,23.460833333332754,1.289589269366463,9.575008896345253
US30,0.05,50,250,3,182,64,118,35.16483516483517,313.4249999999971,243.04249999999885,70.38249999999826,370.38249999999823,23.460833333332754,1.289589269366463,9.575008896345253
US30,0.05,50,500,3,182,64,118,35.16483516483517,313.4249999999971,243.04249999999885,70.38249999999826,370.38249999999823,23.460833333332754,1.289589269366463,9.575008896345253
US30,0.05,50,1000,3,182,64,118,35.16483516483517,313.4249999999971,243.04249999999885,70.38249999999826,370.38249999999823,23.460833333332754,1.289589269366463,9.575008896345253
US30,0.05,100,100,3,182,64,118,35.16483516483517,313.4249999999971,243.04249999999885,70.38249999999826,370.38249999999823,23.460833333332754,1.289589269366463,9.575008896345253
US30,0.05,100,250,3,182,64,118,35.16483516483517,313.4249999999971,243.04249999999885,70.38249999999826,370.38249999999823,23.460833333332754,1.289589269366463,9.575008896345253
US30,0.05,100,500,3,182,64,118,35.16483516483517,313.4249999999971,243.04249999999885,70.38249999999826,370.38249999999823,23.460833333332754,1.289589269366463,9.575008896345253
US30,0.05,100,1000,3,182,64,118,35.16483516483517,313.4249999999971,243.04249999999885,70.38249999999826,370.38249999999823,23.460833333332754,1.289589269366463,9.575008896345253
US30,0.05,150,100,3,182,64,118,35.16483516483517,313.4249999999971,243.04249999999885,70.38249999999826,370.38249999999823,23.460833333332754,1.289589269366463,9.575008896345253
US30,0.05,150,250,3,182,64,118,35.16483516483517,313.4249999999971,243.04249999999885,70.38249999999826,370.38249999999823,23.460833333332754,1.289589269366463,9.575008896345253
US30,0.05,150,500,3,182,64,118,35.16483516483517,313.4249999999971,243.04249999999885,70.38249999999826,370.38249999999823,23.460833333332754,1.289589269366463,9.575008896345253
US30,0.05,150,1000,3,182,64,118,35.16483516483517,313.4249999999971,243.04249999999885,70.38249999999826,370.38249999999823,23.460833333332754,1.289589269366463,9.575008896345253
US30,0.05,200,100,3,182,64,118,35.16483516483517,313.4249999999971,243.04249999999885,70.38249999999826,370.38249999999823,23.460833333332754,1.289589269366463,9.575008896345253
US30,0.05,200,250,3,182,64,118,35.16483516483517,313.4249999999971,243.04249999999885,70.38249999999826,370.38249999999823,23.460833333332754,1.289589269366463,9.575008896345253
US30,0.05,200,500,3,182,64,118,35.16483516483517,313.4249999999971,243.04249999999885,70.38249999999826,370.38249999999823,23.460833333332754,1.289589269366463,9.575008896345253
US30,0.05,200,1000,3,182,64,118,35.16483516483517,313.4249999999971,243.04249999999885,70.38249999999826,370.38249999999823,23.460833333332754,1.289589269366463,9.575008896345253
XAUUSD..,0.1,100,1000,0,395,196,199,49.62025316455696,18311.300000000003,18243.400000000038,67.89999999996508,367.8999999999651,22.633333333321694,1.0037218939452057,189.26021136818602
BTCUSD,0.02,50,100,3,243,89,154,36.62551440329218,459.4119999999997,394.10600000000096,65.30599999999873,365.30599999999873,21.768666666666245,1.1657066880483895,16.09273427519552
BTCUSD,0.02,50,250,3,243,89,154,36.62551440329218,459.4119999999997,394.10600000000096,65.30599999999873,365.30599999999873,21.768666666666245,1.1657066880483895,16.09273427519552
BTCUSD,0.02,50,500,3,243,89,154,36.62551440329218,459.4119999999997,394.10600000000096,65.30599999999873,365.30599999999873,21.768666666666245,1.1657066880483895,16.09273427519552
BTCUSD,0.02,50,1000,3,243,89,154,36.62551440329218,459.4119999999997,394.10600000000096,65.30599999999873,365.30599999999873,21.768666666666245,1.1657066880483895,16.09273427519552
BTCUSD,0.01,25,100,0,380,136,244,35.78947368421053,429.507,364.3800000000008,65.12699999999921,365.1269999999992,21.708999999999737,1.1787337395027144,12.6820502854504
BTCUSD,0.01,25,250,0,380,136,244,35.78947368421053,429.507,364.3800000000008,65.12699999999921,365.1269999999992,21.708999999999737,1.1787337395027144,12.6820502854504
BTCUSD,0.01,25,500,0,380,136,244,35.78947368421053,429.507,364.3800000000008,65.12699999999921,365.1269999999992,21.708999999999737,1.1787337395027144,12.6820502854504
BTCUSD,0.01,25,1000,0,380,136,244,35.78947368421053,429.507,364.3800000000008,65.12699999999921,365.1269999999992,21.708999999999737,1.1787337395027144,12.6820502854504
BTCUSD,0.05,100,100,1,76,31,45,40.78947368421053,341.419999999999,285.1099999999995,56.30999999999949,356.3099999999995,18.769999999999833,1.1975027182490954,22.191823989457816
BTCUSD,0.05,100,250,1,76,31,45,40.78947368421053,341.419999999999,285.1099999999995,56.30999999999949,356.3099999999995,18.769999999999833,1.1975027182490954,22.191823989457816
BTCUSD,0.05,100,500,1,76,31,45,40.78947368421053,341.419999999999,285.1099999999995,56.30999999999949,356.3099999999995,18.769999999999833,1.1975027182490954,22.191823989457816
BTCUSD,0.05,100,1000,1,76,31,45,40.78947368421053,341.419999999999,285.1099999999995,56.30999999999949,356.3099999999995,18.769999999999833,1.1975027182490954,22.191823989457816
BTCUSD,0.05,150,100,1,76,31,45,40.78947368421053,341.419999999999,285.1099999999995,56.30999999999949,356.3099999999995,18.769999999999833,1.1975027182490954,22.191823989457816
BTCUSD,0.05,150,250,1,76,31,45,40.78947368421053,341.419999999999,285.1099999999995,56.30999999999949,356.3099999999995,18.769999999999833,1.1975027182490954,22.191823989457816
BTCUSD,0.05,150,500,1,76,31,45,40.78947368421053,341.419999999999,285.1099999999995,56.30999999999949,356.3099999999995,18.769999999999833,1.1975027182490954,22.191823989457816
BTCUSD,0.05,150,1000,1,76,31,45,40.78947368421053,341.419999999999,285.1099999999995,56.30999999999949,356.3099999999995,18.769999999999833,1.1975027182490954,22.191823989457816
BTCUSD,0.05,200,100,1,76,31,45,40.78947368421053,341.419999999999,285.1099999999995,56.30999999999949,356.3099999999995,18.769999999999833,1.1975027182490954,22.191823989457816
BTCUSD,0.05,200,250,1,76,31,45,40.78947368421053,341.419999999999,285.1099999999995,56.30999999999949,356.3099999999995,18.769999999999833,1.1975027182490954,22.191823989457816
BTCUSD,0.05,200,500,1,76,31,45,40.78947368421053,341.419999999999,285.1099999999995,56.30999999999949,356.3099999999995,18.769999999999833,1.1975027182490954,22.191823989457816
BTCUSD,0.05,200,1000,1,76,31,45,40.78947368421053,341.419999999999,285.1099999999995,56.30999999999949,356.3099999999995,18.769999999999833,1.1975027182490954,22.191823989457816
XAUUSD..,0.02,50,100,3,179,67,112,37.43016759776536,1958.300000000001,1903.640000000014,54.65999999998712,354.6599999999871,18.219999999995707,1.0287134121997787,118.35424569594718
BTCUSD,0.02,100,100,3,243,89,154,36.62551440329218,444.4919999999997,394.10600000000096,50.38599999999872,350.3859999999987,16.795333333332906,1.1278488528466926,16.679288425928444
BTCUSD,0.02,100,250,3,243,89,154,36.62551440329218,444.4919999999997,394.10600000000096,50.38599999999872,350.3859999999987,16.795333333332906,1.1278488528466926,16.679288425928444
BTCUSD,0.02,100,500,3,243,89,154,36.62551440329218,444.4919999999997,394.10600000000096,50.38599999999872,350.3859999999987,16.795333333332906,1.1278488528466926,16.679288425928444
BTCUSD,0.02,100,1000,3,243,89,154,36.62551440329218,444.4919999999997,394.10600000000096,50.38599999999872,350.3859999999987,16.795333333332906,1.1278488528466926,16.679288425928444
BTCUSD,0.02,150,100,3,243,89,154,36.62551440329218,444.4919999999997,394.10600000000096,50.38599999999872,350.3859999999987,16.795333333332906,1.1278488528466926,16.679288425928444
BTCUSD,0.02,150,250,3,243,89,154,36.62551440329218,444.4919999999997,394.10600000000096,50.38599999999872,350.3859999999987,16.795333333332906,1.1278488528466926,16.679288425928444
BTCUSD,0.02,150,500,3,243,89,154,36.62551440329218,444.4919999999997,394.10600000000096,50.38599999999872,350.3859999999987,16.795333333332906,1.1278488528466926,16.679288425928444
BTCUSD,0.02,150,1000,3,243,89,154,36.62551440329218,444.4919999999997,394.10600000000096,50.38599999999872,350.3859999999987,16.795333333332906,1.1278488528466926,16.679288425928444
BTCUSD,0.02,200,100,3,243,89,154,36.62551440329218,444.4919999999997,394.10600000000096,50.38599999999872,350.3859999999987,16.795333333332906,1.1278488528466926,16.679288425928444
BTCUSD,0.02,200,250,3,243,89,154,36.62551440329218,444.4919999999997,394.10600000000096,50.38599999999872,350.3859999999987,16.795333333332906,1.1278488528466926,16.679288425928444
BTCUSD,0.02,200,500,3,243,89,154,36.62551440329218,444.4919999999997,394.10600000000096,50.38599999999872,350.3859999999987,16.795333333332906,1.1278488528466926,16.679288425928444
BTCUSD,0.02,200,1000,3,243,89,154,36.62551440329218,444.4919999999997,394.10600000000096,50.38599999999872,350.3859999999987,16.795333333332906,1.1278488528466926,16.679288425928444
XAUUSD..,0.01,100,100,1,61,23,38,37.704918032786885,355.75,305.7200000000007,50.02999999999929,350.0299999999993,16.67666666666643,1.1636464738976815,28.36126887380547
XAUUSD..,0.01,100,250,1,61,23,38,37.704918032786885,355.75,305.7200000000007,50.02999999999929,350.0299999999993,16.67666666666643,1.1636464738976815,28.36126887380547
XAUUSD..,0.01,100,500,1,61,23,38,37.704918032786885,355.75,305.7200000000007,50.02999999999929,350.0299999999993,16.67666666666643,1.1636464738976815,28.36126887380547
XAUUSD..,0.01,100,1000,1,61,23,38,37.704918032786885,355.75,305.7200000000007,50.02999999999929,350.0299999999993,16.67666666666643,1.1636464738976815,28.36126887380547
XAUUSD..,0.01,150,100,1,61,23,38,37.704918032786885,355.75,305.7200000000007,50.02999999999929,350.0299999999993,16.67666666666643,1.1636464738976815,28.36126887380547
XAUUSD..,0.01,150,250,1,61,23,38,37.704918032786885,355.75,305.7200000000007,50.02999999999929,350.0299999999993,16.67666666666643,1.1636464738976815,28.36126887380547
XAUUSD..,0.01,150,500,1,61,23,38,37.704918032786885,355.75,305.7200000000007,50.02999999999929,350.0299999999993,16.67666666666643,1.1636464738976815,28.36126887380547
XAUUSD..,0.01,150,1000,1,61,23,38,37.704918032786885,355.75,305.7200000000007,50.02999999999929,350.0299999999993,16.67666666666643,1.1636464738976815,28.36126887380547
XAUUSD..,0.01,200,100,1,61,23,38,37.704918032786885,355.75,305.7200000000007,50.02999999999929,350.0299999999993,16.67666666666643,1.1636464738976815,28.36126887380547
XAUUSD..,0.01,200,250,1,61,23,38,37.704918032786885,355.75,305.7200000000007,50.02999999999929,350.0299999999993,16.67666666666643,1.1636464738976815,28.36126887380547
XAUUSD..,0.01,200,500,1,61,23,38,37.704918032786885,355.75,305.7200000000007,50.02999999999929,350.0299999999993,16.67666666666643,1.1636464738976815,28.36126887380547
XAUUSD..,0.01,200,1000,1,61,23,38,37.704918032786885,355.75,305.7200000000007,50.02999999999929,350.0299999999993,16.67666666666643,1.1636464738976815,28.36126887380547
XAUUSD..,0.01,50,100,1,61,23,38,37.704918032786885,353.4500000000007,305.7200000000007,47.73000000000002,347.73,15.910000000000005,1.1561232500327094,28.524855104770612
XAUUSD..,0.01,50,250,1,61,23,38,37.704918032786885,353.4500000000007,305.7200000000007,47.73000000000002,347.73,15.910000000000005,1.1561232500327094,28.524855104770612
XAUUSD..,0.01,50,500,1,61,23,38,37.704918032786885,353.4500000000007,305.7200000000007,47.73000000000002,347.73,15.910000000000005,1.1561232500327094,28.524855104770612
XAUUSD..,0.01,50,1000,1,61,23,38,37.704918032786885,353.4500000000007,305.7200000000007,47.73000000000002,347.73,15.910000000000005,1.1561232500327094,28.524855104770612
XAUUSD..,0.02,50,250,3,179,67,112,37.43016759776536,1958.300000000001,1912.180000000013,46.11999999998807,346.11999999998807,15.373333333329356,1.024119068288544,120.43089193658503
XAUUSD..,0.02,50,500,3,179,67,112,37.43016759776536,1958.300000000001,1912.180000000013,46.11999999998807,346.11999999998807,15.373333333329356,1.024119068288544,120.43089193658503
XAUUSD..,0.02,50,1000,3,179,67,112,37.43016759776536,1958.300000000001,1912.180000000013,46.11999999998807,346.11999999998807,15.373333333329356,1.024119068288544,120.43089193658503
