symbol,range_minutes,rr,month,date,opened_at,closed_at,direction,entry,stop_loss,take_profit,exit_price,result,r_multiple,spread_r,spread_points,pnl,range_high,range_low,range_atr,risk_per_lot,lot_min,lot_max,lot_step,setup_score
US100,30,1.3333333333333333,2025-12,2025-12-30,2025-12-31 00:45:00,2025-12-31 07:00:00,SELL,25455.57,25530.57,25355.57,25404.36,timeout,0.654,0.0288,216.0,51.21,25478.17,25455.57,1.1787,75.0,0.01,500.0,0.01,100
US100,30,1.3333333333333333,2026-01,2026-01-01,2026-01-02 00:45:00,2026-01-02 03:30:00,BUY,25339.57,25264.57,25439.57,25439.57,win,1.3045,0.0288,216.0,100.0,25339.57,25305.86,1.037,75.0,0.01,500.0,0.01,100
US100,30,1.3333333333333333,2026-01,2026-01-06,2026-01-07 00:30:00,2026-01-07 07:00:00,SELL,25660.51,25735.51,25560.51,25612.09,timeout,0.6168,0.0288,216.0,48.42,25681.42,25660.51,1.494,75.0,0.01,500.0,0.01,100
US100,30,1.3333333333333333,2026-01,2026-01-07,2026-01-08 00:30:00,2026-01-08 05:30:00,BUY,25670.83,25595.83,25770.83,25595.83,loss,-1.0288,0.0288,216.0,-75.0,25670.83,25649.59,0.9807,75.0,0.01,500.0,0.01,100
US100,30,1.3333333333333333,2026-01,2026-01-08,2026-01-09 00:30:00,2026-01-09 07:00:00,BUY,25540.05,25465.05,25640.05,25533.6,timeout,-0.1148,0.0288,216.0,-6.45,25540.05,25518.19,0.8234,75.0,0.01,500.0,0.01,100
US100,30,1.3333333333333333,2026-01,2026-01-13,2026-01-14 00:30:00,2026-01-14 06:00:00,BUY,25778.15,25703.15,25878.15,25703.15,loss,-1.0288,0.0288,216.0,-75.0,25778.15,25739.61,1.5567,75.0,0.01,500.0,0.01,100
US100,30,1.3333333333333333,2026-01,2026-01-15,2026-01-16 00:30:00,2026-01-16 07:00:00,BUY,25615.79,25540.79,25715.79,25681.51,timeout,0.8475,0.0288,216.0,65.72,25615.79,25593.75,0.7678,75.0,0.01,500.0,0.01,100
US100,30,1.3333333333333333,2026-01,2026-01-20,2026-01-21 00:30:00,2026-01-21 07:00:00,BUY,25034.87,24959.87,25134.87,25109.36,timeout,0.9676,0.0256,192.0,74.49,25034.87,24992.57,1.1979,75.0,0.01,500.0,0.01,100
US100,30,1.3333333333333333,2026-01,2026-01-21,2026-01-22 01:15:00,2026-01-22 06:00:00,BUY,25459.79,25384.79,25559.79,25384.79,loss,-1.0288,0.0288,216.0,-75.0,25459.79,25416.95,0.7656,75.0,0.01,500.0,0.01,100
US100,30,1.3333333333333333,2026-01,2026-01-22,2026-01-23 00:30:00,2026-01-23 07:00:00,BUY,25518.57,25443.57,25618.57,25580.31,timeout,0.7944,0.0288,216.0,61.74,25518.57,25477.89,1.1419,75.0,0.01,500.0,0.01,100
US100,30,1.3333333333333333,2026-01,2026-01-27,2026-01-28 00:30:00,2026-01-28 06:00:00,BUY,26063.11,25988.11,26163.11,26163.11,win,1.3045,0.0288,216.0,100.0,26063.11,26027.71,1.7603,75.0,0.01,500.0,0.01,100
US100,30,1.3333333333333333,2026-01,2026-01-28,2026-01-29 01:15:00,2026-01-29 03:00:00,SELL,25997.37,26072.37,25897.37,26072.37,loss,-1.0288,0.0288,216.0,-75.0,26072.83,25997.37,1.0741,75.0,0.01,500.0,0.01,100
