case,period,history_quality_pct,bars,ticks,initial_stop_atr,trailing_atr,trail_start_r,close_at_session_end,initial_balance,final_balance,net_profit,return_pct,gross_profit,gross_loss,profit_factor,equity_dd_amount,equity_dd_pct,balance_dd_amount,balance_dd_pct,trades,wins,losses,win_rate,long_trades,long_win_rate,short_trades,short_win_rate,largest_win,largest_loss,average_win,average_loss,expected_payoff,recovery_factor,sharpe_ratio,commission,swap,score,status,report,graph
full-2019-2026,M5 (2019.07.16 - 2026.08.27),98.0,485875,219109864,4.0,6.0,1.0,True,10000.0,33431.259999999995,23431.26,234.31259999999997,218782.07,-195350.81,1.12,6180.14,29.54,5919.34,28.45,1821,708,1113,38.88,913,42.17,908,35.57,1973.93,-527.12,309.01,-172.49,12.87,3.79,2.01,-3367.470000000003,-1170.42,175.2326,valid,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Nasdaq 5M Open EMA ATR Research 2026-08-20\Backtest Reports\982 Claim Recheck\Final\full-2019-2026.htm,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Nasdaq 5M Open EMA ATR Research 2026-08-20\Backtest Reports\982 Claim Recheck\Final\full-2019-2026.png
locked-2025-2026,M5 (2025.01.01 - 2026.08.27),100.0,116299,137789514,4.0,6.0,1.0,True,10000.0,15083.689999999999,5083.69,50.83689999999999,35752.75,-30669.06,1.17,2229.04,17.18,2041.53,15.93,422,175,247,41.47,202,43.07,220,40.0,889.98,-238.56,204.3,-122.74,12.05,2.28,2.91,-353.34999999999997,-230.19,16.476899999999993,valid,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Nasdaq 5M Open EMA ATR Research 2026-08-20\Backtest Reports\982 Claim Recheck\Final\locked-2025-2026.htm,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Nasdaq 5M Open EMA ATR Research 2026-08-20\Backtest Reports\982 Claim Recheck\Final\locked-2025-2026.png
last-year-2025-2026,M5 (2025.08.28 - 2026.08.27),100.0,70506,89181485,4.0,6.0,1.0,True,10000.0,13308.53,3308.53,33.085300000000004,20811.88,-17503.35,1.19,1962.33,13.4,1705.42,11.82,256,105,151,41.02,124,38.71,132,43.18,781.59,-209.03,198.21,-114.67,12.92,1.69,3.34,-188.33999999999992,-167.53,6.285300000000003,valid,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Nasdaq 5M Open EMA ATR Research 2026-08-20\Backtest Reports\982 Claim Recheck\Final\last-year-2025-2026.htm,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Nasdaq 5M Open EMA ATR Research 2026-08-20\Backtest Reports\982 Claim Recheck\Final\last-year-2025-2026.png
