case,period,history_quality_pct,bars,ticks,initial_stop_atr,trailing_atr,trail_start_r,close_at_session_end,initial_balance,final_balance,net_profit,return_pct,gross_profit,gross_loss,profit_factor,equity_dd_amount,equity_dd_pct,balance_dd_amount,balance_dd_pct,trades,wins,losses,win_rate,long_trades,long_win_rate,short_trades,short_win_rate,largest_win,largest_loss,average_win,average_loss,expected_payoff,recovery_factor,sharpe_ratio,commission,swap,score,status,report,graph
portfolio-standard,M5 (2025.08.11 - 2026.08.21),100.0,72989,86830820,4.0,6.0,1.0,True,10000.0,13214.64,3214.64,32.1464,20687.8,-17473.16,1.18,1901.08,13.41,1652.69,11.84,265,108,157,40.75,127,37.8,138,43.48,758.77,-202.21,191.55,-110.07,12.13,1.69,3.19,-191.39000000000013,-161.93,5.3264,valid,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Nasdaq 5M Open EMA ATR Research 2026-08-20\Backtest Reports\982 Claim Recheck\Portfolio Window\portfolio-standard.htm,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Nasdaq 5M Open EMA ATR Research 2026-08-20\Backtest Reports\982 Claim Recheck\Portfolio Window\portfolio-standard.png
portfolio-full-safe,M5 (2025.08.11 - 2026.08.21),100.0,72989,86830820,4.0,6.0,1.0,True,10000.0,10511.87,511.87,5.1187000000000005,2967.1,-2455.23,1.21,1076.12,9.29,986.96,8.58,44,19,25,43.18,38,42.11,6,50.0,378.86,-125.12,156.16,-96.9,11.63,0.48,3.98,-32.61999999999999,-15.08,-13.461299999999998,valid,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Nasdaq 5M Open EMA ATR Research 2026-08-20\Backtest Reports\982 Claim Recheck\Portfolio Window\portfolio-full-safe.htm,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Nasdaq 5M Open EMA ATR Research 2026-08-20\Backtest Reports\982 Claim Recheck\Portfolio Window\portfolio-full-safe.png
