case,period,history_quality_pct,bars,ticks,initial_stop_atr,trailing_atr,trail_start_r,close_at_session_end,initial_balance,final_balance,net_profit,return_pct,gross_profit,gross_loss,profit_factor,equity_dd_amount,equity_dd_pct,balance_dd_amount,balance_dd_pct,trades,wins,losses,win_rate,long_trades,long_win_rate,short_trades,short_win_rate,largest_win,largest_loss,average_win,average_loss,expected_payoff,recovery_factor,sharpe_ratio,commission,swap,score,status,report,graph
literal-hold-full-2019-2026,M5 (2019.07.16 - 2026.08.22),98.0,485023,215657242,3.0,4.0,0.0,False,10000.0,15638.23,5638.23,56.382299999999994,130947.4,-125309.17,1.04,5021.68,34.61,4818.8,33.52,1827,589,1238,32.24,917,35.11,910,29.34,1341.29,-190.46,222.32,-98.53,3.09,1.12,1.05,-3331.4300000000076,-374.86000000000007,-12.837700000000005,valid,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Nasdaq 5M Open EMA ATR Research 2026-08-20\Backtest Reports\Literal Hold\literal-hold-full-2019-2026.htm,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Nasdaq 5M Open EMA ATR Research 2026-08-20\Backtest Reports\Literal Hold\literal-hold-full-2019-2026.png
literal-hold-locked-2025-2026,M5 (2025.01.01 - 2026.08.22),100.0,115447,134336892,3.0,4.0,0.0,False,10000.0,12339.66,2339.66,23.3966,29710.59,-27370.93,1.09,3234.32,21.08,2909.77,19.25,421,135,286,32.07,202,34.65,219,29.68,1052.4,-149.72,220.08,-94.14,5.56,0.72,2.12,-446.9999999999999,-36.82,-18.763399999999997,valid,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Nasdaq 5M Open EMA ATR Research 2026-08-20\Backtest Reports\Literal Hold\literal-hold-locked-2025-2026.htm,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Nasdaq 5M Open EMA ATR Research 2026-08-20\Backtest Reports\Literal Hold\literal-hold-locked-2025-2026.png
literal-hold-website-one-year,M5 (2025.08.11 - 2026.08.10),100.0,70506,81173055,3.0,4.0,0.0,False,10000.0,10560.89,560.89,5.6089,15979.72,-15418.83,1.04,2679.61,20.91,2409.14,19.08,257,76,181,29.57,126,30.95,131,28.24,887.31,-125.5,210.26,-83.93,2.18,0.21,0.91,-226.96,-30.76,-36.2111,valid,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Nasdaq 5M Open EMA ATR Research 2026-08-20\Backtest Reports\Literal Hold\literal-hold-website-one-year.htm,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Nasdaq 5M Open EMA ATR Research 2026-08-20\Backtest Reports\Literal Hold\literal-hold-website-one-year.png
