name,params,atr_min,atr_max,asia_min,asia_max,trades,win_rate,pf,net_r,return,dd,2023_H2_trades,2023_H2_pf,2023_H2_net_r,2023_H2_dd,2024_H1_trades,2024_H1_pf,2024_H1_net_r,2024_H1_dd,2024_H2_trades,2024_H2_pf,2024_H2_net_r,2024_H2_dd,2025_H1_trades,2025_H1_pf,2025_H1_net_r,2025_H1_dd,2025_H2_trades,2025_H2_pf,2025_H2_net_r,2025_H2_dd,2026_H1_trades,2026_H1_pf,2026_H1_net_r,2026_H1_dd,positive_folds,score
rev_mss2_disp1.0_gap0.0_retest6__broad_none_2r,"{""breakout_hold_fraction"": 0.01, ""breakout_max_fraction"": 0.6, ""breakout_min_fraction"": 0.04, ""breakout_retest_bars"": 12, ""breakout_retest_tolerance_fraction"": 0.04, ""continuation_require_fvg"": true, ""continuation_rr"": 2.0, ""displacement_body_fraction"": 0.5, ""displacement_close_location"": 0.65, ""displacement_lookahead_bars"": 8, ""displacement_range_factor"": 1.0, ""enable_continuation"": false, ""enable_reversal"": true, ""fvg_entry_fraction"": 0.5, ""fvg_min_fraction"": 0.0, ""fvg_retest_bars"": 6, ""london_window_minutes"": 240, ""management_mode"": ""none"", ""max_risk_fraction"": 0.9, ""max_trades_per_day"": 1, ""mss_lookback_bars"": 2, ""ny_window_minutes"": 180, ""partial_fraction"": 0.0, ""protect_profit_r"": 0.0, ""protect_trigger_r"": 99.0, ""require_vwap_alignment"": false, ""reversal_rr"": 2.0, ""stop_buffer_fraction"": 0.03, ""sweep_max_fraction"": 0.6, ""sweep_min_fraction"": 0.02, ""trade_london"": true, ""trade_new_york"": false, ""trail_distance_r"": 1.0, ""trail_start_r"": 99.0, ""use_regime_filter"": true, ""volume_factor"": 0.0}",0.5,1.6,0.4,1.2,44,45.45454545454545,1.6704871244603192,16.27910224601213,55.917723104115645,11.938596133580484,5,1.2752545442406777,1.0,8.732699999999994,4,1.94,2.0,3.0000000000000004,8,1.4208221531221237,1.9611790477775348,6.019579901838347,11,1.5877960206329131,4.0,6.158962140000002,5,1.280713138816891,1.0,5.909999999999998,11,2.2468805182978606,6.317923198234595,8.7327,6,67.19195527228088
