name,params,atr_min,atr_max,asia_min,asia_max,trades,win_rate,pf,net_r,return,dd,2024_H2_trades,2024_H2_pf,2024_H2_net_r,2024_H2_dd,2025_H1_trades,2025_H1_pf,2025_H1_net_r,2025_H1_dd,2025_H2_trades,2025_H2_pf,2025_H2_net_r,2025_H2_dd,2026_H1_trades,2026_H1_pf,2026_H1_net_r,2026_H1_dd,positive_folds,score
rev_mss2_disp1.0_gap0.0_retest6__broad_none_2r,"{""breakout_hold_fraction"": 0.01, ""breakout_max_fraction"": 0.6, ""breakout_min_fraction"": 0.04, ""breakout_retest_bars"": 12, ""breakout_retest_tolerance_fraction"": 0.04, ""continuation_require_fvg"": true, ""continuation_rr"": 2.0, ""displacement_body_fraction"": 0.5, ""displacement_close_location"": 0.65, ""displacement_lookahead_bars"": 8, ""displacement_range_factor"": 1.0, ""enable_continuation"": false, ""enable_reversal"": true, ""fvg_entry_fraction"": 0.5, ""fvg_min_fraction"": 0.0, ""fvg_retest_bars"": 6, ""london_window_minutes"": 240, ""management_mode"": ""none"", ""max_risk_fraction"": 0.9, ""max_trades_per_day"": 1, ""mss_lookback_bars"": 2, ""ny_window_minutes"": 180, ""partial_fraction"": 0.0, ""protect_profit_r"": 0.0, ""protect_trigger_r"": 99.0, ""require_vwap_alignment"": false, ""reversal_rr"": 2.0, ""stop_buffer_fraction"": 0.03, ""sweep_max_fraction"": 0.6, ""sweep_min_fraction"": 0.02, ""trade_london"": true, ""trade_new_york"": false, ""trail_distance_r"": 1.0, ""trail_start_r"": 99.0, ""use_regime_filter"": true, ""volume_factor"": 0.0}",0.5,1.6,0.4,1.2,35,45.714285714285715,1.6996005942329744,13.279102246012132,43.818035341731964,11.938596133580479,8,1.4208221531221237,1.9611790477775348,6.019579901838347,11,1.5877960206329131,4.0,6.158962140000002,5,1.280713138816891,1.0,5.909999999999998,11,2.2468805182978606,6.317923198234595,8.7327,4,47.25544768008131
rev_mss2_disp1.0_gap0.0_retest6__broad_none_3r,"{""breakout_hold_fraction"": 0.01, ""breakout_max_fraction"": 0.6, ""breakout_min_fraction"": 0.04, ""breakout_retest_bars"": 12, ""breakout_retest_tolerance_fraction"": 0.04, ""continuation_require_fvg"": true, ""continuation_rr"": 3.0, ""displacement_body_fraction"": 0.5, ""displacement_close_location"": 0.65, ""displacement_lookahead_bars"": 8, ""displacement_range_factor"": 1.0, ""enable_continuation"": false, ""enable_reversal"": true, ""fvg_entry_fraction"": 0.5, ""fvg_min_fraction"": 0.0, ""fvg_retest_bars"": 6, ""london_window_minutes"": 240, ""management_mode"": ""none"", ""max_risk_fraction"": 0.9, ""max_trades_per_day"": 1, ""mss_lookback_bars"": 2, ""ny_window_minutes"": 180, ""partial_fraction"": 0.0, ""protect_profit_r"": 0.0, ""protect_trigger_r"": 99.0, ""require_vwap_alignment"": false, ""reversal_rr"": 3.0, ""stop_buffer_fraction"": 0.03, ""sweep_max_fraction"": 0.6, ""sweep_min_fraction"": 0.02, ""trade_london"": true, ""trade_new_york"": false, ""trail_distance_r"": 1.0, ""trail_start_r"": 99.0, ""use_regime_filter"": true, ""volume_factor"": 0.0}",0.5,1.6,0.4,1.2,35,34.285714285714285,1.4287156859879706,11.1683725429904,32.898475608705404,11.470718999999994,8,1.1209463945561307,0.9611790477775349,8.732699999999998,11,1.4472126275643882,3.8892702969782698,8.732700000000023,5,1.9119909947870193,3.0,5.910000000000004,11,1.404990420882524,3.317923198234596,11.470718999999997,4,46.37668414897107
rev_mss2_disp1.0_gap0.0_retest6__broad_partial25_3r,"{""breakout_hold_fraction"": 0.01, ""breakout_max_fraction"": 0.6, ""breakout_min_fraction"": 0.04, ""breakout_retest_bars"": 12, ""breakout_retest_tolerance_fraction"": 0.04, ""continuation_require_fvg"": true, ""continuation_rr"": 3.0, ""displacement_body_fraction"": 0.5, ""displacement_close_location"": 0.65, ""displacement_lookahead_bars"": 8, ""displacement_range_factor"": 1.0, ""enable_continuation"": false, ""enable_reversal"": true, ""fvg_entry_fraction"": 0.5, ""fvg_min_fraction"": 0.0, ""fvg_retest_bars"": 6, ""london_window_minutes"": 240, ""management_mode"": ""partial_be"", ""max_risk_fraction"": 0.9, ""max_trades_per_day"": 1, ""mss_lookback_bars"": 2, ""ny_window_minutes"": 180, ""partial_fraction"": 0.25, ""protect_profit_r"": 0.0, ""protect_trigger_r"": 1.0, ""require_vwap_alignment"": false, ""reversal_rr"": 3.0, ""stop_buffer_fraction"": 0.03, ""sweep_max_fraction"": 0.6, ""sweep_min_fraction"": 0.02, ""trade_london"": true, ""trade_new_york"": false, ""trail_distance_r"": 1.0, ""trail_start_r"": 99.0, ""use_regime_filter"": true, ""volume_factor"": 0.0}",0.5,1.6,0.4,1.2,35,54.285714285714285,1.5297599340306762,8.699621446453483,26.075625468591678,9.428658024981244,8,1.0233438375678217,0.21117904777753493,5.9099999999999975,11,1.4810342486864758,2.25,5.909999999999997,5,1.597073125113061,2.0,5.910000000000001,11,1.8061256657043732,4.2384423986759465,8.7327,4,46.21235969715942
rev_mss2_disp1.0_gap0.0_retest6__normal_none_2r,"{""breakout_hold_fraction"": 0.01, ""breakout_max_fraction"": 0.6, ""breakout_min_fraction"": 0.04, ""breakout_retest_bars"": 12, ""breakout_retest_tolerance_fraction"": 0.04, ""continuation_require_fvg"": true, ""continuation_rr"": 2.0, ""displacement_body_fraction"": 0.5, ""displacement_close_location"": 0.65, ""displacement_lookahead_bars"": 8, ""displacement_range_factor"": 1.0, ""enable_continuation"": false, ""enable_reversal"": true, ""fvg_entry_fraction"": 0.5, ""fvg_min_fraction"": 0.0, ""fvg_retest_bars"": 6, ""london_window_minutes"": 240, ""management_mode"": ""none"", ""max_risk_fraction"": 0.9, ""max_trades_per_day"": 1, ""mss_lookback_bars"": 2, ""ny_window_minutes"": 180, ""partial_fraction"": 0.0, ""protect_profit_r"": 0.0, ""protect_trigger_r"": 99.0, ""require_vwap_alignment"": false, ""reversal_rr"": 2.0, ""stop_buffer_fraction"": 0.03, ""sweep_max_fraction"": 0.6, ""sweep_min_fraction"": 0.02, ""trade_london"": true, ""trade_new_york"": false, ""trail_distance_r"": 1.0, ""trail_start_r"": 99.0, ""use_regime_filter"": true, ""volume_factor"": 0.0}",0.65,1.2,0.5,1.1,31,48.38709677419355,1.8315772033800137,13.317923198234595,44.36772222353211,8.974193275799996,6,0.9565307755503238,0.0,5.910000000000003,11,1.5877960206329131,4.0,6.158962140000002,5,1.280713138816891,1.0,5.909999999999998,9,3.616108497491307,8.317923198234595,3.000000000000006,3,36.76437945537329
rev_mss2_disp1.0_gap0.0_retest6__normal_partial25_3r,"{""breakout_hold_fraction"": 0.01, ""breakout_max_fraction"": 0.6, ""breakout_min_fraction"": 0.04, ""breakout_retest_bars"": 12, ""breakout_retest_tolerance_fraction"": 0.04, ""continuation_require_fvg"": true, ""continuation_rr"": 3.0, ""displacement_body_fraction"": 0.5, ""displacement_close_location"": 0.65, ""displacement_lookahead_bars"": 8, ""displacement_range_factor"": 1.0, ""enable_continuation"": false, ""enable_reversal"": true, ""fvg_entry_fraction"": 0.5, ""fvg_min_fraction"": 0.0, ""fvg_retest_bars"": 6, ""london_window_minutes"": 240, ""management_mode"": ""partial_be"", ""max_risk_fraction"": 0.9, ""max_trades_per_day"": 1, ""mss_lookback_bars"": 2, ""ny_window_minutes"": 180, ""partial_fraction"": 0.25, ""protect_profit_r"": 0.0, ""protect_trigger_r"": 1.0, ""require_vwap_alignment"": false, ""reversal_rr"": 3.0, ""stop_buffer_fraction"": 0.03, ""sweep_max_fraction"": 0.6, ""sweep_min_fraction"": 0.02, ""trade_london"": true, ""trade_new_york"": false, ""trail_distance_r"": 1.0, ""trail_start_r"": 99.0, ""use_regime_filter"": true, ""volume_factor"": 0.0}",0.65,1.2,0.5,1.1,31,58.06451612903226,1.7731072439641535,10.488442398675947,33.152306734309555,8.7327,6,0.9556532682285374,0.0,5.910000000000012,11,1.4810342486864758,2.25,5.909999999999997,5,1.597073125113061,2.0,5.910000000000001,9,2.9465135175669595,6.2384423986759465,5.204324999999994,3,36.54516393633611
rev_mss2_disp1.0_gap0.0_retest6__normal_be1_2r,"{""breakout_hold_fraction"": 0.01, ""breakout_max_fraction"": 0.6, ""breakout_min_fraction"": 0.04, ""breakout_retest_bars"": 12, ""breakout_retest_tolerance_fraction"": 0.04, ""continuation_require_fvg"": true, ""continuation_rr"": 2.0, ""displacement_body_fraction"": 0.5, ""displacement_close_location"": 0.65, ""displacement_lookahead_bars"": 8, ""displacement_range_factor"": 1.0, ""enable_continuation"": false, ""enable_reversal"": true, ""fvg_entry_fraction"": 0.5, ""fvg_min_fraction"": 0.0, ""fvg_retest_bars"": 6, ""london_window_minutes"": 240, ""management_mode"": ""be_confirmed"", ""max_risk_fraction"": 0.9, ""max_trades_per_day"": 1, ""mss_lookback_bars"": 2, ""ny_window_minutes"": 180, ""partial_fraction"": 0.0, ""protect_profit_r"": 0.0, ""protect_trigger_r"": 1.0, ""require_vwap_alignment"": false, ""reversal_rr"": 2.0, ""stop_buffer_fraction"": 0.03, ""sweep_max_fraction"": 0.6, ""sweep_min_fraction"": 0.02, ""trade_london"": true, ""trade_new_york"": false, ""trail_distance_r"": 1.0, ""trail_start_r"": 99.0, ""use_regime_filter"": true, ""volume_factor"": 0.0}",0.65,1.2,0.5,1.1,31,41.935483870967744,1.9484333250713077,12.317923198234595,40.780716458039464,8.974193275800019,6,0.6412048834692754,-1.0,5.909999999999998,11,1.897847053186574,4.0,5.909999999999995,5,1.280713138816891,1.0,5.909999999999998,9,3.616108497491307,8.317923198234595,3.000000000000006,3,35.96716248910316
rev_mss2_disp1.0_gap0.0_retest6__normal_none_3r,"{""breakout_hold_fraction"": 0.01, ""breakout_max_fraction"": 0.6, ""breakout_min_fraction"": 0.04, ""breakout_retest_bars"": 12, ""breakout_retest_tolerance_fraction"": 0.04, ""continuation_require_fvg"": true, ""continuation_rr"": 3.0, ""displacement_body_fraction"": 0.5, ""displacement_close_location"": 0.65, ""displacement_lookahead_bars"": 8, ""displacement_range_factor"": 1.0, ""enable_continuation"": false, ""enable_reversal"": true, ""fvg_entry_fraction"": 0.5, ""fvg_min_fraction"": 0.0, ""fvg_retest_bars"": 6, ""london_window_minutes"": 240, ""management_mode"": ""none"", ""max_risk_fraction"": 0.9, ""max_trades_per_day"": 1, ""mss_lookback_bars"": 2, ""ny_window_minutes"": 180, ""partial_fraction"": 0.0, ""protect_profit_r"": 0.0, ""protect_trigger_r"": 99.0, ""require_vwap_alignment"": false, ""reversal_rr"": 3.0, ""stop_buffer_fraction"": 0.03, ""sweep_max_fraction"": 0.6, ""sweep_min_fraction"": 0.02, ""trade_london"": true, ""trade_new_york"": false, ""trail_distance_r"": 1.0, ""trail_start_r"": 99.0, ""use_regime_filter"": true, ""volume_factor"": 0.0}",0.65,1.2,0.5,1.1,31,35.483870967741936,1.4550600085298069,10.207193495212866,29.734690324978263,11.470719,6,0.5696251884113634,-2.0,8.732700000000007,11,1.4472126275643882,3.8892702969782698,8.732700000000023,5,1.9119909947870193,3.0,5.910000000000004,9,1.9321054325186142,5.317923198234595,11.470718999999988,3,35.280560844071445
rev_mss2_disp1.0_gap0.0_retest6__broad_be1_2r,"{""breakout_hold_fraction"": 0.01, ""breakout_max_fraction"": 0.6, ""breakout_min_fraction"": 0.04, ""breakout_retest_bars"": 12, ""breakout_retest_tolerance_fraction"": 0.04, ""continuation_require_fvg"": true, ""continuation_rr"": 2.0, ""displacement_body_fraction"": 0.5, ""displacement_close_location"": 0.65, ""displacement_lookahead_bars"": 8, ""displacement_range_factor"": 1.0, ""enable_continuation"": false, ""enable_reversal"": true, ""fvg_entry_fraction"": 0.5, ""fvg_min_fraction"": 0.0, ""fvg_retest_bars"": 6, ""london_window_minutes"": 240, ""management_mode"": ""be_confirmed"", ""max_risk_fraction"": 0.9, ""max_trades_per_day"": 1, ""mss_lookback_bars"": 2, ""ny_window_minutes"": 180, ""partial_fraction"": 0.0, ""protect_profit_r"": 0.0, ""protect_trigger_r"": 1.0, ""require_vwap_alignment"": false, ""reversal_rr"": 2.0, ""stop_buffer_fraction"": 0.03, ""sweep_max_fraction"": 0.6, ""sweep_min_fraction"": 0.02, ""trade_london"": true, ""trade_new_york"": false, ""trail_distance_r"": 1.0, ""trail_start_r"": 99.0, ""use_regime_filter"": true, ""volume_factor"": 0.0}",0.5,1.6,0.4,1.2,35,37.142857142857146,1.6601860921716902,10.279102246012132,32.30630874446736,11.938596133580454,8,0.6330724452484452,-1.0388209522224652,5.910000000000002,11,1.897847053186574,4.0,5.909999999999995,5,1.280713138816891,1.0,5.909999999999998,11,2.2468805182978606,6.317923198234595,8.7327,3,35.05389618905298
rev_mss3_disp1.0_gap0.0_retest6__broad_none_3r,"{""breakout_hold_fraction"": 0.01, ""breakout_max_fraction"": 0.6, ""breakout_min_fraction"": 0.04, ""breakout_retest_bars"": 12, ""breakout_retest_tolerance_fraction"": 0.04, ""continuation_require_fvg"": true, ""continuation_rr"": 3.0, ""displacement_body_fraction"": 0.5, ""displacement_close_location"": 0.65, ""displacement_lookahead_bars"": 8, ""displacement_range_factor"": 1.0, ""enable_continuation"": false, ""enable_reversal"": true, ""fvg_entry_fraction"": 0.5, ""fvg_min_fraction"": 0.0, ""fvg_retest_bars"": 6, ""london_window_minutes"": 240, ""management_mode"": ""none"", ""max_risk_fraction"": 0.9, ""max_trades_per_day"": 1, ""mss_lookback_bars"": 3, ""ny_window_minutes"": 180, ""partial_fraction"": 0.0, ""protect_profit_r"": 0.0, ""protect_trigger_r"": 99.0, ""require_vwap_alignment"": false, ""reversal_rr"": 3.0, ""stop_buffer_fraction"": 0.03, ""sweep_max_fraction"": 0.6, ""sweep_min_fraction"": 0.02, ""trade_london"": true, ""trade_new_york"": false, ""trail_distance_r"": 1.0, ""trail_start_r"": 99.0, ""use_regime_filter"": true, ""volume_factor"": 0.0}",0.5,1.6,0.4,1.2,34,35.294117647058826,1.5224859920418803,12.1683725429904,37.008737740933384,17.1348146066524,8,1.1209463945561307,0.9611790477775349,8.732699999999998,11,1.4472126275643882,3.8892702969782698,8.732700000000023,4,0.9406090899721737,0.0,8.7327,11,2.1784969241880705,7.317923198234595,8.7327,3,35.03760101664525
rev_mss2_disp1.0_gap0.005_retest6__broad_none_2r,"{""breakout_hold_fraction"": 0.01, ""breakout_max_fraction"": 0.6, ""breakout_min_fraction"": 0.04, ""breakout_retest_bars"": 12, ""breakout_retest_tolerance_fraction"": 0.04, ""continuation_require_fvg"": true, ""continuation_rr"": 2.0, ""displacement_body_fraction"": 0.5, ""displacement_close_location"": 0.65, ""displacement_lookahead_bars"": 8, ""displacement_range_factor"": 1.0, ""enable_continuation"": false, ""enable_reversal"": true, ""fvg_entry_fraction"": 0.5, ""fvg_min_fraction"": 0.005, ""fvg_retest_bars"": 6, ""london_window_minutes"": 240, ""management_mode"": ""none"", ""max_risk_fraction"": 0.9, ""max_trades_per_day"": 1, ""mss_lookback_bars"": 2, ""ny_window_minutes"": 180, ""partial_fraction"": 0.0, ""protect_profit_r"": 0.0, ""protect_trigger_r"": 99.0, ""require_vwap_alignment"": false, ""reversal_rr"": 2.0, ""stop_buffer_fraction"": 0.03, ""sweep_max_fraction"": 0.6, ""sweep_min_fraction"": 0.02, ""trade_london"": true, ""trade_new_york"": false, ""trail_distance_r"": 1.0, ""trail_start_r"": 99.0, ""use_regime_filter"": true, ""volume_factor"": 0.0}",0.5,1.6,0.4,1.2,33,45.45454545454545,1.6921222599961208,12.279102246012132,39.873599826621245,16.923203899604236,8,1.4208221531221237,1.9611790477775348,6.019579901838347,11,1.5877960206329131,4.0,6.158962140000002,4,0.6412048834692754,-1.0,5.909999999999998,10,2.910163950781517,7.317923198234595,8.7327,3,34.677302373986905
