time,balance
2025-10-20 13:45:00,10618.76
2025-10-20 14:43:42,10883.25
2025-10-20 14:45:00,10881.99
2025-10-20 22:00:00,10946.21
2025-10-23 15:00:00,10945.37
2025-10-23 22:00:00,11065.64
2025-10-24 14:15:00,11064.51
2025-10-24 14:30:40,10953.94
2025-10-28 12:30:00,10950.66
2025-10-28 13:30:40,11224.55
2025-10-28 13:45:00,11222.31
2025-10-28 13:48:30,11109.72
2025-10-31 12:15:00,11107.50
2025-10-31 12:41:42,10996.35
2025-11-03 14:15:00,10994.70
2025-11-03 14:41:39,10884.59
2025-11-05 15:00:00,10883.66
2025-11-05 18:51:38,11154.78
2025-11-10 14:45:00,11153.34
2025-11-10 15:50:39,11041.81
2025-11-19 15:00:00,11041.02
2025-11-19 15:54:14,10930.69
2025-11-20 13:15:00,10929.61
2025-11-20 15:10:15,10954.17
2025-11-21 19:00:00,10953.80
2025-11-23 23:00:00,10949.56
2025-11-24 14:45:00,10948.77
2025-11-24 16:08:29,11221.59
2025-11-28 16:00:00,11220.14
2025-11-30 23:00:00,11434.32
2025-12-02 14:45:00,11432.88
2025-12-02 15:30:14,11318.30
2025-12-03 12:15:00,11316.03
2025-12-03 14:01:16,11202.70
2025-12-04 14:15:00,11200.89
2025-12-04 14:30:30,11088.83
2025-12-05 15:00:00,11087.64
2025-12-05 15:45:38,11098.72
2025-12-10 20:00:00,11098.04
2025-12-10 23:00:00,11048.62
2025-12-11 12:45:00,11046.77
2025-12-11 13:32:02,10936.42
2025-12-15 14:15:00,10933.81
2025-12-15 14:33:20,10823.97
2025-12-18 13:45:00,10822.53
2025-12-18 14:39:30,10714.54
2025-12-18 15:45:00,10713.96
2025-12-18 17:09:32,10607.08
2025-12-19 14:45:00,10606.10
2025-12-19 15:26:56,10500.16
2025-12-22 14:15:00,10497.42
2025-12-22 14:33:30,10392.28
2025-12-24 12:30:00,10387.29
2025-12-24 14:25:14,10397.03
2025-12-24 15:15:00,10394.47
2025-12-25 23:00:00,10580.84
2025-12-26 13:45:00,10577.07
2025-12-26 13:49:40,10469.80
2025-12-26 14:45:00,10467.45
2025-12-26 14:50:31,10362.43
2025-12-31 14:00:00,10359.92
2025-12-31 14:30:00,10256.24
2026-01-05 14:30:00,10254.68
2026-01-05 14:32:38,10152.22
2026-01-06 15:00:00,10150.78
2026-01-06 15:52:41,10049.37
2026-01-07 14:45:00,10047.59
2026-01-07 15:01:39,9947.03
2026-01-07 16:00:00,9945.98
2026-01-07 19:10:41,9955.59
2026-01-09 13:45:00,9953.70
2026-01-09 14:12:31,9853.98
2026-01-12 15:00:00,9852.84
2026-01-12 20:39:37,10000.17
2026-01-13 13:45:00,9998.61
2026-01-13 13:52:25,9898.96
2026-01-15 13:15:00,9896.96
2026-01-15 14:26:30,10145.09
2026-01-16 14:30:00,10143.34
2026-01-16 14:42:42,10042.04
2026-01-21 15:30:00,10041.41
2026-01-21 16:46:31,9940.97
2026-01-21 19:45:00,9940.55
2026-01-21 23:00:00,9927.16
2026-01-22 14:00:00,9925.43
2026-01-22 14:30:23,9826.18
2026-01-23 15:45:00,9825.29
2026-01-23 17:46:39,9726.78
2026-01-26 12:15:00,9725.37
2026-01-26 13:37:15,9628.24
2026-01-26 14:45:00,9627.03
2026-01-26 20:51:38,9712.80
2026-01-27 15:45:00,9711.69
2026-01-27 23:00:00,9761.03
2026-02-02 14:45:00,9760.17
2026-02-02 15:19:37,10003.22
2026-02-06 14:45:00,10002.56
2026-02-06 15:00:42,9903.01
2026-02-10 12:15:00,9901.28
2026-02-10 12:45:40,9802.14
2026-02-18 15:15:00,9801.49
2026-02-18 19:36:04,9703.47
2026-02-23 13:45:00,9702.14
2026-02-23 14:41:42,9605.27
2026-02-24 12:15:00,9603.88
2026-02-24 12:34:40,9507.34
2026-02-24 13:45:00,9506.03
2026-02-24 14:23:37,9410.82
2026-02-25 12:30:00,9408.99
2026-02-25 14:30:42,9643.83
2026-02-25 14:45:00,9642.54
2026-02-25 15:16:39,9676.74
2026-03-04 15:15:00,9676.20
2026-03-04 20:21:20,9811.16
2026-03-09 14:45:00,9810.68
2026-03-09 17:35:03,9860.73
2026-03-09 19:30:00,9860.18
2026-03-09 22:00:00,9861.95
2026-03-17 12:15:00,9860.82
2026-03-17 13:32:27,10107.08
2026-03-17 13:45:00,10106.09
2026-03-17 14:17:41,10005.59
2026-03-23 13:00:00,10005.35
2026-03-23 16:25:36,9907.79
2026-03-25 12:15:00,9906.86
2026-03-25 12:16:39,9807.66
2026-03-31 14:00:00,9807.12
2026-03-31 14:48:41,9709.98
2026-03-31 16:45:00,9709.60
2026-03-31 22:00:00,9779.02
2026-04-01 15:00:00,9778.51
2026-04-01 18:33:39,9681.01
2026-04-06 12:45:00,9679.67
2026-04-06 13:07:15,9583.16
2026-04-06 14:00:00,9582.26
2026-04-06 14:03:41,9486.74
2026-04-08 12:15:00,9485.60
2026-04-08 12:20:32,9390.90
2026-04-09 16:00:00,9390.26
2026-04-09 22:00:00,9432.12
2026-04-13 13:00:00,9430.66
2026-04-13 13:45:38,9440.09
2026-04-13 14:00:00,9439.19
2026-04-13 19:31:38,9674.20
2026-04-14 13:45:00,9672.90
2026-04-14 15:43:25,9913.72
2026-04-14 20:00:00,9912.43
2026-04-14 22:00:00,9881.59
2026-04-15 13:30:00,9880.25
2026-04-15 14:31:28,10126.32
2026-04-15 14:45:00,10125.31
2026-04-15 16:41:41,10135.21
2026-04-16 13:30:00,10133.71
2026-04-16 13:30:41,10032.19
2026-04-16 15:15:00,10031.38
2026-04-16 16:33:13,10041.13
2026-04-17 12:15:00,10038.93
2026-04-17 12:47:41,10290.22
2026-04-17 13:00:00,10288.90
2026-04-17 13:21:38,10298.84
2026-04-22 12:15:00,10297.29
2026-04-22 12:35:26,10193.97
2026-04-22 20:15:00,10192.79
2026-04-22 22:00:00,10119.30
2026-04-23 12:15:00,10118.09
2026-04-23 12:45:30,10015.10
2026-04-23 13:45:00,10014.21
2026-04-23 14:00:36,9914.13
2026-04-24 16:00:00,9913.55
2026-04-26 22:00:00,9904.61
2026-05-01 13:30:00,9903.28
2026-05-01 13:37:42,10149.86
2026-05-01 13:45:00,10148.87
2026-05-01 14:34:35,10186.19
2026-05-05 12:15:00,10184.51
2026-05-05 13:45:42,10438.90
2026-05-05 14:00:00,10437.62
2026-05-05 14:15:42,10333.21
2026-05-07 14:15:00,10332.02
2026-05-07 15:06:30,10376.39
2026-05-08 12:45:00,10374.80
2026-05-08 12:50:39,10270.38
2026-05-08 13:45:00,10269.34
2026-05-08 14:25:26,10525.95
2026-05-11 13:45:00,10524.93
2026-05-11 13:53:42,10420.06
2026-05-14 14:45:00,10419.41
2026-05-14 22:00:00,10419.97
2026-05-18 12:45:00,10419.31
2026-05-18 13:42:39,10315.14
2026-05-22 12:15:00,10314.14
2026-05-22 14:01:40,10324.38
2026-05-25 14:00:00,10321.87
2026-05-25 14:09:23,10217.77
2026-05-26 14:15:00,10216.76
2026-05-26 15:03:05,10226.74
2026-05-27 12:30:00,10225.52
2026-05-27 12:47:28,10123.16
2026-05-29 13:30:00,10121.88
2026-05-29 13:53:31,10374.85
2026-05-29 14:00:00,10373.77
2026-05-29 14:10:40,10270.28
2026-06-02 14:00:00,10269.35
2026-06-02 17:38:39,10279.56
2026-06-02 20:00:00,10278.41
2026-06-02 22:00:00,10343.47
2026-06-08 13:15:00,10342.75
2026-06-08 13:33:21,10239.82
2026-06-08 15:00:00,10239.39
2026-06-08 17:02:33,10138.32
2026-06-09 13:00:00,10137.26
2026-06-09 13:32:32,10036.03
2026-06-11 14:00:00,10035.57
2026-06-11 14:18:41,9936.15
2026-06-11 17:45:00,9935.91
2026-06-11 22:00:00,10000.10
2026-06-15 13:30:00,9998.97
2026-06-15 13:48:42,10248.67
2026-06-18 12:45:00,10247.63
2026-06-18 13:34:28,10325.70
2026-06-30 13:45:00,10324.96
2026-06-30 14:30:38,10581.04
2026-07-03 13:30:00,10579.21
2026-07-05 22:00:00,10653.91
2026-07-06 12:15:00,10652.73
2026-07-06 13:13:29,10545.59
2026-07-06 14:15:00,10544.92
2026-07-06 17:33:39,10440.36
2026-07-09 12:30:00,10439.36
2026-07-09 13:30:43,10335.18
2026-07-09 13:45:00,10334.41
2026-07-09 14:15:13,10231.15
2026-07-10 15:30:00,10230.70
2026-07-10 15:42:38,10129.32
2026-07-14 12:30:00,10128.51
2026-07-14 12:30:41,10380.75
2026-07-14 12:45:00,10380.08
2026-07-14 13:31:43,10276.71
2026-07-15 12:45:00,10275.58
2026-07-15 13:37:53,10172.55
2026-07-20 13:45:00,10171.80
2026-07-20 13:51:27,10070.04
2026-07-21 13:30:00,10069.01
2026-07-21 13:31:41,9968.77
2026-07-30 12:15:00,9968.06
2026-07-30 13:44:17,10216.90
2026-07-30 13:45:00,10216.29
2026-07-30 14:31:42,10471.78
2026-07-31 13:30:00,10470.91
2026-07-31 13:42:31,10366.67
2026-08-03 14:45:00,10366.17
2026-08-03 19:56:04,10496.63
2026-08-04 13:45:00,10495.85
2026-08-04 15:13:39,10757.94
2026-08-04 19:45:00,10757.01
2026-08-04 19:54:47,10649.52
2026-08-05 13:45:00,10648.60
2026-08-05 13:54:14,10542.29
2026-08-07 12:45:00,10541.27
2026-08-07 13:14:39,10436.31
2026-08-10 00:00:00,10436.31
