trades,wins,losses,timeouts,win_rate,net_r,start_balance,final_balance,level,target_balance,target_reached,target_reached_at,max_drawdown_pct,min_balance,symbol
23,13,10,0,56.52,6.95,20.0,44.31,4,52399.91,False,,72.95,9.14,XAUUSD
23,12,8,3,52.17,5.55,20.0,35.45,3,52399.91,False,,50.82,15.16,US30
22,12,8,2,54.55,2.32,20.0,16.52,1,52399.91,False,,66.84,12.5,AUDUSD
30,11,17,2,36.67,-2.92,20.0,3.92,1,52399.91,False,,80.47,3.91,BTCUSD
