symbol,timeframe,month,opened_at,closed_at,direction,entry,stop_loss,take_profit,exit_price,result,r_multiple,spread_r,spread_points,setup_score,bpr_low,bpr_high,reason,pnl,balance
XAUUSD,M30,2025-12,2025-12-29 00:00:00,2025-12-29 00:30:00,BUY,4487.214,4451.58365,4540.65953,4497.406,SMART_EXIT,0.286,0.0,160.0,99,4483.566,4484.47,Opposing FVGs overlap into a balanced price range.; Entry waits for price to return into the BPR and reject it.; Stop is beyond BPR with 0.25 ATR buffer.; Dynamic stop widened to 2.29 ATR; lot sizing must preserve the configured dollar-risk cap.,4.29,304.29
XAUUSD,M30,2025-12,2025-12-30 13:00:00,2025-12-30 14:30:00,BUY,4393.515,4373.03245,4424.23883,4373.03245,SL,-1.0001,0.0001,160.0,96,4390.055,4393.155,Opposing FVGs overlap into a balanced price range.; Entry waits for price to return into the BPR and reject it.; Stop is beyond BPR with 0.25 ATR buffer.; Dynamic stop widened to 1.62 ATR; lot sizing must preserve the configured dollar-risk cap.,-15.22,289.07
XAUUSD,M30,2025-12,2025-12-31 16:00:00,2025-12-31 17:30:00,BUY,4325.643,4299.5637,4364.76195,4321.844,SMART_EXIT,-0.1457,0.0001,160.0,99,4319.735,4323.248,Opposing FVGs overlap into a balanced price range.; Entry waits for price to return into the BPR and reject it.; Stop is beyond BPR with 0.25 ATR buffer.; Dynamic stop widened to 1.70 ATR; lot sizing must preserve the configured dollar-risk cap.,-2.11,286.97
XAUUSD,M30,2026-01,2026-01-02 16:00:00,2026-01-02 16:30:00,BUY,4321.62,4285.87343,4375.23986,4326.428,SMART_EXIT,0.1345,0.0,160.0,98,4319.735,4323.248,Opposing FVGs overlap into a balanced price range.; Entry waits for price to return into the BPR and reject it.; Stop is beyond BPR with 0.25 ATR buffer.; Dynamic stop widened to 2.59 ATR; lot sizing must preserve the configured dollar-risk cap.,1.93,288.9
XAUUSD,M30,2026-01,2026-01-13 13:00:00,2026-01-13 13:30:00,SELL,4601.294,4616.66573,4578.2364,4616.66573,SL,-1.0001,0.0001,160.0,98,4604.852,4604.882,Opposing FVGs overlap into a balanced price range.; Entry waits for price to return into the BPR and reject it.; Stop is beyond BPR with 0.25 ATR buffer.; Dynamic stop widened to 1.60 ATR; lot sizing must preserve the configured dollar-risk cap.,-14.45,274.45
XAUUSD,M30,2026-01,2026-01-15 23:00:00,2026-01-16 01:00:00,SELL,4609.022,4622.03761,4589.49859,4606.066,SMART_EXIT,0.227,0.0001,160.0,100,4616.621,4617.411,Opposing FVGs overlap into a balanced price range.; Entry waits for price to return into the BPR and reject it.; Stop is beyond BPR with 0.25 ATR buffer.; Dynamic stop widened to 1.50 ATR; lot sizing must preserve the configured dollar-risk cap.,3.12,277.57
XAUUSD,M30,2026-01,2026-01-21 20:30:00,2026-01-22 05:30:00,SELL,4826.569,4930.60244,4670.51884,4821.283,SMART_EXIT,0.0508,0.0,160.0,100,4827.701,4830.504,Opposing FVGs overlap into a balanced price range.; Entry waits for price to return into the BPR and reject it.; Stop is beyond BPR with 0.25 ATR buffer.; Dynamic stop widened to 3.14 ATR; lot sizing must preserve the configured dollar-risk cap.,0.71,278.27
XAUUSD,M30,2026-01,2026-01-22 01:00:00,2026-01-22 05:30:00,SELL,4795.969,4854.7601,4707.78235,4821.283,SMART_EXIT,-0.4306,0.0,160.0,100,4801.693,4815.136,Opposing FVGs overlap into a balanced price range.; Entry waits for price to return into the BPR and reject it.; Stop is beyond BPR with 0.25 ATR buffer.; Dynamic stop widened to 1.98 ATR; lot sizing must preserve the configured dollar-risk cap.,-5.99,272.28
XAUUSD,M30,2026-02,2026-02-03 02:00:00,2026-02-03 07:30:00,BUY,4772.933,4680.21428,4912.01108,4912.01108,TP,1.5,0.0,160.0,99,4763.456,4766.243,Opposing FVGs overlap into a balanced price range.; Entry waits for price to return into the BPR and reject it.; Stop is beyond BPR with 0.25 ATR buffer.; Dynamic stop widened to 1.59 ATR; lot sizing must preserve the configured dollar-risk cap.,20.42,292.7
XAUUSD,M30,2026-02,2026-02-05 07:00:00,2026-02-05 16:00:00,SELL,4932.529,5036.88021,4776.00218,4849.655,SMART_EXIT,0.7942,0.0,160.0,100,4940.433,4951.97,Opposing FVGs overlap into a balanced price range.; Entry waits for price to return into the BPR and reject it.; Stop is beyond BPR with 0.25 ATR buffer.; Dynamic stop widened to 1.91 ATR; lot sizing must preserve the configured dollar-risk cap.,11.62,304.32
XAUUSD,M30,2026-02,2026-02-09 11:30:00,2026-02-09 14:30:00,SELL,5010.634,5045.06143,4958.99286,5037.911,SMART_EXIT,-0.7924,0.0001,240.0,99,5015.037,5016.309,Opposing FVGs overlap into a balanced price range.; Entry waits for price to return into the BPR and reject it.; Stop is beyond BPR with 0.25 ATR buffer.; Dynamic stop widened to 1.55 ATR; lot sizing must preserve the configured dollar-risk cap.,-12.06,292.27
XAUUSD,M30,2026-02,2026-02-13 14:30:00,2026-02-16 02:30:00,BUY,4995.804,4950.96197,5063.06704,4995.804,TRAIL,-0.0001,0.0001,240.0,96,4976.169,4984.805,Opposing FVGs overlap into a balanced price range.; Entry waits for price to return into the BPR and reject it.; Stop is beyond BPR with 0.25 ATR buffer.; Dynamic stop widened to 2.03 ATR; lot sizing must preserve the configured dollar-risk cap.,-0.0,292.27
XAUUSD,M30,2026-02,2026-02-18 23:00:00,2026-02-19 00:30:00,BUY,4982.218,4960.5227,5014.76096,4960.5227,SL,-1.0001,0.0001,240.0,100,4963.56,4971.015,Opposing FVGs overlap into a balanced price range.; Entry waits for price to return into the BPR and reject it.; Stop is beyond BPR with 0.25 ATR buffer.,-14.61,277.65
XAUUSD,M30,2026-02,2026-02-20 07:00:00,2026-02-20 11:30:00,BUY,5015.186,4994.38634,5046.38548,5017.392,SMART_EXIT,0.1059,0.0001,240.0,96,5006.145,5010.317,Opposing FVGs overlap into a balanced price range.; Entry waits for price to return into the BPR and reject it.; Stop is beyond BPR with 0.25 ATR buffer.; Dynamic stop widened to 1.58 ATR; lot sizing must preserve the configured dollar-risk cap.,1.47,279.12
XAUUSD,M30,2026-02,2026-02-24 18:00:00,2026-02-24 20:30:00,SELL,5158.356,5193.35205,5105.86192,5163.97,SMART_EXIT,-0.1605,0.0001,240.0,100,5164.414,5164.884,Opposing FVGs overlap into a balanced price range.; Entry waits for price to return into the BPR and reject it.; Stop is beyond BPR with 0.25 ATR buffer.; Dynamic stop widened to 1.63 ATR; lot sizing must preserve the configured dollar-risk cap.,-2.24,276.88
XAUUSD,M30,2026-02,2026-02-25 21:30:00,2026-02-26 03:30:00,SELL,5169.177,5199.24705,5124.07192,5192.676,SMART_EXIT,-0.7816,0.0001,240.0,100,5173.173,5174.707,Opposing FVGs overlap into a balanced price range.; Entry waits for price to return into the BPR and reject it.; Stop is beyond BPR with 0.25 ATR buffer.; Dynamic stop widened to 1.74 ATR; lot sizing must preserve the configured dollar-risk cap.,-10.82,266.06
XAUUSD,M30,2026-02,2026-02-27 02:30:00,2026-02-27 07:00:00,BUY,5183.356,5163.02891,5213.84664,5178.693,SMART_EXIT,-0.2295,0.0001,240.0,97,5179.823,5182.712,Opposing FVGs overlap into a balanced price range.; Entry waits for price to return into the BPR and reject it.; Stop is beyond BPR with 0.25 ATR buffer.; Dynamic stop widened to 1.53 ATR; lot sizing must preserve the configured dollar-risk cap.,-3.05,263.01
