starting_balance,ending_balance,net_profit,return_pct,trades,wins,losses,win_rate,net_r,avg_r,avg_spread_r,max_drawdown_pct,timeframe
300.0,325.8,25.8,8.6,10,6,4,60.0,1.87,0.1873,0.0211,8.89,M15
300.0,318.05,18.05,6.02,9,5,4,55.56,1.37,0.1527,0.0118,6.31,M30
