utc_day;balance_at_observation;min_equity;max_equity
2025.09.19;10000.00;10000.00;10000.00
2025.09.21;10000.00;10000.00;10000.00
2025.09.22;10000.00;10000.00;10000.00
2025.09.23;10000.00;10000.00;10000.00
2025.09.24;10000.00;10000.00;10000.00
2025.09.25;10000.00;10000.00;10000.00
2025.09.26;9898.63;9898.63;10029.28
2025.09.28;9898.63;9898.63;9898.63
2025.09.29;9898.63;9898.63;9898.63
2025.09.30;9898.63;9898.63;9898.63
2025.10.01;9898.63;9898.63;9898.63
2025.10.02;9898.63;9898.63;9898.63
2025.10.03;9898.63;9898.63;9898.63
2025.10.05;9898.63;9898.63;9898.63
2025.10.06;9898.63;9898.63;9898.63
2025.10.07;9898.63;9898.63;9898.63
2025.10.08;9898.63;9898.63;9898.63
2025.10.09;9898.63;9898.63;9898.63
2025.10.10;9898.63;9898.63;9898.63
2025.10.12;9898.63;9898.63;9898.63
2025.10.13;9898.63;9898.63;9898.63
2025.10.14;9898.63;9898.63;9898.63
2025.10.15;9898.63;9898.63;9898.63
2025.10.16;9898.63;9898.63;9898.63
2025.10.17;9898.63;9898.63;9898.63
2025.10.19;9898.63;9898.63;9898.63
2025.10.20;9898.63;9898.63;9898.63
2025.10.21;9898.63;9898.63;9898.63
2025.10.22;9898.63;9898.63;9898.63
2025.10.23;9898.63;9898.63;9898.63
2025.10.24;9898.63;9898.63;9898.63
2025.10.26;9898.63;9898.63;9898.63
2025.10.27;9898.63;9898.63;9898.63
2025.10.28;9898.63;9898.63;9898.63
2025.10.29;9898.63;9898.63;9898.63
2025.10.30;9898.63;9898.63;9898.63
2025.10.31;9898.63;9898.63;9898.63
2025.11.02;9898.63;9898.63;9898.63
2025.11.03;9898.63;9898.63;9898.63
2025.11.04;9898.63;9898.63;9898.63
2025.11.05;9898.63;9898.63;9898.63
2025.11.06;9898.63;9898.63;9898.63
2025.11.07;9898.63;9898.63;9898.63
2025.11.09;9898.63;9898.63;9898.63
2025.11.10;9898.63;9898.63;9898.63
2025.11.11;9898.63;9898.63;9898.63
2025.11.12;9898.63;9898.63;9898.63
2025.11.13;9898.63;9898.63;9898.63
2025.11.14;9898.63;9898.63;9898.63
2025.11.16;9898.63;9898.63;9898.63
2025.11.17;9898.63;9898.63;9898.63
2025.11.18;9898.63;9898.63;9898.63
2025.11.19;9898.63;9898.63;9898.63
2025.11.20;9898.63;9898.63;9898.63
2025.11.21;9898.63;9898.63;9898.63
2025.11.23;9898.63;9898.63;9898.63
2025.11.24;9898.63;9898.63;9898.63
2025.11.25;9898.63;9898.63;9898.63
2025.11.26;9898.63;9898.63;9898.63
2025.11.27;9898.63;9898.63;9898.63
2025.11.28;9898.63;9898.63;9898.63
2025.11.30;9898.63;9898.63;9898.63
2025.12.01;9898.63;9898.63;9898.63
2025.12.02;9898.63;9898.63;9898.63
2025.12.03;9898.63;9898.63;9898.63
2025.12.04;9898.63;9898.63;9898.63
2025.12.05;9898.63;9898.63;9898.63
2025.12.07;9898.63;9898.63;9898.63
2025.12.08;9898.63;9898.63;9898.63
2025.12.09;9898.63;9898.63;9898.63
2025.12.10;9898.63;9898.63;9898.63
2025.12.11;9898.63;9898.63;9898.63
2025.12.12;9898.63;9898.63;9898.63
2025.12.14;9898.63;9898.63;9898.63
2025.12.15;9898.63;9898.63;9898.63
2025.12.16;9898.63;9898.63;9898.63
2025.12.17;9898.63;9898.63;9898.63
2025.12.18;9898.63;9898.63;9898.63
2025.12.19;9898.63;9898.63;9898.63
2025.12.21;9898.63;9898.63;9898.63
2025.12.22;9898.63;9898.63;9898.63
2025.12.23;9898.63;9898.63;9898.63
2025.12.24;9898.63;9898.63;9898.63
2025.12.25;9898.63;9898.63;9898.63
2025.12.26;9898.63;9898.63;9898.63
2025.12.28;9898.63;9898.63;9898.63
2025.12.29;9898.63;9898.63;9898.63
2025.12.30;9793.62;9793.62;9945.10
2025.12.31;9793.62;9793.62;9793.62
2026.01.01;9793.62;9793.62;9793.62
2026.01.02;9793.62;9793.62;9793.62
2026.01.04;9793.62;9793.62;9793.62
2026.01.05;9793.62;9793.62;9793.62
2026.01.06;9793.62;9793.62;9793.62
2026.01.07;9691.82;9691.82;9823.31
2026.01.08;9691.82;9691.82;9691.82
2026.01.09;9691.82;9691.82;9691.82
2026.01.11;9691.82;9691.82;9691.82
2026.01.12;9691.82;9691.82;9691.82
2026.01.13;9691.82;9691.82;9691.82
2026.01.14;9691.82;9691.82;9691.82
2026.01.15;9691.82;9691.82;9691.82
2026.01.16;9691.82;9691.82;9691.82
2026.01.18;9691.82;9691.82;9691.82
2026.01.19;9691.82;9691.82;9691.82
2026.01.20;9691.82;9691.82;9691.82
2026.01.21;9691.82;9691.82;9691.82
2026.01.22;9691.82;9691.82;9691.82
2026.01.23;9691.82;9691.82;9691.82
2026.01.25;9691.82;9691.82;9691.82
2026.01.26;9691.82;9691.82;9691.82
2026.01.27;9691.82;9691.82;9691.82
2026.01.28;9691.82;9691.82;9691.82
2026.01.29;9691.82;9691.82;9691.82
2026.01.30;9691.82;9691.82;9691.82
2026.02.01;9691.82;9691.82;9691.82
2026.02.02;9691.82;9691.82;9691.82
2026.02.03;9691.82;9691.82;9691.82
