starting_balance,ending_balance,net_profit,return_pct,trades,wins,losses,win_rate,net_r,avg_r,avg_spread_r,max_drawdown_pct,symbol
300.0,412.3,112.3,37.43,83,37,46,44.58,8.74,0.1053,0.0215,38.41,US30
300.0,366.53,66.53,22.18,21,9,12,42.86,5.04,0.24,0.0001,15.14,XAUUSD
