starting_balance,ending_balance,net_profit,return_pct,trades,wins,losses,win_rate,net_r,max_drawdown_pct,skipped_guardrail,skipped_same_symbol_overlap,policy
300.0,15189.07,14889.07,4963.02,353,204,149,57.79,92.39,47.65,346,31,fixed_current
300.0,6586.66,6286.66,2095.55,353,198,155,56.09,74.89,47.65,344,33,dynamic_aggressive
300.0,6502.84,6202.84,2067.61,352,200,152,56.82,73.39,47.51,347,31,dynamic_conservative
300.0,6260.54,5960.54,1986.85,353,198,155,56.09,73.81,47.65,344,33,dynamic_score
300.0,5051.48,4751.48,1583.83,354,197,157,55.65,69.0,49.02,349,27,dynamic_capped
300.0,4827.03,4527.03,1509.01,353,198,155,56.09,67.81,47.65,344,33,dynamic_balanced
