bot,symbol,timeframe,status,candles,broker_symbol
LTA,AUDUSD,M15,ok,13247,AUDUSDm
LTA,AUDUSD,M30,ok,6624,AUDUSDm
LTA,GBPJPY,M15,ok,13246,GBPJPYm
LTA,GBPJPY,M30,ok,6624,GBPJPYm
LTA,USDCAD,M15,ok,13247,USDCADm
LTA,USDCAD,M30,ok,6624,USDCADm
ORB,AUDUSD,M15,ok,11039,AUDUSDm
ORB,NZDUSD,M15,ok,11039,NZDUSDm
ORB,USDCAD,M15,ok,11039,USDCADm
ORB,GBPUSD,M15,ok,11038,GBPUSDm
ORB,USDCHF,M15,ok,11038,USDCHFm
