policy,bot,symbol,trades,wins,losses,trail_stops,timeouts,win_rate,net_r,avg_r,profit_factor,avg_final_rr
dynamic_aggressive,LTA,AUDUSD,70,1,26,41,2,1.43,18.83,0.269,1.72,5.41
dynamic_aggressive,LTA,GBPJPY,87,3,35,46,3,3.45,21.63,0.249,1.62,5.48
dynamic_aggressive,LTA,USDCAD,82,3,36,42,1,3.66,13.0,0.159,1.36,5.43
dynamic_aggressive,ORB,AUDUSD,99,12,38,49,0,12.12,56.5,0.571,2.49,5.23
dynamic_aggressive,ORB,GBPUSD,97,0,39,58,0,0.0,22.0,0.227,1.56,5.44
dynamic_aggressive,ORB,NZDUSD,101,6,43,52,0,5.94,28.5,0.282,1.66,5.41
dynamic_aggressive,ORB,USDCAD,92,7,33,52,0,7.61,33.5,0.364,2.02,5.59
dynamic_aggressive,ORB,USDCHF,102,3,44,55,0,2.94,14.0,0.137,1.32,5.39
dynamic_balanced,LTA,AUDUSD,70,3,26,39,2,4.29,19.33,0.276,1.74,4.14
dynamic_balanced,LTA,GBPJPY,87,5,35,44,3,5.75,21.13,0.243,1.6,4.3
dynamic_balanced,LTA,USDCAD,82,7,36,38,1,8.54,14.5,0.177,1.4,4.27
dynamic_balanced,ORB,AUDUSD,99,16,38,45,0,16.16,46.5,0.47,2.22,3.97
dynamic_balanced,ORB,GBPUSD,97,5,40,52,0,5.15,21.0,0.216,1.52,4.16
dynamic_balanced,ORB,NZDUSD,101,11,46,43,1,10.89,20.92,0.207,1.45,4.12
dynamic_balanced,ORB,USDCAD,92,8,31,53,0,8.7,35.5,0.386,2.15,4.18
dynamic_balanced,ORB,USDCHF,102,4,45,53,0,3.92,10.0,0.098,1.22,4.06
dynamic_capped,LTA,AUDUSD,70,4,26,39,1,5.71,21.41,0.306,1.82,4.14
dynamic_capped,LTA,GBPJPY,87,5,35,46,1,5.75,20.74,0.238,1.59,4.3
dynamic_capped,LTA,USDCAD,82,6,38,38,0,7.32,8.0,0.098,1.21,4.27
dynamic_capped,ORB,AUDUSD,99,18,38,43,0,18.18,48.5,0.49,2.28,3.97
dynamic_capped,ORB,GBPUSD,97,6,39,52,0,6.19,24.0,0.247,1.62,4.16
dynamic_capped,ORB,NZDUSD,101,10,45,46,0,9.9,22.5,0.223,1.5,4.12
dynamic_capped,ORB,USDCAD,92,6,32,54,0,6.52,29.5,0.321,1.92,4.18
dynamic_capped,ORB,USDCHF,102,5,45,52,0,4.9,10.0,0.098,1.22,4.06
dynamic_conservative,LTA,AUDUSD,70,14,26,28,2,20.0,22.83,0.326,1.88,2.89
dynamic_conservative,LTA,GBPJPY,87,15,35,35,2,17.24,21.8,0.251,1.62,2.94
dynamic_conservative,LTA,USDCAD,82,15,38,28,1,18.29,10.0,0.122,1.26,2.96
dynamic_conservative,ORB,AUDUSD,99,34,36,29,0,34.34,48.0,0.485,2.33,2.61
dynamic_conservative,ORB,GBPUSD,97,21,38,38,0,21.65,25.0,0.258,1.66,2.71
dynamic_conservative,ORB,NZDUSD,101,22,48,31,0,21.78,17.5,0.173,1.36,2.67
dynamic_conservative,ORB,USDCAD,92,17,33,42,0,18.48,27.0,0.293,1.82,2.75
dynamic_conservative,ORB,USDCHF,102,9,44,49,0,8.82,4.0,0.039,1.09,2.64
dynamic_score,LTA,AUDUSD,70,9,26,33,2,12.86,20.83,0.298,1.8,4.06
dynamic_score,LTA,GBPJPY,87,6,35,43,3,6.9,21.63,0.249,1.62,4.2
dynamic_score,LTA,USDCAD,82,10,36,35,1,12.2,13.5,0.165,1.38,4.09
dynamic_score,ORB,AUDUSD,99,10,38,51,0,10.1,53.0,0.535,2.39,5.4
dynamic_score,ORB,GBPUSD,97,1,40,56,0,1.03,20.0,0.206,1.5,5.61
dynamic_score,ORB,NZDUSD,101,5,46,49,1,4.95,21.92,0.217,1.48,5.44
dynamic_score,ORB,USDCAD,92,6,31,55,0,6.52,39.0,0.424,2.26,5.5
dynamic_score,ORB,USDCHF,102,0,45,57,0,0.0,8.0,0.078,1.18,5.48
fixed_current,LTA,AUDUSD,70,1,26,41,2,1.43,19.33,0.276,1.74,6.0
fixed_current,LTA,GBPJPY,87,2,35,46,4,2.3,23.29,0.268,1.67,6.0
fixed_current,LTA,USDCAD,82,2,37,42,1,2.44,11.0,0.134,1.3,6.0
fixed_current,ORB,AUDUSD,99,10,37,52,0,10.1,59.0,0.596,2.59,6.0
fixed_current,ORB,GBPUSD,97,23,41,33,0,23.71,29.5,0.304,1.72,3.0
fixed_current,ORB,NZDUSD,101,20,45,36,0,19.8,25.5,0.252,1.57,3.0
fixed_current,ORB,USDCAD,92,4,31,57,0,4.35,43.0,0.467,2.39,6.0
fixed_current,ORB,USDCHF,102,21,43,38,0,20.59,28.5,0.279,1.66,3.0
