strategy,case,symbol,period,history_quality_pct,bars,ticks,initial_balance,final_balance,net_profit,return_pct,gross_profit,gross_loss,profit_factor,equity_dd_amount,equity_dd_pct,balance_dd_amount,balance_dd_pct,trades,wins,losses,win_rate,long_trades,long_win_rate,short_trades,short_win_rate,largest_win,largest_loss,average_win,average_loss,expected_payoff,recovery_factor,sharpe_ratio,commission,swap,score,status,report,graph
09:30 1M ORB,s2-entry0-rv08-range002-rr15,USTEC,M1 (2024.01.01 - 2024.12.31),99.0,350153,1400483,10000.0,9990.94,-9.06,-0.0906,1052.78,-1061.84,0.99,354.75,3.43,269.36,2.63,19,9,10,47.37,13,46.15,6,50.0,151.64,-102.54,116.98,-101.51,-0.48,-0.03,-0.85,-46.74,0.0,-5.335600000000001,valid,Backtest Reports\Training\s2-entry0-rv08-range002-rr15.htm,Backtest Reports\Training\s2-entry0-rv08-range002-rr15.png
10AM AMD FVG,s1-fvg0-body04-rr20,USTEC,M1 (2024.01.01 - 2024.12.31),99.0,350153,1400483,10000.0,14244.04,4244.04,42.4404,23698.37,-19454.33,1.22,3266.56,26.57,3183.92,25.9,253,82,171,32.41,114,32.46,139,32.37,1195.8,-139.08,289.0,-106.05,16.77,1.3,4.26,-1320.2899999999997,-81.47,4.785399999999992,valid,Backtest Reports\Training\s1-fvg0-body04-rr20.htm,Backtest Reports\Training\s1-fvg0-body04-rr20.png
Asia Second Hour Sweep,s3-xauusd-h1-drive15-eff05,XAUUSD,M1 (2024.01.01 - 2024.12.31),99.0,352870,1411480,10000.0,10249.26,249.26,2.4926,1770.14,-1520.88,1.16,1218.19,12.0,1095.67,10.85,26,11,15,42.31,10,50.0,16,37.5,421.46,-103.1,160.92,-93.85,9.59,0.2,3.83,-113.19000000000001,0.0,-13.9074,valid,Backtest Reports\Training\s3-xauusd-h1-drive15-eff05.htm,Backtest Reports\Training\s3-xauusd-h1-drive15-eff05.png
