strategy,case,symbol,period,history_quality_pct,bars,ticks,initial_balance,final_balance,net_profit,return_pct,gross_profit,gross_loss,profit_factor,equity_dd_amount,equity_dd_pct,balance_dd_amount,balance_dd_pct,trades,wins,losses,win_rate,long_trades,long_win_rate,short_trades,short_win_rate,largest_win,largest_loss,average_win,average_loss,expected_payoff,recovery_factor,sharpe_ratio,commission,swap,score,status,report,graph
09:30 1M ORB,s2-entry1-rv08-range002-rr2,USTEC,M1 (2020.01.01 - 2024.12.31),98.0,1688580,6750720,10000.0,10252.52,252.52,2.5252,1009.14,-756.62,1.33,407.13,3.82,323.99,3.06,16,9,7,56.25,11,54.55,5,60.0,207.33,-105.61,112.13,-102.62,15.78,0.62,13.52,-38.29,0.0,0.09520000000000106,valid,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Three Influencer Strategies Research 2026-08-20\Backtest Reports\Training\s2-entry1-rv08-range002-rr2.htm,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Three Influencer Strategies Research 2026-08-20\Backtest Reports\Training\s2-entry1-rv08-range002-rr2.png
09:30 1M ORB,s2-entry1-rv08-range005-rr2,USTEC,M1 (2020.01.01 - 2024.12.31),98.0,1688580,6750720,10000.0,10252.52,252.52,2.5252,1009.14,-756.62,1.33,407.13,3.82,323.99,3.06,16,9,7,56.25,11,54.55,5,60.0,207.33,-105.61,112.13,-102.62,15.78,0.62,13.52,-38.29,0.0,0.09520000000000106,valid,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Three Influencer Strategies Research 2026-08-20\Backtest Reports\Training\s2-entry1-rv08-range005-rr2.htm,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Three Influencer Strategies Research 2026-08-20\Backtest Reports\Training\s2-entry1-rv08-range005-rr2.png
09:30 1M ORB,s2-entry1-rv08-range002-rr15,USTEC,M1 (2020.01.01 - 2024.12.31),98.0,1688580,6750720,10000.0,10003.44,3.44,0.0344,749.19,-745.75,1.0,397.37,3.82,316.22,3.06,16,9,7,56.25,11,54.55,5,60.0,152.42,-103.08,83.24,-101.14,0.21,0.01,0.2,-37.75,0.0,-5.6956,valid,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Three Influencer Strategies Research 2026-08-20\Backtest Reports\Training\s2-entry1-rv08-range002-rr15.htm,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Three Influencer Strategies Research 2026-08-20\Backtest Reports\Training\s2-entry1-rv08-range002-rr15.png
09:30 1M ORB,s2-entry1-rv08-range005-rr15,USTEC,M1 (2020.01.01 - 2024.12.31),98.0,1688580,6750720,10000.0,10003.44,3.44,0.0344,749.19,-745.75,1.0,397.37,3.82,316.22,3.06,16,9,7,56.25,11,54.55,5,60.0,152.42,-103.08,83.24,-101.14,0.21,0.01,0.2,-37.75,0.0,-5.6956,valid,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Three Influencer Strategies Research 2026-08-20\Backtest Reports\Training\s2-entry1-rv08-range005-rr15.htm,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Three Influencer Strategies Research 2026-08-20\Backtest Reports\Training\s2-entry1-rv08-range005-rr15.png
09:30 1M ORB,s2-entry0-rv11-range002-rr2,USTEC,M1 (2020.01.01 - 2024.12.31),98.0,1688580,6750720,10000.0,10280.36,280.36,2.8036000000000003,2636.73,-2356.37,1.12,797.8,7.48,631.23,5.96,41,19,22,46.34,22,45.45,19,47.37,207.68,-105.85,138.78,-103.11,6.84,0.35,10.08,-88.03000000000002,0.0,-7.216399999999998,valid,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Three Influencer Strategies Research 2026-08-20\Backtest Reports\Training\s2-entry0-rv11-range002-rr2.htm,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Three Influencer Strategies Research 2026-08-20\Backtest Reports\Training\s2-entry0-rv11-range002-rr2.png
09:30 1M ORB,s2-entry0-rv11-range005-rr2,USTEC,M1 (2020.01.01 - 2024.12.31),98.0,1688580,6750720,10000.0,10280.36,280.36,2.8036000000000003,2636.73,-2356.37,1.12,797.8,7.48,631.23,5.96,41,19,22,46.34,22,45.45,19,47.37,207.68,-105.85,138.78,-103.11,6.84,0.35,10.08,-88.03000000000002,0.0,-7.216399999999998,valid,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Three Influencer Strategies Research 2026-08-20\Backtest Reports\Training\s2-entry0-rv11-range005-rr2.htm,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Three Influencer Strategies Research 2026-08-20\Backtest Reports\Training\s2-entry0-rv11-range005-rr2.png
09:30 1M ORB,s2-entry0-rv11-range002-rr15,USTEC,M1 (2020.01.01 - 2024.12.31),98.0,1688580,6750720,10000.0,9937.7,-62.3,-0.623,2252.33,-2314.63,0.97,633.68,6.08,469.98,4.55,41,19,22,46.34,22,45.45,19,47.37,152.58,-103.02,118.54,-101.27,-1.52,-0.1,-2.84,-86.59,0.0,-10.043000000000001,valid,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Three Influencer Strategies Research 2026-08-20\Backtest Reports\Training\s2-entry0-rv11-range002-rr15.htm,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Three Influencer Strategies Research 2026-08-20\Backtest Reports\Training\s2-entry0-rv11-range002-rr15.png
09:30 1M ORB,s2-entry0-rv11-range005-rr15,USTEC,M1 (2020.01.01 - 2024.12.31),98.0,1688580,6750720,10000.0,9937.7,-62.3,-0.623,2252.33,-2314.63,0.97,633.68,6.08,469.98,4.55,41,19,22,46.34,22,45.45,19,47.37,152.58,-103.02,118.54,-101.27,-1.52,-0.1,-2.84,-86.59,0.0,-10.043000000000001,valid,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Three Influencer Strategies Research 2026-08-20\Backtest Reports\Training\s2-entry0-rv11-range005-rr15.htm,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Three Influencer Strategies Research 2026-08-20\Backtest Reports\Training\s2-entry0-rv11-range005-rr15.png
09:30 1M ORB,s2-entry1-rv11-range002-rr2,USTEC,M1 (2020.01.01 - 2024.12.31),98.0,1688580,6750720,10000.0,9887.06,-112.94,-1.1294,199.96,-312.9,0.64,390.21,3.8,310.06,3.04,5,2,3,40.0,3,66.67,2,0.0,199.96,-101.82,99.98,-100.78,-22.59,-0.29,-2.31,-10.549999999999999,0.0,-10.4294,valid,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Three Influencer Strategies Research 2026-08-20\Backtest Reports\Training\s2-entry1-rv11-range002-rr2.htm,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Three Influencer Strategies Research 2026-08-20\Backtest Reports\Training\s2-entry1-rv11-range002-rr2.png
09:30 1M ORB,s2-entry1-rv11-range005-rr2,USTEC,M1 (2020.01.01 - 2024.12.31),98.0,1688580,6750720,10000.0,9887.06,-112.94,-1.1294,199.96,-312.9,0.64,390.21,3.8,310.06,3.04,5,2,3,40.0,3,66.67,2,0.0,199.96,-101.82,99.98,-100.78,-22.59,-0.29,-2.31,-10.549999999999999,0.0,-10.4294,valid,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Three Influencer Strategies Research 2026-08-20\Backtest Reports\Training\s2-entry1-rv11-range005-rr2.htm,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Three Influencer Strategies Research 2026-08-20\Backtest Reports\Training\s2-entry1-rv11-range005-rr2.png
09:30 1M ORB,s2-entry0-rv08-range002-rr2,USTEC,M1 (2020.01.01 - 2024.12.31),98.0,1688580,6750720,10000.0,10605.72,605.72,6.0572,5491.8,-4886.08,1.12,1465.22,13.14,1220.83,11.15,87,42,45,48.28,46,47.83,41,48.78,214.11,-109.21,130.76,-103.22,6.96,0.41,11.59,-241.00000000000003,0.0,-12.4528,valid,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Three Influencer Strategies Research 2026-08-20\Backtest Reports\Training\s2-entry0-rv08-range002-rr2.htm,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Three Influencer Strategies Research 2026-08-20\Backtest Reports\Training\s2-entry0-rv08-range002-rr2.png
09:30 1M ORB,s2-entry0-rv08-range005-rr2,USTEC,M1 (2020.01.01 - 2024.12.31),98.0,1688580,6750720,10000.0,10605.72,605.72,6.0572,5491.8,-4886.08,1.12,1465.22,13.14,1220.83,11.15,87,42,45,48.28,46,47.83,41,48.78,214.11,-109.21,130.76,-103.22,6.96,0.41,11.59,-241.00000000000003,0.0,-12.4528,valid,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Three Influencer Strategies Research 2026-08-20\Backtest Reports\Training\s2-entry0-rv08-range005-rr2.htm,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Three Influencer Strategies Research 2026-08-20\Backtest Reports\Training\s2-entry0-rv08-range005-rr2.png
09:30 1M ORB,s2-entry1-rv11-range002-rr15,USTEC,M1 (2020.01.01 - 2024.12.31),98.0,1688580,6750720,10000.0,9838.56,-161.44,-1.6143999999999998,149.98,-311.42,0.48,388.4,3.8,308.58,3.04,5,2,3,40.0,3,66.67,2,0.0,149.98,-101.39,74.99,-100.3,-32.29,-0.42,-3.43,-10.51,0.0,-12.514399999999998,valid,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Three Influencer Strategies Research 2026-08-20\Backtest Reports\Training\s2-entry1-rv11-range002-rr15.htm,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Three Influencer Strategies Research 2026-08-20\Backtest Reports\Training\s2-entry1-rv11-range002-rr15.png
09:30 1M ORB,s2-entry1-rv11-range005-rr15,USTEC,M1 (2020.01.01 - 2024.12.31),98.0,1688580,6750720,10000.0,9838.56,-161.44,-1.6143999999999998,149.98,-311.42,0.48,388.4,3.8,308.58,3.04,5,2,3,40.0,3,66.67,2,0.0,149.98,-101.39,74.99,-100.3,-32.29,-0.42,-3.43,-10.51,0.0,-12.514399999999998,valid,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Three Influencer Strategies Research 2026-08-20\Backtest Reports\Training\s2-entry1-rv11-range005-rr15.htm,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Three Influencer Strategies Research 2026-08-20\Backtest Reports\Training\s2-entry1-rv11-range005-rr15.png
09:30 1M ORB,s2-entry0-rv08-range002-rr15,USTEC,M1 (2020.01.01 - 2024.12.31),98.0,1688580,6750720,10000.0,9710.64,-289.36,-2.8936,4376.05,-4665.41,0.94,1355.49,12.87,1311.38,12.46,87,42,45,48.28,46,47.83,41,48.78,154.62,-105.09,104.19,-98.56,-3.33,-0.21,-5.0,-230.02,0.0,-22.7986,valid,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Three Influencer Strategies Research 2026-08-20\Backtest Reports\Training\s2-entry0-rv08-range002-rr15.htm,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Three Influencer Strategies Research 2026-08-20\Backtest Reports\Training\s2-entry0-rv08-range002-rr15.png
09:30 1M ORB,s2-entry0-rv08-range005-rr15,USTEC,M1 (2020.01.01 - 2024.12.31),98.0,1688580,6750720,10000.0,9710.64,-289.36,-2.8936,4376.05,-4665.41,0.94,1355.49,12.87,1311.38,12.46,87,42,45,48.28,46,47.83,41,48.78,154.62,-105.09,104.19,-98.56,-3.33,-0.21,-5.0,-230.02,0.0,-22.7986,valid,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Three Influencer Strategies Research 2026-08-20\Backtest Reports\Training\s2-entry0-rv08-range005-rr15.htm,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Three Influencer Strategies Research 2026-08-20\Backtest Reports\Training\s2-entry0-rv08-range005-rr15.png
10AM AMD FVG,s1-fvg1-body04-rr20,USTEC,M1 (2020.01.01 - 2024.12.31),98.0,1688580,6750720,10000.0,25985.36,15985.36,159.8536,141878.77,-125893.41,1.13,7367.8,26.68,6472.93,24.21,1144,458,686,40.03,543,42.36,601,37.94,2897.82,-281.23,309.78,-175.57,13.97,2.17,3.29,-5455.760000000001,-415.03999999999996,121.1336,valid,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Three Influencer Strategies Research 2026-08-20\Backtest Reports\Training\s1-fvg1-body04-rr20.htm,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Three Influencer Strategies Research 2026-08-20\Backtest Reports\Training\s1-fvg1-body04-rr20.png
10AM AMD FVG,s1-fvg1-body06-rr15,USTEC,M1 (2020.01.01 - 2024.12.31),98.0,1688580,6750720,10000.0,19693.620000000003,9693.62,96.9362,100477.57,-90783.95,1.11,5092.36,25.82,4436.86,23.24,1067,458,609,42.92,508,46.85,559,39.36,1350.46,-214.09,219.38,-142.73,9.08,1.9,2.99,-3858.92,-289.69,59.3062,valid,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Three Influencer Strategies Research 2026-08-20\Backtest Reports\Training\s1-fvg1-body06-rr15.htm,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Three Influencer Strategies Research 2026-08-20\Backtest Reports\Training\s1-fvg1-body06-rr15.png
10AM AMD FVG,s1-fvg1-body06-rr25,USTEC,M1 (2020.01.01 - 2024.12.31),98.0,1688580,6750720,10000.0,19780.52,9780.52,97.8052,105239.06,-95458.54,1.1,5160.31,26.67,4466.71,23.85,1067,422,645,39.55,508,43.31,559,36.14,1356.78,-217.1,249.38,-142.06,9.17,1.9,2.59,-3832.989999999999,-409.03,58.8002,valid,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Three Influencer Strategies Research 2026-08-20\Backtest Reports\Training\s1-fvg1-body06-rr25.htm,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Three Influencer Strategies Research 2026-08-20\Backtest Reports\Training\s1-fvg1-body06-rr25.png
10AM AMD FVG,s1-fvg1-body06-rr20,USTEC,M1 (2020.01.01 - 2024.12.31),98.0,1688580,6750720,10000.0,18748.66,8748.66,87.48660000000001,101831.36,-93082.7,1.09,5537.42,28.67,4895.89,26.18,1067,434,633,40.67,508,44.29,559,37.39,1367.31,-206.75,234.63,-141.03,8.2,1.58,2.52,-3810.4799999999973,-397.2,45.381600000000006,valid,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Three Influencer Strategies Research 2026-08-20\Backtest Reports\Training\s1-fvg1-body06-rr20.htm,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Three Influencer Strategies Research 2026-08-20\Backtest Reports\Training\s1-fvg1-body06-rr20.png
10AM AMD FVG,s1-smt-fvg1-body04-rr20,USTEC,M1 (2020.01.01 - 2024.12.31),98.0,1688580,6750720,10000.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.0,invalid-or-no-trades,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Three Influencer Strategies Research 2026-08-20\Backtest Reports\Training\s1-smt-fvg1-body04-rr20.htm,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Three Influencer Strategies Research 2026-08-20\Backtest Reports\Training\s1-smt-fvg1-body04-rr20.png
10AM AMD FVG,s1-smt-fvg1-body06-rr20,USTEC,M1 (2020.01.01 - 2024.12.31),98.0,1688580,6750720,10000.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.0,invalid-or-no-trades,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Three Influencer Strategies Research 2026-08-20\Backtest Reports\Training\s1-smt-fvg1-body06-rr20.htm,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Three Influencer Strategies Research 2026-08-20\Backtest Reports\Training\s1-smt-fvg1-body06-rr20.png
