kind,server_epoch,ny_day,side,high,low,poc,vah,val,requested_entry,stop,target,lots,planned_cash_risk,cutoff_epoch
profile,1695130200,20230919,0,1937.382,1929.837,1935.378,1936.36,1931.802,0.0,0.0,0.0,0.0,0.0,1695151800
invalid_geometry,1695133800,20230919,-1,1937.382,1929.837,1935.378,1936.36,1931.802,1931.462,1935.379,1929.837,0.0,0.0,1695151800
profile,1695216600,20230920,0,1934.013,1927.912,1930.486,1932.615,1929.31,0.0,0.0,0.0,0.0,0.0,1695238200
invalid_geometry,1695216900,20230920,1,1934.013,1927.912,1930.486,1932.615,1929.31,1935.794,1930.485,1934.013,0.0,0.0,1695238200
profile,1695303000,20230921,0,1931.486,1913.878,1926.992,1931.486,1918.28,0.0,0.0,0.0,0.0,0.0,1695324600
invalid_geometry,1695303300,20230921,-1,1931.486,1913.878,1926.992,1931.486,1918.28,1916.076,1926.993,1913.878,0.0,0.0,1695324600
profile,1695389400,20230922,0,1928.721,1919.366,1924.774,1927.357,1923.459,0.0,0.0,0.0,0.0,0.0,1695411000
invalid_geometry,1695393000,20230922,1,1928.721,1919.366,1924.774,1927.357,1923.459,1927.701,1924.773,1928.721,0.0,0.0,1695411000
profile,1695648600,20230925,0,1927.185,1920.865,1924.058,1925.342,1921.853,0.0,0.0,0.0,0.0,0.0,1695670200
invalid_geometry,1695650100,20230925,1,1927.185,1920.865,1924.058,1925.342,1921.853,1926.399,1924.057,1927.185,0.0,0.0,1695670200
profile,1695735000,20230926,0,1916.782,1905.154,1913.814,1916.297,1910.605,0.0,0.0,0.0,0.0,0.0,1695756600
invalid_geometry,1695735300,20230926,-1,1916.782,1905.154,1913.814,1916.297,1910.605,1904.917,1913.815,1905.154,0.0,0.0,1695756600
profile,1695821400,20230927,0,1903.787,1888.851,1900.286,1903.787,1893.207,0.0,0.0,0.0,0.0,0.0,1695843000
invalid_geometry,1695821700,20230927,-1,1903.787,1888.851,1900.286,1903.787,1893.207,1889.22,1900.287,1888.851,0.0,0.0,1695843000
profile,1695907800,20230928,0,1879.527,1871.8,1874.818,1877.112,1873.893,0.0,0.0,0.0,0.0,0.0,1695929400
entry,1695908700,20230928,-1,1879.527,1871.8,1874.818,1877.112,1873.893,1873.414,1874.819,1871.8,0.72,101.16,1695929400
profile,1695994200,20230929,0,1879.839,1862.927,1872.88,1873.849,1864.865,0.0,0.0,0.0,0.0,0.0,1696015800
entry,1695994500,20230929,1,1879.839,1862.927,1872.88,1873.849,1864.865,1875.215,1872.879,1879.839,0.44,102.78399999999999,1696015800
profile,1696253400,20231002,0,1848.923,1831.083,1834.707,1845.392,1832.941,0.0,0.0,0.0,0.0,0.0,1696275000
entry,1696255800,20231002,-1,1848.923,1831.083,1834.707,1845.392,1832.941,1832.389,1834.708,1831.083,0.44,102.036,1696275000
profile,1696339800,20231003,0,1829.778,1815.255,1826.374,1828.265,1820.399,0.0,0.0,0.0,0.0,0.0,1696361400
invalid_geometry,1696340700,20231003,1,1829.778,1815.255,1826.374,1828.265,1820.399,1830.852,1826.373,1829.778,0.0,0.0,1696361400
profile,1696426200,20231004,0,1830.617,1816.707,1822.575,1826.85,1820.185,0.0,0.0,0.0,0.0,0.0,1696447800
entry,1696427400,20231004,-1,1830.617,1816.707,1822.575,1826.85,1820.185,1819.131,1822.576,1816.707,0.3,103.35,1696447800
profile,1696512600,20231005,0,1829.21,1813.032,1822.048,1828.03,1819.604,0.0,0.0,0.0,0.0,0.0,1696534200
entry,1696513200,20231005,-1,1829.21,1813.032,1822.048,1828.03,1819.604,1819.367,1822.049,1813.032,0.38,101.916,1696534200
profile,1696599000,20231006,0,1825.087,1810.44,1821.196,1825.087,1818.221,0.0,0.0,0.0,0.0,0.0,1696620600
entry,1696600200,20231006,-1,1825.087,1810.44,1821.196,1825.087,1818.221,1816.63,1821.197,1810.44,0.23,105.041,1696620600
profile,1696858200,20231009,0,1854.68,1844.198,1849.603,1851.95,1847.692,0.0,0.0,0.0,0.0,0.0,1696879800
invalid_geometry,1696858500,20231009,-1,1854.68,1844.198,1849.603,1851.95,1847.692,1844.71,1849.604,1844.198,0.0,0.0,1696879800
profile,1696944600,20231010,0,1865.315,1853.007,1857.174,1862.879,1853.776,0.0,0.0,0.0,0.0,0.0,1696966200
profile,1697031000,20231011,0,1875.041,1858.628,1860.594,1871.964,1858.628,0.0,0.0,0.0,0.0,0.0,1697052600
invalid_geometry,1697032800,20231011,1,1875.041,1858.628,1860.594,1871.964,1858.628,1872.311,1860.593,1875.041,0.0,0.0,1697052600
profile,1697117400,20231012,0,1884.993,1873.74,1879.191,1882.649,1876.084,0.0,0.0,0.0,0.0,0.0,1697139000
