symbol,broker_symbol,candles,days,status
EURUSD,EURUSDm,2584,22,ok
GBPUSD,GBPUSDm,2584,22,ok
USDJPY,USDJPYm,2584,22,ok
USDCHF,USDCHFm,2584,22,ok
USDCAD,USDCADm,2584,22,ok
AUDUSD,AUDUSDm,2584,22,ok
NZDUSD,NZDUSDm,2584,22,ok
EURGBP,EURGBPm,2584,22,ok
EURJPY,EURJPYm,2584,22,ok
GBPJPY,GBPJPYm,2584,22,ok
