date,opened_at,closed_at,symbol,direction,result,r_multiple,balance_before,balance_after,level_after
2026-05-28,2026-05-28 23:15:00,2026-05-29 06:00:00,AUDUSD,SELL,timeout,-0.2867,20.0,18.68,1
2026-05-28,2026-05-28 23:15:00,2026-05-29 06:00:00,EURGBP,SELL,timeout,0.0733,18.68,19.0,1
2026-05-28,2026-05-28 23:45:00,2026-05-29 03:30:00,EURUSD,BUY,loss,-1.0533,19.0,14.39,1
2026-05-28,2026-05-28 23:45:00,2026-05-29 03:45:00,GBPUSD,BUY,loss,-1.0667,14.39,10.86,1
2026-05-28,2026-05-28 23:45:00,2026-05-29 06:00:00,USDCAD,BUY,timeout,-0.04,10.86,10.76,1
2026-05-28,2026-05-29 00:00:00,2026-05-29 06:00:00,USDCHF,SELL,timeout,0.04,10.76,10.86,1
2026-05-28,2026-05-29 00:15:00,2026-05-29 06:00:00,NZDUSD,BUY,timeout,0.96,10.86,13.26,1
2026-06-01,2026-06-01 23:15:00,2026-06-02 06:00:00,EURGBP,BUY,timeout,-0.2267,13.26,12.57,1
2026-06-01,2026-06-01 23:15:00,2026-06-02 06:00:00,USDCHF,SELL,timeout,0.4267,12.57,13.8,1
2026-06-01,2026-06-01 23:30:00,2026-06-02 00:45:00,NZDUSD,BUY,loss,-1.0933,13.8,10.33,1
2026-06-01,2026-06-01 23:30:00,2026-06-02 06:00:00,USDCAD,BUY,timeout,-0.1067,10.33,10.08,1
2026-06-01,2026-06-01 23:30:00,2026-06-02 06:00:00,USDJPY,SELL,timeout,-0.5667,10.08,8.76,1
2026-06-02,2026-06-02 23:15:00,2026-06-03 06:00:00,AUDUSD,SELL,timeout,0.9733,8.76,10.73,1
2026-06-02,2026-06-02 23:15:00,2026-06-03 06:00:00,EURGBP,BUY,timeout,0.2067,10.73,11.24,1
2026-06-02,2026-06-02 23:15:00,2026-06-03 06:00:00,EURUSD,SELL,timeout,0.4267,11.24,12.34,1
2026-06-02,2026-06-02 23:15:00,2026-06-03 06:00:00,GBPUSD,SELL,timeout,0.9867,12.34,15.14,1
2026-06-02,2026-06-02 23:15:00,2026-06-03 06:00:00,NZDUSD,SELL,win,1.24,15.14,19.46,1
2026-06-02,2026-06-02 23:15:00,2026-06-03 06:00:00,USDCHF,BUY,timeout,0.82,19.46,23.13,1
2026-06-02,2026-06-02 23:15:00,2026-06-03 01:45:00,USDJPY,BUY,loss,-1.0667,23.13,17.45,1
2026-06-03,2026-06-03 23:15:00,2026-06-04 06:00:00,AUDUSD,SELL,timeout,-0.1933,17.45,16.68,1
2026-06-03,2026-06-03 23:15:00,2026-06-04 06:00:00,EURGBP,BUY,timeout,-0.24,16.68,15.76,1
2026-06-03,2026-06-03 23:15:00,2026-06-04 04:30:00,USDJPY,BUY,loss,-1.0667,15.76,11.89,1
2026-06-03,2026-06-03 23:30:00,2026-06-04 06:00:00,USDCAD,BUY,timeout,0.5667,11.89,13.44,1
2026-06-03,2026-06-03 23:30:00,2026-06-04 06:00:00,USDCHF,SELL,timeout,0.4133,13.44,14.72,1
2026-06-03,2026-06-03 23:45:00,2026-06-04 06:00:00,EURUSD,BUY,timeout,0.1933,14.72,15.37,1
2026-06-03,2026-06-03 23:45:00,2026-06-04 06:00:00,GBPUSD,BUY,timeout,0.3733,15.37,16.69,1
2026-06-03,2026-06-04 00:15:00,2026-06-04 06:00:00,NZDUSD,BUY,timeout,-0.2067,16.69,15.9,1
2026-06-04,2026-06-04 23:15:00,2026-06-05 01:00:00,AUDUSD,BUY,loss,-1.06,15.9,12.02,1
2026-06-04,2026-06-04 23:15:00,2026-06-05 06:00:00,EURUSD,BUY,timeout,0.0533,12.02,12.17,1
2026-06-04,2026-06-04 23:15:00,2026-06-05 06:00:00,GBPUSD,BUY,timeout,0.0333,12.17,12.26,1
2026-06-04,2026-06-04 23:15:00,2026-06-05 01:00:00,NZDUSD,BUY,loss,-1.0933,12.26,9.18,1
2026-06-04,2026-06-04 23:15:00,2026-06-05 06:00:00,USDCAD,SELL,timeout,-0.1733,9.18,8.81,1
2026-06-04,2026-06-04 23:15:00,2026-06-05 06:00:00,USDCHF,SELL,timeout,0.1667,8.81,9.15,1
2026-06-04,2026-06-04 23:15:00,2026-06-05 06:00:00,USDJPY,SELL,timeout,0.1667,9.15,9.5,1
2026-06-08,2026-06-08 23:15:00,2026-06-09 05:45:00,AUDUSD,SELL,loss,-1.06,9.5,7.19,1
2026-06-08,2026-06-08 23:15:00,2026-06-09 06:00:00,EURUSD,SELL,loss,-1.0533,7.19,5.44,1
2026-06-08,2026-06-08 23:15:00,2026-06-09 04:30:00,GBPUSD,SELL,loss,-1.0667,5.44,4.11,1
2026-06-08,2026-06-08 23:15:00,2026-06-09 04:30:00,NZDUSD,SELL,loss,-1.0933,4.11,3.08,1
2026-06-08,2026-06-08 23:15:00,2026-06-09 05:45:00,USDCAD,BUY,loss,-1.0933,3.08,2.3,1
2026-06-08,2026-06-08 23:15:00,2026-06-09 05:45:00,USDCHF,BUY,loss,-1.0867,2.3,1.73,1
2026-06-08,2026-06-08 23:15:00,2026-06-09 06:00:00,USDJPY,BUY,timeout,-0.66,1.73,1.46,1
2026-06-09,2026-06-09 23:15:00,2026-06-10 06:00:00,AUDUSD,SELL,timeout,-0.26,1.46,1.38,1
2026-06-09,2026-06-09 23:15:00,2026-06-10 06:00:00,EURGBP,BUY,timeout,-0.1067,1.38,1.34,1
2026-06-09,2026-06-09 23:15:00,2026-06-10 03:45:00,EURUSD,SELL,loss,-1.0533,1.34,1.02,1
2026-06-09,2026-06-09 23:15:00,2026-06-10 03:15:00,GBPUSD,SELL,loss,-1.0667,1.02,0.77,1
2026-06-09,2026-06-09 23:15:00,2026-06-10 06:00:00,NZDUSD,SELL,timeout,-0.5867,0.77,0.66,1
2026-06-09,2026-06-09 23:15:00,2026-06-10 06:00:00,USDCAD,BUY,timeout,-0.8867,0.66,0.53,1
2026-06-09,2026-06-09 23:15:00,2026-06-10 06:00:00,USDCHF,BUY,timeout,-0.7533,0.53,0.44,1
2026-06-10,2026-06-10 23:15:00,2026-06-11 06:00:00,EURGBP,BUY,timeout,-0.3933,0.44,0.4,1
2026-06-10,2026-06-10 23:15:00,2026-06-11 01:00:00,EURUSD,BUY,win,1.28,0.4,0.51,1
2026-06-10,2026-06-10 23:15:00,2026-06-11 06:00:00,NZDUSD,BUY,timeout,0.18,0.51,0.54,1
2026-06-10,2026-06-10 23:15:00,2026-06-11 06:00:00,USDJPY,SELL,timeout,-0.0667,0.54,0.53,1
2026-06-11,2026-06-11 23:15:00,2026-06-12 02:30:00,AUDUSD,SELL,win,1.2733,0.53,0.68,1
2026-06-11,2026-06-11 23:15:00,2026-06-12 06:00:00,EURGBP,BUY,timeout,-0.3667,0.68,0.63,1
2026-06-11,2026-06-11 23:15:00,2026-06-12 05:45:00,EURUSD,SELL,win,1.28,0.63,0.81,1
2026-06-11,2026-06-11 23:15:00,2026-06-12 01:15:00,GBPUSD,SELL,win,1.2667,0.81,1.04,1
2026-06-11,2026-06-11 23:15:00,2026-06-12 01:15:00,NZDUSD,SELL,win,1.24,1.04,1.34,1
2026-06-11,2026-06-11 23:15:00,2026-06-12 05:45:00,USDCAD,BUY,win,1.24,1.34,1.73,1
2026-06-11,2026-06-11 23:15:00,2026-06-12 05:45:00,USDCHF,BUY,win,1.2467,1.73,2.22,1
2026-06-11,2026-06-11 23:15:00,2026-06-12 01:45:00,USDJPY,BUY,win,1.2667,2.22,2.87,1
2026-06-15,2026-06-15 23:15:00,2026-06-16 06:00:00,EURGBP,BUY,timeout,0.0533,2.87,2.9,1
2026-06-15,2026-06-15 23:15:00,2026-06-16 04:15:00,EURUSD,BUY,loss,-1.0533,2.9,2.2,1
2026-06-15,2026-06-15 23:15:00,2026-06-16 02:15:00,GBPUSD,BUY,loss,-1.0667,2.2,1.66,1
2026-06-15,2026-06-15 23:15:00,2026-06-16 02:00:00,NZDUSD,BUY,loss,-1.0933,1.66,1.24,1
2026-06-15,2026-06-15 23:15:00,2026-06-16 04:15:00,USDCAD,SELL,loss,-1.0933,1.24,0.93,1
2026-06-15,2026-06-15 23:15:00,2026-06-16 06:00:00,USDCHF,SELL,timeout,-0.8933,0.93,0.74,1
2026-06-15,2026-06-15 23:15:00,2026-06-16 03:00:00,USDJPY,SELL,win,1.2667,0.74,0.95,1
2026-06-15,2026-06-15 23:30:00,2026-06-16 02:15:00,AUDUSD,BUY,loss,-1.06,0.95,0.72,1
2026-06-16,2026-06-16 23:15:00,2026-06-17 06:00:00,AUDUSD,BUY,timeout,-0.82,0.72,0.59,1
2026-06-16,2026-06-16 23:15:00,2026-06-17 06:00:00,EURGBP,SELL,timeout,-0.3333,0.59,0.54,1
2026-06-16,2026-06-16 23:15:00,2026-06-17 06:00:00,EURUSD,BUY,timeout,-0.2267,0.54,0.51,1
2026-06-16,2026-06-16 23:15:00,2026-06-17 06:00:00,GBPUSD,BUY,loss,-1.0667,0.51,0.39,1
2026-06-16,2026-06-16 23:15:00,2026-06-17 06:00:00,NZDUSD,BUY,timeout,-0.98,0.39,0.3,1
2026-06-16,2026-06-16 23:15:00,2026-06-17 06:00:00,USDCHF,SELL,timeout,0.7533,0.3,0.35,1
2026-06-16,2026-06-16 23:45:00,2026-06-17 04:00:00,USDJPY,BUY,loss,-1.0667,0.35,0.27,1
2026-06-17,2026-06-17 23:15:00,2026-06-18 02:45:00,AUDUSD,BUY,win,1.2733,0.27,0.34,1
2026-06-17,2026-06-17 23:15:00,2026-06-18 06:00:00,EURGBP,SELL,timeout,-0.0733,0.34,0.34,1
2026-06-17,2026-06-17 23:15:00,2026-06-18 06:00:00,EURUSD,BUY,timeout,0.9333,0.34,0.41,1
2026-06-17,2026-06-17 23:15:00,2026-06-18 06:00:00,GBPUSD,BUY,timeout,1.0933,0.41,0.51,1
2026-06-17,2026-06-17 23:15:00,2026-06-18 03:15:00,NZDUSD,BUY,win,1.24,0.51,0.66,1
2026-06-17,2026-06-17 23:15:00,2026-06-18 06:00:00,USDCAD,BUY,timeout,0.4067,0.66,0.72,1
2026-06-17,2026-06-17 23:15:00,2026-06-18 06:00:00,USDCHF,SELL,timeout,0.3867,0.72,0.78,1
2026-06-17,2026-06-17 23:45:00,2026-06-18 06:00:00,USDJPY,BUY,timeout,-0.0667,0.78,0.77,1
2026-06-18,2026-06-18 23:15:00,2026-06-19 03:45:00,AUDUSD,SELL,win,1.2733,0.77,1.0,1
2026-06-18,2026-06-18 23:15:00,2026-06-19 04:00:00,EURUSD,SELL,win,1.28,1.0,1.29,1
2026-06-18,2026-06-18 23:15:00,2026-06-19 04:30:00,GBPUSD,SELL,win,1.2667,1.29,1.67,1
2026-06-18,2026-06-18 23:15:00,2026-06-19 03:30:00,NZDUSD,SELL,win,1.24,1.67,2.14,1
2026-06-18,2026-06-18 23:15:00,2026-06-19 04:00:00,USDCAD,BUY,win,1.24,2.14,2.76,1
2026-06-18,2026-06-18 23:15:00,2026-06-19 03:15:00,USDCHF,BUY,win,1.2467,2.76,3.55,1
2026-06-18,2026-06-18 23:15:00,2026-06-19 00:30:00,USDJPY,BUY,loss,-1.0667,3.55,2.68,1
2026-06-18,2026-06-18 23:30:00,2026-06-19 06:00:00,EURGBP,SELL,timeout,0.98,2.68,3.28,1
2026-06-22,2026-06-22 23:15:00,2026-06-23 02:45:00,AUDUSD,SELL,win,1.2733,3.28,4.24,1
2026-06-22,2026-06-22 23:15:00,2026-06-23 06:00:00,EURUSD,SELL,timeout,0.04,4.24,4.28,1
2026-06-22,2026-06-22 23:15:00,2026-06-23 06:00:00,GBPUSD,SELL,timeout,0.48,4.28,4.75,1
2026-06-22,2026-06-22 23:15:00,2026-06-23 04:45:00,NZDUSD,SELL,win,1.24,4.75,6.11,1
2026-06-22,2026-06-22 23:15:00,2026-06-23 05:45:00,USDCAD,BUY,win,1.24,6.11,7.85,1
2026-06-22,2026-06-22 23:15:00,2026-06-23 06:00:00,USDCHF,BUY,timeout,0.0533,7.85,7.94,1
2026-06-22,2026-06-22 23:30:00,2026-06-23 06:00:00,EURGBP,SELL,timeout,-0.3867,7.94,7.24,1
2026-06-23,2026-06-23 23:15:00,2026-06-24 06:00:00,EURGBP,BUY,timeout,-0.8133,7.24,5.88,1
2026-06-23,2026-06-23 23:15:00,2026-06-24 06:00:00,EURUSD,SELL,timeout,0.42,5.88,6.45,1
2026-06-23,2026-06-23 23:15:00,2026-06-24 06:00:00,GBPUSD,SELL,timeout,-0.5867,6.45,5.58,1
2026-06-23,2026-06-23 23:15:00,2026-06-24 06:00:00,NZDUSD,SELL,timeout,0.2267,5.58,5.87,1
2026-06-23,2026-06-23 23:15:00,2026-06-24 06:00:00,USDCAD,BUY,timeout,0.1933,5.87,6.13,1
2026-06-23,2026-06-23 23:15:00,2026-06-24 06:00:00,USDCHF,BUY,timeout,0.64,6.13,7.04,1
2026-06-23,2026-06-23 23:15:00,2026-06-24 06:00:00,USDJPY,BUY,timeout,0.4133,7.04,7.71,1
2026-06-23,2026-06-23 23:30:00,2026-06-24 06:00:00,AUDUSD,SELL,timeout,-0.26,7.71,7.25,1
2026-06-24,2026-06-24 23:15:00,2026-06-25 06:00:00,AUDUSD,BUY,timeout,-0.16,7.25,6.98,1
2026-06-24,2026-06-24 23:15:00,2026-06-25 06:00:00,EURGBP,BUY,timeout,-0.28,6.98,6.53,1
2026-06-24,2026-06-24 23:15:00,2026-06-25 06:00:00,EURUSD,BUY,timeout,0.5333,6.53,7.33,1
2026-06-24,2026-06-24 23:15:00,2026-06-25 06:00:00,GBPUSD,BUY,timeout,0.7933,7.33,8.67,1
2026-06-24,2026-06-24 23:15:00,2026-06-25 06:00:00,NZDUSD,BUY,timeout,-0.3067,8.67,8.06,1
2026-06-24,2026-06-24 23:15:00,2026-06-25 06:00:00,USDCAD,SELL,timeout,-0.3467,8.06,7.41,1
2026-06-24,2026-06-24 23:15:00,2026-06-25 06:00:00,USDCHF,SELL,timeout,0.36,7.41,8.03,1
2026-06-24,2026-06-24 23:15:00,2026-06-25 01:15:00,USDJPY,SELL,win,1.2667,8.03,10.37,1
2026-06-25,2026-06-25 23:15:00,2026-06-26 01:30:00,AUDUSD,BUY,loss,-1.06,10.37,7.84,1
2026-06-25,2026-06-25 23:15:00,2026-06-26 06:00:00,EURGBP,SELL,timeout,-0.1267,7.84,7.61,1
2026-06-25,2026-06-25 23:15:00,2026-06-26 05:30:00,EURUSD,SELL,loss,-1.0533,7.61,5.77,1
2026-06-25,2026-06-25 23:15:00,2026-06-26 05:15:00,GBPUSD,SELL,loss,-1.0667,5.77,4.35,1
2026-06-25,2026-06-25 23:15:00,2026-06-26 06:00:00,NZDUSD,SELL,timeout,-0.02,4.35,4.33,1
2026-06-25,2026-06-25 23:15:00,2026-06-26 06:00:00,USDCAD,BUY,timeout,-0.2667,4.33,4.07,1
2026-06-25,2026-06-25 23:15:00,2026-06-26 04:15:00,USDCHF,BUY,loss,-1.0867,4.07,3.05,1
2026-06-25,2026-06-25 23:15:00,2026-06-26 03:30:00,USDJPY,BUY,loss,-1.0667,3.05,2.3,1
