trades,wins,losses,timeouts,win_rate,net_r,start_balance,final_balance,level,target_balance,target_reached,target_reached_at,max_drawdown_pct,min_balance,symbol
16,2,2,12,12.5,2.73,20.0,29.45,2,52399.91,False,,37.99,18.58,USDCHF
14,3,2,9,21.43,0.88,20.0,19.6,1,52399.91,False,,44.96,12.03,USDCAD
16,3,5,8,18.75,0.95,20.0,18.0,1,52399.91,False,,49.49,10.1,EURUSD
17,5,4,8,29.41,1.09,20.0,17.39,1,52399.91,False,,65.53,8.42,NZDUSD
15,4,4,7,26.67,-0.15,20.0,13.79,1,52399.91,False,,59.25,9.32,AUDUSD
15,2,6,7,13.33,-0.69,20.0,11.76,1,52399.91,False,,58.12,8.49,GBPUSD
15,0,0,15,0.0,-2.03,20.0,11.74,1,52399.91,False,,42.27,11.74,EURGBP
14,3,5,6,21.43,-2.31,20.0,8.57,1,52399.91,False,,59.84,8.03,USDJPY
