date,opened_at,closed_at,symbol,direction,result,r_multiple,requested_risk,actual_risk,actual_risk_percent,raw_lot,lot,minimum_lot_override,pnl,balance_before,balance_after,level_after
2025-12-30,2025-12-31 00:30:00,2025-12-31 06:15:00,USDJPY,BUY,win,1.1176,4.6,4.2,21.02,0.0438,0.04,False,4.7,20.0,24.7,1
2026-01-01,2026-01-02 00:45:00,2026-01-02 04:15:00,USDJPY,SELL,loss,-1.0588,5.68,5.26,21.28,0.054,0.05,False,-5.56,24.7,19.13,1
2026-01-06,2026-01-07 00:30:00,2026-01-07 05:15:00,USDJPY,SELL,win,1.1176,4.4,4.2,21.97,0.0419,0.04,False,4.7,19.13,23.83,1
2026-01-07,2026-01-08 01:15:00,2026-01-08 03:30:00,USDJPY,BUY,loss,-1.0588,5.48,5.26,22.05,0.0522,0.05,False,-5.56,23.83,18.27,1
2026-01-08,2026-01-09 00:30:00,2026-01-09 01:45:00,USDJPY,BUY,win,1.1176,4.2,3.15,17.26,0.04,0.03,False,3.52,18.27,21.79,1
2026-01-13,2026-01-14 01:00:00,2026-01-14 03:00:00,USDJPY,BUY,loss,-1.0588,5.01,4.2,19.29,0.0477,0.04,False,-4.45,21.79,17.34,1
2026-01-14,2026-01-15 00:30:00,2026-01-15 00:45:00,USDJPY,BUY,loss,-1.0588,3.99,3.15,18.18,0.0379,0.03,False,-3.34,17.34,14.0,1
2026-01-15,2026-01-16 00:30:00,2026-01-16 02:15:00,USDJPY,BUY,loss,-1.0588,3.22,3.15,22.52,0.0306,0.03,False,-3.34,14.0,10.66,1
2026-01-20,2026-01-21 00:45:00,2026-01-21 01:15:00,USDJPY,SELL,win,1.1176,2.45,2.1,19.71,0.0233,0.02,False,2.35,10.66,13.01,1
2026-01-21,2026-01-22 00:45:00,2026-01-22 02:00:00,USDJPY,SELL,loss,-1.0588,2.99,2.1,16.15,0.0285,0.02,False,-2.23,13.01,10.79,1
2026-01-22,2026-01-23 00:30:00,2026-01-23 06:30:00,USDJPY,BUY,win,1.1176,2.48,2.1,19.49,0.0236,0.02,False,2.35,10.79,13.14,1
2026-01-27,2026-01-28 01:00:00,2026-01-28 01:30:00,USDJPY,BUY,win,1.1176,3.02,2.1,16.0,0.0287,0.02,False,2.35,13.14,15.49,1
2026-01-28,2026-01-29 00:30:00,2026-01-29 00:45:00,USDJPY,SELL,loss,-1.0588,3.56,3.15,20.36,0.0339,0.03,False,-3.34,15.49,12.15,1
2026-01-29,2026-01-30 00:30:00,2026-01-30 00:45:00,USDJPY,BUY,win,1.1176,2.79,2.1,17.31,0.0266,0.02,False,2.35,12.15,14.5,1
2026-02-03,2026-02-04 00:30:00,2026-02-04 01:00:00,USDJPY,BUY,win,1.1176,3.33,3.15,21.75,0.0317,0.03,False,3.52,14.5,18.02,1
2026-02-04,2026-02-05 00:30:00,2026-02-05 00:45:00,USDJPY,BUY,loss,-1.0588,4.14,3.15,17.5,0.0394,0.03,False,-3.34,18.02,14.68,1
2026-02-05,2026-02-06 00:30:00,2026-02-06 00:45:00,USDJPY,BUY,loss,-1.0588,3.38,3.15,21.48,0.0321,0.03,False,-3.34,14.68,11.34,1
2026-02-10,2026-02-11 00:30:00,2026-02-11 00:45:00,USDJPY,SELL,win,1.1176,2.61,2.1,18.53,0.0248,0.02,False,2.35,11.34,13.69,1
2026-02-11,2026-02-12 01:00:00,2026-02-12 01:00:00,USDJPY,SELL,win,1.1176,3.15,2.1,15.35,0.03,0.02,False,2.35,13.69,16.04,1
2026-02-12,2026-02-13 00:45:00,2026-02-13 01:00:00,USDJPY,SELL,loss,-1.0588,3.69,3.15,19.66,0.0351,0.03,False,-3.34,16.04,12.7,1
2026-02-17,2026-02-18 00:45:00,2026-02-18 00:45:00,USDJPY,SELL,loss,-1.0588,2.92,2.1,16.55,0.0278,0.02,False,-2.23,12.7,10.48,1
2026-02-18,2026-02-19 00:30:00,2026-02-19 02:00:00,USDJPY,BUY,win,1.1176,2.41,2.1,20.06,0.0229,0.02,False,2.35,10.48,12.83,1
2026-02-19,2026-02-20 00:30:00,2026-02-20 00:45:00,USDJPY,BUY,loss,-1.0588,2.95,2.1,16.39,0.0281,0.02,False,-2.23,12.83,10.6,1
2026-02-24,2026-02-25 00:30:00,2026-02-25 01:30:00,USDJPY,SELL,win,1.1176,2.44,2.1,19.83,0.0232,0.02,False,2.35,10.6,12.95,1
2026-02-25,2026-02-26 00:30:00,2026-02-26 01:45:00,USDJPY,SELL,win,1.1176,2.98,2.1,16.23,0.0283,0.02,False,2.35,12.95,15.3,1
2026-02-26,2026-02-27 00:30:00,2026-02-27 01:30:00,USDJPY,SELL,loss,-1.0588,3.52,3.15,20.61,0.0335,0.03,False,-3.34,15.3,11.96,1
2026-03-03,2026-03-04 00:30:00,2026-03-04 01:15:00,USDJPY,SELL,loss,-1.0588,2.75,2.1,17.57,0.0262,0.02,False,-2.23,11.96,9.74,1
2026-03-04,2026-03-05 00:45:00,2026-03-05 01:15:00,USDJPY,SELL,win,1.1176,2.24,2.1,21.59,0.0213,0.02,False,2.35,9.74,12.09,1
2026-03-05,2026-03-06 00:45:00,2026-03-06 01:15:00,USDJPY,SELL,loss,-1.0588,2.78,2.1,17.39,0.0264,0.02,False,-2.23,12.09,9.86,1
2026-03-10,2026-03-10 23:30:00,2026-03-11 01:00:00,USDJPY,SELL,loss,-1.0588,2.27,2.1,21.32,0.0216,0.02,False,-2.23,9.86,7.63,1
2026-03-11,2026-03-11 23:30:00,2026-03-12 00:45:00,USDJPY,BUY,loss,-1.0588,1.76,1.05,13.77,0.0167,0.01,False,-1.11,7.63,6.52,1
2026-03-12,2026-03-12 23:45:00,2026-03-13 00:00:00,USDJPY,SELL,win,1.1176,1.5,1.05,16.12,0.0143,0.01,False,1.17,6.52,7.7,1
2026-03-17,2026-03-17 23:30:00,2026-03-18 00:30:00,USDJPY,SELL,loss,-1.0588,1.77,1.05,13.66,0.0168,0.01,False,-1.11,7.7,6.58,1
2026-03-18,2026-03-18 23:45:00,2026-03-19 01:30:00,USDJPY,BUY,loss,-1.0588,1.51,1.05,15.97,0.0144,0.01,False,-1.11,6.58,5.47,1
