symbol,broker_symbol,timeframe,confirmation,pivot_len,atr_sl_mult,rr,session,trades,wins,losses,win_rate,start_balance,final_balance,profit,return_pct,max_drawdown_pct,profit_factor,avg_r,avg_lot,avg_actual_risk,max_trades_per_day,risk_mode,fixed_lot,risk_usd_cap,risk_usd_offset
EURJPY,EURJPY..,M5,EMA,3,1.2,1.0/2.0/3.0,NY_OPEN,18,10,8,55.56,10000.0,11894.12,1894.12,18.94,11.51,1.53,0.273,4.853,431.79,2,RISK_PERCENT,0.01,12.0,0.5
USDSGD,USDSGD..,M5,EMA,3,1.2,1.0/1.5/2.0,ALL,43,27,16,62.79,10000.0,15945.35,5945.35,59.45,8.77,1.79,0.296,8.595,485.43,2,RISK_PERCENT,0.01,12.0,0.5
