strategy,case,symbol,period,history_quality_pct,bars,ticks,initial_balance,final_balance,net_profit,return_pct,gross_profit,gross_loss,profit_factor,equity_dd_amount,equity_dd_pct,balance_dd_amount,balance_dd_pct,trades,wins,losses,win_rate,long_trades,long_win_rate,short_trades,short_win_rate,largest_win,largest_loss,average_win,average_loss,expected_payoff,recovery_factor,sharpe_ratio,commission,swap,score,status,report,graph
US100 Selective ORB,v3-neighbor-l1025-s1100,USTEC,M5 (2020.01.01 - 2023.12.31),98.0,267949,5350237,10000.0,11769.81,1769.81,17.6981,2628.77,-858.96,3.06,332.47,3.14,316.09,2.99,34,25,9,73.53,15,80.0,19,68.42,231.35,-118.2,105.15,-92.72,52.05,5.32,17.96,-24.479999999999997,-23.15,33.5881,valid,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\US100 Selective ORB Research 2026-08-21\Backtest Reports\V3 Boundary Training\v3-neighbor-l1025-s1100.htm,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\US100 Selective ORB Research 2026-08-21\Backtest Reports\V3 Boundary Training\v3-neighbor-l1025-s1100.png
US100 Selective ORB,v3-neighbor-l1025-s1055,USTEC,M5 (2020.01.01 - 2023.12.31),98.0,267949,5350237,10000.0,11648.369999999999,1648.37,16.4837,2623.22,-974.85,2.69,434.5,4.1,418.23,3.95,37,26,11,70.27,15,80.0,22,63.64,228.11,-117.36,100.89,-86.24,44.55,3.79,15.61,-26.17,-23.15,27.2337,valid,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\US100 Selective ORB Research 2026-08-21\Backtest Reports\V3 Boundary Training\v3-neighbor-l1025-s1055.htm,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\US100 Selective ORB Research 2026-08-21\Backtest Reports\V3 Boundary Training\v3-neighbor-l1025-s1055.png
US100 Selective ORB,v3-neighbor-l1030-s1105,USTEC,M5 (2020.01.01 - 2023.12.31),98.0,267949,5350237,10000.0,11299.09,1299.09,12.9909,2558.83,-1259.74,2.03,425.62,4.1,409.66,3.95,38,25,13,65.79,16,75.0,22,59.09,221.64,-113.98,102.35,-94.83,34.19,3.05,12.44,-26.949999999999996,-22.64,17.1409,valid,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\US100 Selective ORB Research 2026-08-21\Backtest Reports\V3 Boundary Training\v3-neighbor-l1030-s1105.htm,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\US100 Selective ORB Research 2026-08-21\Backtest Reports\V3 Boundary Training\v3-neighbor-l1030-s1105.png
US100 Selective ORB,v3-neighbor-l1030-s1100,USTEC,M5 (2020.01.01 - 2023.12.31),98.0,267949,5350237,10000.0,11298.02,1298.02,12.9802,2558.83,-1260.81,2.03,425.62,4.1,409.66,3.95,39,26,13,66.67,15,80.0,24,58.33,221.64,-113.98,98.42,-94.82,33.28,3.05,12.35,-28.15,-22.64,17.1302,valid,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\US100 Selective ORB Research 2026-08-21\Backtest Reports\V3 Boundary Training\v3-neighbor-l1030-s1100.htm,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\US100 Selective ORB Research 2026-08-21\Backtest Reports\V3 Boundary Training\v3-neighbor-l1030-s1100.png
US100 Selective ORB,v3-neighbor-l1030-s1055,USTEC,M5 (2020.01.01 - 2023.12.31),98.0,267949,5350237,10000.0,11186.25,1186.25,11.862499999999999,2556.46,-1370.21,1.87,524.99,5.06,509.14,4.91,42,27,15,64.29,15,80.0,27,55.56,218.4,-112.29,94.68,-89.37,28.24,2.26,10.58,-29.720000000000002,-22.64,12.9725,valid,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\US100 Selective ORB Research 2026-08-21\Backtest Reports\V3 Boundary Training\v3-neighbor-l1030-s1055.htm,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\US100 Selective ORB Research 2026-08-21\Backtest Reports\V3 Boundary Training\v3-neighbor-l1030-s1055.png
US100 Selective ORB,v3-neighbor-l1035-s1105,USTEC,M5 (2020.01.01 - 2023.12.31),98.0,267949,5350237,10000.0,11069.31,1069.31,10.6931,2537.62,-1468.31,1.73,425.62,4.1,409.66,3.95,41,25,16,60.98,16,75.0,25,52.0,216.79,-111.45,101.5,-89.97,26.08,2.51,9.91,-28.829999999999995,-22.64,11.8431,valid,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\US100 Selective ORB Research 2026-08-21\Backtest Reports\V3 Boundary Training\v3-neighbor-l1035-s1105.htm,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\US100 Selective ORB Research 2026-08-21\Backtest Reports\V3 Boundary Training\v3-neighbor-l1035-s1105.png
US100 Selective ORB,v3-neighbor-l1035-s1100,USTEC,M5 (2020.01.01 - 2023.12.31),98.0,267949,5350237,10000.0,11068.26,1068.26,10.6826,2537.62,-1469.36,1.73,425.62,4.1,409.66,3.95,42,26,16,61.9,15,80.0,27,51.85,216.79,-111.45,97.6,-89.96,25.43,2.51,9.84,-30.009999999999994,-22.64,11.832600000000001,valid,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\US100 Selective ORB Research 2026-08-21\Backtest Reports\V3 Boundary Training\v3-neighbor-l1035-s1100.htm,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\US100 Selective ORB Research 2026-08-21\Backtest Reports\V3 Boundary Training\v3-neighbor-l1035-s1100.png
