policy,bot,symbol,month,trades,wins,losses,trail_stops,timeouts,win_rate,net_r,avg_r,profit_factor,avg_final_rr
dynamic_aggressive,LTA,BTCUSD,2026-05,5,0,1,4,0,0.0,3.5,0.7,4.5,5.2
dynamic_aggressive,LTA,BTCUSD,2026-06,16,0,11,5,0,0.0,-7.5,-0.469,0.32,5.62
dynamic_aggressive,LTA,EURUSD,2026-06,5,0,4,1,0,0.0,-3.89,-0.778,0.09,5.8
dynamic_aggressive,LTA,US30,2026-05,1,0,1,0,0,0.0,-1.02,-1.02,0.0,6.0
dynamic_aggressive,LTA,US30,2026-06,10,1,7,2,0,10.0,-2.93,-0.293,0.6,5.7
dynamic_aggressive,LTA,XAGUSD,2026-05,1,0,0,1,0,0.0,1.0,1.0,1.0,5.0
dynamic_aggressive,LTA,XAGUSD,2026-06,9,0,7,2,0,0.0,-5.51,-0.612,0.21,5.22
dynamic_aggressive,LTA,XAUUSD,2026-05,2,0,2,0,0,0.0,-2.0,-1.0,0.0,6.0
dynamic_aggressive,LTA,XAUUSD,2026-06,6,1,3,2,0,16.67,1.0,0.166,1.33,5.33
dynamic_aggressive,ORB,BTCUSD,2026-05,6,0,4,2,0,0.0,-3.0,-0.5,0.25,5.0
dynamic_aggressive,ORB,BTCUSD,2026-06,18,1,8,9,0,5.56,1.5,0.083,1.19,5.56
dynamic_aggressive,ORB,US30,2026-05,4,0,2,2,0,0.0,-0.77,-0.192,0.64,6.0
dynamic_aggressive,ORB,US30,2026-06,14,0,8,6,0,0.0,-4.63,-0.331,0.44,5.57
dynamic_aggressive,ORB,XAGUSD,2026-05,3,0,1,2,0,0.0,-0.01,-0.002,0.99,6.0
dynamic_aggressive,ORB,XAGUSD,2026-06,18,2,4,12,0,11.11,9.98,0.554,3.49,5.44
dynamic_aggressive,ORB,XAUUSD,2026-05,4,0,3,1,0,0.0,-2.5,-0.625,0.17,6.0
dynamic_aggressive,ORB,XAUUSD,2026-06,18,1,6,11,0,5.56,5.99,0.333,2.0,4.89
dynamic_balanced,LTA,BTCUSD,2026-05,5,1,1,3,0,20.0,4.0,0.8,5.0,4.0
dynamic_balanced,LTA,BTCUSD,2026-06,16,0,11,5,0,0.0,-7.5,-0.469,0.32,4.38
dynamic_balanced,LTA,EURUSD,2026-06,5,0,4,1,0,0.0,-3.89,-0.778,0.09,4.6
dynamic_balanced,LTA,US30,2026-05,1,0,1,0,0,0.0,-1.02,-1.02,0.0,5.0
dynamic_balanced,LTA,US30,2026-06,10,1,7,2,0,10.0,-3.43,-0.343,0.53,4.5
dynamic_balanced,LTA,XAGUSD,2026-05,1,0,0,1,0,0.0,1.0,1.0,1.0,4.0
