bot,symbol,timeframe,series_key,start_index,opened_at,direction,entry,base_stop,configured_rr,setup_score,atr,atr_percentile,session_metric,entry_model
LTA,XAUUSD,M15,LTA:XAUUSD:M15,3043,2026-05-27 03:00:00,BUY,4509.021,4496.84725,6.0,99,7.158357142857052,0.3541666666666667,,Entry Model 3 - Confirmation of Internal Structure
LTA,XAUUSD,M15,LTA:XAUUSD:M15,3400,2026-06-02 00:15:00,BUY,4493.814,4475.70217,6.0,98,5.425500000000154,0.125,,Entry Model 1 - Double Wick Confirmation + Entry Model 3 - Confirmation of Internal Structure
LTA,XAUUSD,M15,LTA:XAUUSD:M15,3883,2026-06-09 06:00:00,SELL,4341.44,4352.69898,6.0,96,7.793214285714255,0.375,,Entry Model 1 - Double Wick Confirmation
LTA,XAUUSD,M15,LTA:XAUUSD:M15,4336,2026-06-16 04:15:00,SELL,4322.997,4334.32577,6.0,92,7.358500000000212,0.4479166666666667,,Entry Model 1 - Double Wick Confirmation
LTA,XAUUSD,M15,LTA:XAUUSD:M15,4510,2026-06-18 01:45:00,SELL,4317.957,4330.25809,6.0,91,11.407285714285795,0.75,,Entry Model 1 - Double Wick Confirmation
LTA,XAUUSD,M15,LTA:XAUUSD:M15,4762,2026-06-22 23:45:00,SELL,4187.682,4196.0141,6.0,91,4.1806428571426295,0.0625,,Entry Model 3 - Confirmation of Internal Structure
LTA,XAUUSD,M15,LTA:XAUUSD:M15,4765,2026-06-23 00:30:00,BUY,4192.547,4177.4302,6.0,92,5.2786428571427155,0.13541666666666666,,Entry Model 3 - Confirmation of Internal Structure
LTA,XAUUSD,M30,LTA:XAUUSD:M30,1525,2026-05-27 04:30:00,BUY,4510.088,4494.0844,6.0,97,11.003999999999971,0.6979166666666666,,Entry Model 3 - Confirmation of Internal Structure
LTA,XAGUSD,M15,LTA:XAGUSD:M15,3127,2026-05-28 01:00:00,SELL,73.987,74.98919,6.0,91,0.2412857142857143,0.3333333333333333,,Entry Model 3 - Confirmation of Internal Structure
LTA,XAGUSD,M15,LTA:XAGUSD:M15,3328,2026-06-01 05:15:00,BUY,75.765,75.13667,6.0,90,0.275500000000004,0.4270833333333333,,Entry Model 2 - Internal Swing Confirmation
LTA,XAGUSD,M15,LTA:XAGUSD:M15,3490,2026-06-02 23:45:00,BUY,74.822,74.2745,6.0,91,0.20335714285714346,0.1875,,Entry Model 1 - Double Wick Confirmation + Entry Model 3 - Confirmation of Internal Structure
LTA,XAGUSD,M15,LTA:XAGUSD:M15,3781,2026-06-08 03:30:00,BUY,67.529,67.19794,6.0,97,0.453714285714288,0.71875,,Entry Model 1 - Double Wick Confirmation
LTA,XAGUSD,M15,LTA:XAGUSD:M15,3856,2026-06-08 23:15:00,SELL,67.957,68.2117,6.0,92,0.14464285714285754,0.010416666666666666,,Entry Model 2 - Internal Swing Confirmation
LTA,XAGUSD,M15,LTA:XAGUSD:M15,4246,2026-06-15 04:45:00,BUY,70.473,70.20691,6.0,93,0.22057142857143017,0.010416666666666666,,Entry Model 1 - Double Wick Confirmation
LTA,XAGUSD,M15,LTA:XAGUSD:M15,4342,2026-06-16 05:45:00,SELL,69.321,69.98998,6.0,100,0.21985714285714306,0.6145833333333334,,Entry Model 1 - Double Wick Confirmation
LTA,XAGUSD,M15,LTA:XAGUSD:M15,4411,2026-06-17 00:00:00,BUY,70.158,69.77763,6.0,92,0.15578571428571206,0.13541666666666666,,Entry Model 3 - Confirmation of Internal Structure
LTA,XAGUSD,M30,LTA:XAGUSD:M30,1702,2026-06-02 01:00:00,BUY,75.704,74.65125,6.0,94,0.3249999999999988,0.13541666666666666,,Entry Model 2 - Internal Swing Confirmation
LTA,XAGUSD,M30,LTA:XAGUSD:M30,1795,2026-06-04 01:30:00,SELL,73.097,73.86732,6.0,93,0.40214285714285786,0.4791666666666667,,Entry Model 1 - Double Wick Confirmation
LTA,EURUSD,M15,LTA:EURUSD:M15,3004,2026-05-25 05:45:00,SELL,1.1639,1.16454,6.0,98,0.0003007142857143049,0.041666666666666664,,Entry Model 1 - Double Wick Confirmation
LTA,EURUSD,M15,LTA:EURUSD:M15,3196,2026-05-27 05:45:00,SELL,1.16392,1.16445,6.0,96,0.00028285714285714025,0.3333333333333333,,Entry Model 1 - Double Wick Confirmation + Entry Model 3 - Confirmation of Internal Structure
LTA,EURUSD,M15,LTA:EURUSD:M15,3367,2026-05-29 00:30:00,SELL,1.16513,1.16558,6.0,93,0.00023428571428567896,0.0625,,Entry Model 1 - Double Wick Confirmation + Entry Model 3 - Confirmation of Internal Structure
