case,label,paths,block_days,probability_profit_pct,probability_loss_pct,probability_10pct_dd_pct,probability_20pct_dd_pct,probability_ruin_pct,return_p05_pct,return_p50_pct,return_p95_pct,max_dd_p50_pct,max_dd_p95_pct
legacy-standard-dynamic5020,Previous M15 / 2R Dynamic 50/20,10000,5,82.11,17.89,100.0,85.08,0.0,-25.26569024967836,43.24862305433817,176.06324610265352,27.62856286326737,46.6448557287482
selected-m30-rr400-dynamic5020,Recommended M30 / 4R Dynamic 50/20,10000,5,99.99,0.01,91.93,12.01,0.0,89.27969114361427,233.42401644576887,501.90371106771613,14.18802026058513,23.084850222066443
selected-m30-rr400-safe5020,Full Safe M30 / 4R Dynamic 50/20,10000,5,99.98,0.02,27.55,0.2,0.0,58.220982265256595,133.51201151366507,255.23408826357158,8.391832356543834,13.942232059558325
selected-m30-rr400-none,M30 / 4R no management,10000,5,99.99,0.01,95.77,16.85,0.0,103.70495069328781,278.2940347805329,618.8599696818462,15.177131569807788,24.460441439224688
selected-m30-rr400-native150,M30 / 4R native trailing,10000,5,99.98,0.02,77.41,4.33,0.0,79.08849658178487,190.859618974059,379.38397406383314,12.105528043791839,19.61565751934989
