trades,wins,losses,timeouts,win_rate,net_r,start_balance,final_balance,level,target_balance,target_reached,target_reached_at,max_drawdown_pct,min_balance,symbol
23,13,10,0,56.52,6.95,20.0,44.31,4,52399.91,False,,72.95,9.14,XAUUSD
2,2,0,0,100.0,2.45,20.0,32.85,2,52399.91,False,,0.0,20.0,EURUSD
23,11,11,1,47.83,4.04,20.0,23.41,1,52399.91,False,,72.97,7.03,XAGUSD
21,10,8,3,47.62,3.19,20.0,21.93,1,52399.91,False,,50.82,15.16,US30
30,11,17,2,36.67,-2.92,20.0,3.92,1,52399.91,False,,80.47,3.91,BTCUSD
