date,opened_at,closed_at,symbol,direction,result,r_multiple,balance_before,balance_after,level_after
2026-05-28,2026-05-28 07:15:00,2026-05-28 10:30:00,USDCHF,BUY,win,1.2467,20.0,25.73,1
2026-05-29,2026-05-29 07:15:00,2026-05-29 11:45:00,USDCHF,BUY,loss,-1.0867,25.73,19.3,1
2026-06-01,2026-06-01 07:15:00,2026-06-01 12:45:00,USDCHF,BUY,win,1.2467,19.3,24.84,1
2026-06-02,2026-06-02 07:15:00,2026-06-02 14:00:00,USDCHF,BUY,win,1.2467,24.84,31.96,2
2026-06-03,2026-06-03 07:15:00,2026-06-03 12:30:00,USDCHF,SELL,loss,-1.0867,31.96,23.97,1
2026-06-05,2026-06-05 07:15:00,2026-06-05 12:30:00,USDCHF,SELL,loss,-1.0867,23.97,17.98,1
2026-06-08,2026-06-08 07:15:00,2026-06-08 09:00:00,USDCHF,SELL,loss,-1.0867,17.98,13.49,1
2026-06-09,2026-06-09 07:15:00,2026-06-09 12:00:00,USDCHF,BUY,loss,-1.0867,13.49,10.12,1
2026-06-10,2026-06-10 07:15:00,2026-06-10 11:00:00,USDCHF,SELL,loss,-1.0867,10.12,7.59,1
2026-06-11,2026-06-11 07:15:00,2026-06-11 08:45:00,USDCHF,SELL,loss,-1.0867,7.59,5.69,1
2026-06-12,2026-06-12 07:30:00,2026-06-12 08:15:00,USDCHF,BUY,loss,-1.0867,5.69,4.27,1
2026-06-15,2026-06-15 07:15:00,2026-06-15 16:00:00,USDCHF,SELL,timeout,-0.3733,4.27,3.9,1
2026-06-16,2026-06-16 07:15:00,2026-06-16 14:15:00,USDCHF,BUY,loss,-1.0867,3.9,2.93,1
2026-06-17,2026-06-17 07:15:00,2026-06-17 11:00:00,USDCHF,SELL,loss,-1.0867,2.93,2.2,1
2026-06-18,2026-06-18 07:15:00,2026-06-18 08:15:00,USDCHF,BUY,win,1.2467,2.2,2.82,1
2026-06-19,2026-06-19 07:15:00,2026-06-19 16:00:00,USDCHF,BUY,timeout,0.4533,2.82,3.12,1
2026-06-22,2026-06-22 07:15:00,2026-06-22 16:00:00,USDCHF,BUY,timeout,0.62,3.12,3.56,1
2026-06-23,2026-06-23 07:15:00,2026-06-23 07:45:00,USDCHF,SELL,loss,-1.0867,3.56,2.67,1
2026-06-24,2026-06-24 07:15:00,2026-06-24 11:00:00,USDCHF,SELL,loss,-1.0867,2.67,2.01,1
2026-06-25,2026-06-25 07:15:00,2026-06-25 08:00:00,USDCHF,BUY,loss,-1.0867,2.01,1.5,1
2026-06-26,2026-06-26 07:15:00,2026-06-26 14:00:00,USDCHF,SELL,win,1.2467,1.5,1.94,1
