date,opened_at,closed_at,symbol,direction,result,r_multiple,balance_before,balance_after,level_after
2026-05-28,2026-05-28 07:15:00,2026-05-28 12:30:00,GBPUSD,SELL,loss,-1.0667,20.0,15.09,1
2026-05-29,2026-05-29 07:15:00,2026-05-29 08:45:00,EURUSD,SELL,win,1.28,15.09,19.54,1
2026-06-01,2026-06-01 07:15:00,2026-06-01 13:00:00,EURUSD,SELL,win,1.28,19.54,25.29,1
2026-06-02,2026-06-02 07:15:00,2026-06-02 16:00:00,EURUSD,SELL,timeout,0.5267,25.29,28.35,2
2026-06-03,2026-06-03 07:15:00,2026-06-03 12:30:00,USDCHF,SELL,loss,-1.0867,28.35,21.27,1
2026-06-04,2026-06-04 07:15:00,2026-06-04 09:30:00,EURUSD,SELL,loss,-1.0533,21.27,16.11,1
2026-06-05,2026-06-05 07:15:00,2026-06-05 12:30:00,EURUSD,BUY,loss,-1.0533,16.11,12.21,1
2026-06-08,2026-06-08 07:15:00,2026-06-08 08:45:00,EURUSD,BUY,loss,-1.0533,12.21,9.25,1
2026-06-09,2026-06-09 07:15:00,2026-06-09 09:00:00,EURUSD,SELL,loss,-1.0533,9.25,7.01,1
2026-06-10,2026-06-10 07:15:00,2026-06-10 11:00:00,EURUSD,BUY,loss,-1.0533,7.01,5.31,1
2026-06-11,2026-06-11 07:15:00,2026-06-11 08:45:00,EURUSD,BUY,loss,-1.0533,5.31,4.03,1
2026-06-12,2026-06-12 07:15:00,2026-06-12 08:15:00,EURUSD,SELL,loss,-1.0533,4.03,3.05,1
2026-06-15,2026-06-15 07:15:00,2026-06-15 16:00:00,EURUSD,BUY,timeout,-0.4933,3.05,2.7,1
2026-06-16,2026-06-16 07:15:00,2026-06-16 10:15:00,EURUSD,BUY,win,1.28,2.7,3.5,1
2026-06-17,2026-06-17 07:15:00,2026-06-17 08:15:00,EURUSD,BUY,loss,-1.0533,3.5,2.65,1
2026-06-18,2026-06-18 07:15:00,2026-06-18 08:45:00,EURUSD,SELL,win,1.28,2.65,3.43,1
2026-06-19,2026-06-19 07:15:00,2026-06-19 08:15:00,GBPUSD,SELL,loss,-1.0667,3.43,2.59,1
2026-06-22,2026-06-22 07:15:00,2026-06-22 13:00:00,EURUSD,SELL,win,1.28,2.59,3.35,1
2026-06-23,2026-06-23 07:15:00,2026-06-23 07:30:00,EURUSD,BUY,loss,-1.0533,3.35,2.54,1
2026-06-23,2026-06-23 07:30:00,2026-06-23 07:30:00,GBPUSD,SELL,loss,-1.0667,2.54,1.92,1
2026-06-23,2026-06-23 08:00:00,2026-06-23 08:00:00,USDJPY,SELL,loss,-1.0667,1.92,1.45,1
2026-06-24,2026-06-24 07:15:00,2026-06-24 08:00:00,GBPUSD,BUY,loss,-1.0667,1.45,1.09,1
2026-06-25,2026-06-25 07:15:00,2026-06-25 08:15:00,EURUSD,SELL,loss,-1.0533,1.09,0.83,1
2026-06-26,2026-06-26 07:15:00,2026-06-26 07:30:00,GBPUSD,SELL,loss,-1.0667,0.83,0.62,1
2026-06-26,2026-06-26 07:30:00,2026-06-26 08:15:00,EURUSD,BUY,win,1.28,0.62,0.81,1
