time,open,high,low,close,tick_volume,spread,real_volume
2018.10.04 00:00:00,1197.971,1198.886,1197.905,1198.59,2960,112,0
2018.10.04 01:00:00,1198.602,1198.624,1197.549,1197.932,2844,112,0
2018.10.04 02:00:00,1197.933,1198.363,1196.425,1196.883,2629,112,0
2018.10.04 03:00:00,1196.885,1197.027,1196.159,1196.463,2575,112,0
2018.10.04 04:00:00,1196.48,1196.99,1196.017,1196.651,2813,112,0
2018.10.04 05:00:00,1196.651,1198.627,1196.166,1198.163,3084,102,0
2018.10.04 06:00:00,1198.172,1198.72,1196.67,1197.931,4106,94,0
2018.10.04 07:00:00,1197.925,1200.413,1197.917,1200.086,4369,96,0
2018.10.04 08:00:00,1200.078,1200.993,1198.667,1199.258,3756,94,0
2018.10.04 09:00:00,1199.259,1200.001,1199.056,1199.252,3492,98,0
2018.10.04 10:00:00,1199.207,1199.563,1197.977,1198.584,3284,94,0
2018.10.04 11:00:00,1198.574,1202.884,1198.514,1202.209,4087,98,0
2018.10.04 12:00:00,1202.222,1204.214,1200.44,1203.374,4836,94,0
2018.10.04 13:00:00,1203.374,1204.409,1201.137,1203.129,4904,94,0
2018.10.04 14:00:00,1203.102,1206.696,1202.117,1203.92,5693,94,0
2018.10.04 15:00:00,1203.875,1204.415,1200.313,1201.131,6495,94,0
2018.10.04 16:00:00,1201.149,1202.104,1197.463,1198.278,4696,95,0
2018.10.04 17:00:00,1198.25,1198.769,1197.264,1198.539,4341,94,0
2018.10.04 18:00:00,1198.542,1198.948,1196.875,1198.948,3734,96,0
2018.10.04 19:00:00,1198.922,1200.608,1198.642,1199.324,3165,96,0
2018.10.04 20:00:00,1199.336,1199.941,1199.256,1199.791,1387,94,0
2018.10.04 22:00:00,1199.712,1199.971,1199.2,1199.627,873,152,0
2018.10.04 23:00:00,1199.63,1200.319,1198.661,1199.095,1592,94,0
2018.10.05 00:00:00,1199.089,1199.426,1197.78,1198.945,2783,112,0
2018.10.05 01:00:00,1198.945,1200.138,1198.476,1199.441,2755,115,0
2018.10.05 02:00:00,1199.443,1199.559,1198.616,1199.313,2159,112,0
2018.10.05 03:00:00,1199.313,1199.523,1198.395,1198.861,1827,112,0
2018.10.05 04:00:00,1198.878,1199.017,1198.024,1198.4,1703,112,0
2018.10.05 05:00:00,1198.404,1198.532,1197.509,1198.259,1952,111,0
2018.10.05 06:00:00,1198.262,1199.748,1197.795,1198.569,3438,98,0
2018.10.05 07:00:00,1198.554,1199.772,1197.261,1199.201,4017,94,0
2018.10.05 08:00:00,1199.205,1199.687,1198.367,1199.136,3590,94,0
2018.10.05 09:00:00,1199.138,1202.138,1198.298,1201.653,4179,94,0
2018.10.05 10:00:00,1201.651,1202.568,1201.471,1202.109,3383,94,0
2018.10.05 11:00:00,1202.127,1203.384,1201.997,1202.652,3290,100,0
