time,balance,equity,running_max_dd_pct
2025.09.05 00:00:00,10000.0,10000.0,0.0
2025.09.05 01:00:00,10000.0,10000.0,0.0
2025.09.05 02:00:00,10000.0,10000.0,0.0
2025.09.05 03:00:00,10000.0,10000.0,0.0
2025.09.05 04:00:00,10000.0,10000.0,0.0
2025.09.05 05:00:00,10000.0,10000.0,0.0
2025.09.05 06:00:00,10000.0,10000.0,0.0
2025.09.05 07:00:00,10000.0,10000.0,0.0
2025.09.05 08:00:00,10000.0,10000.0,0.0
2025.09.05 09:00:00,10000.0,10000.0,0.0
2025.09.05 10:00:00,10000.0,10000.0,0.0
2025.09.05 11:00:00,10000.0,10000.0,0.0
2025.09.05 12:00:00,10000.0,10000.0,0.0
2025.09.05 13:00:00,10000.0,10000.0,0.0
2025.09.05 14:00:00,9999.89,10028.38,0.20237412329531032
2025.09.05 15:00:00,9999.89,10019.67,0.49246799007889325
2025.09.05 16:00:00,9999.89,10023.47,0.49246799007889325
2025.09.05 17:00:00,9999.89,10030.04,0.49246799007889325
2025.09.05 18:00:00,9999.89,10032.11,0.49246799007889325
2025.09.05 19:00:00,9999.89,10030.22,0.49246799007889325
2025.09.05 20:00:00,9999.89,10028.79,0.49246799007889325
2025.09.07 22:05:00,9999.89,10022.02,0.49246799007889325
2025.09.07 23:05:00,9999.89,10020.44,0.49246799007889325
2025.09.08 00:05:00,9999.89,10013.86,0.49246799007889325
2025.09.08 01:05:00,9999.89,10028.27,0.49246799007889325
2025.09.08 02:05:00,9999.89,10020.83,0.49246799007889325
2025.09.08 03:05:00,9999.89,10020.6,0.49246799007889325
2025.09.08 04:05:00,9999.89,10005.12,0.49246799007889325
2025.09.08 05:05:00,9999.89,10004.29,0.49246799007889325
2025.09.08 06:05:00,9999.89,10019.3,0.49246799007889325
2025.09.08 07:05:00,9999.89,10038.43,0.49246799007889325
2025.09.08 08:05:00,9999.89,10055.86,0.49246799007889325
2025.09.08 09:05:00,9999.89,10060.7,0.49246799007889325
2025.09.08 10:05:00,9999.89,10068.6,0.49246799007889325
2025.09.08 11:05:00,10076.17,10076.17,0.49246799007889325
2025.09.08 12:05:00,10076.17,10076.17,0.49246799007889325
2025.09.08 13:05:00,10076.17,10076.17,0.49246799007889325
2025.09.08 14:05:00,10076.06,10078.66,0.49246799007889325
2025.09.08 15:05:00,10076.06,10097.61,0.49246799007889325
2025.09.08 16:05:00,10076.06,10085.23,0.49246799007889325
2025.09.08 17:05:00,10076.06,10082.6,0.49246799007889325
2025.09.08 18:05:00,10076.06,10075.05,0.49246799007889325
2025.09.08 19:05:00,10076.06,10080.19,0.49246799007889325
2025.09.08 20:05:00,10076.06,10082.2,0.49246799007889325
2025.09.08 22:02:00,10076.06,10078.28,0.49246799007889325
2025.09.08 23:02:00,10076.06,10068.38,0.49246799007889325
2025.09.09 00:02:00,10076.06,10078.33,0.49246799007889325
2025.09.09 01:02:00,10076.06,10085.67,0.49246799007889325
2025.09.09 02:02:00,10076.06,10098.34,0.49246799007889325
2025.09.09 03:02:00,10076.06,10109.33,0.49246799007889325
2025.09.09 04:02:00,10076.06,10100.13,0.49246799007889325
2025.09.09 05:02:00,10076.06,10118.63,0.49246799007889325
2025.09.09 06:02:00,10076.06,10116.65,0.49246799007889325
2025.09.09 07:02:00,10076.06,10103.36,0.49246799007889325
2025.09.09 08:02:00,10076.06,10097.39,0.49246799007889325
2025.09.09 09:02:00,10076.06,10106.78,0.49246799007889325
2025.09.09 10:02:00,10076.06,10116.16,0.49246799007889325
2025.09.09 11:02:00,10076.06,10115.59,0.49246799007889325
2025.09.09 12:02:00,10076.06,10103.07,0.49246799007889325
2025.09.09 13:02:00,10076.06,10103.31,0.49246799007889325
2025.09.09 14:02:00,10154.8,10154.8,0.49246799007889325
2025.09.09 15:02:00,10154.8,10154.8,0.49246799007889325
2025.09.09 16:02:00,10154.8,10154.8,0.49246799007889325
2025.09.09 17:02:00,10154.8,10154.8,0.49246799007889325
2025.09.09 18:02:00,10154.8,10154.8,0.49246799007889325
2025.09.09 19:02:00,10154.8,10154.8,0.49246799007889325
2025.09.09 20:02:00,10154.8,10154.8,0.49246799007889325
2025.09.09 22:02:00,10154.8,10154.8,0.49246799007889325
2025.09.09 23:02:00,10154.69,10133.71,0.49246799007889325
2025.09.10 00:02:00,10154.69,10139.93,0.49246799007889325
2025.09.10 01:02:00,10154.69,10148.59,0.49246799007889325
2025.09.10 02:02:00,10154.69,10141.83,0.49246799007889325
2025.09.10 03:02:00,10154.69,10131.97,0.49246799007889325
2025.09.10 04:02:00,10154.69,10131.13,0.49246799007889325
2025.09.10 05:02:00,10154.69,10117.23,0.49246799007889325
2025.09.10 06:02:00,10154.69,10121.18,0.4960391636791513
2025.09.10 07:02:00,10154.69,10120.19,0.5392286108935918
2025.09.10 08:02:00,10154.69,10117.18,0.5566421237795777
2025.09.10 09:02:00,10154.69,10113.14,0.5566421237795777
2025.09.10 10:02:00,10106.55,10106.55,0.5703171423736798
2025.09.10 11:02:00,10106.55,10106.55,0.5703171423736798
2025.09.10 12:02:00,10106.55,10106.55,0.5703171423736798
2025.09.10 13:02:00,10106.55,10106.55,0.5703171423736798
2025.09.10 14:02:00,10106.55,10106.55,0.5703171423736798
2025.09.10 15:02:00,10106.55,10106.55,0.5703171423736798
2025.09.10 16:02:00,10106.55,10106.55,0.5703171423736798
2025.09.10 17:02:00,10106.55,10106.55,0.5703171423736798
2025.09.10 18:02:00,10106.55,10106.55,0.5703171423736798
2025.09.10 19:02:00,10106.55,10106.55,0.5703171423736798
2025.09.10 20:02:00,10106.55,10106.55,0.5703171423736798
2025.09.10 22:02:00,10106.55,10106.55,0.5703171423736798
2025.09.10 23:02:00,10106.44,10107.09,0.5793682338172509
2025.09.11 00:02:00,10106.44,10094.14,0.6962453711537823
2025.09.11 01:02:00,10106.44,10096.23,0.7146426983271343
2025.09.11 02:02:00,10106.44,10103.47,0.753404981248499
2025.09.11 03:02:00,10106.44,10111.94,0.753404981248499
2025.09.11 04:02:00,10106.44,10119.71,0.753404981248499
2025.09.11 05:02:00,10106.44,10124.16,0.753404981248499
2025.09.11 06:02:00,10106.44,10136.31,0.753404981248499
2025.09.11 07:02:00,10106.44,10123.18,0.753404981248499
2025.09.11 08:02:00,10106.44,10124.39,0.753404981248499
2025.09.11 09:02:00,10106.44,10137.91,0.753404981248499
2025.09.11 10:02:00,10106.33,10146.51,0.753404981248499
2025.09.11 11:02:00,10106.33,10143.31,0.753404981248499
2025.09.11 12:02:00,10106.33,10158.49,0.753404981248499
2025.09.11 13:02:00,10072.53,10088.09,1.108059642830828
2025.09.11 14:02:00,10072.53,10095.89,1.108059642830828
2025.09.11 15:02:00,10072.53,10091.37,1.108059642830828
2025.09.11 16:02:00,10072.53,10083.13,1.108059642830828
2025.09.11 17:02:00,10072.53,10079.99,1.108059642830828
2025.09.11 18:02:00,10072.53,10080.77,1.108059642830828
2025.09.11 19:02:00,10072.53,10085.94,1.108059642830828
2025.09.11 20:02:00,10072.53,10078.1,1.108059642830828
2025.09.11 22:02:00,10072.53,10082.63,1.108059642830828
2025.09.11 23:02:00,10072.53,10080.77,1.108059642830828
2025.09.12 00:02:00,10072.53,10088.07,1.108059642830828
2025.09.12 01:02:00,10072.53,10074.8,1.108059642830828
2025.09.12 02:02:00,10072.53,10060.6,1.1797882532118176
2025.09.12 03:02:00,10072.53,10055.07,1.2474882704070267
2025.09.12 04:02:00,10072.53,10044.96,1.3017268908595108
2025.09.12 05:02:00,10072.53,10043.87,1.345844899162341
2025.09.12 06:02:00,10072.53,10048.04,1.3578324203493135
2025.09.12 07:02:00,10072.53,10051.32,1.3578324203493135
2025.09.12 08:02:00,10072.53,10055.27,1.3578324203493135
2025.09.12 09:02:00,10072.53,10070.98,1.3578324203493135
2025.09.12 10:02:00,10072.53,10057.88,1.3578324203493135
2025.09.12 11:02:00,10072.53,10049.01,1.3578324203493135
2025.09.12 12:02:00,10072.53,10055.45,1.3578324203493135
2025.09.12 13:02:00,10072.53,10063.38,1.3578324203493135
2025.09.12 14:02:00,10072.53,10048.84,1.3578324203493135
2025.09.12 15:02:00,10072.53,10056.36,1.3578324203493135
2025.09.12 16:02:00,10072.53,10063.07,1.3578324203493135
2025.09.12 17:02:00,10072.53,10052.89,1.3578324203493135
2025.09.12 18:02:00,10072.53,10055.84,1.3578324203493135
2025.09.12 19:02:00,10072.53,10056.79,1.3578324203493135
2025.09.12 20:02:00,10072.53,10061.66,1.3578324203493135
2025.09.14 22:05:00,10072.53,10063.08,1.3578324203493135
2025.09.14 23:05:00,10072.53,10072.47,1.3578324203493135
2025.09.15 00:05:00,10072.53,10080.0,1.3578324203493135
2025.09.15 01:05:00,10072.36,10097.58,1.3578324203493135
2025.09.15 02:05:00,10072.36,10070.96,1.3578324203493135
2025.09.15 03:05:00,10072.36,10046.82,1.4977523397774477
2025.09.15 04:05:00,10034.61,10022.09,1.534206195190247
2025.09.15 05:05:00,10034.61,10025.34,1.5393156304502675
2025.09.15 06:05:00,10034.61,10030.05,1.5393156304502675
2025.09.15 07:05:00,10034.61,10043.16,1.5393156304502675
2025.09.15 08:05:00,10034.61,10028.07,1.5393156304502675
2025.09.15 09:05:00,10034.61,10024.49,1.5393156304502675
2025.09.15 10:05:00,10034.61,10027.31,1.5393156304502675
2025.09.15 11:05:00,10034.61,10034.89,1.5393156304502675
2025.09.15 12:05:00,10034.61,10029.08,1.5393156304502675
2025.09.15 13:05:00,10034.61,10016.7,1.6216561448328466
2025.09.15 14:05:00,9999.69,10003.41,1.8110000245645876
2025.09.15 15:05:00,9999.69,10015.46,1.8110000245645876
2025.09.15 16:05:00,9999.69,10044.19,1.8110000245645876
2025.09.15 17:05:00,9999.69,10046.29,1.8110000245645876
2025.09.15 18:05:00,9999.69,10047.25,1.8110000245645876
2025.09.15 19:05:00,9999.69,10042.12,1.8110000245645876
2025.09.15 20:05:00,9999.69,10047.76,1.8110000245645876
2025.09.15 22:02:00,9999.69,10046.43,1.8110000245645876
2025.09.15 23:02:00,9999.69,10043.94,1.8110000245645876
2025.09.16 00:02:00,9999.69,10041.4,1.8110000245645876
2025.09.16 01:02:00,9999.69,10055.35,1.8110000245645876
2025.09.16 02:02:00,9999.69,10046.87,1.8110000245645876
2025.09.16 03:02:00,9999.69,10039.69,1.8110000245645876
2025.09.16 04:02:00,9999.69,10046.87,1.8110000245645876
2025.09.16 05:02:00,9999.69,10052.21,1.8110000245645876
2025.09.16 06:02:00,9999.69,10052.47,1.8110000245645876
2025.09.16 07:02:00,10069.42,10069.42,1.8110000245645876
2025.09.16 08:02:00,10069.42,10069.42,1.8110000245645876
2025.09.16 09:02:00,10069.25,10070.34,1.8110000245645876
2025.09.16 10:02:00,10069.25,10078.61,1.8110000245645876
2025.09.16 11:02:00,10069.25,10069.24,1.8110000245645876
2025.09.16 12:02:00,10069.25,10076.09,1.8110000245645876
2025.09.16 13:02:00,10069.25,10046.82,1.8110000245645876
2025.09.16 14:02:00,10069.25,10073.1,1.8110000245645876
2025.09.16 15:02:00,10069.25,10045.17,1.8110000245645876
2025.09.16 16:02:00,10025.37,10025.37,1.8110000245645876
2025.09.16 17:02:00,10025.37,10025.37,1.8110000245645876
2025.09.16 18:02:00,10025.37,10025.37,1.8110000245645876
2025.09.16 19:02:00,10025.37,10025.37,1.8110000245645876
2025.09.16 20:02:00,10025.37,10025.37,1.8110000245645876
2025.09.16 22:02:00,10025.37,10025.37,1.8110000245645876
2025.09.16 23:02:00,10025.37,10025.37,1.8110000245645876
2025.09.17 00:02:00,10025.37,10025.37,1.8110000245645876
2025.09.17 01:02:00,10025.37,10025.37,1.8110000245645876
