starting_balance,ending_balance,net_profit,return_pct,trades,wins,losses,win_rate,net_r,avg_r,avg_spread_r,max_drawdown_pct,timeframe
300.0,274.31,-25.69,-8.56,53,12,41,22.64,3.38,0.0638,0.0476,48.86,M15
300.0,459.51,159.51,53.17,28,9,19,32.14,11.64,0.4158,0.0347,36.59,M30
