symbol,timeframe,month,opened_at,closed_at,direction,entry,stop_loss,take_profit,exit_price,result,r_multiple,spread_r,spread_points,setup_score,bpr_low,bpr_high,reason,pnl,balance
US30,M30,2025-12,2025-12-29 14:30:00,2025-12-31 16:30:00,SELL,48599.7,48757.75,47967.5,48284.3,TIME,1.9835,0.012,19.0,100,48742.7,48745.4,Opposing FVGs overlap into a balanced price range.; Entry waits for price to return into the BPR and reject it.; Stop is beyond BPR with 0.25 ATR buffer.,29.75,329.75
US30,M30,2025-12,2025-12-30 16:00:00,2025-12-31 14:30:00,SELL,48466.8,48504.89107,48314.43571,48314.43571,TP,3.9501,0.0499,19.0,99,48476.7,48492.4,Opposing FVGs overlap into a balanced price range.; Entry waits for price to return into the BPR and reject it.; Stop is beyond BPR with 0.25 ATR buffer.,65.13,394.88
US30,M15,2026-01,2026-01-02 13:45:00,2026-01-02 14:15:00,BUY,48262.2,48237.56786,48360.72857,48237.56786,SL,-1.0771,0.0771,19.0,100,48243.5,48243.8,Opposing FVGs overlap into a balanced price range.; Entry waits for price to return into the BPR and reject it.; Stop is beyond BPR with 0.25 ATR buffer.,-21.27,373.61
US30,M15,2026-01,2026-01-06 13:00:00,2026-01-06 13:45:00,BUY,48984.1,48956.73571,49093.55714,48956.73571,SL,-1.0694,0.0694,19.0,98,48963.4,48970.7,Opposing FVGs overlap into a balanced price range.; Entry waits for price to return into the BPR and reject it.; Stop is beyond BPR with 0.25 ATR buffer.,-19.98,353.64
US30,M30,2026-01,2026-01-07 19:00:00,2026-01-08 16:30:00,SELL,49184.7,49304.06786,48707.22857,49304.06786,SL,-1.0159,0.0159,19.0,100,49266.8,49281.2,Opposing FVGs overlap into a balanced price range.; Entry waits for price to return into the BPR and reject it.; Stop is beyond BPR with 0.25 ATR buffer.,-17.96,335.67
US30,M15,2026-01,2026-01-12 13:45:00,2026-01-12 14:30:00,BUY,49219.4,49193.77143,49321.91429,49193.77143,SL_SAME_BAR,-1.0741,0.0741,19.0,100,49201.6,49203.6,Opposing FVGs overlap into a balanced price range.; Entry waits for price to return into the BPR and reject it.; Stop is beyond BPR with 0.25 ATR buffer.,-18.03,317.65
US30,M15,2026-01,2026-01-19 13:00:00,2026-01-19 13:15:00,BUY,49008.1,48982.0875,49112.15,48982.0875,SL,-1.073,0.073,19.0,100,48992.6,49005.3,Opposing FVGs overlap into a balanced price range.; Entry waits for price to return into the BPR and reject it.; Stop is beyond BPR with 0.25 ATR buffer.,-17.04,300.6
US30,M30,2026-01,2026-01-20 05:30:00,2026-01-20 06:00:00,SELL,48943.2,48974.33393,48818.66429,48818.66429,TP,3.9325,0.0675,21.0,100,48958.1,48965.2,Opposing FVGs overlap into a balanced price range.; Entry waits for price to return into the BPR and reject it.; Stop is beyond BPR with 0.25 ATR buffer.,59.11,359.71
US30,M30,2026-01,2026-01-21 17:00:00,2026-01-21 19:30:00,BUY,48770.7,48659.5125,49215.45,49215.45,TP,3.9829,0.0171,19.0,97,48692.2,48737.4,Opposing FVGs overlap into a balanced price range.; Entry waits for price to return into the BPR and reject it.; Stop is beyond BPR with 0.25 ATR buffer.,71.63,431.35
US30,M30,2026-01,2026-01-23 14:30:00,2026-01-25 23:00:00,SELL,49159.2,49253.85357,48780.58571,48780.58571,TP,3.9778,0.0222,21.0,100,49222.4,49237.4,Opposing FVGs overlap into a balanced price range.; Entry waits for price to return into the BPR and reject it.; Stop is beyond BPR with 0.25 ATR buffer.,85.79,517.14
US30,M30,2026-01,2026-01-27 19:30:00,2026-01-28 00:30:00,SELL,49016.7,49074.225,48786.6,49074.225,SL,-1.033,0.033,19.0,100,49040.7,49050.4,Opposing FVGs overlap into a balanced price range.; Entry waits for price to return into the BPR and reject it.; Stop is beyond BPR with 0.25 ATR buffer.,-26.71,490.43
US30,M30,2026-01,2026-01-28 06:00:00,2026-01-28 14:30:00,SELL,49063.8,49106.87321,48891.50714,49106.87321,SL,-1.0441,0.0441,19.0,100,49096.5,49100.4,Opposing FVGs overlap into a balanced price range.; Entry waits for price to return into the BPR and reject it.; Stop is beyond BPR with 0.25 ATR buffer.,-25.6,464.82
US30,M30,2026-01,2026-01-29 06:30:00,2026-01-29 09:30:00,BUY,49035.2,49005.90714,49152.37143,49152.37143,TP,3.9283,0.0717,21.0,96,49014.6,49024.2,Opposing FVGs overlap into a balanced price range.; Entry waits for price to return into the BPR and reject it.; Stop is beyond BPR with 0.25 ATR buffer.,91.3,556.12
US30,M15,2026-01,2026-01-30 15:30:00,2026-01-30 15:45:00,BUY,48959.4,48814.85536,49537.57857,48814.85536,SL,-1.0145,0.0145,21.0,100,48838.1,48839.4,Opposing FVGs overlap into a balanced price range.; Entry waits for price to return into the BPR and reject it.; Stop is beyond BPR with 0.25 ATR buffer.,-28.21,527.91
US30,M15,2026-02,2026-02-02 13:00:00,2026-02-02 14:30:00,BUY,48881.8,48814.52679,49150.89286,48814.52679,SL_SAME_BAR,-1.0312,0.0312,21.0,100,48824.7,48831.3,Opposing FVGs overlap into a balanced price range.; Entry waits for price to return into the BPR and reject it.; Stop is beyond BPR with 0.25 ATR buffer.,-27.22,500.69
US30,M15,2026-02,2026-02-03 15:45:00,2026-02-03 16:30:00,BUY,49486.2,49363.98393,49975.06429,49363.98393,SL,-1.0155,0.0155,19.0,100,49387.8,49411.2,Opposing FVGs overlap into a balanced price range.; Entry waits for price to return into the BPR and reject it.; Stop is beyond BPR with 0.25 ATR buffer.,-25.42,475.27
US30,M30,2026-02,2026-02-04 18:00:00,2026-02-05 15:00:00,BUY,49300.2,49077.19286,50192.22857,49077.19286,SL,-1.0094,0.0094,21.0,96,49121.7,49168.5,Opposing FVGs overlap into a balanced price range.; Entry waits for price to return into the BPR and reject it.; Stop is beyond BPR with 0.25 ATR buffer.,-23.99,451.28
US30,M15,2026-02,2026-02-05 09:30:00,2026-02-05 10:00:00,SELL,49409.7,49467.50179,49178.49286,49467.50179,SL,-1.0363,0.0363,21.0,100,49453.7,49455.2,Opposing FVGs overlap into a balanced price range.; Entry waits for price to return into the BPR and reject it.; Stop is beyond BPR with 0.25 ATR buffer.,-23.38,427.9
US30,M15,2026-02,2026-02-06 12:45:00,2026-02-06 14:30:00,BUY,49146.0,49103.19464,49317.22143,49317.22143,TP,3.9509,0.0491,21.0,96,49116.9,49137.7,Opposing FVGs overlap into a balanced price range.; Entry waits for price to return into the BPR and reject it.; Stop is beyond BPR with 0.25 ATR buffer.,84.53,512.43
US30,M15,2026-02,2026-02-09 16:15:00,2026-02-09 18:00:00,BUY,50130.7,50095.4625,50271.65,50095.4625,SL,-1.0539,0.0539,19.0,100,50113.7,50121.3,Opposing FVGs overlap into a balanced price range.; Entry waits for price to return into the BPR and reject it.; Stop is beyond BPR with 0.25 ATR buffer.,-27.0,485.43
US30,M15,2026-02,2026-02-10 18:15:00,2026-02-10 18:30:00,BUY,50226.2,50197.77143,50339.91429,50197.77143,SL,-1.0739,0.0739,21.0,100,50220.9,50223.9,Opposing FVGs overlap into a balanced price range.; Entry waits for price to return into the BPR and reject it.; Stop is beyond BPR with 0.25 ATR buffer.,-26.07,459.36
US30,M15,2026-02,2026-02-11 06:00:00,2026-02-11 10:00:00,SELL,50323.8,50343.97679,50243.09286,50243.09286,TP,3.9058,0.0942,19.0,100,50337.7,50340.2,Opposing FVGs overlap into a balanced price range.; Entry waits for price to return into the BPR and reject it.; Stop is beyond BPR with 0.25 ATR buffer.,89.71,549.07
US30,M30,2026-02,2026-02-12 14:30:00,2026-02-12 15:00:00,SELL,50356.7,50393.44821,50209.70714,50393.44821,SL,-1.0571,0.0571,21.0,100,50361.6,50379.4,Opposing FVGs overlap into a balanced price range.; Entry waits for price to return into the BPR and reject it.; Stop is beyond BPR with 0.25 ATR buffer.,-29.02,520.05
US30,M15,2026-02,2026-02-13 12:00:00,2026-02-13 12:30:00,SELL,49314.4,49374.48571,49074.05714,49374.48571,SL,-1.035,0.035,21.0,100,49339.7,49361.6,Opposing FVGs overlap into a balanced price range.; Entry waits for price to return into the BPR and reject it.; Stop is beyond BPR with 0.25 ATR buffer.,-26.91,493.14
US30,M15,2026-02,2026-02-16 15:00:00,2026-02-17 01:45:00,SELL,49650.6,49718.82857,49377.68571,49377.68571,TP,3.9692,0.0308,21.0,100,49694.5,49708.1,Opposing FVGs overlap into a balanced price range.; Entry waits for price to return into the BPR and reject it.; Stop is beyond BPR with 0.25 ATR buffer.,97.87,591.01
US30,M15,2026-02,2026-02-17 13:45:00,2026-02-17 14:30:00,BUY,49434.7,49387.85179,49622.09286,49622.09286,TP,3.9552,0.0448,21.0,100,49403.8,49412.6,Opposing FVGs overlap into a balanced price range.; Entry waits for price to return into the BPR and reject it.; Stop is beyond BPR with 0.25 ATR buffer.,116.88,707.88
US30,M15,2026-02,2026-02-18 13:00:00,2026-02-18 13:15:00,SELL,49677.1,49706.85179,49558.09286,49706.85179,SL,-1.0706,0.0706,21.0,98,49689.8,49696.4,Opposing FVGs overlap into a balanced price range.; Entry waits for price to return into the BPR and reject it.; Stop is beyond BPR with 0.25 ATR buffer.,-37.89,669.99
