symbol,range_minutes,rr,month,date,opened_at,closed_at,direction,entry,stop_loss,take_profit,exit_price,result,r_multiple,spread_r,spread_points,pnl,range_high,range_low,range_atr,risk_per_lot,lot_min,lot_max,lot_step,setup_score
AUDUSD,30,1.1111111111111112,2026-05,2026-05-05,2026-05-06 00:00:00,2026-05-06 01:15:00,BUY,0.72078,0.71898,0.72278,0.72278,win,1.0611,0.05,9.0,200.0,0.72078,0.71942,4.1572,180.0,0.01,200.0,0.01,95
GBPUSD,30,1.1111111111111112,2026-05,2026-05-05,2026-05-06 01:15:00,2026-05-06 06:00:00,BUY,1.35794,1.35614,1.35994,1.35845,timeout,0.2278,0.0556,10.0,51.0,1.35794,1.35562,5.2727,180.0,0.01,200.0,0.01,95
USDCAD,30,1.1111111111111112,2026-05,2026-05-05,2026-05-06 01:15:00,2026-05-06 06:00:00,SELL,1.35957,1.36137,1.35757,1.35955,timeout,-0.0667,0.0778,14.0,2.0,1.36106,1.35957,3.9885,126.57,0.01,200.0,0.01,95
EURUSD,30,1.1111111111111112,2026-05,2026-05-05,2026-05-06 01:45:00,2026-05-06 06:00:00,BUY,1.17251,1.17071,1.17451,1.17325,timeout,0.3667,0.0444,8.0,74.0,1.17251,1.17049,6.2291,180.0,0.01,200.0,0.01,95
AUDUSD,30,1.1111111111111112,2026-05,2026-05-06,2026-05-06 23:30:00,2026-05-07 06:00:00,SELL,0.72361,0.72541,0.72161,0.72435,timeout,-0.4611,0.05,9.0,-74.0,0.72389,0.72361,1.1772,180.0,0.01,200.0,0.01,100
EURUSD,30,1.1111111111111112,2026-05,2026-05-06,2026-05-06 23:30:00,2026-05-07 06:00:00,SELL,1.17483,1.17663,1.17283,1.17497,timeout,-0.1222,0.0444,8.0,-14.0,1.17518,1.17483,1.2468,180.0,0.01,200.0,0.01,100
GBPUSD,30,1.1111111111111112,2026-05,2026-05-06,2026-05-06 23:30:00,2026-05-07 06:00:00,SELL,1.35923,1.36103,1.35723,1.35933,timeout,-0.1111,0.0556,10.0,-10.0,1.35962,1.35923,1.3252,180.0,0.01,200.0,0.01,100
USDCAD,30,1.1111111111111112,2026-05,2026-05-06,2026-05-06 23:30:00,2026-05-07 06:00:00,BUY,1.36338,1.36158,1.36538,1.36394,timeout,0.2333,0.0778,14.0,56.0,1.36338,1.3631,1.0316,126.57,0.01,200.0,0.01,100
AUDUSD,30,1.1111111111111112,2026-05,2026-05-07,2026-05-07 23:30:00,2026-05-08 06:00:00,BUY,0.72064,0.71884,0.72264,0.72264,win,1.0611,0.05,9.0,200.0,0.72064,0.72027,0.6641,180.0,0.01,200.0,0.01,100
EURUSD,30,1.1111111111111112,2026-05,2026-05-07,2026-05-07 23:30:00,2026-05-08 06:00:00,BUY,1.17274,1.17094,1.17474,1.17405,timeout,0.6833,0.0444,8.0,131.0,1.17274,1.17242,0.5391,180.0,0.01,200.0,0.01,100
GBPUSD,30,1.1111111111111112,2026-05,2026-05-07,2026-05-07 23:30:00,2026-05-08 05:15:00,BUY,1.3551,1.3533,1.3571,1.3571,win,1.0556,0.0556,10.0,200.0,1.3551,1.35468,0.591,180.0,0.01,200.0,0.01,100
USDCAD,30,1.1111111111111112,2026-05,2026-05-07,2026-05-07 23:30:00,2026-05-08 06:00:00,SELL,1.36608,1.36788,1.36408,1.36539,timeout,0.3056,0.0778,14.0,69.0,1.36639,1.36608,0.5411,126.57,0.01,200.0,0.01,100
EURUSD,30,1.1111111111111112,2026-05,2026-05-12,2026-05-12 23:30:00,2026-05-13 06:00:00,SELL,1.17367,1.17547,1.17167,1.17267,timeout,0.5111,0.0444,8.0,100.0,1.1741,1.17367,1.4131,180.0,0.01,200.0,0.01,100
GBPUSD,30,1.1111111111111112,2026-05,2026-05-12,2026-05-12 23:30:00,2026-05-13 06:00:00,SELL,1.35381,1.35561,1.35181,1.35405,timeout,-0.1889,0.0556,10.0,-24.0,1.35423,1.35381,1.0652,180.0,0.01,200.0,0.01,100
USDCAD,30,1.1111111111111112,2026-05,2026-05-12,2026-05-12 23:30:00,2026-05-13 06:00:00,BUY,1.36957,1.36777,1.37157,1.36975,timeout,0.0222,0.0778,14.0,18.0,1.36957,1.36931,1.0706,126.57,0.01,200.0,0.01,100
AUDUSD,30,1.1111111111111112,2026-05,2026-05-13,2026-05-13 23:30:00,2026-05-14 06:00:00,SELL,0.72569,0.72749,0.72369,0.72574,timeout,-0.0778,0.05,9.0,-5.0,0.72605,0.72569,1.5799,180.0,0.01,200.0,0.01,100
EURUSD,30,1.1111111111111112,2026-05,2026-05-13,2026-05-13 23:30:00,2026-05-14 06:00:00,SELL,1.17162,1.17342,1.16962,1.17073,timeout,0.45,0.0444,8.0,89.0,1.1718,1.17162,0.7975,180.0,0.01,200.0,0.01,100
USDCAD,30,1.1111111111111112,2026-05,2026-05-13,2026-05-13 23:30:00,2026-05-14 06:00:00,BUY,1.37043,1.36863,1.37243,1.37071,timeout,0.0778,0.0778,14.0,28.0,1.37043,1.37031,0.5106,126.57,0.01,200.0,0.01,100
GBPUSD,30,1.1111111111111112,2026-05,2026-05-13,2026-05-14 00:00:00,2026-05-14 06:00:00,BUY,1.35292,1.35112,1.35492,1.35183,timeout,-0.6611,0.0556,10.0,-109.0,1.35292,1.35229,1.7362,180.0,0.01,200.0,0.01,100
EURUSD,30,1.1111111111111112,2026-05,2026-05-14,2026-05-14 23:30:00,2026-05-15 05:45:00,SELL,1.16618,1.16798,1.16418,1.16418,win,1.0667,0.0444,8.0,200.0,1.16695,1.16618,2.757,180.0,0.01,200.0,0.01,95
AUDUSD,30,1.1111111111111112,2026-05,2026-05-14,2026-05-14 23:45:00,2026-05-15 01:15:00,SELL,0.72181,0.72361,0.71981,0.71981,win,1.0611,0.05,9.0,200.0,0.72221,0.72181,2.1132,180.0,0.01,200.0,0.01,95
USDCAD,30,1.1111111111111112,2026-05,2026-05-14,2026-05-14 23:45:00,2026-05-15 01:30:00,BUY,1.37221,1.37041,1.37421,1.37421,win,1.0333,0.0778,14.0,200.0,1.37221,1.3716,1.9191,126.57,0.01,200.0,0.01,100
GBPUSD,30,1.1111111111111112,2026-05,2026-05-14,2026-05-15 00:30:00,2026-05-15 01:30:00,SELL,1.33845,1.34025,1.33645,1.33645,win,1.0556,0.0556,10.0,200.0,1.33989,1.33845,3.7403,180.0,0.01,200.0,0.01,95
AUDUSD,30,1.1111111111111112,2026-05,2026-05-19,2026-05-19 23:30:00,2026-05-20 01:15:00,BUY,0.71089,0.70909,0.71289,0.70909,loss,-1.05,0.05,9.0,-180.0,0.71089,0.7107,0.9048,180.0,0.01,200.0,0.01,100
EURUSD,30,1.1111111111111112,2026-05,2026-05-19,2026-05-19 23:30:00,2026-05-20 05:45:00,BUY,1.16101,1.15921,1.16301,1.15921,loss,-1.0444,0.0444,8.0,-180.0,1.16101,1.16073,1.0538,180.0,0.01,200.0,0.01,100
GBPUSD,30,1.1111111111111112,2026-05,2026-05-19,2026-05-19 23:30:00,2026-05-20 01:15:00,BUY,1.34003,1.33823,1.34203,1.33823,loss,-1.0556,0.0556,10.0,-180.0,1.34003,1.33963,1.0238,180.0,0.01,200.0,0.01,100
USDCAD,30,1.1111111111111112,2026-05,2026-05-19,2026-05-19 23:30:00,2026-05-20 06:00:00,SELL,1.37427,1.37607,1.37227,1.37607,loss,-1.0778,0.0778,14.0,-180.0,1.37439,1.37427,0.3871,126.57,0.01,200.0,0.01,95
AUDUSD,30,1.1111111111111112,2026-05,2026-05-20,2026-05-20 23:30:00,2026-05-21 01:45:00,SELL,0.71495,0.71675,0.71295,0.71295,win,1.0611,0.05,9.0,200.0,0.71521,0.71495,0.9891,180.0,0.01,200.0,0.01,100
EURUSD,30,1.1111111111111112,2026-05,2026-05-20,2026-05-20 23:30:00,2026-05-21 06:00:00,SELL,1.16233,1.16413,1.16033,1.16254,timeout,-0.1611,0.0444,8.0,-21.0,1.16272,1.16233,1.3285,180.0,0.01,200.0,0.01,100
GBPUSD,30,1.1111111111111112,2026-05,2026-05-20,2026-05-20 23:30:00,2026-05-21 06:00:00,SELL,1.34329,1.34509,1.34129,1.34371,timeout,-0.2889,0.0556,10.0,-42.0,1.34382,1.34329,1.3226,180.0,0.01,200.0,0.01,100
USDCAD,30,1.1111111111111112,2026-05,2026-05-20,2026-05-20 23:30:00,2026-05-21 06:00:00,BUY,1.37476,1.37296,1.37676,1.37618,timeout,0.7111,0.0778,14.0,142.0,1.37476,1.37448,1.0077,126.57,0.01,200.0,0.01,100
USDCAD,30,1.1111111111111112,2026-05,2026-05-21,2026-05-21 23:30:00,2026-05-22 06:00:00,BUY,1.37771,1.37591,1.37971,1.37927,timeout,0.7889,0.0778,14.0,156.0,1.37771,1.37741,1.2245,126.57,0.01,200.0,0.01,100
AUDUSD,30,1.1111111111111112,2026-05,2026-05-21,2026-05-21 23:45:00,2026-05-22 06:00:00,SELL,0.7147,0.7165,0.7127,0.71376,timeout,0.4722,0.05,9.0,94.0,0.71516,0.7147,1.5189,180.0,0.01,200.0,0.01,100
EURUSD,30,1.1111111111111112,2026-05,2026-05-21,2026-05-21 23:45:00,2026-05-22 06:00:00,BUY,1.16185,1.16005,1.16385,1.16121,timeout,-0.4,0.0444,8.0,-64.0,1.16185,1.16155,0.8061,180.0,0.01,200.0,0.01,100
GBPUSD,30,1.1111111111111112,2026-05,2026-05-21,2026-05-21 23:45:00,2026-05-22 06:00:00,BUY,1.34335,1.34155,1.34535,1.34248,timeout,-0.5389,0.0556,10.0,-87.0,1.34335,1.34303,0.6502,180.0,0.01,200.0,0.01,100
AUDUSD,30,1.1111111111111112,2026-05,2026-05-26,2026-05-26 23:30:00,2026-05-27 06:00:00,BUY,0.71699,0.71519,0.71899,0.71519,loss,-1.05,0.05,9.0,-180.0,0.71699,0.71671,1.9029,180.0,0.01,200.0,0.01,100
EURUSD,30,1.1111111111111112,2026-05,2026-05-26,2026-05-26 23:30:00,2026-05-27 06:00:00,BUY,1.16365,1.16185,1.16565,1.16383,timeout,0.0556,0.0444,8.0,18.0,1.16365,1.16325,1.8792,180.0,0.01,200.0,0.01,100
GBPUSD,30,1.1111111111111112,2026-05,2026-05-26,2026-05-26 23:30:00,2026-05-27 06:00:00,BUY,1.34541,1.34361,1.34741,1.34461,timeout,-0.5,0.0556,10.0,-80.0,1.34541,1.34492,1.6141,180.0,0.01,200.0,0.01,100
USDCAD,30,1.1111111111111112,2026-05,2026-05-26,2026-05-26 23:30:00,2026-05-27 06:00:00,SELL,1.3807,1.3825,1.3787,1.38165,timeout,-0.6056,0.0778,14.0,-95.0,1.38106,1.3807,1.3923,126.57,0.01,200.0,0.01,100
AUDUSD,30,1.1111111111111112,2026-05,2026-05-27,2026-05-27 23:30:00,2026-05-28 01:45:00,SELL,0.71378,0.71558,0.71178,0.71178,win,1.0611,0.05,9.0,200.0,0.7144,0.71378,3.0456,180.0,0.01,200.0,0.01,95
EURUSD,30,1.1111111111111112,2026-05,2026-05-27,2026-05-27 23:30:00,2026-05-28 03:15:00,SELL,1.16213,1.16393,1.16013,1.16013,win,1.0667,0.0444,8.0,200.0,1.16285,1.16213,2.7845,180.0,0.01,200.0,0.01,95
GBPUSD,30,1.1111111111111112,2026-05,2026-05-27,2026-05-27 23:30:00,2026-05-28 01:45:00,SELL,1.34212,1.34392,1.34012,1.34012,win,1.0556,0.0556,10.0,200.0,1.34286,1.34212,2.4206,180.0,0.01,200.0,0.01,95
USDCAD,30,1.1111111111111112,2026-05,2026-05-27,2026-05-27 23:30:00,2026-05-28 03:30:00,BUY,1.3842,1.3824,1.3862,1.3862,win,1.0333,0.0778,14.0,200.0,1.3842,1.38374,1.6387,126.57,0.01,200.0,0.01,100
AUDUSD,30,1.1111111111111112,2026-05,2026-05-28,2026-05-28 23:30:00,2026-05-29 06:00:00,SELL,0.71622,0.71802,0.71422,0.71657,timeout,-0.2444,0.05,9.0,-35.0,0.71646,0.71622,1.2399,180.0,0.01,200.0,0.01,100
EURUSD,30,1.1111111111111112,2026-05,2026-05-28,2026-05-28 23:45:00,2026-05-29 04:30:00,BUY,1.16526,1.16346,1.16726,1.16346,loss,-1.0444,0.0444,8.0,-180.0,1.16526,1.16497,1.2531,180.0,0.01,200.0,0.01,100
GBPUSD,30,1.1111111111111112,2026-05,2026-05-28,2026-05-28 23:45:00,2026-05-29 06:00:00,BUY,1.34451,1.34271,1.34651,1.34435,timeout,-0.1444,0.0556,10.0,-16.0,1.34451,1.3441,1.3732,180.0,0.01,200.0,0.01,100
USDCAD,30,1.1111111111111112,2026-05,2026-05-28,2026-05-28 23:45:00,2026-05-29 06:00:00,BUY,1.37834,1.37654,1.38034,1.37842,timeout,-0.0333,0.0778,14.0,8.0,1.37834,1.37812,0.8775,126.57,0.01,200.0,0.01,100
AUDUSD,30,1.1111111111111112,2026-06,2026-06-02,2026-06-02 23:30:00,2026-06-03 06:00:00,SELL,0.71718,0.71898,0.71518,0.71601,timeout,0.6,0.05,9.0,117.0,0.7178,0.71718,3.4173,180.0,0.01,200.0,0.01,95
EURUSD,30,1.1111111111111112,2026-06,2026-06-02,2026-06-02 23:30:00,2026-06-03 06:00:00,SELL,1.16219,1.16399,1.16019,1.16171,timeout,0.2222,0.0444,8.0,48.0,1.16271,1.16219,2.0507,180.0,0.01,200.0,0.01,95
GBPUSD,30,1.1111111111111112,2026-06,2026-06-02,2026-06-02 23:30:00,2026-06-03 06:00:00,SELL,1.3455,1.3473,1.3435,1.34435,timeout,0.5833,0.0556,10.0,115.0,1.34621,1.3455,2.3224,180.0,0.01,200.0,0.01,95
USDCAD,30,1.1111111111111112,2026-06,2026-06-02,2026-06-02 23:30:00,2026-06-03 06:00:00,BUY,1.38419,1.38239,1.38619,1.38526,timeout,0.5167,0.0778,14.0,107.0,1.38419,1.3839,1.2378,126.57,0.01,200.0,0.01,100
AUDUSD,30,1.1111111111111112,2026-06,2026-06-03,2026-06-03 23:30:00,2026-06-04 06:00:00,SELL,0.71283,0.71463,0.71083,0.71307,timeout,-0.1833,0.05,9.0,-24.0,0.71368,0.71283,3.6615,180.0,0.01,200.0,0.01,95
USDCAD,30,1.1111111111111112,2026-06,2026-06-03,2026-06-03 23:30:00,2026-06-04 06:00:00,BUY,1.3895,1.3877,1.3915,1.39049,timeout,0.4722,0.0778,14.0,99.0,1.3895,1.38897,1.5458,126.57,0.01,200.0,0.01,100
EURUSD,30,1.1111111111111112,2026-06,2026-06-03,2026-06-03 23:45:00,2026-06-04 06:00:00,BUY,1.16081,1.15901,1.16281,1.16118,timeout,0.1611,0.0444,8.0,37.0,1.16081,1.16012,2.1708,180.0,0.01,200.0,0.01,95
GBPUSD,30,1.1111111111111112,2026-06,2026-06-03,2026-06-03 23:45:00,2026-06-04 06:00:00,BUY,1.34251,1.34071,1.34451,1.34317,timeout,0.3111,0.0556,10.0,66.0,1.34251,1.34171,1.9893,180.0,0.01,200.0,0.01,100
