prague_day;start_balance;min_equity;daily_loss_usd;end_balance;max_margin_usd
2026.07.19;10000.00;10000.00;0.00;10000.00;0.00
2026.07.20;10000.00;10000.00;0.00;10000.00;0.00
2026.07.21;10000.00;10000.00;0.00;10000.00;0.00
2026.07.22;10000.00;10000.00;0.00;10000.00;0.00
2026.07.23;10000.00;9989.42;10.58;10076.74;29.22
2026.07.24;10076.74;10076.74;0.00;10076.74;0.00
2026.07.27;10076.74;10076.74;0.00;10076.74;0.00
2026.07.28;10076.74;10076.74;0.00;10076.74;0.00
2026.07.29;10076.74;10076.74;0.00;10076.74;0.00
2026.07.30;10076.74;10023.30;53.44;10076.79;16.16
2026.07.31;10076.79;10076.79;0.00;10076.79;0.00
2026.08.03;10076.79;10076.79;0.00;10076.79;0.00
2026.08.04;10076.79;10076.79;0.00;10076.79;0.00
2026.08.05;10076.79;10056.26;20.53;10152.63;34.22
2026.08.06;10152.63;10152.63;0.00;10152.63;0.00
2026.08.07;10152.63;10152.63;0.00;10152.63;0.00
2026.08.10;10152.63;10055.56;97.07;10067.92;45.43
2026.08.11;10067.92;10067.92;0.00;10067.92;0.00
2026.08.12;10067.92;10067.92;0.00;10067.92;0.00
2026.08.13;10067.92;10067.92;0.00;10067.92;0.00
2026.08.14;10067.92;10055.00;12.92;10143.47;59.41
2026.08.17;10143.47;10143.47;0.00;10143.47;0.00
2026.08.18;10143.47;10143.47;0.00;10143.47;0.00
2026.08.19;10143.47;10143.47;0.00;10143.47;0.00
2026.08.20;10143.47;10143.47;0.00;10143.47;0.00
2026.08.21;10143.47;10143.47;0.00;10143.47;0.00
2026.08.24;10143.47;10143.47;0.00;10143.47;0.00
2026.08.25;10143.47;10106.78;36.69;10127.58;41.60
2026.08.26;10127.58;10127.58;0.00;10127.58;0.00
2026.08.27;10127.58;10127.58;0.00;10127.58;0.00
2026.08.28;10127.58;10127.58;0.00;10127.58;0.00
2026.08.31;10127.58;10127.58;0.00;10127.58;0.00
2026.09.01;10127.58;10125.17;2.41;10203.61;56.09
2026.09.02;10203.61;10184.47;19.14;10257.23;63.30
2026.09.03;10257.23;10257.23;0.00;10257.23;0.00
2026.09.04;10257.23;10257.23;0.00;10257.23;0.00
2026.09.07;10257.23;10257.23;0.00;10257.23;0.00
2026.09.08;10257.23;10257.23;0.00;10257.23;0.00
2026.09.09;10257.23;10257.23;0.00;10257.23;0.00
2026.09.10;10257.23;10257.23;0.00;10257.23;0.00
2026.09.11;10257.23;10257.23;0.00;10257.23;0.00
2026.09.14;10257.23;10257.23;0.00;10257.23;0.00
2026.09.15;10257.23;10237.76;19.47;10333.68;63.94
2026.09.16;10333.68;10333.68;0.00;10333.68;0.00
2026.09.17;10333.68;10333.68;0.00;10333.68;0.00
2026.09.18;10333.68;10229.29;104.39;10229.29;58.91
