candidate,stage,score,mode,risk_pct,grid_levels,first_offset_atr,grid_step_atr,stop_extra_atr,target_atr,be_trigger_r,be_lock_r,trail_start_r,trail_distance_atr,pending_expiry_bars,max_hold_bars,cooldown_bars,session_start_utc,session_end_utc,adx_min,adx_max,range_adx_max,rsi_long_max,rsi_short_min,max_spread_price,max_daily_loss_pct,start,end,starting_balance,ending_balance,net_profit,return_pct,trades,wins,losses,win_rate,profit_factor,max_drawdown_pct,realized_drawdown_pct,max_consecutive_losses,exposure_pct_max
56,train,-10000.0,trend,0.5,3,0.35,0.6,1.3,1.75,1.0,0.1,0.0,0.8,12,72,12,6,19,18.0,38.0,20.0,50.0,50.0,0.8,1.0,2025-01-31 01:15:00+00:00,2026-02-04 17:35:00+00:00,10000.0,9973.214493988784,-26.785506011216057,-0.2678550601121654,23,14,9,60.86956521739131,0.9252162947645958,1.2068365752880827,1.111691825506529,2,0.4805719962287025
57,train,-10000.0,trend,0.5,3,0.35,0.9,0.9,1.25,0.0,0.0,0.0,0.8,12,72,12,6,19,18.0,38.0,20.0,50.0,50.0,0.8,1.0,2025-01-31 01:15:00+00:00,2026-02-04 17:35:00+00:00,10000.0,9905.230724004805,-94.76927599519513,-0.9476927599519458,23,15,8,65.21739130434783,0.679355219767009,1.3827961755472384,1.2943415783088936,2,0.4566386015317899
58,train,-10000.0,trend,0.5,3,0.35,0.9,0.9,1.25,1.0,0.1,0.0,0.8,12,72,12,6,19,18.0,38.0,20.0,50.0,50.0,0.8,1.0,2025-01-31 01:15:00+00:00,2026-02-04 17:35:00+00:00,10000.0,9905.230724004805,-94.76927599519513,-0.9476927599519458,23,15,8,65.21739130434783,0.679355219767009,1.3827961755472384,1.2943415783088936,2,0.4566386015317899
59,train,-10000.0,trend,0.5,3,0.35,0.9,0.9,1.75,0.0,0.0,0.0,0.8,12,72,12,6,19,18.0,38.0,20.0,50.0,50.0,0.8,1.0,2025-01-31 01:15:00+00:00,2026-02-04 17:35:00+00:00,10000.0,9950.969302417683,-49.03069758231686,-0.49030697582317373,23,13,10,56.52173913043478,0.8421260627489895,1.4418388230544,1.2350322685630009,3,0.4582677967648206
60,train,-10000.0,trend,0.5,3,0.35,0.9,0.9,1.75,1.0,0.1,0.0,0.8,12,72,12,6,19,18.0,38.0,20.0,50.0,50.0,0.8,1.0,2025-01-31 01:15:00+00:00,2026-02-04 17:35:00+00:00,10000.0,9950.969302417683,-49.03069758231686,-0.49030697582317373,23,13,10,56.52173913043478,0.8421260627489895,1.4418388230544,1.2350322685630009,3,0.4582677967648206
61,train,-10000.0,trend,0.5,3,0.35,0.9,1.3,1.25,0.0,0.0,0.0,0.8,12,72,12,6,19,18.0,38.0,20.0,50.0,50.0,0.8,1.0,2025-01-31 01:15:00+00:00,2026-02-04 17:35:00+00:00,10000.0,9785.066269879146,-214.9337301208543,-2.1493373012085426,20,12,8,60.0,0.33956389672932846,2.432462449331892,2.4298071219797968,2,0.4965302866558638
62,train,-10000.0,trend,0.5,3,0.35,0.9,1.3,1.25,1.0,0.1,0.0,0.8,12,72,12,6,19,18.0,38.0,20.0,50.0,50.0,0.8,1.0,2025-01-31 01:15:00+00:00,2026-02-04 17:35:00+00:00,10000.0,9785.066269879146,-214.9337301208543,-2.1493373012085426,20,12,8,60.0,0.33956389672932846,2.432462449331892,2.4298071219797968,2,0.4965302866558638
63,train,-10000.0,trend,0.5,3,0.35,0.9,1.3,1.75,0.0,0.0,0.0,0.8,12,72,12,6,19,18.0,38.0,20.0,50.0,50.0,0.8,1.0,2025-01-31 01:15:00+00:00,2026-02-04 17:35:00+00:00,10000.0,9800.909890639461,-199.09010936053892,-1.9909010936053906,20,10,10,50.0,0.4081509862130544,2.2782917008664576,2.1199845939249347,3,0.4975634566366217
64,train,-10000.0,trend,0.5,3,0.35,0.9,1.3,1.75,1.0,0.1,0.0,0.8,12,72,12,6,19,18.0,38.0,20.0,50.0,50.0,0.8,1.0,2025-01-31 01:15:00+00:00,2026-02-04 17:35:00+00:00,10000.0,9800.909890639461,-199.09010936053892,-1.9909010936053906,20,10,10,50.0,0.4081509862130544,2.2782917008664576,2.1199845939249347,3,0.4975634566366217
65,train,-10000.0,momentum,0.5,2,0.1,0.25,1.0,1.0,0.0,0.0,0.0,0.8,12,72,12,6,19,18.0,50.0,20.0,45.0,55.0,0.8,1.0,2025-01-31 01:15:00+00:00,2026-02-04 17:35:00+00:00,10000.0,9617.054058363654,-382.9459416363461,-3.8294594163634565,240,107,133,44.583333333333336,0.9141827142015472,9.288559529174169,8.90634488634449,9,0.4992034151434384
66,train,-10000.0,momentum,0.5,2,0.1,0.25,1.0,1.0,1.0,0.1,0.0,0.8,12,72,12,6,19,18.0,50.0,20.0,45.0,55.0,0.8,1.0,2025-01-31 01:15:00+00:00,2026-02-04 17:35:00+00:00,10000.0,9617.054058363654,-382.9459416363461,-3.8294594163634565,240,107,133,44.583333333333336,0.9141827142015472,9.288559529174169,8.90634488634449,9,0.4992034151434384
67,train,-3.430247304863303,momentum,0.5,2,0.1,0.25,1.0,1.5,0.0,0.0,0.0,0.8,12,72,12,6,19,18.0,50.0,20.0,45.0,55.0,0.8,1.0,2025-01-31 01:15:00+00:00,2026-02-04 17:35:00+00:00,10000.0,10298.619779079156,298.6197790791557,2.986197790791567,228,91,137,39.91228070175439,1.0627161488563022,5.412154107426375,5.233282066473095,9,0.5005514666232317
68,train,-10000.0,momentum,0.5,2,0.1,0.25,1.0,1.5,1.0,0.1,0.0,0.8,12,72,12,6,19,18.0,50.0,20.0,45.0,55.0,0.8,1.0,2025-01-31 01:15:00+00:00,2026-02-04 17:35:00+00:00,10000.0,9597.730595166031,-402.269404833969,-4.022694048339693,235,99,136,42.12765957446808,0.911635256271333,9.156536637085562,8.58576581368855,9,0.5018811418852299
69,train,5.759522958153899,momentum,0.5,2,0.1,0.25,1.0,2.0,0.0,0.0,0.0,0.8,12,72,12,6,19,18.0,50.0,20.0,45.0,55.0,0.8,1.0,2025-01-31 01:15:00+00:00,2026-02-04 17:35:00+00:00,10000.0,11044.553890098203,1044.5538900982028,10.445538900982033,219,82,137,37.44292237442922,1.2061527203316345,4.610178546384113,4.254928669846611,9,0.5005545198153001
70,train,-10000.0,momentum,0.5,2,0.1,0.25,1.0,2.0,1.0,0.1,0.0,0.8,12,72,12,6,19,18.0,50.0,20.0,45.0,55.0,0.8,1.0,2025-01-31 01:15:00+00:00,2026-02-04 17:35:00+00:00,10000.0,9990.255299962078,-9.744700037921575,-0.09744700037921383,229,96,133,41.92139737991266,0.9979295977473491,6.641223205821048,6.224976523232391,9,0.5019260691620342
71,train,-1.2634452977417452,momentum,0.5,2,0.1,0.25,1.5,1.0,0.0,0.0,0.0,0.8,12,72,12,6,19,18.0,50.0,20.0,45.0,55.0,0.8,1.0,2025-01-31 01:15:00+00:00,2026-02-04 17:35:00+00:00,10000.0,10384.230617665522,384.230617665522,3.842306176655219,227,131,96,57.70925110132159,1.1255263908151725,4.753780142237394,4.654986004194701,7,0.5005153008695844
72,train,-1.2634452977417452,momentum,0.5,2,0.1,0.25,1.5,1.0,1.0,0.1,0.0,0.8,12,72,12,6,19,18.0,50.0,20.0,45.0,55.0,0.8,1.0,2025-01-31 01:15:00+00:00,2026-02-04 17:35:00+00:00,10000.0,10384.230617665522,384.230617665522,3.842306176655219,227,131,96,57.70925110132159,1.1255263908151725,4.753780142237394,4.654986004194701,7,0.5005153008695844
73,train,4.255589301370855,momentum,0.5,2,0.1,0.25,1.5,1.5,0.0,0.0,0.0,0.8,12,72,12,6,19,18.0,50.0,20.0,45.0,55.0,0.8,1.0,2025-01-31 01:15:00+00:00,2026-02-04 17:35:00+00:00,10000.0,10830.156814518063,830.1568145180627,8.301568145180639,214,111,103,51.86915887850467,1.2526909895610714,4.306311568295515,4.287008385832596,7,0.4978834902060693
74,train,4.255589301370855,momentum,0.5,2,0.1,0.25,1.5,1.5,1.0,0.1,0.0,0.8,12,72,12,6,19,18.0,50.0,20.0,45.0,55.0,0.8,1.0,2025-01-31 01:15:00+00:00,2026-02-04 17:35:00+00:00,10000.0,10830.156814518063,830.1568145180627,8.301568145180639,214,111,103,51.86915887850467,1.2526909895610714,4.306311568295515,4.287008385832596,7,0.4978834902060693
75,train,10.521874754122456,momentum,0.5,2,0.1,0.25,1.5,2.0,0.0,0.0,0.0,0.8,12,72,12,6,19,18.0,50.0,20.0,45.0,55.0,0.8,1.0,2025-01-31 01:15:00+00:00,2026-02-04 17:35:00+00:00,10000.0,11292.492843316866,1292.4928433168661,12.92492843316866,204,98,106,48.03921568627451,1.3686387944984837,3.522406260023984,3.283362174455569,7,0.5019030955213284
76,train,10.836198873309183,momentum,0.5,2,0.1,0.25,1.5,2.0,1.0,0.1,0.0,0.8,12,72,12,6,19,18.0,50.0,20.0,45.0,55.0,0.8,1.0,2025-01-31 01:15:00+00:00,2026-02-04 17:35:00+00:00,10000.0,11234.65510269451,1234.6551026945108,12.346551026945107,206,103,103,50.0,1.3646894992924181,3.0220728623448663,2.7826142766946846,7,0.5016378667173211
77,train,-10000.0,momentum,0.5,2,0.1,0.45,1.0,1.0,0.0,0.0,0.0,0.8,12,72,12,6,19,18.0,50.0,20.0,45.0,55.0,0.8,1.0,2025-01-31 01:15:00+00:00,2026-02-04 17:35:00+00:00,10000.0,9694.651476357865,-305.34852364213475,-3.0534852364213494,238,101,137,42.436974789915965,0.9252124646640731,6.05635692424946,5.653308163683169,9,0.5021031644924688
78,train,-10000.0,momentum,0.5,2,0.1,0.45,1.0,1.0,1.0,0.1,0.0,0.8,12,72,12,6,19,18.0,50.0,20.0,45.0,55.0,0.8,1.0,2025-01-31 01:15:00+00:00,2026-02-04 17:35:00+00:00,10000.0,9694.651476357865,-305.34852364213475,-3.0534852364213494,238,101,137,42.436974789915965,0.9252124646640731,6.05635692424946,5.653308163683169,9,0.5021031644924688
79,train,0.16380392034551217,momentum,0.5,2,0.1,0.45,1.0,1.5,0.0,0.0,0.0,0.8,12,72,12,6,19,18.0,50.0,20.0,45.0,55.0,0.8,1.0,2025-01-31 01:15:00+00:00,2026-02-04 17:35:00+00:00,10000.0,10476.788419931974,476.7884199319742,4.76788419931975,226,88,138,38.93805309734513,1.1094632598231038,4.4572259992335805,4.261507109587811,9,0.4972602832228024
80,train,-2.177521330172448,momentum,0.5,2,0.1,0.45,1.0,1.5,1.0,0.1,0.0,0.8,12,72,12,6,19,18.0,50.0,20.0,45.0,55.0,0.8,1.0,2025-01-31 01:15:00+00:00,2026-02-04 17:35:00+00:00,10000.0,10321.684101239942,321.6841012399418,3.2168410123994073,229,94,135,41.04803493449782,1.0776673885142696,4.860942844222442,4.691906653427515,9,0.5000557449734591
81,train,3.705261209239538,momentum,0.5,2,0.1,0.45,1.0,2.0,0.0,0.0,0.0,0.8,12,72,12,6,19,18.0,50.0,20.0,45.0,55.0,0.8,1.0,2025-01-31 01:15:00+00:00,2026-02-04 17:35:00+00:00,10000.0,10802.968895650272,802.9688956502723,8.029688956502735,217,77,140,35.483870967741936,1.1736256548283317,4.373155031622145,4.158548452176493,9,0.49995546481494585
82,train,-10000.0,momentum,0.5,2,0.1,0.45,1.0,2.0,1.0,0.1,0.0,0.8,12,72,12,6,19,18.0,50.0,20.0,45.0,55.0,0.8,1.0,2025-01-31 01:15:00+00:00,2026-02-04 17:35:00+00:00,10000.0,10072.212457060286,72.2124570602864,0.7221245706028556,226,91,135,40.26548672566372,1.0173973123061568,5.151533973519232,4.60835426705954,9,0.5011498202204274
83,train,-0.8943138552345065,momentum,0.5,2,0.1,0.45,1.5,1.0,0.0,0.0,0.0,0.8,12,72,12,6,19,18.0,50.0,20.0,45.0,55.0,0.8,1.0,2025-01-31 01:15:00+00:00,2026-02-04 17:35:00+00:00,10000.0,10307.378657741707,307.3786577417068,3.073786577417059,222,122,100,54.95495495495496,1.1055153887737947,4.09951733899953,3.9199543143309894,7,0.50076010046535
84,train,-0.8943138552345065,momentum,0.5,2,0.1,0.45,1.5,1.0,1.0,0.1,0.0,0.8,12,72,12,6,19,18.0,50.0,20.0,45.0,55.0,0.8,1.0,2025-01-31 01:15:00+00:00,2026-02-04 17:35:00+00:00,10000.0,10307.378657741707,307.3786577417068,3.073786577417059,222,122,100,54.95495495495496,1.1055153887737947,4.09951733899953,3.9199543143309894,7,0.50076010046535
85,train,4.175425724555708,momentum,0.5,2,0.1,0.45,1.5,1.5,0.0,0.0,0.0,0.8,12,72,12,6,19,18.0,50.0,20.0,45.0,55.0,0.8,1.0,2025-01-31 01:15:00+00:00,2026-02-04 17:35:00+00:00,10000.0,10664.287360570921,664.287360570921,6.64287360570921,209,103,106,49.282296650717704,1.2128198264277357,3.3850486300049853,3.1458944490113336,7,0.5011921718262147
86,train,4.175425724555708,momentum,0.5,2,0.1,0.45,1.5,1.5,1.0,0.1,0.0,0.8,12,72,12,6,19,18.0,50.0,20.0,45.0,55.0,0.8,1.0,2025-01-31 01:15:00+00:00,2026-02-04 17:35:00+00:00,10000.0,10664.287360570921,664.287360570921,6.64287360570921,209,103,106,49.282296650717704,1.2128198264277357,3.3850486300049853,3.1458944490113336,7,0.5011921718262147
87,train,4.291980981800196,momentum,0.5,2,0.1,0.45,1.5,2.0,0.0,0.0,0.0,0.8,12,72,12,6,19,18.0,50.0,20.0,45.0,55.0,0.8,1.0,2025-01-31 01:15:00+00:00,2026-02-04 17:35:00+00:00,10000.0,10720.870702917066,720.8707029170655,7.208707029170647,201,89,112,44.27860696517413,1.2093363526930199,3.6307770848647163,3.4139351337993853,7,0.4986740300975433
88,train,3.0586639591581726,momentum,0.5,2,0.1,0.45,1.5,2.0,1.0,0.1,0.0,0.8,12,72,12,6,19,18.0,50.0,20.0,45.0,55.0,0.8,1.0,2025-01-31 01:15:00+00:00,2026-02-04 17:35:00+00:00,10000.0,10640.009066239352,640.0090662393523,6.400090662393532,204,98,106,48.03921568627451,1.2012601302856907,3.857748313225967,3.7484537010200008,7,0.49816522608798103
89,train,-10000.0,momentum,0.5,2,0.2,0.25,1.0,1.0,0.0,0.0,0.0,0.8,12,72,12,6,19,18.0,50.0,20.0,45.0,55.0,0.8,1.0,2025-01-31 01:15:00+00:00,2026-02-04 17:35:00+00:00,10000.0,9624.787518998713,-375.2124810012865,-3.752124810012869,222,107,115,48.1981981981982,0.9043257046865737,8.00442837745238,7.484849286388035,8,0.50158112051564
90,train,-10000.0,momentum,0.5,2,0.2,0.25,1.0,1.0,1.0,0.1,0.0,0.8,12,72,12,6,19,18.0,50.0,20.0,45.0,55.0,0.8,1.0,2025-01-31 01:15:00+00:00,2026-02-04 17:35:00+00:00,10000.0,9624.787518998713,-375.2124810012865,-3.752124810012869,222,107,115,48.1981981981982,0.9043257046865737,8.00442837745238,7.484849286388035,8,0.50158112051564
91,train,-0.9019123204125166,momentum,0.5,2,0.2,0.25,1.0,1.5,0.0,0.0,0.0,0.8,12,72,12,6,19,18.0,50.0,20.0,45.0,55.0,0.8,1.0,2025-01-31 01:15:00+00:00,2026-02-04 17:35:00+00:00,10000.0,10580.491714300264,580.491714300264,5.804917143002641,207,93,114,44.927536231884055,1.1406460614997038,5.660067548008092,5.417507241564719,8,0.5002978370408163
92,train,-2.09858887002693,momentum,0.5,2,0.2,0.25,1.0,1.5,1.0,0.1,0.0,0.8,12,72,12,6,19,18.0,50.0,20.0,45.0,55.0,0.8,1.0,2025-01-31 01:15:00+00:00,2026-02-04 17:35:00+00:00,10000.0,10482.318258577194,482.3182585771938,4.823182585771946,209,99,110,47.368421052631575,1.1225103997482992,5.759329030719708,5.41967282777127,8,0.5016626760803943
93,train,1.696508926178683,momentum,0.5,2,0.2,0.25,1.0,2.0,0.0,0.0,0.0,0.8,12,72,12,6,19,18.0,50.0,20.0,45.0,55.0,0.8,1.0,2025-01-31 01:15:00+00:00,2026-02-04 17:35:00+00:00,10000.0,10650.079638172723,650.0796381727232,6.500796381727225,202,80,122,39.603960396039604,1.1406740045517652,4.6031308136955955,4.411593293166463,8,0.5022371575315687
94,train,-3.1882615895901756,momentum,0.5,2,0.2,0.25,1.0,2.0,1.0,0.1,0.0,0.8,12,72,12,6,19,18.0,50.0,20.0,45.0,55.0,0.8,1.0,2025-01-31 01:15:00+00:00,2026-02-04 17:35:00+00:00,10000.0,10271.962709405016,271.96270940501563,2.719627094050159,206,94,112,45.63106796116505,1.065700229563307,5.132938412648304,5.010082335099911,8,0.49974272273227655
95,train,-10000.0,momentum,0.5,2,0.2,0.25,1.5,1.0,0.0,0.0,0.0,0.8,12,72,12,6,19,18.0,50.0,20.0,45.0,55.0,0.8,1.0,2025-01-31 01:15:00+00:00,2026-02-04 17:35:00+00:00,10000.0,10132.14731356121,132.14731356121047,1.3214731356121057,213,126,87,59.154929577464785,1.0468581449581724,5.355004224841027,5.212144494641452,7,0.5020285679405204
96,train,-10000.0,momentum,0.5,2,0.2,0.25,1.5,1.0,1.0,0.1,0.0,0.8,12,72,12,6,19,18.0,50.0,20.0,45.0,55.0,0.8,1.0,2025-01-31 01:15:00+00:00,2026-02-04 17:35:00+00:00,10000.0,10132.14731356121,132.14731356121047,1.3214731356121057,213,126,87,59.154929577464785,1.0468581449581724,5.355004224841027,5.212144494641452,7,0.5020285679405204
97,train,5.957175929624938,momentum,0.5,2,0.2,0.25,1.5,1.5,0.0,0.0,0.0,0.8,12,72,12,6,19,18.0,50.0,20.0,45.0,55.0,0.8,1.0,2025-01-31 01:15:00+00:00,2026-02-04 17:35:00+00:00,10000.0,10956.30009775394,956.3000977539396,9.563000977539392,199,110,89,55.27638190954774,1.3297842970359044,4.1474409122145905,3.891961126976837,7,0.4997335826288118
98,train,5.957175929624938,momentum,0.5,2,0.2,0.25,1.5,1.5,1.0,0.1,0.0,0.8,12,72,12,6,19,18.0,50.0,20.0,45.0,55.0,0.8,1.0,2025-01-31 01:15:00+00:00,2026-02-04 17:35:00+00:00,10000.0,10956.30009775394,956.3000977539396,9.563000977539392,199,110,89,55.27638190954774,1.3297842970359044,4.1474409122145905,3.891961126976837,7,0.4997335826288118
99,train,8.468096846170651,momentum,0.5,2,0.2,0.25,1.5,2.0,0.0,0.0,0.0,0.8,12,72,12,6,19,18.0,50.0,20.0,45.0,55.0,0.8,1.0,2025-01-31 01:15:00+00:00,2026-02-04 17:35:00+00:00,10000.0,11118.70215242289,1118.7021524228894,11.187021524228902,191,96,95,50.26178010471204,1.3472059985917517,3.674075930689863,3.449098456927218,7,0.49869632329513663
100,train,8.318187387777073,momentum,0.5,2,0.2,0.25,1.5,2.0,1.0,0.1,0.0,0.8,12,72,12,6,19,18.0,50.0,20.0,45.0,55.0,0.8,1.0,2025-01-31 01:15:00+00:00,2026-02-04 17:35:00+00:00,10000.0,11099.996446105279,1099.9964461052787,10.99996446105278,193,102,91,52.84974093264248,1.362022665871302,3.669901336121284,3.4451758393736807,7,0.49857261683993
101,train,-10000.0,momentum,0.5,2,0.2,0.45,1.0,1.0,0.0,0.0,0.0,0.8,12,72,12,6,19,18.0,50.0,20.0,45.0,55.0,0.8,1.0,2025-01-31 01:15:00+00:00,2026-02-04 17:35:00+00:00,10000.0,10078.604038409503,78.60403840950312,0.7860403840950214,213,100,113,46.948356807511736,1.0233928325422028,4.322139787238184,3.923415628179055,8,0.49945841836335225
102,train,-10000.0,momentum,0.5,2,0.2,0.45,1.0,1.0,1.0,0.1,0.0,0.8,12,72,12,6,19,18.0,50.0,20.0,45.0,55.0,0.8,1.0,2025-01-31 01:15:00+00:00,2026-02-04 17:35:00+00:00,10000.0,10078.604038409503,78.60403840950312,0.7860403840950214,213,100,113,46.948356807511736,1.0233928325422028,4.322139787238184,3.923415628179055,8,0.49945841836335225
103,train,4.852976812145313,momentum,0.5,2,0.2,0.45,1.0,1.5,0.0,0.0,0.0,0.8,12,72,12,6,19,18.0,50.0,20.0,45.0,55.0,0.8,1.0,2025-01-31 01:15:00+00:00,2026-02-04 17:35:00+00:00,10000.0,10756.224593220031,756.2245932200312,7.562245932200318,205,90,115,43.90243902439025,1.2068306905636383,3.51273916732349,3.3202429320017037,8,0.5020168844931336
104,train,1.3431690139423578,momentum,0.5,2,0.2,0.45,1.0,1.5,1.0,0.1,0.0,0.8,12,72,12,6,19,18.0,50.0,20.0,45.0,55.0,0.8,1.0,2025-01-31 01:15:00+00:00,2026-02-04 17:35:00+00:00,10000.0,10506.67032457194,506.67032457194,5.066703245719406,207,93,114,44.927536231884055,1.1424896272263632,4.004729714572097,3.8382473884051103,8,0.5012107453398399
105,train,6.6227371725296384,momentum,0.5,2,0.2,0.45,1.0,2.0,0.0,0.0,0.0,0.8,12,72,12,6,19,18.0,50.0,20.0,45.0,55.0,0.8,1.0,2025-01-31 01:15:00+00:00,2026-02-04 17:35:00+00:00,10000.0,10921.529891075766,921.5298910757665,9.215298910757674,197,78,119,39.59390862944163,1.226641466256391,3.4699137059671212,3.2152244962620395,8,0.5021362860029849
106,train,3.8798621141558742,momentum,0.5,2,0.2,0.45,1.0,2.0,1.0,0.1,0.0,0.8,12,72,12,6,19,18.0,50.0,20.0,45.0,55.0,0.8,1.0,2025-01-31 01:15:00+00:00,2026-02-04 17:35:00+00:00,10000.0,10708.60395216533,708.6039521653292,7.086039521653298,204,90,114,44.11764705882353,1.19720604944978,3.7781052813316576,3.261453978565512,8,0.5003707242982479
107,train,4.6169796710547795,momentum,0.5,2,0.2,0.45,1.5,1.0,0.0,0.0,0.0,0.8,12,72,12,6,19,18.0,50.0,20.0,45.0,55.0,0.8,1.0,2025-01-31 01:15:00+00:00,2026-02-04 17:35:00+00:00,10000.0,10625.485505237386,625.485505237386,6.254855052373864,203,118,85,58.128078817733986,1.2673898140934918,2.9848083386144824,2.8387289973774203,7,0.5015423467705492
108,train,4.6169796710547795,momentum,0.5,2,0.2,0.45,1.5,1.0,1.0,0.1,0.0,0.8,12,72,12,6,19,18.0,50.0,20.0,45.0,55.0,0.8,1.0,2025-01-31 01:15:00+00:00,2026-02-04 17:35:00+00:00,10000.0,10625.485505237386,625.485505237386,6.254855052373864,203,118,85,58.128078817733986,1.2673898140934918,2.9848083386144824,2.8387289973774203,7,0.5015423467705492
109,train,8.92267526032271,momentum,0.5,2,0.2,0.45,1.5,1.5,0.0,0.0,0.0,0.8,12,72,12,6,19,18.0,50.0,20.0,45.0,55.0,0.8,1.0,2025-01-31 01:15:00+00:00,2026-02-04 17:35:00+00:00,10000.0,10987.726445538645,987.7264455386448,9.87726445538646,195,104,91,53.333333333333336,1.3793073439858043,2.72955771279742,2.576488931982399,7,0.5008523023566032
110,train,8.92267526032271,momentum,0.5,2,0.2,0.45,1.5,1.5,1.0,0.1,0.0,0.8,12,72,12,6,19,18.0,50.0,20.0,45.0,55.0,0.8,1.0,2025-01-31 01:15:00+00:00,2026-02-04 17:35:00+00:00,10000.0,10987.726445538645,987.7264455386448,9.87726445538646,195,104,91,53.333333333333336,1.3793073439858043,2.72955771279742,2.576488931982399,7,0.5008523023566032
111,train,9.806286374549819,momentum,0.5,2,0.2,0.45,1.5,2.0,0.0,0.0,0.0,0.8,12,72,12,6,19,18.0,50.0,20.0,45.0,55.0,0.8,1.0,2025-01-31 01:15:00+00:00,2026-02-04 17:35:00+00:00,10000.0,11062.092149018601,1062.092149018601,10.620921490186008,185,90,95,48.64864864864865,1.3630180844605442,2.633706269198487,2.476553147071657,7,0.5021233142792723
112,train,10.73836571728739,momentum,0.5,2,0.2,0.45,1.5,2.0,1.0,0.1,0.0,0.8,12,72,12,6,19,18.0,50.0,20.0,45.0,55.0,0.8,1.0,2025-01-31 01:15:00+00:00,2026-02-04 17:35:00+00:00,10000.0,11143.726212096793,1143.7262120967935,11.43726212096794,187,97,90,51.87165775401069,1.4324899941683036,2.6465979955650862,2.4766233970798317,7,0.4999468342465532
113,train,-10000.0,momentum,0.5,3,0.1,0.25,1.0,1.0,0.0,0.0,0.0,0.8,12,72,12,6,19,18.0,50.0,20.0,45.0,55.0,0.8,1.0,2025-01-31 01:15:00+00:00,2026-02-04 17:35:00+00:00,10000.0,9965.269438304644,-34.7305616953563,-0.34730561695356377,224,94,130,41.964285714285715,0.9897994520284232,4.852495774199009,4.518434242471927,9,0.5001774958692091
114,train,-10000.0,momentum,0.5,3,0.1,0.25,1.0,1.0,1.0,0.1,0.0,0.8,12,72,12,6,19,18.0,50.0,20.0,45.0,55.0,0.8,1.0,2025-01-31 01:15:00+00:00,2026-02-04 17:35:00+00:00,10000.0,9965.269438304644,-34.7305616953563,-0.34730561695356377,224,94,130,41.964285714285715,0.9897994520284232,4.852495774199009,4.518434242471927,9,0.5001774958692091
115,train,5.545715583517867,momentum,0.5,3,0.1,0.25,1.0,1.5,0.0,0.0,0.0,0.8,12,72,12,6,19,18.0,50.0,20.0,45.0,55.0,0.8,1.0,2025-01-31 01:15:00+00:00,2026-02-04 17:35:00+00:00,10000.0,10885.446267360203,885.4462673602029,8.854462673602036,217,87,130,40.09216589861751,1.2444381386713832,3.8875685374594084,3.707386061110756,9,0.5007922764306404
116,train,2.7825905432940443,momentum,0.5,3,0.1,0.25,1.0,1.5,1.0,0.1,0.0,0.8,12,72,12,6,19,18.0,50.0,20.0,45.0,55.0,0.8,1.0,2025-01-31 01:15:00+00:00,2026-02-04 17:35:00+00:00,10000.0,10742.392297147067,742.3922971470674,7.423922971470676,220,91,129,41.36363636363637,1.2116737198178849,4.591488815451334,4.413176045356458,9,0.5016038671198925
117,train,9.344523932623641,momentum,0.5,3,0.1,0.25,1.0,2.0,0.0,0.0,0.0,0.8,12,72,12,6,19,18.0,50.0,20.0,45.0,55.0,0.8,1.0,2025-01-31 01:15:00+00:00,2026-02-04 17:35:00+00:00,10000.0,11164.258632572788,1164.258632572788,11.642586325727876,210,76,134,36.19047619047619,1.2977366005232431,3.385297552305956,3.2947359874135294,9,0.4995838807943634
118,train,0.936448911166089,momentum,0.5,3,0.1,0.25,1.0,2.0,1.0,0.1,0.0,0.8,12,72,12,6,19,18.0,50.0,20.0,45.0,55.0,0.8,1.0,2025-01-31 01:15:00+00:00,2026-02-04 17:35:00+00:00,10000.0,10477.580852994066,477.58085299406594,4.775808529940662,216,87,129,40.27777777777778,1.136814246106791,4.062771172771197,3.9184926612311664,9,0.4980274277043976
119,train,1.347655408537803,momentum,0.5,3,0.1,0.25,1.5,1.0,0.0,0.0,0.0,0.8,12,72,12,6,19,18.0,50.0,20.0,45.0,55.0,0.8,1.0,2025-01-31 01:15:00+00:00,2026-02-04 17:35:00+00:00,10000.0,10350.500146212318,350.5001462123182,3.5050014621231806,192,107,85,55.729166666666664,1.1553485500026204,3.148912863105899,2.9857553359130544,4,0.5018973915254528
120,train,1.347655408537803,momentum,0.5,3,0.1,0.25,1.5,1.0,1.0,0.1,0.0,0.8,12,72,12,6,19,18.0,50.0,20.0,45.0,55.0,0.8,1.0,2025-01-31 01:15:00+00:00,2026-02-04 17:35:00+00:00,10000.0,10350.500146212318,350.5001462123182,3.5050014621231806,192,107,85,55.729166666666664,1.1553485500026204,3.148912863105899,2.9857553359130544,4,0.5018973915254528
121,train,5.132050105786947,momentum,0.5,3,0.1,0.25,1.5,1.5,0.0,0.0,0.0,0.8,12,72,12,6,19,18.0,50.0,20.0,45.0,55.0,0.8,1.0,2025-01-31 01:15:00+00:00,2026-02-04 17:35:00+00:00,10000.0,10687.124634544121,687.1246345441214,6.8712463454412065,185,93,92,50.27027027027027,1.2719451874917695,3.0461592303543323,2.8290631571238336,7,0.5001863956023898
