candidate,stage,score,mode,risk_pct,grid_levels,first_offset_atr,grid_step_atr,stop_extra_atr,target_atr,be_trigger_r,be_lock_r,trail_start_r,trail_distance_atr,pending_expiry_bars,max_hold_bars,cooldown_bars,session_start_utc,session_end_utc,adx_min,adx_max,range_adx_max,rsi_long_max,rsi_short_min,max_spread_price,max_daily_loss_pct,start,end,starting_balance,ending_balance,net_profit,return_pct,trades,wins,losses,win_rate,profit_factor,max_drawdown_pct,realized_drawdown_pct,max_consecutive_losses,exposure_pct_max
122,train,5.132050105786947,momentum,0.5,3,0.1,0.25,1.5,1.5,1.0,0.1,0.0,0.8,12,72,12,6,19,18.0,50.0,20.0,45.0,55.0,0.8,1.0,2025-01-31 01:15:00+00:00,2026-02-04 17:35:00+00:00,10000.0,10687.124634544121,687.1246345441214,6.8712463454412065,185,93,92,50.27027027027027,1.2719451874917695,3.0461592303543323,2.8290631571238336,7,0.5001863956023898
123,train,7.171769047697291,momentum,0.5,3,0.1,0.25,1.5,2.0,0.0,0.0,0.0,0.8,12,72,12,6,19,18.0,50.0,20.0,45.0,55.0,0.8,1.0,2025-01-31 01:15:00+00:00,2026-02-04 17:35:00+00:00,10000.0,10895.552331872363,895.5523318723626,8.955523318723625,177,82,95,46.32768361581921,1.3265888254543072,3.131628845519416,2.9099040675071235,7,0.4992928552008482
124,train,7.759119347558013,momentum,0.5,3,0.1,0.25,1.5,2.0,1.0,0.1,0.0,0.8,12,72,12,6,19,18.0,50.0,20.0,45.0,55.0,0.8,1.0,2025-01-31 01:15:00+00:00,2026-02-04 17:35:00+00:00,10000.0,10941.482263822347,941.4822638223468,9.414822638223463,180,90,90,50.0,1.3794094110675625,3.119178951555875,2.8983255044692706,7,0.49958800165302514
125,train,0.9976679723597661,momentum,0.5,3,0.1,0.45,1.0,1.0,0.0,0.0,0.0,0.8,12,72,12,6,19,18.0,50.0,20.0,45.0,55.0,0.8,1.0,2025-01-31 01:15:00+00:00,2026-02-04 17:35:00+00:00,10000.0,10338.84617383677,338.8461738367696,3.3884617383676874,213,85,128,39.906103286384976,1.1292109633521774,3.249564273729042,3.1447378322818706,9,0.49691112030297674
126,train,0.9976679723597661,momentum,0.5,3,0.1,0.45,1.0,1.0,1.0,0.1,0.0,0.8,12,72,12,6,19,18.0,50.0,20.0,45.0,55.0,0.8,1.0,2025-01-31 01:15:00+00:00,2026-02-04 17:35:00+00:00,10000.0,10338.84617383677,338.8461738367696,3.3884617383676874,213,85,128,39.906103286384976,1.1292109633521774,3.249564273729042,3.1447378322818706,9,0.49691112030297674
127,train,3.3418575597256064,momentum,0.5,3,0.1,0.45,1.0,1.5,0.0,0.0,0.0,0.8,12,72,12,6,19,18.0,50.0,20.0,45.0,55.0,0.8,1.0,2025-01-31 01:15:00+00:00,2026-02-04 17:35:00+00:00,10000.0,10566.288711964677,566.2887119646766,5.662887119646776,207,73,134,35.26570048309179,1.1917099729786191,3.280249725488004,3.0778511028215845,9,0.5006802822489745
128,train,1.8351175657446956,momentum,0.5,3,0.1,0.45,1.0,1.5,1.0,0.1,0.0,0.8,12,72,12,6,19,18.0,50.0,20.0,45.0,55.0,0.8,1.0,2025-01-31 01:15:00+00:00,2026-02-04 17:35:00+00:00,10000.0,10432.234152861358,432.23415286135787,4.322341528613571,211,80,131,37.91469194312796,1.1582890331552074,3.3354455717662725,3.205895684670009,9,0.5001743965562475
129,train,3.7520012567557988,momentum,0.5,3,0.1,0.45,1.0,2.0,0.0,0.0,0.0,0.8,12,72,12,6,19,18.0,50.0,20.0,45.0,55.0,0.8,1.0,2025-01-31 01:15:00+00:00,2026-02-04 17:35:00+00:00,10000.0,10747.19842352533,747.1984235253294,7.471984235253304,200,66,134,33.0,1.2400909592086906,4.11120272050827,3.6302640502302337,9,0.5004793056335718
130,train,5.410446911519847,momentum,0.5,3,0.1,0.45,1.0,2.0,1.0,0.1,0.0,0.8,12,72,12,6,19,18.0,50.0,20.0,45.0,55.0,0.8,1.0,2025-01-31 01:15:00+00:00,2026-02-04 17:35:00+00:00,10000.0,10744.624204808722,744.6242048087224,7.446242048087215,207,80,127,38.64734299516908,1.2802949548430265,3.220213914585234,2.9781869020669753,9,0.4984951104425789
131,train,5.605540795775577,momentum,0.5,3,0.1,0.45,1.5,1.0,0.0,0.0,0.0,0.8,12,72,12,6,19,18.0,50.0,20.0,45.0,55.0,0.8,1.0,2025-01-31 01:15:00+00:00,2026-02-04 17:35:00+00:00,10000.0,10515.68798704875,515.6879870487501,5.156879870487496,175,90,85,51.42857142857142,1.2866119742479305,1.846979457337656,1.6745063013305541,5,0.49396027437418055
132,train,5.605540795775577,momentum,0.5,3,0.1,0.45,1.5,1.0,1.0,0.1,0.0,0.8,12,72,12,6,19,18.0,50.0,20.0,45.0,55.0,0.8,1.0,2025-01-31 01:15:00+00:00,2026-02-04 17:35:00+00:00,10000.0,10515.68798704875,515.6879870487501,5.156879870487496,175,90,85,51.42857142857142,1.2866119742479305,1.846979457337656,1.6745063013305541,5,0.49396027437418055
133,train,5.653740756091376,momentum,0.5,3,0.1,0.45,1.5,1.5,0.0,0.0,0.0,0.8,12,72,12,6,19,18.0,50.0,20.0,45.0,55.0,0.8,1.0,2025-01-31 01:15:00+00:00,2026-02-04 17:35:00+00:00,10000.0,10673.921710743896,673.9217107438963,6.739217107438966,170,79,91,46.470588235294116,1.3327574309403751,2.750550674015745,2.6441427113791534,7,0.4976876868346022
134,train,5.653740756091376,momentum,0.5,3,0.1,0.45,1.5,1.5,1.0,0.1,0.0,0.8,12,72,12,6,19,18.0,50.0,20.0,45.0,55.0,0.8,1.0,2025-01-31 01:15:00+00:00,2026-02-04 17:35:00+00:00,10000.0,10673.921710743896,673.9217107438963,6.739217107438966,170,79,91,46.470588235294116,1.3327574309403751,2.750550674015745,2.6441427113791534,7,0.4976876868346022
135,train,7.2583491086457,momentum,0.5,3,0.1,0.45,1.5,2.0,0.0,0.0,0.0,0.8,12,72,12,6,19,18.0,50.0,20.0,45.0,55.0,0.8,1.0,2025-01-31 01:15:00+00:00,2026-02-04 17:35:00+00:00,10000.0,10754.312398868547,754.3123988685475,7.543123988685485,162,70,92,43.20987654320987,1.3550880741676938,2.3305283490973183,2.2250952619875255,7,0.4993161370677284
136,train,8.530534276500282,momentum,0.5,3,0.1,0.45,1.5,2.0,1.0,0.1,0.0,0.8,12,72,12,6,19,18.0,50.0,20.0,45.0,55.0,0.8,1.0,2025-01-31 01:15:00+00:00,2026-02-04 17:35:00+00:00,10000.0,10859.265303792683,859.265303792683,8.592653037926823,164,77,87,46.95121951219512,1.4427214563304802,2.304200930048612,2.1999492006997334,7,0.4993161370677284
137,train,-2.2773059982163906,momentum,0.5,3,0.2,0.25,1.0,1.0,0.0,0.0,0.0,0.8,12,72,12,6,19,18.0,50.0,20.0,45.0,55.0,0.8,1.0,2025-01-31 01:15:00+00:00,2026-02-04 17:35:00+00:00,10000.0,10191.747972153686,191.74797215368562,1.9174797215368633,202,95,107,47.02970297029702,1.064831919756052,4.180249755147421,3.8634292947608664,8,0.4990258335727354
138,train,-2.2773059982163906,momentum,0.5,3,0.2,0.25,1.0,1.0,1.0,0.1,0.0,0.8,12,72,12,6,19,18.0,50.0,20.0,45.0,55.0,0.8,1.0,2025-01-31 01:15:00+00:00,2026-02-04 17:35:00+00:00,10000.0,10191.747972153686,191.74797215368562,1.9174797215368633,202,95,107,47.02970297029702,1.064831919756052,4.180249755147421,3.8634292947608664,8,0.4990258335727354
139,train,5.102201120051489,momentum,0.5,3,0.2,0.25,1.0,1.5,0.0,0.0,0.0,0.8,12,72,12,6,19,18.0,50.0,20.0,45.0,55.0,0.8,1.0,2025-01-31 01:15:00+00:00,2026-02-04 17:35:00+00:00,10000.0,10825.342128132497,825.3421281324972,8.253421281324979,196,87,109,44.38775510204081,1.2559526564649017,3.812847485668496,3.5950908762457727,8,0.49915501147655383
140,train,1.7620958979273504,momentum,0.5,3,0.2,0.25,1.0,1.5,1.0,0.1,0.0,0.8,12,72,12,6,19,18.0,50.0,20.0,45.0,55.0,0.8,1.0,2025-01-31 01:15:00+00:00,2026-02-04 17:35:00+00:00,10000.0,10548.873855217904,548.8738552179038,5.48873855217904,198,90,108,45.45454545454545,1.176629724327138,4.044390057169981,3.868164678648795,8,0.49289107034406227
141,train,7.187730287873996,momentum,0.5,3,0.2,0.25,1.0,2.0,0.0,0.0,0.0,0.8,12,72,12,6,19,18.0,50.0,20.0,45.0,55.0,0.8,1.0,2025-01-31 01:15:00+00:00,2026-02-04 17:35:00+00:00,10000.0,10995.360896310256,995.3608963102561,9.953608963102557,191,76,115,39.79057591623037,1.2804414249632343,3.6259786250861277,3.412236612505347,8,0.5005430596545833
142,train,2.17516123000677,momentum,0.5,3,0.2,0.25,1.0,2.0,1.0,0.1,0.0,0.8,12,72,12,6,19,18.0,50.0,20.0,45.0,55.0,0.8,1.0,2025-01-31 01:15:00+00:00,2026-02-04 17:35:00+00:00,10000.0,10537.871842559493,537.8718425594925,5.378718425594919,196,87,109,44.38775510204081,1.1680155934075607,3.744215768001817,3.6289112153993726,8,0.5004582761006118
143,train,4.8354077149199295,momentum,0.5,3,0.2,0.25,1.5,1.0,0.0,0.0,0.0,0.8,12,72,12,6,19,18.0,50.0,20.0,45.0,55.0,0.8,1.0,2025-01-31 01:15:00+00:00,2026-02-04 17:35:00+00:00,10000.0,10536.77857007378,536.7785700737804,5.367785700737815,173,101,72,58.38150289017341,1.2907530975042822,2.396602322681361,2.0452614561857296,5,0.5000550072941751
144,train,4.8354077149199295,momentum,0.5,3,0.2,0.25,1.5,1.0,1.0,0.1,0.0,0.8,12,72,12,6,19,18.0,50.0,20.0,45.0,55.0,0.8,1.0,2025-01-31 01:15:00+00:00,2026-02-04 17:35:00+00:00,10000.0,10536.77857007378,536.7785700737804,5.367785700737815,173,101,72,58.38150289017341,1.2907530975042822,2.396602322681361,2.0452614561857296,5,0.5000550072941751
145,train,6.610633680313515,momentum,0.5,3,0.2,0.25,1.5,1.5,0.0,0.0,0.0,0.8,12,72,12,6,19,18.0,50.0,20.0,45.0,55.0,0.8,1.0,2025-01-31 01:15:00+00:00,2026-02-04 17:35:00+00:00,10000.0,10748.26325455011,748.2632545501092,7.4826325455011,165,88,77,53.333333333333336,1.3562447072346762,2.658049044253854,2.518258488379523,7,0.501058415532257
146,train,6.610633680313515,momentum,0.5,3,0.2,0.25,1.5,1.5,1.0,0.1,0.0,0.8,12,72,12,6,19,18.0,50.0,20.0,45.0,55.0,0.8,1.0,2025-01-31 01:15:00+00:00,2026-02-04 17:35:00+00:00,10000.0,10748.26325455011,748.2632545501092,7.4826325455011,165,88,77,53.333333333333336,1.3562447072346762,2.658049044253854,2.518258488379523,7,0.501058415532257
147,train,7.3631675648921915,momentum,0.5,3,0.2,0.25,1.5,2.0,0.0,0.0,0.0,0.8,12,72,12,6,19,18.0,50.0,20.0,45.0,55.0,0.8,1.0,2025-01-31 01:15:00+00:00,2026-02-04 17:35:00+00:00,10000.0,10827.024340499207,827.024340499207,8.270243404992073,157,77,80,49.044585987261144,1.3567381047694422,2.6780844720215367,2.5333605323843504,7,0.5001212627275234
148,train,9.507080411215263,momentum,0.5,3,0.2,0.25,1.5,2.0,1.0,0.1,0.0,0.8,12,72,12,6,19,18.0,50.0,20.0,45.0,55.0,0.8,1.0,2025-01-31 01:15:00+00:00,2026-02-04 17:35:00+00:00,10000.0,11014.88457054496,1014.8845705449603,10.148845705449606,158,82,76,51.89873417721519,1.4776787407713077,2.665068208764976,2.5210398505169413,7,0.49923516741174995
149,train,2.2221203663515343,momentum,0.5,3,0.2,0.45,1.0,1.0,0.0,0.0,0.0,0.8,12,72,12,6,19,18.0,50.0,20.0,45.0,55.0,0.8,1.0,2025-01-31 01:15:00+00:00,2026-02-04 17:35:00+00:00,10000.0,10405.139321554514,405.139321554514,4.051393215545129,190,82,108,43.15789473684211,1.1734520221336082,2.9867649408115615,2.944996695632105,8,0.4998211946125793
150,train,2.2221203663515343,momentum,0.5,3,0.2,0.45,1.0,1.0,1.0,0.1,0.0,0.8,12,72,12,6,19,18.0,50.0,20.0,45.0,55.0,0.8,1.0,2025-01-31 01:15:00+00:00,2026-02-04 17:35:00+00:00,10000.0,10405.139321554514,405.139321554514,4.051393215545129,190,82,108,43.15789473684211,1.1734520221336082,2.9867649408115615,2.944996695632105,8,0.4998211946125793
151,train,5.470800035170379,momentum,0.5,3,0.2,0.45,1.0,1.5,0.0,0.0,0.0,0.8,12,72,12,6,19,18.0,50.0,20.0,45.0,55.0,0.8,1.0,2025-01-31 01:15:00+00:00,2026-02-04 17:35:00+00:00,10000.0,10681.107578150812,681.1075781508116,6.811075781508125,182,71,111,39.010989010989015,1.2708726215722055,2.8233449941567534,2.617549816851113,8,0.49812398979527966
152,train,6.092647035309131,momentum,0.5,3,0.2,0.45,1.0,1.5,1.0,0.1,0.0,0.8,12,72,12,6,19,18.0,50.0,20.0,45.0,55.0,0.8,1.0,2025-01-31 01:15:00+00:00,2026-02-04 17:35:00+00:00,10000.0,10693.464498782927,693.464498782927,6.934644987829275,184,76,108,41.30434782608695,1.2988013210082427,2.577555885853683,2.5361955647432066,8,0.49812398979527966
153,train,2.4562912713429865,momentum,0.5,3,0.2,0.45,1.0,2.0,0.0,0.0,0.0,0.8,12,72,12,6,19,18.0,50.0,20.0,45.0,55.0,0.8,1.0,2025-01-31 01:15:00+00:00,2026-02-04 17:35:00+00:00,10000.0,10599.214665515945,599.214665515945,5.992146655159458,180,63,117,35.0,1.2168233309019822,3.983056692011353,3.5206164937619064,8,0.5007177740712079
154,train,7.617111423336522,momentum,0.5,3,0.2,0.45,1.0,2.0,1.0,0.1,0.0,0.8,12,72,12,6,19,18.0,50.0,20.0,45.0,55.0,0.8,1.0,2025-01-31 01:15:00+00:00,2026-02-04 17:35:00+00:00,10000.0,10907.570890385756,907.5708903857558,9.07570890385756,184,76,108,41.30434782608695,1.390273857621019,3.021747330979487,2.785447896004341,8,0.5010827695901787
155,train,5.83233518283208,momentum,0.5,3,0.2,0.45,1.5,1.0,0.0,0.0,0.0,0.8,12,72,12,6,19,18.0,50.0,20.0,45.0,55.0,0.8,1.0,2025-01-31 01:15:00+00:00,2026-02-04 17:35:00+00:00,10000.0,10607.366555683799,607.3665556837987,6.073665556837993,162,87,75,53.70370370370371,1.3853310056599801,2.339995769625485,2.2295983501532133,7,0.494332058478027
156,train,5.83233518283208,momentum,0.5,3,0.2,0.45,1.5,1.0,1.0,0.1,0.0,0.8,12,72,12,6,19,18.0,50.0,20.0,45.0,55.0,0.8,1.0,2025-01-31 01:15:00+00:00,2026-02-04 17:35:00+00:00,10000.0,10607.366555683799,607.3665556837987,6.073665556837993,162,87,75,53.70370370370371,1.3853310056599801,2.339995769625485,2.2295983501532133,7,0.494332058478027
157,train,9.056283535170163,momentum,0.5,3,0.2,0.45,1.5,1.5,0.0,0.0,0.0,0.8,12,72,12,6,19,18.0,50.0,20.0,45.0,55.0,0.8,1.0,2025-01-31 01:15:00+00:00,2026-02-04 17:35:00+00:00,10000.0,10886.329607087531,886.3296070875313,8.863296070875304,154,78,76,50.649350649350644,1.5215072692904201,2.2500150412699886,2.141074671912281,7,0.4943088902917895
158,train,9.056283535170163,momentum,0.5,3,0.2,0.45,1.5,1.5,1.0,0.1,0.0,0.8,12,72,12,6,19,18.0,50.0,20.0,45.0,55.0,0.8,1.0,2025-01-31 01:15:00+00:00,2026-02-04 17:35:00+00:00,10000.0,10886.329607087531,886.3296070875313,8.863296070875304,154,78,76,50.649350649350644,1.5215072692904201,2.2500150412699886,2.141074671912281,7,0.4943088902917895
159,train,7.196915782744459,momentum,0.5,3,0.2,0.45,1.5,2.0,0.0,0.0,0.0,0.8,12,72,12,6,19,18.0,50.0,20.0,45.0,55.0,0.8,1.0,2025-01-31 01:15:00+00:00,2026-02-04 17:35:00+00:00,10000.0,10671.526742005937,671.5267420059372,6.715267420059368,151,68,83,45.033112582781456,1.3392977213884127,1.8871928222731857,1.7791771109661063,7,0.4997648103629976
160,train,6.201953116355795,momentum,0.5,3,0.2,0.45,1.5,2.0,1.0,0.1,0.0,0.8,12,72,12,6,19,18.0,50.0,20.0,45.0,55.0,0.8,1.0,2025-01-31 01:15:00+00:00,2026-02-04 17:35:00+00:00,10000.0,10625.767153338666,625.7671533386656,6.257671533386655,151,70,81,46.35761589403973,1.3274651691358696,2.1725826418347776,2.0645610044326346,7,0.4965603145877972
161,train,-10000.0,breakout,0.5,2,0.0,0.4,1.0,1.5,0.0,0.0,0.0,0.8,12,72,12,6,16,18.0,50.0,20.0,45.0,55.0,0.8,1.0,2025-01-31 01:15:00+00:00,2026-02-04 17:35:00+00:00,10000.0,9676.690565879962,-323.3094341200376,-3.233094341200371,136,66,70,48.529411764705884,0.8905975121567424,6.501919495806205,6.275743674650229,7,0.5015678962899729
162,train,-10000.0,breakout,0.5,2,0.0,0.4,1.0,1.5,0.0,0.0,0.0,0.8,12,72,12,7,17,18.0,50.0,20.0,45.0,55.0,0.8,1.0,2025-01-31 01:15:00+00:00,2026-02-04 17:35:00+00:00,10000.0,9392.619562510521,-607.3804374894789,-6.073804374894786,149,69,80,46.308724832214764,0.812442534547274,9.445516187410465,9.075945902921129,10,0.4995475621233024
163,train,-10000.0,breakout,0.5,2,0.0,0.4,1.0,2.0,0.0,0.0,0.0,0.8,12,72,12,6,16,18.0,50.0,20.0,45.0,55.0,0.8,1.0,2025-01-31 01:15:00+00:00,2026-02-04 17:35:00+00:00,10000.0,9553.659169130331,-446.34083086966893,-4.4634083086966925,132,54,78,40.909090909090914,0.8612978025790916,8.977541638385581,8.634401771502999,7,0.49873099956729205
164,train,-10000.0,breakout,0.5,2,0.0,0.4,1.0,2.0,0.0,0.0,0.0,0.8,12,72,12,7,17,18.0,50.0,20.0,45.0,55.0,0.8,1.0,2025-01-31 01:15:00+00:00,2026-02-04 17:35:00+00:00,10000.0,9547.21159281727,-452.7884071827302,-4.5278840718273035,144,58,86,40.27777777777778,0.8706795891274607,8.188643749112456,7.818941797364901,10,0.494401269737632
165,train,-1.164275974301477,breakout,0.5,2,0.0,0.4,1.5,1.5,0.0,0.0,0.0,0.8,12,72,12,6,16,18.0,50.0,20.0,45.0,55.0,0.8,1.0,2025-01-31 01:15:00+00:00,2026-02-04 17:35:00+00:00,10000.0,10262.970578150776,262.9705781507764,2.629705781507763,131,79,52,60.30534351145038,1.129126550683563,4.029019365097981,3.844336873604426,3,0.4999870790491655
166,train,-10000.0,breakout,0.5,2,0.0,0.4,1.5,1.5,0.0,0.0,0.0,0.8,12,72,12,7,17,18.0,50.0,20.0,45.0,55.0,0.8,1.0,2025-01-31 01:15:00+00:00,2026-02-04 17:35:00+00:00,10000.0,9971.184367056143,-28.815632943857054,-0.2881563294385714,142,82,60,57.74647887323944,0.9876009468222217,4.349871339713737,4.230081217230958,4,0.5013719534659384
167,train,-0.6352172628824542,breakout,0.5,2,0.0,0.4,1.5,2.0,0.0,0.0,0.0,0.8,12,72,12,6,16,18.0,50.0,20.0,45.0,55.0,0.8,1.0,2025-01-31 01:15:00+00:00,2026-02-04 17:35:00+00:00,10000.0,10411.467992623324,411.4679926233239,4.1146799262332445,126,69,57,54.761904761904766,1.1825235619614702,4.619413507243689,4.428721179479809,4,0.5021687438772544
168,train,0.9963336190826795,breakout,0.5,2,0.0,0.4,1.5,2.0,0.0,0.0,0.0,0.8,12,72,12,7,17,18.0,50.0,20.0,45.0,55.0,0.8,1.0,2025-01-31 01:15:00+00:00,2026-02-04 17:35:00+00:00,10000.0,10298.769185894858,298.7691858948583,2.9876918589485824,135,72,63,53.333333333333336,1.1189222511373533,3.016223745633672,2.7089952563669315,4,0.5015158136758013
169,train,-2.2732569992808225,breakout,0.5,2,0.0,0.7,1.0,1.5,0.0,0.0,0.0,0.8,12,72,12,6,16,18.0,50.0,20.0,45.0,55.0,0.8,1.0,2025-01-31 01:15:00+00:00,2026-02-04 17:35:00+00:00,10000.0,10309.09809693648,309.0980969364791,3.0909809693647983,131,75,56,57.25190839694656,1.1315978657440742,4.904129833407649,4.8080111023070335,5,0.5013212300823082
170,train,-10000.0,breakout,0.5,2,0.0,0.7,1.0,1.5,0.0,0.0,0.0,0.8,12,72,12,7,17,18.0,50.0,20.0,45.0,55.0,0.8,1.0,2025-01-31 01:15:00+00:00,2026-02-04 17:35:00+00:00,10000.0,10070.067408901363,70.0674089013628,0.7006740890136198,145,79,66,54.48275862068965,1.0260612404921337,5.354446260097752,5.265082278552894,6,0.5007239763261353
171,train,-6.50784409871517,breakout,0.5,2,0.0,0.7,1.0,2.0,0.0,0.0,0.0,0.8,12,72,12,6,16,18.0,50.0,20.0,45.0,55.0,0.8,1.0,2025-01-31 01:15:00+00:00,2026-02-04 17:35:00+00:00,10000.0,10182.339413874508,182.33941387450795,1.8233941387450825,127,62,65,48.818897637795274,1.0686817173713803,6.48255648455723,6.375257352925237,5,0.5011053933204948
172,train,-10000.0,breakout,0.5,2,0.0,0.7,1.0,2.0,0.0,0.0,0.0,0.8,12,72,12,7,17,18.0,50.0,20.0,45.0,55.0,0.8,1.0,2025-01-31 01:15:00+00:00,2026-02-04 17:35:00+00:00,10000.0,10111.839459555647,111.83945955564741,1.1183945955564711,139,66,73,47.482014388489205,1.0377376973704635,5.177907151346714,4.926021205637315,6,0.5012972968309614
173,train,-1.0472536367075331,breakout,0.5,2,0.0,0.7,1.5,1.5,0.0,0.0,0.0,0.8,12,72,12,6,16,18.0,50.0,20.0,45.0,55.0,0.8,1.0,2025-01-31 01:15:00+00:00,2026-02-04 17:35:00+00:00,10000.0,10309.206453470004,309.2064534700039,3.092064534700034,126,81,45,64.28571428571429,1.1773320949252353,4.274434645143354,4.194933225300812,3,0.49923868305867813
174,train,-10000.0,breakout,0.5,2,0.0,0.7,1.5,1.5,0.0,0.0,0.0,0.8,12,72,12,7,17,18.0,50.0,20.0,45.0,55.0,0.8,1.0,2025-01-31 01:15:00+00:00,2026-02-04 17:35:00+00:00,10000.0,10011.310013555296,11.310013555295882,0.11310013555296816,138,84,54,60.86956521739131,1.0055406419937412,3.6867209839449173,3.6072341064494293,4,0.49884253027485254
175,train,1.277895469238716,breakout,0.5,2,0.0,0.7,1.5,2.0,0.0,0.0,0.0,0.8,12,72,12,6,16,18.0,50.0,20.0,45.0,55.0,0.8,1.0,2025-01-31 01:15:00+00:00,2026-02-04 17:35:00+00:00,10000.0,10501.629766400996,501.62976640099623,5.016297664009972,122,71,51,58.19672131147541,1.2551321154456025,4.138148014256923,3.969475573897937,4,0.5003858225074862
176,train,0.1758788874091477,breakout,0.5,2,0.0,0.7,1.5,2.0,0.0,0.0,0.0,0.8,12,72,12,7,17,18.0,50.0,20.0,45.0,55.0,0.8,1.0,2025-01-31 01:15:00+00:00,2026-02-04 17:35:00+00:00,10000.0,10252.807796550438,252.80779655043807,2.528077965504383,131,73,58,55.72519083969466,1.1107922461698587,3.207657539130529,2.6785266252446807,4,0.49995308124364796
177,train,-10000.0,breakout,0.5,2,0.15,0.4,1.0,1.5,0.0,0.0,0.0,0.8,12,72,12,6,16,18.0,50.0,20.0,45.0,55.0,0.8,1.0,2025-01-31 01:15:00+00:00,2026-02-04 17:35:00+00:00,10000.0,10006.891982529138,6.891982529137749,0.0689198252913803,124,62,62,50.0,1.0025755285581988,4.48664720786345,4.235730489451949,5,0.5019595607540038
178,train,-10000.0,breakout,0.5,2,0.15,0.4,1.0,1.5,0.0,0.0,0.0,0.8,12,72,12,7,17,18.0,50.0,20.0,45.0,55.0,0.8,1.0,2025-01-31 01:15:00+00:00,2026-02-04 17:35:00+00:00,10000.0,9734.167183761754,-265.83281623824587,-2.6583281623824617,137,65,72,47.44525547445255,0.9110015328553236,5.7370263319826575,5.507813173614788,6,0.5004483931384782
179,train,-10000.0,breakout,0.5,2,0.15,0.4,1.0,2.0,0.0,0.0,0.0,0.8,12,72,12,6,16,18.0,50.0,20.0,45.0,55.0,0.8,1.0,2025-01-31 01:15:00+00:00,2026-02-04 17:35:00+00:00,10000.0,9618.792948046164,-381.2070519538356,-3.8120705195383575,120,48,72,40.0,0.8728376676373989,7.460806611882226,7.450981610677629,5,0.4989993191551432
180,train,-10000.0,breakout,0.5,2,0.15,0.4,1.0,2.0,0.0,0.0,0.0,0.8,12,72,12,7,17,18.0,50.0,20.0,45.0,55.0,0.8,1.0,2025-01-31 01:15:00+00:00,2026-02-04 17:35:00+00:00,10000.0,9599.269918513357,-400.73008148664303,-4.007300814866433,133,53,80,39.849624060150376,0.8773506509510631,7.2646266302579825,7.238386800194088,6,0.49856073387589
181,train,-2.6614513993384907,breakout,0.5,2,0.15,0.4,1.5,1.5,0.0,0.0,0.0,0.8,12,72,12,6,16,18.0,50.0,20.0,45.0,55.0,0.8,1.0,2025-01-31 01:15:00+00:00,2026-02-04 17:35:00+00:00,10000.0,10286.041861656628,286.0418616566276,2.8604186165662737,119,72,47,60.50420168067227,1.1525515138113418,5.014985024181915,4.7639829778642655,5,0.5015604561371887
182,train,-10000.0,breakout,0.5,2,0.15,0.4,1.5,1.5,0.0,0.0,0.0,0.8,12,72,12,7,17,18.0,50.0,20.0,45.0,55.0,0.8,1.0,2025-01-31 01:15:00+00:00,2026-02-04 17:35:00+00:00,10000.0,9939.965373380284,-60.03462661971571,-0.6003462661971604,131,74,57,56.48854961832062,0.9732266932213107,4.893282811203064,4.6420351023078865,5,0.4998339493857896
183,train,-3.2970908829744294,breakout,0.5,2,0.15,0.4,1.5,2.0,0.0,0.0,0.0,0.8,12,72,12,6,16,18.0,50.0,20.0,45.0,55.0,0.8,1.0,2025-01-31 01:15:00+00:00,2026-02-04 17:35:00+00:00,10000.0,10229.308221638097,229.30822163809717,2.2930822163809816,115,60,55,52.17391304347826,1.1061048402267255,5.001323766560478,4.862719538855053,5,0.5005817216469094
184,train,-10000.0,breakout,0.5,2,0.15,0.4,1.5,2.0,0.0,0.0,0.0,0.8,12,72,12,7,17,18.0,50.0,20.0,45.0,55.0,0.8,1.0,2025-01-31 01:15:00+00:00,2026-02-04 17:35:00+00:00,10000.0,10016.471410622937,16.471410622936673,0.16471410622935778,127,63,64,49.60629921259843,1.0065874027103825,3.475475636868191,3.3347498823993473,5,0.5000341203213549
185,train,-2.311212287229176,breakout,0.5,2,0.15,0.7,1.0,1.5,0.0,0.0,0.0,0.8,12,72,12,6,16,18.0,50.0,20.0,45.0,55.0,0.8,1.0,2025-01-31 01:15:00+00:00,2026-02-04 17:35:00+00:00,10000.0,10270.535771490993,270.5357714909933,2.7053577149099395,123,69,54,56.09756097560976,1.1204313055260344,4.698573673995102,4.657416315478857,5,0.4993575678896939
186,train,-10000.0,breakout,0.5,2,0.15,0.7,1.0,1.5,0.0,0.0,0.0,0.8,12,72,12,7,17,18.0,50.0,20.0,45.0,55.0,0.8,1.0,2025-01-31 01:15:00+00:00,2026-02-04 17:35:00+00:00,10000.0,10041.793247348143,41.79324734814327,0.4179324734814305,133,71,62,53.383458646616546,1.0163439921911597,4.743836528482028,4.702679169965782,5,0.4989185829075823
187,train,-3.007810834905338,breakout,0.5,2,0.15,0.7,1.0,2.0,0.0,0.0,0.0,0.8,12,72,12,6,16,18.0,50.0,20.0,45.0,55.0,0.8,1.0,2025-01-31 01:15:00+00:00,2026-02-04 17:35:00+00:00,10000.0,10400.111323642426,400.1113236424262,4.00111323642427,119,60,59,50.42016806722689,1.1619271064768557,5.851543491268511,5.782805100961727,5,0.5017166546188043
