symbol,broker_symbol,timeframe,confirmation,pivot_len,atr_sl_mult,rr,session,trades,wins,losses,win_rate,start_balance,final_balance,profit,return_pct,max_drawdown_pct,profit_factor,avg_r,avg_lot,avg_actual_risk,max_trades_per_day,risk_mode,fixed_lot,risk_usd_cap,risk_usd_offset
AUDUSD,AUDUSDm,M1,TREND,3,1.2,1.0/1.5/3.0,ALL,146,81,65,55.48,300.0,705.88,405.88,135.29,28.0,1.4,0.173,0.498,15.94,3,RISK_PERCENT,0.01,12.0,0.5
XAUUSD,XAUUSDm,M5,EMA,3,1.2,1.0/1.5/2.0,ALL,108,60,48,55.56,300.0,579.53,279.53,93.18,28.5,1.33,0.145,0.01,18.64,3,RISK_PERCENT,0.01,12.0,0.5
GBPCHF,GBPCHFm,M5,OFF,7,2.0,1.0/2.0/3.0,ALL,82,51,31,62.2,300.0,509.33,209.33,69.78,27.06,1.43,0.195,0.182,15.58,2,RISK_PERCENT,0.01,12.0,0.5
AUDCAD,AUDCADm,M1,RSI_EXTREME,7,2.0,1.0/2.0/3.0,ALL,52,27,25,51.92,300.0,462.17,162.17,54.06,19.91,1.6,0.238,0.389,12.9,1,RISK_PERCENT,0.01,12.0,0.5
XAGUSD,XAGUSDm,M1,OFF,5,2.0,1.0/2.0/3.0,NY_OPEN,85,47,38,55.29,300.0,572.23,272.23,90.74,32.43,1.38,0.266,0.011,20.5,3,RISK_PERCENT,0.01,12.0,0.5
