time,balance,drawdown_pct,symbol,r_multiple
,300.0,0.0,START,0.0
2026-05-15T02:20:00+00:00,308.49,0.0,AUDCAD,0.7075
2026-05-15T02:31:00+00:00,331.11,0.0,AUDUSD,1.8333
2026-05-15T03:39:00+00:00,317.87,4.0,AUDUSD,-1.0
2026-05-15T06:08:00+00:00,332.7,0.0,AUDUSD,1.1667
2026-05-15T09:25:00+00:00,319.39,4.0,XAUUSD,-1.0
2026-05-15T13:45:00+00:00,326.38,1.9,XAUUSD,0.547
2026-05-15T13:50:00+00:00,343.39,0.0,GBPCHF,1.3025
2026-05-15T16:18:00+00:00,370.86,0.0,XAGUSD,2.0
2026-05-17T21:38:00+00:00,356.02,4.0,AUDCAD,-1.0
2026-05-17T21:45:00+00:00,341.78,7.84,AUDUSD,-1.0
2026-05-17T23:08:00+00:00,366.85,1.08,AUDUSD,1.8333
2026-05-18T00:21:00+00:00,352.17,5.04,AUDCAD,-1.0
2026-05-18T01:25:00+00:00,353.4,4.71,AUDUSD,0.0875
2026-05-18T03:35:00+00:00,339.27,8.52,XAUUSD,-1.0
2026-05-18T03:43:00+00:00,343.79,7.3,AUDUSD,0.3333
2026-05-18T04:35:00+00:00,371.3,0.0,GBPCHF,2.0
2026-05-18T05:24:00+00:00,388.62,0.0,AUDUSD,1.1667
2026-05-18T07:45:00+00:00,373.08,4.0,GBPCHF,-1.0
2026-05-18T11:35:00+00:00,390.49,0.0,XAUUSD,1.1667
2026-05-18T13:01:00+00:00,421.73,0.0,XAGUSD,2.0
2026-05-18T13:07:00+00:00,404.86,4.0,XAGUSD,-1.0
2026-05-18T14:05:00+00:00,423.75,0.0,XAUUSD,1.1667
2026-05-18T14:21:00+00:00,406.8,4.0,XAGUSD,-1.0
2026-05-19T00:04:00+00:00,436.63,0.0,AUDUSD,1.8333
2026-05-19T00:25:00+00:00,462.83,0.0,XAUUSD,1.5
2026-05-19T01:12:00+00:00,444.32,4.0,AUDCAD,-1.0
2026-05-19T02:20:00+00:00,433.19,6.4,AUDUSD,-0.6261
2026-05-19T04:35:00+00:00,467.85,0.0,GBPCHF,2.0
2026-05-19T05:10:00+00:00,449.13,4.0,AUDUSD,-1.0
2026-05-19T09:55:00+00:00,431.17,7.84,XAUUSD,-1.0
2026-05-19T13:42:00+00:00,454.16,2.92,XAGUSD,1.3333
2026-05-19T15:44:00+00:00,436.0,6.81,XAGUSD,-1.0
2026-05-19T19:30:00+00:00,441.81,5.57,GBPCHF,0.3333
2026-05-19T23:00:00+00:00,447.7,4.31,XAUUSD,0.3333
2026-05-20T00:25:00+00:00,453.67,3.03,XAUUSD,0.3333
2026-05-20T00:26:00+00:00,435.52,6.91,AUDUSD,-1.0
2026-05-20T01:11:00+00:00,418.1,10.63,AUDUSD,-1.0
2026-05-20T01:40:00+00:00,423.67,9.44,AUDCAD,0.3333
2026-05-20T01:51:00+00:00,432.39,7.58,AUDUSD,0.5143
2026-05-20T06:35:00+00:00,415.09,11.28,XAUUSD,-1.0
2026-05-20T06:35:00+00:00,398.49,14.82,GBPCHF,-1.0
2026-05-20T09:15:00+00:00,382.55,18.23,XAUUSD,-1.0
2026-05-20T13:01:00+00:00,413.15,11.69,XAGUSD,2.0
2026-05-20T16:14:00+00:00,418.66,10.51,XAGUSD,0.3333
2026-05-20T20:50:00+00:00,401.92,14.09,GBPCHF,-1.0
2026-05-21T00:16:00+00:00,385.84,17.53,AUDUSD,-1.0
2026-05-21T00:29:00+00:00,406.42,13.13,AUDCAD,1.3333
2026-05-21T00:30:00+00:00,425.38,9.08,AUDUSD,1.1667
2026-05-21T02:36:00+00:00,431.06,7.86,AUDUSD,0.3333
2026-05-21T13:45:00+00:00,452.71,3.24,XAGUSD,1.2557
2026-05-21T14:05:00+00:00,480.12,0.0,GBPCHF,1.5141
2026-05-21T16:13:00+00:00,460.92,4.0,XAGUSD,-1.0
2026-05-22T00:11:00+00:00,482.43,0.0,AUDUSD,1.1667
2026-05-22T00:25:00+00:00,463.13,4.0,AUDCAD,-1.0
2026-05-22T01:26:00+00:00,444.61,7.84,AUDUSD,-1.0
2026-05-22T02:07:00+00:00,426.82,11.53,AUDUSD,-1.0
2026-05-22T06:05:00+00:00,432.51,10.35,XAUUSD,0.3333
2026-05-22T06:40:00+00:00,438.28,9.15,GBPCHF,0.3333
2026-05-22T13:18:00+00:00,473.34,1.88,XAGUSD,2.0
2026-05-22T15:25:00+00:00,498.59,0.0,GBPCHF,1.3333
2026-05-22T18:05:00+00:00,478.64,4.0,XAUUSD,-1.0
2026-05-24T22:32:00+00:00,459.5,7.84,AUDUSD,-1.0
2026-05-24T22:40:00+00:00,461.8,7.38,GBPCHF,0.1254
2026-05-24T23:02:00+00:00,443.33,11.08,AUDUSD,-1.0
2026-05-24T23:34:00+00:00,425.6,14.64,AUDCAD,-1.0
2026-05-25T00:00:00+00:00,424.0,14.96,XAUUSD,-0.0939
2026-05-25T00:11:00+00:00,429.65,13.83,AUDUSD,0.3333
2026-05-25T00:57:00+00:00,412.46,17.27,AUDCAD,-1.0
2026-05-25T01:47:00+00:00,431.52,13.45,AUDUSD,1.155
2026-05-25T04:03:00+00:00,463.16,7.1,AUDUSD,1.8333
2026-05-25T11:55:00+00:00,490.95,1.53,XAUUSD,1.5
2026-05-25T13:31:00+00:00,520.19,0.0,XAGUSD,1.4889
2026-05-25T15:50:00+00:00,527.2,0.0,GBPCHF,0.3368
2026-05-25T16:26:00+00:00,569.38,0.0,XAGUSD,2.0
2026-05-25T23:30:00+00:00,603.54,0.0,XAUUSD,1.5
2026-05-26T00:02:00+00:00,579.4,4.0,AUDUSD,-1.0
2026-05-26T00:27:00+00:00,577.39,4.33,AUDCAD,-0.0865
2026-05-26T01:25:00+00:00,554.3,8.16,AUDUSD,-1.0
2026-05-26T02:21:00+00:00,532.13,11.83,AUDUSD,-1.0
2026-05-26T03:05:00+00:00,539.22,10.66,GBPCHF,0.3333
2026-05-26T06:50:00+00:00,546.41,9.47,XAUUSD,0.3333
2026-05-26T08:35:00+00:00,553.69,8.26,GBPCHF,0.3333
2026-05-26T11:15:00+00:00,586.92,2.75,XAUUSD,1.5
2026-05-26T12:50:00+00:00,563.44,6.64,XAUUSD,-1.0
2026-05-26T15:37:00+00:00,570.95,5.4,XAGUSD,0.3333
2026-05-26T16:18:00+00:00,548.11,9.18,XAGUSD,-1.0
2026-05-27T00:57:00+00:00,588.31,2.52,AUDUSD,1.8333
2026-05-27T00:58:00+00:00,635.37,0.0,AUDCAD,2.0
2026-05-27T01:35:00+00:00,669.26,0.0,GBPCHF,1.3333
2026-05-27T02:39:00+00:00,642.49,4.0,AUDUSD,-1.0
2026-05-27T03:05:00+00:00,616.79,7.84,XAUUSD,-1.0
2026-05-27T03:14:00+00:00,620.56,7.28,AUDUSD,0.1528
2026-05-27T08:15:00+00:00,595.74,10.99,XAUUSD,-1.0
2026-05-27T08:15:00+00:00,603.76,9.79,GBPCHF,0.3369
2026-05-27T12:20:00+00:00,579.61,13.39,XAUUSD,-1.0
2026-05-27T13:09:00+00:00,556.43,16.86,XAGUSD,-1.0
2026-05-27T14:27:00+00:00,552.67,17.42,XAGUSD,-0.1689
2026-05-27T16:47:00+00:00,560.04,16.32,XAGUSD,0.3333
2026-05-28T00:19:00+00:00,537.64,19.67,AUDUSD,-1.0
2026-05-28T00:50:00+00:00,516.13,22.88,XAUUSD,-1.0
2026-05-28T01:03:00+00:00,495.49,25.96,AUDCAD,-1.0
2026-05-28T01:20:00+00:00,525.21,21.52,XAUUSD,1.5
2026-05-28T01:42:00+00:00,504.21,24.66,AUDUSD,-1.0
2026-05-28T02:15:00+00:00,531.1,20.64,GBPCHF,1.3333
2026-05-28T04:45:00+00:00,555.88,16.94,XAUUSD,1.1667
2026-05-28T05:42:00+00:00,563.29,15.83,AUDUSD,0.3333
2026-05-28T11:10:00+00:00,608.36,9.1,GBPCHF,2.0
2026-05-28T14:52:00+00:00,584.02,12.74,XAGUSD,-1.0
2026-05-28T16:53:00+00:00,560.66,16.23,XAGUSD,-1.0
2026-05-29T00:00:00+00:00,594.3,11.2,XAUUSD,1.5
2026-05-29T00:10:00+00:00,570.53,14.75,AUDUSD,-1.0
2026-05-29T00:19:00+00:00,547.71,18.16,AUDCAD,-1.0
2026-05-29T01:01:00+00:00,525.8,21.44,AUDUSD,-1.0
2026-05-29T01:20:00+00:00,534.34,20.16,XAUUSD,0.4059
2026-05-29T01:31:00+00:00,559.27,16.43,AUDUSD,1.1667
