symbol,range_minutes,rr,month,date,opened_at,closed_at,direction,entry,stop_loss,take_profit,exit_price,result,r_multiple,pnl,range_high,range_low,range_atr
BTCUSD,15,1.3043478260869565,2026-04,2026-04-19,2026-04-19 13:45:00,2026-04-19 14:00:00,SELL,75967.91,76150.77,75729.396957,75729.396957,win,1.3043,238.51,76150.77,75967.91,0.9089
AUDUSD,15,1.3043478260869565,2026-04,2026-04-20,2026-04-20 13:45:00,2026-04-20 14:00:00,BUY,0.7169,0.71627,0.717722,0.71627,loss,-1.0,-63.0,0.7169,0.71627,1.2099
EURUSD,15,1.3043478260869565,2026-04,2026-04-20,2026-04-20 13:45:00,2026-04-20 14:00:00,BUY,1.17807,1.17697,1.179505,1.17697,loss,-1.0,-110.0,1.17807,1.17697,1.6577
GBPUSD,15,1.3043478260869565,2026-04,2026-04-20,2026-04-20 13:45:00,2026-04-20 14:00:00,BUY,1.3532,1.35197,1.354804,1.35197,loss,-1.0,-123.0,1.3532,1.35197,1.6916
NZDUSD,15,1.3043478260869565,2026-04,2026-04-20,2026-04-20 13:45:00,2026-04-20 14:00:00,BUY,0.58883,0.58831,0.589508,0.58831,loss,-1.0,-52.0,0.58883,0.58831,1.1704
US30,15,1.3043478260869565,2026-04,2026-04-20,2026-04-20 13:45:00,2026-04-20 14:30:00,BUY,49530.7,49395.2,49707.43913,49395.2,loss,-1.0,-135.5,49530.7,49395.2,2.8004
USDCAD,15,1.3043478260869565,2026-04,2026-04-20,2026-04-20 13:45:00,2026-04-20 14:15:00,SELL,1.36791,1.36863,1.366971,1.366971,win,1.3043,93.91,1.36863,1.36791,1.2278
USDJPY,15,1.3043478260869565,2026-04,2026-04-20,2026-04-20 13:45:00,2026-04-20 14:00:00,SELL,158.59,158.689,158.46087,158.689,loss,-1.0,-9900.0,158.689,158.59,1.1214
USDCHF,15,1.3043478260869565,2026-04,2026-04-20,2026-04-20 14:00:00,2026-04-20 14:45:00,BUY,0.77999,0.77933,0.780851,0.77933,loss,-1.0,-66.0,0.77999,0.77933,1.4107
XAGUSD,15,1.3043478260869565,2026-04,2026-04-20,2026-04-20 14:00:00,2026-04-20 14:45:00,SELL,80.125,80.422,79.737609,79.737609,win,1.3043,1936.96,80.422,80.125,1.0027
XAUUSD,15,1.3043478260869565,2026-04,2026-04-20,2026-04-20 14:00:00,2026-04-20 14:15:00,SELL,4815.753,4826.442,4801.810826,4826.442,loss,-1.0,-1068.9,4826.442,4815.753,1.0902
BTCUSD,15,1.3043478260869565,2026-04,2026-04-20,2026-04-20 14:15:00,2026-04-20 15:00:00,BUY,75459.89,74873.07,76225.307391,74873.07,loss,-1.0,-586.82,75459.89,74873.07,2.3373
AUDUSD,15,1.3043478260869565,2026-04,2026-04-21,2026-04-21 13:45:00,2026-04-21 14:30:00,BUY,0.71704,0.71633,0.717966,0.717966,win,1.3043,92.61,0.71704,0.71633,1.3524
EURUSD,15,1.3043478260869565,2026-04,2026-04-21,2026-04-21 13:45:00,2026-04-21 14:30:00,SELL,1.17652,1.17711,1.17575,1.17711,loss,-1.0,-59.0,1.17711,1.17652,1.1058
GBPUSD,15,1.3043478260869565,2026-04,2026-04-21,2026-04-21 13:45:00,2026-04-21 14:30:00,BUY,1.35275,1.35192,1.353833,1.35192,loss,-1.0,-83.0,1.35275,1.35192,1.0516
NZDUSD,15,1.3043478260869565,2026-04,2026-04-21,2026-04-21 13:45:00,2026-04-21 13:45:00,BUY,0.59106,0.59069,0.591543,0.591543,win,1.3043,48.26,0.59106,0.59069,0.8069
US30,15,1.3043478260869565,2026-04,2026-04-21,2026-04-21 13:45:00,2026-04-21 14:30:00,BUY,49795.2,49674.3,49952.895652,49674.3,loss,-1.0,-120.9,49795.2,49674.3,2.4688
USDCAD,15,1.3043478260869565,2026-04,2026-04-21,2026-04-21 13:45:00,2026-04-21 14:30:00,SELL,1.36402,1.36449,1.363407,1.363407,win,1.3043,61.3,1.36449,1.36402,1.1306
USDCHF,15,1.3043478260869565,2026-04,2026-04-21,2026-04-21 13:45:00,2026-04-21 14:30:00,SELL,0.77913,0.77961,0.778504,0.778504,win,1.3043,62.61,0.77961,0.77913,1.1748
XAUUSD,15,1.3043478260869565,2026-04,2026-04-21,2026-04-21 13:45:00,2026-04-21 14:15:00,BUY,4792.728,4770.154,4822.172348,4770.154,loss,-1.0,-2257.4,4792.728,4770.154,2.2569
BTCUSD,15,1.3043478260869565,2026-04,2026-04-21,2026-04-21 14:00:00,2026-04-21 14:15:00,SELL,75744.15,76206.6,75140.954348,76206.6,loss,-1.0,-462.45,76206.6,75744.15,1.626
XAGUSD,15,1.3043478260869565,2026-04,2026-04-21,2026-04-21 14:15:00,2026-04-21 14:30:00,SELL,78.418,79.04,77.606696,77.606696,win,1.3043,4056.52,79.04,78.418,1.9759
AUDUSD,15,1.3043478260869565,2026-04,2026-04-22,2026-04-22 13:45:00,2026-04-22 20:00:00,BUY,0.71627,0.71535,0.71747,0.71573,timeout,-0.587,-54.0,0.71627,0.71535,1.6161
BTCUSD,15,1.3043478260869565,2026-04,2026-04-22,2026-04-22 13:45:00,2026-04-22 15:30:00,BUY,78716.28,78298.15,79261.666957,79261.666957,win,1.3043,545.39,78716.28,78298.15,2.2669
EURUSD,15,1.3043478260869565,2026-04,2026-04-22,2026-04-22 13:45:00,2026-04-22 14:30:00,BUY,1.17411,1.17278,1.175845,1.17278,loss,-1.0,-133.0,1.17411,1.17278,1.9039
GBPUSD,15,1.3043478260869565,2026-04,2026-04-22,2026-04-22 13:45:00,2026-04-22 14:45:00,BUY,1.35202,1.35069,1.353755,1.35069,loss,-1.0,-133.0,1.35202,1.35069,1.53
NZDUSD,15,1.3043478260869565,2026-04,2026-04-22,2026-04-22 13:45:00,2026-04-22 16:15:00,BUY,0.59125,0.59039,0.592372,0.59039,loss,-1.0,-86.0,0.59125,0.59039,1.7551
US30,15,1.3043478260869565,2026-04,2026-04-22,2026-04-22 13:45:00,2026-04-22 16:15:00,BUY,49608.5,49467.1,49792.934783,49467.1,loss,-1.0,-141.4,49608.5,49467.1,2.5106
USDCAD,15,1.3043478260869565,2026-04,2026-04-22,2026-04-22 13:45:00,2026-04-22 15:00:00,SELL,1.36546,1.36676,1.363764,1.36676,loss,-1.0,-130.0,1.36676,1.36546,2.4863
XAGUSD,15,1.3043478260869565,2026-04,2026-04-22,2026-04-22 13:45:00,2026-04-22 14:30:00,BUY,78.065,77.717,78.518913,77.717,loss,-1.0,-1740.0,78.065,77.717,1.3647
XAUUSD,15,1.3043478260869565,2026-04,2026-04-22,2026-04-22 13:45:00,2026-04-22 14:30:00,BUY,4756.513,4741.966,4775.487348,4741.966,loss,-1.0,-1454.7,4756.513,4741.966,1.7512
USDCHF,15,1.3043478260869565,2026-04,2026-04-22,2026-04-22 14:30:00,2026-04-22 16:00:00,BUY,0.78248,0.78168,0.783523,0.783523,win,1.3043,104.35,0.78248,0.78168,1.3793
USDJPY,15,1.3043478260869565,2026-04,2026-04-22,2026-04-22 14:45:00,2026-04-22 20:00:00,BUY,159.327,159.109,159.611348,159.543,timeout,0.9908,21600.0,159.327,159.109,2.9689
AUDUSD,15,1.3043478260869565,2026-04,2026-04-23,2026-04-23 13:45:00,2026-04-23 14:00:00,BUY,0.71489,0.71427,0.715699,0.71427,loss,-1.0,-62.0,0.71489,0.71427,0.8645
BTCUSD,15,1.3043478260869565,2026-04,2026-04-23,2026-04-23 13:45:00,2026-04-23 14:15:00,SELL,77546.93,77717.46,77324.499565,77717.46,loss,-1.0,-170.53,77717.46,77546.93,0.6926
GBPUSD,15,1.3043478260869565,2026-04,2026-04-23,2026-04-23 13:45:00,2026-04-23 14:45:00,BUY,1.34983,1.34858,1.35146,1.35146,win,1.3043,163.04,1.34983,1.34858,1.1897
NZDUSD,15,1.3043478260869565,2026-04,2026-04-23,2026-04-23 13:45:00,2026-04-23 14:15:00,SELL,0.58716,0.58764,0.586534,0.58764,loss,-1.0,-48.0,0.58764,0.58716,0.8019
USDCAD,15,1.3043478260869565,2026-04,2026-04-23,2026-04-23 13:45:00,2026-04-23 14:00:00,SELL,1.3678,1.36848,1.366913,1.36848,loss,-1.0,-68.0,1.36848,1.3678,1.107
USDJPY,15,1.3043478260869565,2026-04,2026-04-23,2026-04-23 13:45:00,2026-04-23 14:30:00,BUY,159.549,159.462,159.662478,159.462,loss,-1.0,-8700.0,159.549,159.462,0.9427
XAGUSD,15,1.3043478260869565,2026-04,2026-04-23,2026-04-23 13:45:00,2026-04-23 14:00:00,BUY,76.339,75.749,77.108565,75.749,loss,-1.0,-2950.0,76.339,75.749,1.2212
