symbol,broker_symbol,candles,days,status
XAUUSD,XAUUSDm,4507,53,ok
XAGUSD,XAGUSDm,4507,53,ok
BTCUSD,BTCUSDm,6533,61,ok
US30,US30m,4505,53,ok
EURUSD,EURUSDm,4717,53,ok
GBPUSD,GBPUSDm,4717,53,ok
USDJPY,USDJPYm,4717,53,ok
USDCHF,USDCHFm,4717,53,ok
USDCAD,USDCADm,4717,53,ok
AUDUSD,AUDUSDm,4717,53,ok
NZDUSD,NZDUSDm,4717,53,ok
