skipped,symbol,date
ambiguous_breakout,XAUUSD,2026-04-23
ambiguous_breakout,XAUUSD,2026-05-18
ambiguous_breakout,XAUUSD,2026-06-04
ambiguous_breakout,XAGUSD,2026-05-12
ambiguous_breakout,XAGUSD,2026-05-28
ambiguous_breakout,XAGUSD,2026-06-04
ambiguous_breakout,BTCUSD,2026-04-28
ambiguous_breakout,BTCUSD,2026-05-05
ambiguous_breakout,BTCUSD,2026-05-12
ambiguous_breakout,BTCUSD,2026-05-14
ambiguous_breakout,BTCUSD,2026-05-28
ambiguous_breakout,BTCUSD,2026-06-01
ambiguous_breakout,US30,2026-05-26
ambiguous_breakout,US30,2026-06-11
ambiguous_breakout,EURUSD,2026-04-23
ambiguous_breakout,EURUSD,2026-05-01
ambiguous_breakout,EURUSD,2026-05-20
ambiguous_breakout,EURUSD,2026-05-26
ambiguous_breakout,EURUSD,2026-05-27
ambiguous_breakout,EURUSD,2026-05-28
ambiguous_breakout,GBPUSD,2026-05-01
ambiguous_breakout,GBPUSD,2026-05-05
ambiguous_breakout,GBPUSD,2026-05-07
ambiguous_breakout,GBPUSD,2026-05-20
ambiguous_breakout,GBPUSD,2026-05-21
ambiguous_breakout,GBPUSD,2026-05-26
ambiguous_breakout,GBPUSD,2026-05-28
ambiguous_breakout,GBPUSD,2026-05-29
ambiguous_breakout,USDJPY,2026-04-21
ambiguous_breakout,USDJPY,2026-05-01
ambiguous_breakout,USDJPY,2026-05-26
ambiguous_breakout,USDJPY,2026-05-29
ambiguous_breakout,USDCHF,2026-04-23
ambiguous_breakout,USDCHF,2026-05-01
ambiguous_breakout,USDCHF,2026-05-21
ambiguous_breakout,USDCHF,2026-05-26
ambiguous_breakout,USDCHF,2026-05-27
ambiguous_breakout,USDCHF,2026-05-28
ambiguous_breakout,USDCAD,2026-05-28
ambiguous_breakout,USDCAD,2026-06-17
ambiguous_breakout,AUDUSD,2026-05-01
ambiguous_breakout,AUDUSD,2026-05-13
ambiguous_breakout,AUDUSD,2026-05-26
ambiguous_breakout,AUDUSD,2026-05-28
ambiguous_breakout,NZDUSD,2026-05-01
ambiguous_breakout,NZDUSD,2026-05-12
ambiguous_breakout,NZDUSD,2026-05-13
ambiguous_breakout,NZDUSD,2026-05-26
ambiguous_breakout,NZDUSD,2026-05-28
ambiguous_breakout,NZDUSD,2026-05-29
