date,opened_at,closed_at,symbol,direction,result,r_multiple,balance_before,balance_after,level_after
2026-04-19,2026-04-19 13:45:00,2026-04-19 14:00:00,BTCUSD,SELL,win,1.3043,20.0,26.0,1
2026-04-20,2026-04-20 14:15:00,2026-04-20 15:00:00,BTCUSD,BUY,loss,-1.0,26.0,20.02,1
2026-04-21,2026-04-21 14:00:00,2026-04-21 14:15:00,BTCUSD,SELL,loss,-1.0,20.02,15.42,1
2026-04-22,2026-04-22 13:45:00,2026-04-22 15:30:00,BTCUSD,BUY,win,1.3043,15.42,20.04,1
2026-04-23,2026-04-23 13:45:00,2026-04-23 14:15:00,BTCUSD,SELL,loss,-1.0,20.04,15.43,1
2026-04-24,2026-04-24 13:45:00,2026-04-24 14:15:00,BTCUSD,SELL,win,1.3043,15.43,20.06,1
2026-04-25,2026-04-25 13:45:00,2026-04-25 15:45:00,BTCUSD,BUY,loss,-1.0,20.06,15.45,1
2026-04-26,2026-04-26 14:15:00,2026-04-26 14:15:00,BTCUSD,BUY,win,1.3043,15.45,20.08,1
2026-04-27,2026-04-27 13:45:00,2026-04-27 14:30:00,BTCUSD,SELL,loss,-1.0,20.08,15.46,1
2026-04-29,2026-04-29 13:45:00,2026-04-29 15:30:00,BTCUSD,SELL,win,1.3043,15.46,20.1,1
2026-04-30,2026-04-30 13:45:00,2026-04-30 14:15:00,BTCUSD,BUY,loss,-1.0,20.1,15.48,1
2026-05-01,2026-05-01 13:45:00,2026-05-01 14:30:00,BTCUSD,BUY,loss,-1.0,15.48,11.92,1
2026-05-02,2026-05-02 13:45:00,2026-05-02 14:15:00,BTCUSD,BUY,win,1.3043,11.92,15.49,1
2026-05-03,2026-05-03 14:00:00,2026-05-03 16:15:00,BTCUSD,BUY,loss,-1.0,15.49,11.93,1
2026-05-04,2026-05-04 13:45:00,2026-05-04 14:15:00,BTCUSD,SELL,loss,-1.0,11.93,9.19,1
2026-05-06,2026-05-06 13:45:00,2026-05-06 14:00:00,BTCUSD,SELL,win,1.3043,9.19,11.94,1
2026-05-07,2026-05-07 13:45:00,2026-05-07 15:15:00,BTCUSD,SELL,win,1.3043,11.94,15.52,1
2026-05-08,2026-05-08 13:45:00,2026-05-08 14:00:00,BTCUSD,SELL,loss,-1.0,15.52,11.95,1
2026-05-09,2026-05-09 13:45:00,2026-05-09 14:15:00,BTCUSD,BUY,loss,-1.0,11.95,9.2,1
2026-05-10,2026-05-10 14:00:00,2026-05-10 14:45:00,BTCUSD,SELL,loss,-1.0,9.2,7.09,1
2026-05-11,2026-05-11 14:00:00,2026-05-11 14:15:00,BTCUSD,BUY,loss,-1.0,7.09,5.46,1
2026-05-13,2026-05-13 13:45:00,2026-05-13 15:45:00,BTCUSD,SELL,win,1.3043,5.46,7.09,1
2026-05-15,2026-05-15 13:45:00,2026-05-15 20:00:00,BTCUSD,SELL,timeout,-0.0346,7.09,7.04,1
2026-05-16,2026-05-16 13:45:00,2026-05-16 14:30:00,BTCUSD,BUY,win,1.3043,7.04,9.15,1
2026-05-17,2026-05-17 13:45:00,2026-05-17 14:00:00,BTCUSD,SELL,win,1.3043,9.15,11.89,1
2026-05-18,2026-05-18 13:45:00,2026-05-18 15:30:00,BTCUSD,SELL,win,1.3043,11.89,15.46,1
2026-05-19,2026-05-19 14:15:00,2026-05-19 19:00:00,BTCUSD,SELL,loss,-1.0,15.46,11.9,1
2026-05-20,2026-05-20 13:45:00,2026-05-20 14:00:00,BTCUSD,BUY,loss,-1.0,11.9,9.17,1
2026-05-21,2026-05-21 15:15:00,2026-05-21 17:45:00,BTCUSD,BUY,win,1.3043,9.17,11.92,1
2026-05-22,2026-05-22 14:00:00,2026-05-22 14:15:00,BTCUSD,SELL,win,1.3043,11.92,15.49,1
2026-05-23,2026-05-23 13:45:00,2026-05-23 13:45:00,BTCUSD,BUY,win,1.3043,15.49,20.14,1
2026-05-24,2026-05-24 13:45:00,2026-05-24 14:00:00,BTCUSD,SELL,win,1.3043,20.14,26.18,2
2026-05-25,2026-05-25 13:45:00,2026-05-25 14:00:00,BTCUSD,BUY,win,1.3043,26.18,34.03,3
2026-05-26,2026-05-26 13:45:00,2026-05-26 13:45:00,BTCUSD,BUY,win,1.3043,34.03,44.24,4
2026-05-27,2026-05-27 14:15:00,2026-05-27 15:15:00,BTCUSD,SELL,loss,-1.0,44.24,34.07,3
