instrument,symbol,session_date,direction,entry_mode,stop_mode,exit_mode,rr_target,entry_time,exit_time,entry,stop,target,exit_price,pnl_r,outcome,portfolio_risk_cash,portfolio_pnl_cash,portfolio_balance_after_exit,asian_high,asian_low,asian_range,adr,range_adr_fraction,mae_r,ambiguous_bar
AUDCHF,AUDCHFb,2025-07-29,buy,confirmed_close,midpoint,fixed,1.5,2025-07-29 09:00:00+00:00,2025-07-29 17:00:00+00:00,0.52482,0.523315,0.5270774999999999,0.52415,-0.44518272425246375,loss,15.0,-6.677740863786957,986.5574154895985,0.52442,0.52221,0.0022100000000000453,0.0036964285714285844,0.5978743961352758,-0.9368770764119145,False
AUDCHF,AUDCHFb,2025-08-01,buy,confirmed_close,midpoint,fixed,1.5,2025-08-01 11:15:00+00:00,2025-08-01 15:39:00+00:00,0.52439,0.5225850000000001,0.5270975,0.5225850000000001,-1.0,loss,14.855032263291806,-14.855032263291806,975.4804519561618,0.524,0.52117,0.002829999999999999,0.0034207142857143086,0.8273125913551832,-1.0,False
AUDCHF,AUDCHFb,2025-08-06,buy,confirmed_close,midpoint,fixed,1.5,2025-08-06 10:15:00+00:00,2025-08-06 17:00:00+00:00,0.5244500000000001,0.5225599999999999,0.5272850000000003,0.52414,-0.1640211640211665,loss,14.94272376232233,-2.450922945142853,993.730661209679,0.52387,0.52125,0.0026199999999999557,0.003728571428571446,0.7026819923371496,-0.2645502645502705,False
AUDCHF,AUDCHFb,2025-08-07,buy,confirmed_close,midpoint,fixed,1.5,2025-08-07 08:45:00+00:00,2025-08-07 11:07:00+00:00,0.525,0.523995,0.5265075000000001,0.5265075000000001,1.5,win,14.875220600691264,22.312830901036897,1013.9942042804546,0.52474,0.52325,0.0014899999999999913,0.0037385714285714405,0.3985479556744328,-0.4577114427860702,False
AUDCHF,AUDCHFb,2025-08-08,buy,confirmed_close,midpoint,fixed,1.5,2025-08-08 09:30:00+00:00,2025-08-08 17:00:00+00:00,0.52676,0.5253399999999999,0.5288900000000001,0.52677,0.007042253521094275,win,15.300276553837172,0.10774842643497601,1010.4833635861605,0.52647,0.52421,0.0022600000000000398,0.003866428571428588,0.5845187511546356,-0.44366197183097217,False
AUDCHF,AUDCHFb,2025-08-11,buy,confirmed_close,midpoint,fixed,1.5,2025-08-11 12:00:00+00:00,2025-08-11 16:42:00+00:00,0.52719,0.5264949999999999,0.5282325000000002,0.5282325000000002,1.5,win,15.153840072440305,22.73076010866046,1017.6021557274148,0.52704,0.52595,0.0010899999999999244,0.003989285714285727,0.2732318710832389,-0.28776978417274346,False
AUDCHF,AUDCHFb,2025-08-12,sell,confirmed_close,midpoint,fixed,1.5,2025-08-12 08:15:00+00:00,2025-08-12 11:24:00+00:00,0.52732,0.528435,0.5256475,0.5256475,1.5,win,15.264032335911223,22.896048503866833,1040.4982042312815,0.52946,0.52741,0.0020499999999999963,0.004023571428571444,0.5094976034084828,-0.3677130044843317,False
AUDCHF,AUDCHFb,2025-08-13,buy,confirmed_close,midpoint,fixed,1.5,2025-08-13 09:30:00+00:00,2025-08-13 11:02:00+00:00,0.5271899999999999,0.5262100000000001,0.5286599999999997,0.5262100000000001,-1.0,loss,15.378512578430554,-15.378512578430554,1009.8556593169398,0.52702,0.5254,0.0016200000000000658,0.003917857142857155,0.41349134001824706,-1.0,False
AUDCHF,AUDCHFb,2025-08-19,sell,confirmed_close,midpoint,fixed,1.5,2025-08-19 09:00:00+00:00,2025-08-19 17:00:00+00:00,0.52303,0.5239199999999999,0.521695,0.52183,1.3483146067416305,win,15.645580541223213,21.095164774683884,1064.1338675228978,0.52449,0.52335,0.0011400000000000299,0.0037392857142857228,0.30487106017192706,-0.8202247191011824,False
AUDCHF,AUDCHFb,2025-08-25,buy,confirmed_close,midpoint,fixed,1.5,2025-08-25 08:30:00+00:00,2025-08-25 17:00:00+00:00,0.5215,0.5201800000000001,0.5234799999999997,0.52126,-0.1818181818182124,loss,15.509075021717528,-2.819831822130934,1034.2247859836934,0.52129,0.51907,0.0022199999999999998,0.003551428571428578,0.6251005631536592,-0.8712121212121907,False
AUDCHF,AUDCHFb,2025-08-26,buy,confirmed_close,midpoint,fixed,1.5,2025-08-26 12:15:00+00:00,2025-08-26 15:17:00+00:00,0.52298,0.5216700000000001,0.5249449999999999,0.5216700000000001,-1.0,loss,15.513371789755402,-15.513371789755402,1018.711414193938,0.52268,0.52066,0.0020200000000000218,0.0036392857142857177,0.5550539744847944,-1.0,False
AUDCHF,AUDCHFb,2025-09-02,sell,confirmed_close,midpoint,fixed,1.5,2025-09-02 10:30:00+00:00,2025-09-02 12:29:00+00:00,0.52305,0.5242249999999999,0.5212875000000001,0.5242249999999999,-1.0,loss,15.311425403715573,-15.311425403715573,1032.306022258445,0.52503,0.52342,0.0016100000000000003,0.0032264285714285585,0.49900376355988696,-1.0,False
AUDCHF,AUDCHFb,2025-09-05,buy,confirmed_close,midpoint,fixed,1.5,2025-09-05 08:45:00+00:00,2025-09-05 15:29:00+00:00,0.52562,0.524555,0.5272174999999999,0.524555,-1.0,loss,15.092171916219618,-15.092171916219618,991.0526224984216,0.52546,0.52365,0.0018100000000000893,0.0032914285714285563,0.5499131944444741,-1.0,False
AUDCHF,AUDCHFb,2025-09-09,buy,confirmed_close,midpoint,fixed,1.5,2025-09-09 08:15:00+00:00,2025-09-09 17:00:00+00:00,0.52354,0.522375,0.5252874999999999,0.52417,0.5407725321888711,win,16.442805449297577,8.891817539105618,1105.629234285559,0.52338,0.52137,0.0020099999999999563,0.003344999999999987,0.6008968609865364,-0.5321888412016902,False
AUDCHF,AUDCHFb,2025-09-16,sell,confirmed_close,midpoint,fixed,1.5,2025-09-16 09:45:00+00:00,2025-09-16 16:37:00+00:00,0.52848,0.529515,0.5269275,0.5269275,1.5,win,17.200405640529915,25.800608460794873,1155.293912188926,0.53039,0.52864,0.0017500000000000293,0.0033921428571428358,0.5158980838071292,-0.12560386473437052,False
AUDCHF,AUDCHFb,2025-09-19,buy,confirmed_close,midpoint,fixed,1.5,2025-09-19 11:45:00+00:00,2025-09-19 16:46:00+00:00,0.52515,0.523645,0.5274075,0.523645,-1.0,loss,16.288475334580397,-16.288475334580397,1069.6098803041127,0.52473,0.52256,0.0021700000000000053,0.0035199999999999915,0.6164772727272757,-1.0,False
AUDCHF,AUDCHFb,2025-09-25,buy,confirmed_close,midpoint,fixed,1.5,2025-09-25 09:45:00+00:00,2025-09-25 15:28:00+00:00,0.52503,0.52344,0.527415,0.52344,-1.0,loss,15.75041545988741,-15.75041545988741,1018.5268664060526,0.52459,0.52229,0.0022999999999999687,0.0035514285714285704,0.6476267095736036,-1.0,False
AUDCHF,AUDCHFb,2025-09-29,buy,confirmed_close,midpoint,fixed,1.5,2025-09-29 09:15:00+00:00,2025-09-29 17:00:00+00:00,0.52327,0.522205,0.5248675,0.5236,0.30985915492952754,win,15.161599959533048,4.697960550840469,1023.0520911661436,0.52307,0.52134,0.0017300000000000093,0.003365714285714289,0.5140067911714793,-0.8075117370891887,False
AUDCHF,AUDCHFb,2025-10-02,buy,confirmed_close,midpoint,fixed,1.5,2025-10-02 09:30:00+00:00,2025-10-02 12:13:00+00:00,0.52737,0.52659,0.52854,0.52659,-1.0,loss,15.69106144826073,-15.69106144826073,1030.379701769121,0.52719,0.52599,0.0012000000000000899,0.0031935714285714384,0.37575486468354297,-1.0,False
AUDCHF,AUDCHFb,2025-10-03,buy,confirmed_close,midpoint,fixed,1.5,2025-10-03 10:15:00+00:00,2025-10-03 11:55:00+00:00,0.52667,0.5257499999999999,0.52805,0.5257499999999999,-1.0,loss,15.913836960395614,-15.913836960395614,1046.8542158376317,0.52645,0.52505,0.0013999999999999568,0.00320285714285715,0.4371097234611809,-1.0,False
AUDCHF,AUDCHFb,2025-10-06,buy,confirmed_close,midpoint,fixed,1.5,2025-10-06 09:45:00+00:00,2025-10-06 17:00:00+00:00,0.52645,0.524805,0.5289174999999999,0.52705,0.36474164133741166,win,16.045762678672887,5.852557815929732,1059.5243070487825,0.52606,0.52355,0.0025100000000000122,0.0032000000000000123,0.7843750000000008,-0.2127659574467841,False
AUDCHF,AUDCHFb,2025-10-08,buy,confirmed_close,midpoint,fixed,1.5,2025-10-08 10:45:00+00:00,2025-10-08 17:00:00+00:00,0.5260199999999999,0.524945,0.5276324999999998,0.5271,1.0046511627908317,win,16.209220915831207,16.28461264102329,1080.6901194472728,0.5258,0.52409,0.0017100000000001003,0.003137142857142862,0.5450819672131458,-0.7162790697674255,False
AUDCHF,AUDCHFb,2025-10-13,buy,confirmed_close,midpoint,fixed,1.5,2025-10-13 11:15:00+00:00,2025-10-13 17:00:00+00:00,0.52362,0.52149,0.5268149999999999,0.52429,0.31455399061036166,win,16.209439959420806,5.098744024794873,1085.7280746528484,0.52338,0.5196,0.0037800000000000056,0.00400857142857144,0.9429793300071262,-0.30985915492957966,False
AUDCHF,AUDCHFb,2025-10-17,sell,confirmed_close,midpoint,fixed,1.5,2025-10-17 09:30:00+00:00,2025-10-17 14:09:00+00:00,0.51021,0.5124299999999999,0.5068800000000002,0.5124299999999999,-1.0,loss,16.67619949845725,-16.67619949845725,1111.7466332304832,0.51428,0.51058,0.0036999999999999256,0.004872142857142865,0.7594194399647981,-1.0,False
AUDCHF,AUDCHFb,2025-10-22,buy,confirmed_close,midpoint,fixed,1.5,2025-10-22 09:15:00+00:00,2025-10-22 12:17:00+00:00,0.51776,0.516545,0.5195825,0.516545,-1.0,loss,16.99409462211581,-16.99409462211581,1098.9514522301556,0.51758,0.51551,0.0020700000000000163,0.005095714285714291,0.4062237174095907,-1.0,False
AUDCHF,AUDCHFb,2025-10-23,buy,confirmed_close,midpoint,fixed,1.5,2025-10-23 09:15:00+00:00,2025-10-23 17:00:00+00:00,0.51799,0.51656,0.5201349999999998,0.51842,0.30069930069934414,win,16.484271783452336,4.956808997822048,1111.2130240423076,0.51749,0.51563,0.0018599999999999728,0.005127142857142862,0.3627751462802952,-0.15384615384615982,False
AUDCHF,AUDCHFb,2025-10-24,sell,confirmed_close,midpoint,fixed,1.5,2025-10-24 11:30:00+00:00,2025-10-24 13:49:00+00:00,0.51698,0.51756,0.51611,0.51756,-1.0,loss,16.418172430225095,-16.418172430225095,1078.126656251448,0.51809,0.51703,0.001060000000000061,0.005234285714285715,0.2025109170305793,-1.0,False
AUDCHF,AUDCHFb,2025-10-27,buy,confirmed_close,midpoint,fixed,1.5,2025-10-27 10:45:00+00:00,2025-10-27 17:00:00+00:00,0.52201,0.5201450000000001,0.5248074999999999,0.52124,-0.4128686327077646,loss,16.467355329680977,-6.7988544792783046,1074.5574788364393,0.52107,0.51922,0.0018500000000000183,0.0049785714285714355,0.37159253945480947,-0.5254691689008237,False
AUDCHF,AUDCHFb,2025-10-28,sell,confirmed_close,midpoint,fixed,1.5,2025-10-28 10:45:00+00:00,2025-10-28 12:12:00+00:00,0.51952,0.5207299999999999,0.5177050000000001,0.5207299999999999,-1.0,loss,16.11836218254659,-16.11836218254659,1083.3373802977344,0.52145,0.52001,0.0014399999999999968,0.004908571428571429,0.29336437718277003,-1.0,False
AUDCHF,AUDCHFb,2025-10-29,buy,confirmed_close,midpoint,fixed,1.5,2025-10-29 08:30:00+00:00,2025-10-29 17:00:00+00:00,0.5250400000000001,0.523135,0.5278975000000001,0.52645,0.7401574803148964,win,16.250060704466016,12.027603985981676,1079.11492357925,0.52481,0.52146,0.003349999999999964,0.004901428571428564,0.6834742057709059,-0.18372703412076857,False
AUDCHF,AUDCHFb,2025-10-31,sell,confirmed_close,midpoint,fixed,1.5,2025-10-31 12:00:00+00:00,2025-10-31 13:06:00+00:00,0.52429,0.52505,0.52315,0.52505,-1.0,loss,16.18672385368875,-16.18672385368875,1062.9281997255612,0.52577,0.52433,0.0014399999999999968,0.004192857142857133,0.3434412265758093,-1.0,False
AUDCHF,AUDCHFb,2025-11-03,buy,confirmed_close,midpoint,fixed,1.5,2025-11-03 10:45:00+00:00,2025-11-03 17:00:00+00:00,0.5283,0.52647,0.531045,0.52743,-0.47540983606559467,loss,15.249178965314556,-7.249609672035108,1000.160870294439,0.52787,0.52507,0.0027999999999999137,0.003877142857142849,0.722181282240215,-0.6120218579235033,False
AUDCHF,AUDCHFb,2025-11-04,sell,confirmed_close,midpoint,fixed,1.5,2025-11-04 08:15:00+00:00,2025-11-04 17:00:00+00:00,0.52638,0.52783,0.5242049999999998,0.52613,0.17241379310342186,win,15.002413054416584,2.586622940416256,1002.7474932348553,0.52912,0.52654,0.0025800000000000267,0.003773571428571424,0.683702441794443,-0.18620689655178752,False
AUDCHF,AUDCHFb,2025-11-07,buy,confirmed_close,midpoint,fixed,1.5,2025-11-07 08:30:00+00:00,2025-11-07 13:14:00+00:00,0.52373,0.522705,0.5252675000000001,0.522705,-1.0,loss,14.817992904415501,-14.817992904415501,973.0482007232845,0.52357,0.52184,0.0017300000000000093,0.003704999999999998,0.4669365721997329,-1.0,False
AUDCHF,AUDCHFb,2025-11-12,buy,confirmed_close,midpoint,fixed,1.5,2025-11-12 08:15:00+00:00,2025-11-12 12:38:00+00:00,0.52313,0.52195,0.5248999999999999,0.52195,-1.0,loss,14.30515270089968,-14.30515270089968,953.6768467266454,0.52283,0.52107,0.0017599999999999838,0.003950000000000017,0.44556962025315855,-1.0,False
AUDCHF,AUDCHFb,2025-11-14,sell,confirmed_close,midpoint,fixed,1.5,2025-11-14 09:30:00+00:00,2025-11-14 17:00:00+00:00,0.51623,0.5180499999999999,0.5135000000000001,0.51746,-0.6758241758242362,loss,14.354198938731356,-9.700914667385243,924.2257134983927,0.5195,0.5166,0.0029000000000000137,0.004512142857142877,0.6427101472217827,-0.7802197802197963,False
AUDCHF,AUDCHFb,2025-11-18,buy,confirmed_close,midpoint,fixed,1.5,2025-11-18 12:45:00+00:00,2025-11-18 17:00:00+00:00,0.51788,0.515395,0.5216075,0.51769,-0.07645875251510124,loss,13.551482918633555,-1.036129478688425,902.396065096882,0.5173,0.51349,0.00380999999999998,0.00469500000000002,0.8115015974440817,-0.15694164989939952,False
AUDCHF,AUDCHFb,2025-11-21,sell,confirmed_close,midpoint,fixed,1.5,2025-11-21 10:00:00+00:00,2025-11-21 10:44:00+00:00,0.51756,0.518905,0.5155425000000001,0.518905,-1.0,loss,13.826429650799296,-13.826429650799296,907.9355470691538,0.52002,0.51779,0.0022300000000000653,0.005100714285714307,0.43719367035430307,-1.0,False
AUDCHF,AUDCHFb,2025-11-27,buy,confirmed_close,midpoint,fixed,1.5,2025-11-27 10:00:00+00:00,2025-11-27 17:00:00+00:00,0.52569,0.524525,0.5274375,0.52589,0.17167381974247456,win,13.912508977302702,2.388413558335023,929.8890120451819,0.52547,0.52358,0.0018899999999999473,0.004820714285714305,0.3920580826789029,-0.5751072961373088,False
AUDCHF,AUDCHFb,2025-12-04,buy,confirmed_close,midpoint,fixed,1.5,2025-12-04 10:15:00+00:00,2025-12-04 17:00:00+00:00,0.53017,0.528275,0.5330125,0.52936,-0.4274406332453752,loss,13.41354773839015,-5.733495339364556,880.8381361313752,0.52968,0.52687,0.00281000000000009,0.004012142857142853,0.7003738650525423,-0.9815303430079702,False
AUDCHF,AUDCHFb,2025-12-15,buy,confirmed_close,midpoint,fixed,1.5,2025-12-15 10:45:00+00:00,2025-12-15 16:52:00+00:00,0.53024,0.5285200000000001,0.53282,0.5285200000000001,-1.0,loss,13.105168319108083,-13.105168319108083,860.5727196214309,0.5298,0.52724,0.0025600000000000067,0.003512857142857143,0.7287515250101686,-1.0,False
AUDCHF,AUDCHFb,2025-12-17,buy,confirmed_close,midpoint,fixed,1.5,2025-12-17 09:15:00+00:00,2025-12-17 14:22:00+00:00,0.52816,0.526865,0.5301024999999999,0.526865,-1.0,loss,12.718378600261554,-12.718378600261554,835.173528083842,0.52753,0.5262,0.0013300000000000534,0.0034021428571428536,0.3909300860802176,-1.0,False
