event;time_msc;bid;ask;current_high;current_low;previous_high;previous_low
0;1761308819000;48.088;48.095;48.088;48.056;48.114;48.057
0;1761308820000;48.093;48.100;48.093;48.093;48.088;48.056
0;1761308822000;48.094;48.101;48.094;48.093;48.088;48.056
0;1761308824000;48.096;48.103;48.096;48.093;48.088;48.056
0;1761308826000;48.097;48.104;48.097;48.093;48.088;48.056
0;1761308828000;48.095;48.102;48.097;48.093;48.088;48.056
0;1761308831000;48.096;48.103;48.097;48.093;48.088;48.056
0;1761308833000;48.097;48.104;48.097;48.093;48.088;48.056
0;1761308835000;48.089;48.096;48.097;48.089;48.088;48.056
0;1761308837000;48.080;48.087;48.097;48.080;48.088;48.056
0;1761308840000;48.079;48.086;48.097;48.079;48.088;48.056
0;1761308842000;48.081;48.088;48.097;48.079;48.088;48.056
0;1761308844000;48.073;48.080;48.097;48.073;48.088;48.056
0;1761308846000;48.064;48.071;48.097;48.064;48.088;48.056
0;1761308848000;48.063;48.070;48.097;48.063;48.088;48.056
0;1761308851000;48.065;48.072;48.097;48.063;48.088;48.056
0;1761308853000;48.057;48.064;48.097;48.057;48.088;48.056
0;1761308855000;48.048;48.055;48.097;48.048;48.088;48.056
0;1761308857000;48.049;48.056;48.097;48.048;48.088;48.056
0;1761308860000;48.051;48.058;48.097;48.048;48.088;48.056
0;1761308862000;48.050;48.057;48.097;48.048;48.088;48.056
0;1761308864000;48.051;48.058;48.097;48.048;48.088;48.056
0;1761308866000;48.050;48.057;48.097;48.048;48.088;48.056
0;1761308868000;48.049;48.056;48.097;48.048;48.088;48.056
0;1761308871000;48.050;48.057;48.097;48.048;48.088;48.056
0;1761308873000;48.049;48.056;48.097;48.048;48.088;48.056
0;1761308879000;48.053;48.060;48.097;48.048;48.088;48.056
0;1761308880000;48.048;48.055;48.048;48.048;48.097;48.048
0;1761308882000;48.050;48.057;48.050;48.048;48.097;48.048
0;1761308884000;48.053;48.060;48.053;48.048;48.097;48.048
0;1761308887000;48.052;48.059;48.053;48.048;48.097;48.048
0;1761308889000;48.051;48.058;48.053;48.048;48.097;48.048
0;1761308892000;48.053;48.060;48.053;48.048;48.097;48.048
0;1761308894000;48.055;48.062;48.055;48.048;48.097;48.048
0;1761308896000;48.047;48.054;48.055;48.047;48.097;48.048
0;1761308899000;48.038;48.045;48.055;48.038;48.097;48.048
0;1761308901000;48.037;48.044;48.055;48.037;48.097;48.048
0;1761308904000;48.039;48.046;48.055;48.037;48.097;48.048
0;1761308906000;48.031;48.038;48.055;48.031;48.097;48.048
0;1761308908000;48.022;48.029;48.055;48.022;48.097;48.048
0;1761308911000;48.021;48.028;48.055;48.021;48.097;48.048
0;1761308913000;48.023;48.030;48.055;48.021;48.097;48.048
0;1761308916000;48.014;48.021;48.055;48.014;48.097;48.048
0;1761308918000;48.005;48.012;48.055;48.005;48.097;48.048
0;1761308920000;48.006;48.013;48.055;48.005;48.097;48.048
0;1761308923000;48.007;48.014;48.055;48.005;48.097;48.048
0;1761308925000;48.005;48.012;48.055;48.005;48.097;48.048
0;1761308928000;48.006;48.013;48.055;48.005;48.097;48.048
0;1761308930000;48.005;48.012;48.055;48.005;48.097;48.048
0;1761308939000;48.006;48.013;48.055;48.005;48.097;48.048
0;1761308940000;48.006;48.040;48.006;48.006;48.055;48.005
0;1761308941000;48.014;48.048;48.014;48.006;48.055;48.005
0;1761308942000;48.023;48.057;48.023;48.006;48.055;48.005
0;1761308944000;48.032;48.066;48.032;48.006;48.055;48.005
0;1761308945000;48.029;48.063;48.032;48.006;48.055;48.005
0;1761308947000;48.026;48.060;48.032;48.006;48.055;48.005
0;1761308948000;48.023;48.057;48.032;48.006;48.055;48.005
0;1761308950000;48.029;48.063;48.032;48.006;48.055;48.005
0;1761308951000;48.035;48.069;48.035;48.006;48.055;48.005
0;1761308952000;48.041;48.075;48.041;48.006;48.055;48.005
0;1761308954000;48.032;48.066;48.041;48.006;48.055;48.005
0;1761308955000;48.022;48.056;48.041;48.006;48.055;48.005
0;1761308957000;48.012;48.046;48.041;48.006;48.055;48.005
0;1761308958000;48.013;48.047;48.041;48.006;48.055;48.005
0;1761308960000;48.012;48.046;48.041;48.006;48.055;48.005
0;1761308961000;48.013;48.047;48.041;48.006;48.055;48.005
0;1761308962000;48.004;48.038;48.041;48.004;48.055;48.005
0;1761308964000;47.994;48.028;48.041;47.994;48.055;48.005
0;1761308965000;47.984;48.018;48.041;47.984;48.055;48.005
0;1761308967000;47.985;48.019;48.041;47.984;48.055;48.005
0;1761308968000;47.984;48.018;48.041;47.984;48.055;48.005
0;1761308970000;47.985;48.019;48.041;47.984;48.055;48.005
0;1761308971000;47.975;48.009;48.041;47.975;48.055;48.005
0;1761308972000;47.965;47.999;48.041;47.965;48.055;48.005
0;1761308974000;47.954;47.988;48.041;47.954;48.055;48.005
0;1761308975000;47.963;47.997;48.041;47.954;48.055;48.005
0;1761308977000;47.972;48.006;48.041;47.954;48.055;48.005
0;1761308978000;47.981;48.015;48.041;47.954;48.055;48.005
0;1761308980000;47.978;48.012;48.041;47.954;48.055;48.005
0;1761308981000;47.975;48.009;48.041;47.954;48.055;48.005
0;1761308982000;47.972;48.006;48.041;47.954;48.055;48.005
0;1761308984000;47.973;48.007;48.041;47.954;48.055;48.005
0;1761308985000;47.975;48.009;48.041;47.954;48.055;48.005
0;1761308987000;47.977;48.011;48.041;47.954;48.055;48.005
0;1761308988000;47.979;48.013;48.041;47.954;48.055;48.005
0;1761308990000;47.981;48.015;48.041;47.954;48.055;48.005
0;1761308991000;47.982;48.016;48.041;47.954;48.055;48.005
0;1761308992000;47.984;48.018;48.041;47.954;48.055;48.005
0;1761308994000;47.986;48.020;48.041;47.954;48.055;48.005
0;1761308995000;47.988;48.022;48.041;47.954;48.055;48.005
0;1761308999000;47.990;48.024;48.041;47.954;48.055;48.005
0;1761309000000;47.999;48.006;47.999;47.999;48.041;47.954
0;1761309000483;48.006;48.013;48.006;47.999;48.041;47.954
0;1761309000967;48.014;48.021;48.014;47.999;48.041;47.954
0;1761309001451;48.021;48.028;48.021;47.999;48.041;47.954
0;1761309001935;48.029;48.036;48.029;47.999;48.041;47.954
0;1761309002419;48.036;48.043;48.036;47.999;48.041;47.954
0;1761309002903;48.044;48.051;48.044;47.999;48.041;47.954
0;1761309003387;48.051;48.058;48.051;47.999;48.041;47.954
0;1761309003870;48.059;48.066;48.059;47.999;48.041;47.954
0;1761309004354;48.066;48.073;48.066;47.999;48.041;47.954
0;1761309004838;48.074;48.081;48.074;47.999;48.041;47.954
