initial,final,net,return_pct,profit_factor,win_rate_pct,wins,losses,trades,equity_dd_amount,equity_dd_pct,balance_dd_amount,balance_dd_pct,gross_profit,gross_loss,largest_win,largest_loss,average_win,average_loss,expected_payoff,recovery_factor,sharpe,history_quality,commission,swap,symbol,slug,variant,development_return_pct,development_pf,development_dd_pct,development_trades,decision
10000.0,10000.52,0.52,0.005200000000000001,1.0,50.79,225,218,443,1533.38,15.07,1440.59,14.24,20355.74,-20355.22,105.82,-106.45,90.47,-90.42,0.0,0.0,0.0,100%,-643.48,-32.51,BTCUSD,btcusd,trend-liquid-r10,9.4117,1.05,17.08,332,REJECT
10000.0,8012.29,-1987.71,-19.8771,0.58,37.65,32,53,85,2216.26,22.02,2144.03,21.44,2693.5,-4681.21,99.11,-100.13,84.17,-83.63,-23.38,-0.9,-5.0,100%,-248.78,-6.1,ETHUSD,ethusd,revert-all-r10,8.9664,1.71,5.55,34,REJECT
